YEAR_MONTH,CITY,SUBSTANCE,CLASS,ITEMS,ACTUAL_COST
202305,Nottingham,Escitalopram,antidepressant,1234.0000,2134.6345
202305,Nottingham,Fluoxetine hydrochloride,antidepressant,7637.0000,25409.4856
202305,Nottingham,Flupentixol decanoate,antidepressant,5.0000,158.1896
202305,Nottingham,Flupentixol hydrochloride,antidepressant,195.0000,745.4469
202305,Nottingham,Fluvoxamine maleate,antidepressant,11.0000,237.0627
202305,Nottingham,Imipramine hydrochloride,antidepressant,273.0000,1460.2677
202305,Nottingham,Isocarboxazid,antidepressant,6.0000,3096.6807
202305,Nottingham,Lofepramine hydrochloride,antidepressant,237.0000,4152.9757
202305,Nottingham,Loprazolam mesilate,anxiolytic,7.0000,181.8016
202305,Nottingham,Lorazepam,anxiolytic,879.0000,6415.8879
202305,Nottingham,Lormetazepam,anxiolytic,3.0000,66.9727
202305,Nottingham,Melatonin,anxiolytic,578.0000,17574.6015
202305,Nottingham,Midazolam hydrochloride,anxiolytic,152.0000,12489.4017
202305,Nottingham,Midazolam maleate,anxiolytic,18.0000,2456.4578
202305,Nottingham,Mirtazapine,antidepressant,11628.0000,13961.3061
202305,Nottingham,Moclobemide,antidepressant,6.0000,128.6423
202305,Nottingham,Nitrazepam,anxiolytic,272.0000,934.5968
202305,Nottingham,Nortriptyline,antidepressant,1443.0000,6905.7497
202305,Nottingham,Oxazepam,anxiolytic,13.0000,72.9137
202305,Nottingham,Oxitriptan,antidepressant,4.0000,212.3846
202305,Nottingham,Paroxetine hydrochloride,antidepressant,917.0000,2904.2326
202305,Nottingham,Phenelzine sulfate,antidepressant,1.0000,101.8152
202305,Nottingham,Phenobarbital,anxiolytic,136.0000,1700.5685
202305,Nottingham,Pregabalin,anxiolytic,9301.0000,24192.0411
202305,Nottingham,Promethazine teoclate,anxiolytic,56.0000,222.2226
202305,Nottingham,Reboxetine,antidepressant,11.0000,262.7268
202305,Nottingham,Sertraline hydrochloride,antidepressant,25403.0000,42652.1266
202305,Nottingham,Temazepam,anxiolytic,276.0000,6503.2889
202305,Nottingham,Tranylcypromine sulfate,antidepressant,3.0000,7749.3351
202305,Nottingham,Trazodone hydrochloride,antidepressant,1978.0000,7163.6738
202305,Nottingham,Trimipramine maleate,antidepressant,11.0000,7619.1194
202305,Nottingham,Venlafaxine,antidepressant,5689.0000,43921.2108
202305,Nottingham,Vortioxetine,antidepressant,170.0000,3915.5736
202305,Nottingham,Zolpidem tartrate,anxiolytic,612.0000,602.9783
202305,Nottingham,Zopiclone,anxiolytic,4398.0000,4780.4840
202305,Peterborough,Agomelatine,antidepressant,2.0000,43.3615
202305,Peterborough,Amitriptyline hydrochloride,antidepressant,8269.0000,10246.6029
202305,Peterborough,Bupropion hydrochloride,antidepressant,4.0000,157.5499
202305,Peterborough,Buspirone hydrochloride,anxiolytic,64.0000,752.4021
202305,Peterborough,Chloral hydrate,anxiolytic,2.0000,1226.9295
202305,Peterborough,Chlordiazepoxide hydrochloride,anxiolytic,7.0000,70.1330
202305,Peterborough,Citalopram hydrobromide,antidepressant,7401.0000,10545.9885
202305,Peterborough,Citalopram hydrochloride,antidepressant,37.0000,696.9219
202305,Peterborough,Clobazam,anxiolytic,133.0000,8584.3068
202305,Peterborough,Clomethiazole,anxiolytic,2.0000,86.7098
202305,Peterborough,Clomipramine hydrochloride,antidepressant,76.0000,893.0481
202305,Peterborough,Clonazepam,anxiolytic,472.0000,6573.7253
202305,Peterborough,Diazepam,anxiolytic,1651.0000,2669.2561
202305,Peterborough,Dosulepin hydrochloride,antidepressant,150.0000,1723.5262
202305,Peterborough,Doxepin,antidepressant,3.0000,419.0902
202305,Peterborough,Duloxetine hydrochloride,antidepressant,895.0000,3496.4586
202305,Peterborough,Escitalopram,antidepressant,535.0000,876.4769
202305,Peterborough,Fluoxetine hydrochloride,antidepressant,2826.0000,9801.8096
202305,Peterborough,Flupentixol decanoate,antidepressant,37.0000,828.7797
202305,Peterborough,Flupentixol hydrochloride,antidepressant,69.0000,241.0334
202305,Peterborough,Fluvoxamine maleate,antidepressant,5.0000,60.5672
202305,Peterborough,Imipramine hydrochloride,antidepressant,79.0000,2023.9506
202305,Peterborough,Lofepramine hydrochloride,antidepressant,23.0000,245.9059
202305,Peterborough,Loprazolam mesilate,anxiolytic,39.0000,374.0190
202305,Peterborough,Lorazepam,anxiolytic,596.0000,4587.9275
202305,Peterborough,Lormetazepam,anxiolytic,8.0000,127.8994
202305,Peterborough,Melatonin,anxiolytic,608.0000,20138.1741
202305,Peterborough,Midazolam hydrochloride,anxiolytic,27.0000,2692.7347
202305,Peterborough,Midazolam maleate,anxiolytic,3.0000,172.4045
202305,Peterborough,Mirtazapine,antidepressant,4074.0000,4350.7762
202305,Peterborough,Moclobemide,antidepressant,4.0000,34.5084
202305,Peterborough,Nitrazepam,anxiolytic,112.0000,815.8953
202305,Peterborough,Nortriptyline,antidepressant,447.0000,1042.2598
202305,Peterborough,Oxazepam,anxiolytic,19.0000,25.5568
202305,Peterborough,Paraldehyde,anxiolytic,1.0000,30.4761
202305,Peterborough,Paroxetine hydrochloride,antidepressant,595.0000,1630.1977
202305,Peterborough,Phenelzine sulfate,antidepressant,2.0000,167.4693
202305,Peterborough,Phenobarbital,anxiolytic,69.0000,1167.1667
202305,Peterborough,Pregabalin,anxiolytic,3575.0000,8332.5295
202305,Peterborough,Promethazine teoclate,anxiolytic,10.0000,54.0041
202305,Peterborough,Reboxetine,antidepressant,7.0000,77.7272
202305,Peterborough,Sertraline hydrochloride,antidepressant,10282.0000,16692.1948
202305,Peterborough,Sodium oxybate,anxiolytic,5.0000,5085.1998
202305,Peterborough,Temazepam,anxiolytic,160.0000,4264.0659
202305,Peterborough,Trazodone hydrochloride,antidepressant,220.0000,851.5107
202305,Peterborough,Trimipramine maleate,antidepressant,3.0000,1417.7424
202305,Peterborough,Tryptophan,antidepressant,7.0000,1107.5168
202305,Peterborough,Venlafaxine,antidepressant,2405.0000,18609.7575
202305,Peterborough,Vortioxetine,antidepressant,76.0000,1594.9569
202305,Peterborough,Zolpidem tartrate,anxiolytic,293.0000,327.0498
202305,Peterborough,Zopiclone,anxiolytic,1758.0000,1945.0679
202305,Plymouth,Agomelatine,antidepressant,7.0000,187.8791
202305,Plymouth,Amitriptyline hydrochloride,antidepressant,7878.0000,13580.7400
202305,Plymouth,Bupropion hydrochloride,antidepressant,1.0000,19.7749
202305,Plymouth,Buspirone hydrochloride,anxiolytic,71.0000,612.6943
202305,Plymouth,Chloral hydrate,anxiolytic,1.0000,230.0207
202305,Plymouth,Chlordiazepoxide hydrochloride,anxiolytic,15.0000,73.1039
202305,Plymouth,Citalopram hydrobromide,antidepressant,5723.0000,10806.1189
202305,Plymouth,Citalopram hydrochloride,antidepressant,28.0000,625.3171
202305,Plymouth,Clobazam,anxiolytic,104.0000,7060.9526
202305,Plymouth,Clomipramine hydrochloride,antidepressant,79.0000,1189.5238
202305,Plymouth,Clonazepam,anxiolytic,334.0000,4489.6426
202305,Plymouth,Diazepam,anxiolytic,2156.0000,2988.9930
202305,Plymouth,Dosulepin hydrochloride,antidepressant,133.0000,1850.5443
202305,Plymouth,Doxepin,antidepressant,3.0000,1455.8809
202305,Plymouth,Duloxetine hydrochloride,antidepressant,1953.0000,8703.8542
202305,Plymouth,Escitalopram,antidepressant,453.0000,1012.4078
202305,Plymouth,Fluoxetine hydrochloride,antidepressant,3198.0000,11076.2118
202305,Plymouth,Flupentixol decanoate,antidepressant,2.0000,5.3576
202305,Plymouth,Flupentixol hydrochloride,antidepressant,55.0000,152.1653
202305,Plymouth,Fluvoxamine maleate,antidepressant,7.0000,180.5065
202305,Plymouth,Imipramine hydrochloride,antidepressant,110.0000,272.4338
202305,Plymouth,Lofepramine hydrochloride,antidepressant,71.0000,1499.5534
202305,Plymouth,Lorazepam,anxiolytic,384.0000,2946.7161
202305,Plymouth,Lormetazepam,anxiolytic,10.0000,76.3746
202305,Plymouth,Melatonin,anxiolytic,1515.0000,53011.5605
202305,Plymouth,Mianserin hydrochloride,antidepressant,3.0000,56.3410
202305,Plymouth,Midazolam hydrochloride,anxiolytic,25.0000,2374.2805
202305,Plymouth,Midazolam maleate,anxiolytic,11.0000,1680.7179
202305,Plymouth,Mirtazapine,antidepressant,6634.0000,7857.3652
202305,Plymouth,Moclobemide,antidepressant,6.0000,53.9553
202305,Plymouth,Nitrazepam,anxiolytic,105.0000,269.8316
202305,Plymouth,Nortriptyline,antidepressant,334.0000,1030.5817
202305,Plymouth,Oxazepam,anxiolytic,11.0000,53.2428
202305,Plymouth,Paroxetine hydrochloride,antidepressant,389.0000,1354.2146
202305,Plymouth,Phenobarbital,anxiolytic,28.0000,282.0160
202305,Plymouth,Pregabalin,anxiolytic,4083.0000,8452.1501
202305,Plymouth,Promethazine teoclate,anxiolytic,14.0000,42.7318
202305,Plymouth,Reboxetine,antidepressant,14.0000,249.6906
202305,Plymouth,Sertraline hydrochloride,antidepressant,9584.0000,18462.2702
202305,Plymouth,Sodium oxybate,anxiolytic,1.0000,1017.0400
202305,Plymouth,Temazepam,anxiolytic,104.0000,2167.9450
202305,Plymouth,Tranylcypromine sulfate,antidepressant,3.0000,6780.6729
202305,Plymouth,Trazodone hydrochloride,antidepressant,588.0000,2294.0048
202305,Plymouth,Trimipramine maleate,antidepressant,17.0000,6832.2803
202305,Plymouth,Venlafaxine,antidepressant,3449.0000,26141.4263
202305,Plymouth,Vortioxetine,antidepressant,50.0000,1079.3731
202305,Plymouth,Zolpidem tartrate,anxiolytic,249.0000,233.4283
202305,Plymouth,Zopiclone,anxiolytic,2309.0000,2365.9618
202305,Sunderland,Agomelatine,antidepressant,39.0000,460.9824
202305,Sunderland,Amitriptyline hydrochloride,antidepressant,7475.0000,8386.0087
202305,Sunderland,Buspirone hydrochloride,anxiolytic,45.0000,237.1878
202305,Sunderland,Chloral hydrate,anxiolytic,2.0000,536.8140
202305,Sunderland,Chlordiazepoxide hydrochloride,anxiolytic,4.0000,8.5670
202305,Sunderland,Citalopram hydrobromide,antidepressant,5999.0000,7795.3964
202305,Sunderland,Citalopram hydrochloride,antidepressant,20.0000,421.3728
202305,Sunderland,Clobazam,anxiolytic,144.0000,4327.6357
202305,Sunderland,Clomethiazole,anxiolytic,5.0000,45.7762
202305,Sunderland,Clomipramine hydrochloride,antidepressant,74.0000,630.2188
202305,Sunderland,Clonazepam,anxiolytic,420.0000,3642.0523
202305,Sunderland,Diazepam,anxiolytic,1222.0000,2060.9938
202305,Sunderland,Dosulepin hydrochloride,antidepressant,165.0000,1490.8054
202305,Sunderland,Doxepin,antidepressant,6.0000,548.5392
202305,Sunderland,Duloxetine hydrochloride,antidepressant,2668.0000,8059.0870
202305,Sunderland,Escitalopram,antidepressant,649.0000,994.6306
202305,Sunderland,Fluoxetine hydrochloride,antidepressant,4878.0000,11431.3471
202305,Sunderland,Flupentixol decanoate,antidepressant,3.0000,132.6297
202305,Sunderland,Flupentixol hydrochloride,antidepressant,80.0000,202.9348
202305,Sunderland,Fluvoxamine maleate,antidepressant,1.0000,55.4274
202305,Sunderland,Imipramine hydrochloride,antidepressant,28.0000,43.8593
202305,Sunderland,Lofepramine hydrochloride,antidepressant,98.0000,998.5911
202305,Sunderland,Loprazolam mesilate,anxiolytic,5.0000,58.0523
202305,Sunderland,Lorazepam,anxiolytic,321.0000,2508.9397
202305,Sunderland,Lormetazepam,anxiolytic,1.0000,33.4012
202305,Sunderland,Melatonin,anxiolytic,1093.0000,38096.3228
202305,Sunderland,Midazolam hydrochloride,anxiolytic,21.0000,1696.2866
202305,Sunderland,Midazolam maleate,anxiolytic,9.0000,1113.4460
202305,Sunderland,Mirtazapine,antidepressant,8881.0000,7190.9179
202305,Sunderland,Moclobemide,antidepressant,10.0000,127.5121
202305,Sunderland,Nitrazepam,anxiolytic,156.0000,261.2210
202305,Sunderland,Nortriptyline,antidepressant,559.0000,922.2148
202305,Sunderland,Oxazepam,anxiolytic,6.0000,19.6993
202305,Sunderland,Paraldehyde,anxiolytic,1.0000,26.0502
202305,Sunderland,Paroxetine hydrochloride,antidepressant,662.0000,1227.7035
202305,Sunderland,Phenobarbital,anxiolytic,50.0000,292.0980
202305,Sunderland,Pregabalin,anxiolytic,3913.0000,7488.4126
202305,Sunderland,Reboxetine,antidepressant,24.0000,278.0049
202305,Sunderland,Sertraline hydrochloride,antidepressant,11202.0000,13194.6033
202305,Sunderland,Temazepam,anxiolytic,132.0000,3024.7939
202305,Sunderland,Trazodone hydrochloride,antidepressant,1351.0000,2903.3199
202305,Sunderland,Trimipramine maleate,antidepressant,4.0000,1110.7495
202305,Sunderland,Venlafaxine,antidepressant,2696.0000,13698.8784
202305,Sunderland,Vortioxetine,antidepressant,161.0000,2018.2560
202305,Sunderland,Zolpidem tartrate,anxiolytic,130.0000,122.3132
202305,Sunderland,Zopiclone,anxiolytic,902.0000,892.1634
202305,York,Agomelatine,antidepressant,1.0000,14.4456
202305,York,Amitriptyline hydrochloride,antidepressant,6568.0000,10853.3894
202305,York,Buspirone hydrochloride,anxiolytic,19.0000,235.9984
202305,York,Chloral hydrate,anxiolytic,2.0000,133.8392
202305,York,Chlordiazepoxide hydrochloride,anxiolytic,4.0000,65.8255
202305,York,Citalopram hydrobromide,antidepressant,4826.0000,7739.6229
202305,York,Citalopram hydrochloride,antidepressant,16.0000,324.1157
202305,York,Clobazam,anxiolytic,118.0000,4908.0431
202305,York,Clomipramine hydrochloride,antidepressant,82.0000,1067.2283
202305,York,Clonazepam,anxiolytic,136.0000,1772.4115
202305,York,Diazepam,anxiolytic,1107.0000,1943.3220
202305,York,Dosulepin hydrochloride,antidepressant,99.0000,1114.9042
202305,York,Doxepin,antidepressant,6.0000,929.5122
202305,York,Duloxetine hydrochloride,antidepressant,797.0000,3194.7238
202305,York,Escitalopram,antidepressant,503.0000,1001.3511
202305,York,Fluoxetine hydrochloride,antidepressant,2663.0000,8069.4893
202305,York,Flupentixol decanoate,antidepressant,25.0000,348.3237
202305,York,Flupentixol hydrochloride,antidepressant,37.0000,160.3672
202305,York,Fluvoxamine maleate,antidepressant,11.0000,212.9255
202305,York,Imipramine hydrochloride,antidepressant,78.0000,274.2233
202305,York,Lofepramine hydrochloride,antidepressant,61.0000,911.2373
202305,York,Lorazepam,anxiolytic,317.0000,3408.9283
202305,York,Lormetazepam,anxiolytic,4.0000,78.7621
202305,York,Melatonin,anxiolytic,489.0000,22129.9338
202305,York,Mianserin hydrochloride,antidepressant,4.0000,258.1743
202305,York,Midazolam hydrochloride,anxiolytic,22.0000,2732.5430
202305,York,Midazolam maleate,anxiolytic,3.0000,497.0499
202305,York,Mirtazapine,antidepressant,3680.0000,4366.3829
202305,York,Moclobemide,antidepressant,3.0000,101.0495
202305,York,Nitrazepam,anxiolytic,136.0000,576.2224
202305,York,Nortriptyline,antidepressant,423.0000,1568.7727
202305,York,Oxazepam,anxiolytic,5.0000,29.8841
202305,York,Paroxetine hydrochloride,antidepressant,332.0000,804.6002
202305,York,Phenobarbital,anxiolytic,34.0000,409.3642
202305,York,Pregabalin,anxiolytic,3039.0000,9381.3708
202305,York,Promethazine teoclate,anxiolytic,3.0000,16.6357
202305,York,Reboxetine,antidepressant,11.0000,238.6496
202305,York,Sertraline hydrochloride,antidepressant,10399.0000,17107.7533
202305,York,Temazepam,anxiolytic,78.0000,2016.4046
202305,York,Trazodone hydrochloride,antidepressant,403.0000,1560.5294
202305,York,Venlafaxine,antidepressant,1428.0000,11486.0992
202305,York,Vortioxetine,antidepressant,99.0000,2314.6189
202305,York,Zolpidem tartrate,anxiolytic,59.0000,63.3636
202305,York,Zopiclone,anxiolytic,1126.0000,1337.4250
202306,Birmingham,Agomelatine,antidepressant,13.0000,331.0608
202306,Birmingham,Amitriptyline hydrochloride,antidepressant,21338.0000,31534.5665
202306,Birmingham,Bupropion hydrochloride,antidepressant,12.0000,410.4154
202306,Birmingham,Buspirone hydrochloride,anxiolytic,307.0000,3635.3281
202306,Birmingham,Chloral hydrate,anxiolytic,10.0000,2963.2017
202306,Birmingham,Chlordiazepoxide hydrochloride,anxiolytic,36.0000,506.4789
202306,Birmingham,Citalopram hydrobromide,antidepressant,18066.0000,30849.0266
202306,Birmingham,Citalopram hydrochloride,antidepressant,140.0000,2738.5100
202306,Birmingham,Clobazam,anxiolytic,915.0000,37471.0799
202306,Birmingham,Clomethiazole,anxiolytic,19.0000,441.5017
202306,Birmingham,Clomethiazole edisilate,anxiolytic,2.0000,82.4321
202306,Birmingham,Clomipramine hydrochloride,antidepressant,236.0000,4297.1023
202306,Birmingham,Clonazepam,anxiolytic,999.0000,18482.5295
202306,Birmingham,Diazepam,anxiolytic,6547.0000,17374.0356
202306,Birmingham,Dosulepin hydrochloride,antidepressant,392.0000,6494.3247
202306,Birmingham,Doxepin,antidepressant,7.0000,1903.6039
202306,Birmingham,Duloxetine hydrochloride,antidepressant,5109.0000,22642.8455
202306,Birmingham,Escitalopram,antidepressant,1918.0000,3983.6007
202306,Birmingham,Fluoxetine hydrochloride,antidepressant,8792.0000,32414.7701
202306,Birmingham,Flupentixol decanoate,antidepressant,42.0000,1038.5737
202306,Birmingham,Flupentixol hydrochloride,antidepressant,183.0000,879.6282
202306,Birmingham,Fluvoxamine maleate,antidepressant,44.0000,1041.6505
202306,Birmingham,Imipramine hydrochloride,antidepressant,85.0000,894.3099
202306,Birmingham,Isocarboxazid,antidepressant,2.0000,773.5039
202306,Birmingham,Lofepramine hydrochloride,antidepressant,111.0000,2129.3158
202306,Birmingham,Loprazolam mesilate,anxiolytic,12.0000,289.4885
202306,Birmingham,Lorazepam,anxiolytic,1835.0000,15816.7695
202306,Birmingham,Lormetazepam,anxiolytic,10.0000,274.0065
202306,Birmingham,Melatonin,anxiolytic,2336.0000,197717.1917
202306,Birmingham,Midazolam hydrochloride,anxiolytic,164.0000,14688.2963
202306,Birmingham,Midazolam maleate,anxiolytic,31.0000,13033.0872
202306,Birmingham,Mirtazapine,antidepressant,19679.0000,24547.3088
202306,Birmingham,Moclobemide,antidepressant,12.0000,234.2320
202306,Birmingham,Nitrazepam,anxiolytic,359.0000,7378.8425
202306,Birmingham,Nortriptyline,antidepressant,566.0000,2828.7880
202306,Birmingham,Oxazepam,anxiolytic,16.0000,123.6212
202306,Birmingham,Paroxetine hydrochloride,antidepressant,1902.0000,6463.0971
202306,Birmingham,Phenelzine sulfate,antidepressant,1.0000,126.5744
202306,Birmingham,Phenobarbital,anxiolytic,198.0000,4773.9491
202306,Birmingham,Pregabalin,anxiolytic,16219.0000,45113.2432
202306,Birmingham,Promethazine teoclate,anxiolytic,50.0000,242.0790
202306,Birmingham,Reboxetine,antidepressant,21.0000,352.3409
202306,Birmingham,Sertraline hydrochloride,antidepressant,34010.0000,60484.2469
202306,Birmingham,Sodium oxybate,anxiolytic,2.0000,677.5000
202306,Birmingham,Temazepam,anxiolytic,498.0000,10345.7053
202306,Birmingham,Tranylcypromine sulfate,antidepressant,3.0000,3389.8125
202306,Birmingham,Trazodone hydrochloride,antidepressant,380.0000,1440.5465
202306,Birmingham,Trimipramine maleate,antidepressant,6.0000,1605.3142
202306,Birmingham,Tryptophan,antidepressant,2.0000,126.7057
202306,Birmingham,Venlafaxine,antidepressant,8475.0000,66608.4141
202306,Birmingham,Vortioxetine,antidepressant,260.0000,5050.0042
202306,Birmingham,Zolpidem tartrate,anxiolytic,1047.0000,1186.4976
202306,Birmingham,Zopiclone,anxiolytic,6902.0000,8051.4005
202306,Brighton,Agomelatine,antidepressant,3.0000,86.3588
202306,Brighton,Amitriptyline hydrochloride,antidepressant,4000.0000,5781.1907
202306,Brighton,Bupropion hydrochloride,antidepressant,5.0000,137.8895
202306,Brighton,Buspirone hydrochloride,anxiolytic,64.0000,844.4197
202306,Brighton,Chlordiazepoxide hydrochloride,anxiolytic,3.0000,75.6969
202306,Brighton,Citalopram hydrobromide,antidepressant,3939.0000,6714.2575
202306,Brighton,Citalopram hydrochloride,antidepressant,16.0000,340.0651
202306,Brighton,Clobazam,anxiolytic,88.0000,1966.3941
202306,Brighton,Clomethiazole,anxiolytic,4.0000,461.3209
202306,Brighton,Clomipramine hydrochloride,antidepressant,69.0000,936.2991
202306,Brighton,Clonazepam,anxiolytic,505.0000,4489.2808
202306,Brighton,Diazepam,anxiolytic,2876.0000,3372.0897
202306,Brighton,Dosulepin hydrochloride,antidepressant,98.0000,1390.2792
202306,Brighton,Doxepin,antidepressant,2.0000,670.9134
202306,Brighton,Duloxetine hydrochloride,antidepressant,2123.0000,7826.0823
202306,Brighton,Escitalopram,antidepressant,727.0000,1510.3328
202306,Brighton,Fluoxetine hydrochloride,antidepressant,2000.0000,7251.1462
202306,Brighton,Flupentixol decanoate,antidepressant,4.0000,56.6499
202306,Brighton,Flupentixol hydrochloride,antidepressant,57.0000,80.4280
202306,Brighton,Fluvoxamine maleate,antidepressant,5.0000,112.0489
202306,Brighton,Imipramine hydrochloride,antidepressant,22.0000,130.7432
202306,Brighton,Lofepramine hydrochloride,antidepressant,5.0000,68.7246
202306,Brighton,Loprazolam mesilate,anxiolytic,17.0000,176.2335
202306,Brighton,Lorazepam,anxiolytic,246.0000,1614.7214
202306,Brighton,Lormetazepam,anxiolytic,4.0000,48.2810
202306,Brighton,Melatonin,anxiolytic,1580.0000,37642.6643
202306,Brighton,Midazolam hydrochloride,anxiolytic,28.0000,2910.2972
202306,Brighton,Midazolam maleate,anxiolytic,6.0000,1006.5955
202306,Brighton,Mirtazapine,antidepressant,4835.0000,4586.3552
202306,Brighton,Moclobemide,antidepressant,14.0000,161.0884
202306,Brighton,Nitrazepam,anxiolytic,164.0000,1521.4215
202306,Brighton,Nortriptyline,antidepressant,240.0000,1331.3830
202306,Brighton,Oxazepam,anxiolytic,58.0000,87.2856
202306,Brighton,Paroxetine hydrochloride,antidepressant,256.0000,866.4407
202306,Brighton,Phenelzine sulfate,antidepressant,3.0000,379.7233
202306,Brighton,Phenobarbital,anxiolytic,46.0000,1054.3705
202306,Brighton,Pregabalin,anxiolytic,3104.0000,7617.8763
202306,Brighton,Promethazine teoclate,anxiolytic,2.0000,4.2144
202306,Brighton,Reboxetine,antidepressant,10.0000,133.2916
202306,Brighton,Sertraline hydrochloride,antidepressant,7550.0000,14357.3821
202306,Brighton,Sodium oxybate,anxiolytic,3.0000,3048.6755
202306,Brighton,Temazepam,anxiolytic,236.0000,4024.1360
202306,Brighton,Tranylcypromine sulfate,antidepressant,2.0000,5326.8145
202306,Brighton,Trazodone hydrochloride,antidepressant,730.0000,1416.6210
202306,Brighton,Trimipramine maleate,antidepressant,4.0000,205.1224
202306,Brighton,Tryptophan,antidepressant,2.0000,1121.1263
202306,Brighton,Venlafaxine,antidepressant,2052.0000,16431.3058
202306,Brighton,Vortioxetine,antidepressant,309.0000,7426.4082
202306,Brighton,Zolpidem tartrate,anxiolytic,707.0000,663.9299
202306,Brighton,Zopiclone,anxiolytic,1795.0000,1944.4955
202306,Bristol,Agomelatine,antidepressant,27.0000,677.3585
202306,Bristol,Amitriptyline hydrochloride,antidepressant,17268.0000,29354.6124
202306,Bristol,Bupropion hydrochloride,antidepressant,8.0000,276.6620
202306,Bristol,Buspirone hydrochloride,anxiolytic,63.0000,427.2543
202306,Bristol,Chloral hydrate,anxiolytic,5.0000,1838.1051
202306,Bristol,Chlordiazepoxide hydrochloride,anxiolytic,25.0000,218.8399
202306,Bristol,Citalopram hydrobromide,antidepressant,14940.0000,29636.4183
202306,Bristol,Citalopram hydrochloride,antidepressant,74.0000,1417.8069
202306,Bristol,Clobazam,anxiolytic,357.0000,10974.4908
202306,Bristol,Clomethiazole,anxiolytic,32.0000,381.1234
202306,Bristol,Clomipramine hydrochloride,antidepressant,207.0000,2852.0526
202306,Bristol,Clonazepam,anxiolytic,897.0000,9506.2021
202306,Bristol,Diazepam,anxiolytic,6770.0000,13756.8337
202306,Bristol,Dosulepin hydrochloride,antidepressant,348.0000,8688.5547
202306,Bristol,Doxepin,antidepressant,59.0000,10765.0202
202306,Bristol,Duloxetine hydrochloride,antidepressant,4190.0000,17264.0983
202306,Bristol,Escitalopram,antidepressant,2281.0000,4418.9875
202306,Bristol,Fluoxetine hydrochloride,antidepressant,6312.0000,24512.0063
202306,Bristol,Flupentixol decanoate,antidepressant,44.0000,556.2728
202306,Bristol,Flupentixol hydrochloride,antidepressant,154.0000,558.6356
202306,Bristol,Fluvoxamine maleate,antidepressant,30.0000,630.7154
202306,Bristol,Imipramine hydrochloride,antidepressant,86.0000,293.3155
202306,Bristol,Isocarboxazid,antidepressant,8.0000,258.7161
202306,Bristol,Lofepramine hydrochloride,antidepressant,153.0000,2147.9337
202306,Bristol,Loprazolam mesilate,anxiolytic,4.0000,68.9604
202306,Bristol,Lorazepam,anxiolytic,1211.0000,10848.9602
202306,Bristol,Lormetazepam,anxiolytic,7.0000,236.0857
202306,Bristol,Melatonin,anxiolytic,1368.0000,63329.8458
202306,Bristol,Midazolam hydrochloride,anxiolytic,116.0000,9789.9094
202306,Bristol,Midazolam maleate,anxiolytic,18.0000,2207.2491
202306,Bristol,Mirtazapine,antidepressant,16504.0000,19277.2894
202306,Bristol,Moclobemide,antidepressant,9.0000,340.7216
202306,Bristol,Nitrazepam,anxiolytic,317.0000,1200.2836
202306,Bristol,Nortriptyline,antidepressant,1026.0000,4675.1084
202306,Bristol,Oxazepam,anxiolytic,42.0000,138.7430
202306,Bristol,Paroxetine hydrochloride,antidepressant,1445.0000,5207.1740
202306,Bristol,Phenelzine sulfate,antidepressant,7.0000,330.2666
202306,Bristol,Phenobarbital,anxiolytic,113.0000,1258.5432
202306,Bristol,Pregabalin,anxiolytic,8232.0000,20280.1072
202306,Bristol,Promethazine teoclate,anxiolytic,12.0000,50.3996
202306,Bristol,Reboxetine,antidepressant,31.0000,427.2574
202306,Bristol,Sertraline hydrochloride,antidepressant,28125.0000,54626.0282
202306,Bristol,Temazepam,anxiolytic,348.0000,7670.0979
202306,Bristol,Tranylcypromine sulfate,antidepressant,3.0000,7263.8414
202306,Bristol,Trazodone hydrochloride,antidepressant,623.0000,2079.3055
202306,Bristol,Trimipramine maleate,antidepressant,21.0000,4913.0776
202306,Bristol,Tryptophan,antidepressant,2.0000,197.6217
202306,Bristol,Venlafaxine,antidepressant,6066.0000,44600.4944
202306,Bristol,Vortioxetine,antidepressant,225.0000,5147.8751
202306,Bristol,Zolpidem tartrate,anxiolytic,526.0000,497.1342
202306,Bristol,Zopiclone,anxiolytic,5246.0000,5843.7393
202306,Canterbury,Agomelatine,antidepressant,28.0000,611.1993
202306,Canterbury,Amitriptyline hydrochloride,antidepressant,1549.0000,3393.8202
202306,Canterbury,Buspirone hydrochloride,anxiolytic,25.0000,270.8429
202306,Canterbury,Chloral hydrate,anxiolytic,1.0000,919.3086
202306,Canterbury,Citalopram hydrobromide,antidepressant,1648.0000,2915.3878
202306,Canterbury,Citalopram hydrochloride,antidepressant,11.0000,242.8859
202306,Canterbury,Clobazam,anxiolytic,50.0000,1780.4576
202306,Canterbury,Clomethiazole,anxiolytic,3.0000,119.5669
202306,Canterbury,Clomipramine hydrochloride,antidepressant,9.0000,162.7180
202306,Canterbury,Clonazepam,anxiolytic,174.0000,1865.1819
202306,Canterbury,Diazepam,anxiolytic,592.0000,1314.8583
202306,Canterbury,Dosulepin hydrochloride,antidepressant,73.0000,1199.7187
202306,Canterbury,Doxepin,antidepressant,1.0000,182.5543
202306,Canterbury,Duloxetine hydrochloride,antidepressant,663.0000,3840.6852
202306,Canterbury,Escitalopram,antidepressant,649.0000,1301.8354
202306,Canterbury,Fluoxetine hydrochloride,antidepressant,879.0000,3577.0553
202306,Canterbury,Flupentixol decanoate,antidepressant,7.0000,133.4106
