YEAR_MONTH,CITY,SUBSTANCE,CLASS,ITEMS,ACTUAL_COST
202101,Birmingham,Agomelatine,antidepressant,10.0000,477.1802
202101,Birmingham,Amitriptyline hydrochloride,antidepressant,18253.0000,37451.0438
202101,Birmingham,Amobarbital sodium,anxiolytic,1.0000,216.8842
202101,Birmingham,Bupropion hydrochloride,antidepressant,12.0000,577.3022
202101,Birmingham,Buspirone hydrochloride,anxiolytic,214.0000,3823.5488
202101,Birmingham,Butobarbital,anxiolytic,1.0000,4.0495
202101,Birmingham,Chloral hydrate,anxiolytic,15.0000,3097.4258
202101,Birmingham,Chlordiazepoxide hydrochloride,anxiolytic,43.0000,390.9481
202101,Birmingham,Citalopram hydrobromide,antidepressant,18025.0000,26077.4992
202101,Birmingham,Citalopram hydrochloride,antidepressant,137.0000,1906.7402
202101,Birmingham,Clobazam,anxiolytic,665.0000,22246.9053
202101,Birmingham,Clomethiazole,anxiolytic,20.0000,435.3637
202101,Birmingham,Clomethiazole edisilate,anxiolytic,1.0000,27.9349
202101,Birmingham,Clomipramine hydrochloride,antidepressant,220.0000,2263.3499
202101,Birmingham,Clonazepam,anxiolytic,847.0000,15972.9763
202101,Birmingham,Diazepam,anxiolytic,6601.0000,20523.3540
202101,Birmingham,Dosulepin hydrochloride,antidepressant,528.0000,8984.5374
202101,Birmingham,Doxepin,antidepressant,9.0000,1964.9259
202101,Birmingham,Duloxetine hydrochloride,antidepressant,3897.0000,16599.9193
202101,Birmingham,Escitalopram,antidepressant,1571.0000,3885.2676
202101,Birmingham,Fluoxetine hydrochloride,antidepressant,7773.0000,34456.2315
202101,Birmingham,Flupentixol decanoate,antidepressant,35.0000,1009.9424
202101,Birmingham,Flupentixol hydrochloride,antidepressant,169.0000,780.8379
202101,Birmingham,Fluvoxamine maleate,antidepressant,46.0000,1054.5042
202101,Birmingham,Imipramine hydrochloride,antidepressant,84.0000,1578.5654
202101,Birmingham,Isocarboxazid,antidepressant,2.0000,651.8201
202101,Birmingham,Lofepramine hydrochloride,antidepressant,143.0000,3255.9705
202101,Birmingham,Loprazolam mesilate,anxiolytic,15.0000,418.7884
202101,Birmingham,Lorazepam,anxiolytic,1972.0000,12497.3096
202101,Birmingham,Lormetazepam,anxiolytic,8.0000,165.6537
202101,Birmingham,Melatonin,anxiolytic,1556.0000,111661.2860
202101,Birmingham,Mianserin hydrochloride,antidepressant,1.0000,13.1360
202101,Birmingham,Midazolam hydrochloride,anxiolytic,107.0000,9555.5144
202101,Birmingham,Midazolam maleate,anxiolytic,23.0000,5117.6352
202101,Birmingham,Mirtazapine,antidepressant,15534.0000,44376.5102
202101,Birmingham,Moclobemide,antidepressant,9.0000,406.0744
202101,Birmingham,Nitrazepam,anxiolytic,421.0000,7249.5533
202101,Birmingham,Nortriptyline,antidepressant,394.0000,2140.2006
202101,Birmingham,Oxazepam,anxiolytic,35.0000,442.5541
202101,Birmingham,Paroxetine hydrochloride,antidepressant,1866.0000,6778.7720
202101,Birmingham,Phenobarbital,anxiolytic,213.0000,18322.5037
202101,Birmingham,Phenobarbital sodium,anxiolytic,1.0000,651.5377
202101,Birmingham,Pregabalin,anxiolytic,13060.0000,70611.1875
202101,Birmingham,Promethazine teoclate,anxiolytic,25.0000,87.7070
202101,Birmingham,Reboxetine,antidepressant,15.0000,208.5687
202101,Birmingham,Sertraline hydrochloride,antidepressant,26287.0000,213101.5259
202101,Birmingham,Temazepam,anxiolytic,911.0000,2113.3856
202101,Birmingham,Tranylcypromine sulfate,antidepressant,3.0000,2395.3702
202101,Birmingham,Trazodone hydrochloride,antidepressant,323.0000,1453.7384
202101,Birmingham,Trimipramine maleate,antidepressant,12.0000,3798.2972
202101,Birmingham,Tryptophan,antidepressant,1.0000,26.1734
202101,Birmingham,Venlafaxine,antidepressant,6964.0000,46436.6606
202101,Birmingham,Vortioxetine,antidepressant,128.0000,2956.3821
202101,Birmingham,Zolpidem tartrate,anxiolytic,1051.0000,1455.8227
202101,Birmingham,Zopiclone,anxiolytic,7442.0000,6683.2101
202101,Brighton,Agomelatine,antidepressant,7.0000,336.8323
202101,Brighton,Amitriptyline hydrochloride,antidepressant,4150.0000,8492.7355
202101,Brighton,Bupropion hydrochloride,antidepressant,27.0000,477.9901
202101,Brighton,Buspirone hydrochloride,anxiolytic,56.0000,634.5283
202101,Brighton,Chlordiazepoxide hydrochloride,anxiolytic,5.0000,68.7512
202101,Brighton,Citalopram hydrobromide,antidepressant,4513.0000,6450.7352
202101,Brighton,Citalopram hydrochloride,antidepressant,23.0000,330.4968
202101,Brighton,Clobazam,anxiolytic,77.0000,1674.8064
202101,Brighton,Clomethiazole,anxiolytic,3.0000,228.2873
202101,Brighton,Clomipramine hydrochloride,antidepressant,50.0000,545.6945
202101,Brighton,Clonazepam,anxiolytic,424.0000,5628.8850
202101,Brighton,Diazepam,anxiolytic,3100.0000,5080.9423
202101,Brighton,Dosulepin hydrochloride,antidepressant,158.0000,2270.8619
202101,Brighton,Doxepin,antidepressant,2.0000,187.1405
202101,Brighton,Duloxetine hydrochloride,antidepressant,1870.0000,6748.3784
202101,Brighton,Escitalopram,antidepressant,602.0000,1286.2124
202101,Brighton,Fluoxetine hydrochloride,antidepressant,2008.0000,7597.5079
202101,Brighton,Flupentixol decanoate,antidepressant,8.0000,60.0990
202101,Brighton,Flupentixol hydrochloride,antidepressant,40.0000,97.6247
202101,Brighton,Fluvoxamine maleate,antidepressant,10.0000,54.5956
202101,Brighton,Imipramine hydrochloride,antidepressant,29.0000,591.0693
202101,Brighton,Isocarboxazid,antidepressant,1.0000,326.0147
202101,Brighton,Lofepramine hydrochloride,antidepressant,10.0000,314.8060
202101,Brighton,Loprazolam mesilate,anxiolytic,22.0000,269.7590
202101,Brighton,Lorazepam,anxiolytic,349.0000,1856.0402
202101,Brighton,Lormetazepam,anxiolytic,1.0000,7.8283
202101,Brighton,Melatonin,anxiolytic,998.0000,19523.4002
202101,Brighton,Midazolam hydrochloride,anxiolytic,26.0000,2517.0391
202101,Brighton,Midazolam maleate,anxiolytic,9.0000,3069.1218
202101,Brighton,Mirtazapine,antidepressant,4593.0000,9383.6572
202101,Brighton,Moclobemide,antidepressant,16.0000,528.9757
202101,Brighton,Nitrazepam,anxiolytic,170.0000,2654.6641
202101,Brighton,Nortriptyline,antidepressant,201.0000,1051.9734
202101,Brighton,Oxazepam,anxiolytic,40.0000,117.2242
202101,Brighton,Paroxetine hydrochloride,antidepressant,274.0000,1050.8109
202101,Brighton,Phenelzine sulfate,antidepressant,3.0000,417.0273
202101,Brighton,Phenobarbital,anxiolytic,61.0000,1050.4858
202101,Brighton,Pregabalin,anxiolytic,2900.0000,11472.6046
202101,Brighton,Promethazine teoclate,anxiolytic,17.0000,51.5064
202101,Brighton,Reboxetine,antidepressant,14.0000,162.1328
202101,Brighton,Sertraline hydrochloride,antidepressant,7002.0000,55128.3773
202101,Brighton,Sodium oxybate,anxiolytic,2.0000,750.1652
202101,Brighton,Temazepam,anxiolytic,549.0000,712.6596
202101,Brighton,Tranylcypromine sulfate,antidepressant,3.0000,3079.7510
202101,Brighton,Trazodone hydrochloride,antidepressant,566.0000,1712.8993
202101,Brighton,Trimipramine maleate,antidepressant,15.0000,1810.8091
202101,Brighton,Venlafaxine,antidepressant,2008.0000,13986.8908
202101,Brighton,Vortioxetine,antidepressant,238.0000,5013.8794
202101,Brighton,Zolpidem tartrate,anxiolytic,902.0000,1042.0116
202101,Brighton,Zopiclone,anxiolytic,2166.0000,1769.8495
202101,Bristol,Agomelatine,antidepressant,32.0000,1320.9913
202101,Bristol,Amitriptyline hydrochloride,antidepressant,17360.0000,38850.8121
202101,Bristol,Bupropion hydrochloride,antidepressant,24.0000,998.9618
202101,Bristol,Buspirone hydrochloride,anxiolytic,63.0000,702.6436
202101,Bristol,Chloral hydrate,anxiolytic,8.0000,1398.6542
202101,Bristol,Chlordiazepoxide hydrochloride,anxiolytic,49.0000,194.7292
202101,Bristol,Citalopram hydrobromide,antidepressant,16011.0000,24672.9181
202101,Bristol,Citalopram hydrochloride,antidepressant,73.0000,1146.1751
202101,Bristol,Clobazam,anxiolytic,332.0000,11045.2567
202101,Bristol,Clomethiazole,anxiolytic,35.0000,406.9048
202101,Bristol,Clomipramine hydrochloride,antidepressant,224.0000,1805.6529
202101,Bristol,Clonazepam,anxiolytic,1005.0000,12598.7121
202101,Bristol,Diazepam,anxiolytic,7335.0000,15768.4383
202101,Bristol,Dosulepin hydrochloride,antidepressant,485.0000,5687.4971
202101,Bristol,Doxepin,antidepressant,65.0000,8194.6722
202101,Bristol,Duloxetine hydrochloride,antidepressant,3392.0000,11561.8577
202101,Bristol,Escitalopram,antidepressant,1803.0000,4213.1177
202101,Bristol,Fluoxetine hydrochloride,antidepressant,6311.0000,24617.8356
202101,Bristol,Flupentixol decanoate,antidepressant,72.0000,1219.4361
202101,Bristol,Flupentixol hydrochloride,antidepressant,159.0000,447.1610
202101,Bristol,Fluvoxamine maleate,antidepressant,35.0000,809.1976
202101,Bristol,Imipramine hydrochloride,antidepressant,85.0000,947.7153
202101,Bristol,Isocarboxazid,antidepressant,1.0000,434.5426
202101,Bristol,Lofepramine hydrochloride,antidepressant,201.0000,3329.3762
202101,Bristol,Loprazolam mesilate,anxiolytic,14.0000,259.0285
202101,Bristol,Lorazepam,anxiolytic,1225.0000,7209.5327
202101,Bristol,Lormetazepam,anxiolytic,7.0000,224.3137
202101,Bristol,Melatonin,anxiolytic,880.0000,51951.0565
202101,Bristol,Midazolam hydrochloride,anxiolytic,86.0000,7118.8719
202101,Bristol,Midazolam maleate,anxiolytic,18.0000,2822.9289
202101,Bristol,Mirtazapine,antidepressant,16043.0000,41932.8103
202101,Bristol,Moclobemide,antidepressant,17.0000,511.0163
202101,Bristol,Nitrazepam,anxiolytic,352.0000,2841.8935
202101,Bristol,Nortriptyline,antidepressant,875.0000,4771.1265
202101,Bristol,Oxazepam,anxiolytic,59.0000,413.9208
202101,Bristol,Paroxetine hydrochloride,antidepressant,1552.0000,6295.8748
202101,Bristol,Phenelzine sulfate,antidepressant,5.0000,571.1051
202101,Bristol,Phenobarbital,anxiolytic,134.0000,2210.3375
202101,Bristol,Pregabalin,anxiolytic,7759.0000,36803.6820
202101,Bristol,Promethazine teoclate,anxiolytic,13.0000,24.8698
202101,Bristol,Reboxetine,antidepressant,38.0000,581.8632
202101,Bristol,Sertraline hydrochloride,antidepressant,26013.0000,208392.3508
202101,Bristol,Temazepam,anxiolytic,807.0000,2003.5565
202101,Bristol,Tranylcypromine sulfate,antidepressant,8.0000,8213.0787
202101,Bristol,Trazodone hydrochloride,antidepressant,586.0000,2162.1339
202101,Bristol,Trimipramine maleate,antidepressant,24.0000,4126.2658
202101,Bristol,Tryptophan,antidepressant,4.0000,104.6937
202101,Bristol,Venlafaxine,antidepressant,5735.0000,39776.6273
202101,Bristol,Vortioxetine,antidepressant,188.0000,3829.8669
202101,Bristol,Zolpidem tartrate,anxiolytic,628.0000,725.7831
202101,Bristol,Zopiclone,anxiolytic,6681.0000,5445.0774
202101,Canterbury,Agomelatine,antidepressant,11.0000,561.0749
202101,Canterbury,Amitriptyline hydrochloride,antidepressant,1367.0000,3582.0530
202101,Canterbury,Bupropion hydrochloride,antidepressant,9.0000,341.2593
202101,Canterbury,Buspirone hydrochloride,anxiolytic,16.0000,327.3675
202101,Canterbury,Chloral hydrate,anxiolytic,1.0000,43.0224
202101,Canterbury,Citalopram hydrobromide,antidepressant,1685.0000,2585.5200
202101,Canterbury,Citalopram hydrochloride,antidepressant,15.0000,269.2473
202101,Canterbury,Clobazam,anxiolytic,50.0000,1166.4114
202101,Canterbury,Clomethiazole,anxiolytic,2.0000,91.6106
202101,Canterbury,Clomipramine hydrochloride,antidepressant,20.0000,147.8068
202101,Canterbury,Clonazepam,anxiolytic,153.0000,2533.6872
202101,Canterbury,Diazepam,anxiolytic,599.0000,1070.6898
202101,Canterbury,Dosulepin hydrochloride,antidepressant,82.0000,985.3358
202101,Canterbury,Doxepin,antidepressant,2.0000,180.5780
202101,Canterbury,Duloxetine hydrochloride,antidepressant,556.0000,2843.3482
202101,Canterbury,Escitalopram,antidepressant,647.0000,1603.8985
202101,Canterbury,Fluoxetine hydrochloride,antidepressant,901.0000,4393.1106
202101,Canterbury,Flupentixol decanoate,antidepressant,4.0000,122.5302
202101,Canterbury,Flupentixol hydrochloride,antidepressant,5.0000,23.9169
202101,Canterbury,Fluvoxamine maleate,antidepressant,1.0000,7.7259
202101,Canterbury,Imipramine hydrochloride,antidepressant,6.0000,107.0983
202101,Canterbury,Lofepramine hydrochloride,antidepressant,7.0000,160.3131
202101,Canterbury,Loprazolam mesilate,anxiolytic,4.0000,52.6919
202101,Canterbury,Lorazepam,anxiolytic,79.0000,651.0109
202101,Canterbury,Lormetazepam,anxiolytic,2.0000,32.1054
202101,Canterbury,Melatonin,anxiolytic,100.0000,4239.0105
202101,Canterbury,Midazolam hydrochloride,anxiolytic,14.0000,1701.5738
202101,Canterbury,Midazolam maleate,anxiolytic,2.0000,511.1185
202101,Canterbury,Mirtazapine,antidepressant,1139.0000,3849.7103
202101,Canterbury,Nitrazepam,anxiolytic,19.0000,92.8883
202101,Canterbury,Nortriptyline,antidepressant,124.0000,430.7982
202101,Canterbury,Oxazepam,anxiolytic,65.0000,592.4078
202101,Canterbury,Paroxetine hydrochloride,antidepressant,133.0000,625.8389
202101,Canterbury,Phenelzine sulfate,antidepressant,3.0000,147.7681
202101,Canterbury,Phenobarbital,anxiolytic,28.0000,252.9954
202101,Canterbury,Pregabalin,anxiolytic,1198.0000,6935.5573
202101,Canterbury,Promethazine teoclate,anxiolytic,3.0000,23.3432
202101,Canterbury,Sertraline hydrochloride,antidepressant,2190.0000,20108.0828
202101,Canterbury,Temazepam,anxiolytic,82.0000,128.4364
202101,Canterbury,Trazodone hydrochloride,antidepressant,60.0000,757.4367
202101,Canterbury,Trimipramine maleate,antidepressant,6.0000,3152.4209
202101,Canterbury,Venlafaxine,antidepressant,431.0000,2450.5535
202101,Canterbury,Vortioxetine,antidepressant,44.0000,1297.7035
202101,Canterbury,Zolpidem tartrate,anxiolytic,67.0000,83.4757
202101,Canterbury,Zopiclone,anxiolytic,482.0000,438.4800
202101,Exeter,Agomelatine,antidepressant,5.0000,308.7454
202101,Exeter,Amitriptyline hydrochloride,antidepressant,4104.0000,7803.0731
202101,Exeter,Bupropion hydrochloride,antidepressant,5.0000,172.7811
202101,Exeter,Buspirone hydrochloride,anxiolytic,17.0000,181.7092
202101,Exeter,Chloral hydrate,anxiolytic,1.0000,56.0529
202101,Exeter,Chlordiazepoxide hydrochloride,anxiolytic,8.0000,47.6014
202101,Exeter,Citalopram hydrobromide,antidepressant,3846.0000,5213.2225
202101,Exeter,Citalopram hydrochloride,antidepressant,9.0000,134.6299
202101,Exeter,Clobazam,anxiolytic,80.0000,3349.1963
202101,Exeter,Clomipramine hydrochloride,antidepressant,35.0000,364.9549
202101,Exeter,Clonazepam,anxiolytic,209.0000,2444.5368
202101,Exeter,Diazepam,anxiolytic,1867.0000,2999.1917
202101,Exeter,Dosulepin hydrochloride,antidepressant,106.0000,1037.9530
202101,Exeter,Doxepin,antidepressant,2.0000,860.0383
202101,Exeter,Duloxetine hydrochloride,antidepressant,585.0000,2116.1193
202101,Exeter,Escitalopram,antidepressant,214.0000,457.1049
202101,Exeter,Fluoxetine hydrochloride,antidepressant,1560.0000,4831.8887
202101,Exeter,Flupentixol decanoate,antidepressant,9.0000,346.2933
202101,Exeter,Flupentixol hydrochloride,antidepressant,14.0000,36.2791
202101,Exeter,Fluvoxamine maleate,antidepressant,12.0000,195.4802
202101,Exeter,Imipramine hydrochloride,antidepressant,39.0000,546.6564
202101,Exeter,Lofepramine hydrochloride,antidepressant,68.0000,1119.6763
202101,Exeter,Loprazolam mesilate,anxiolytic,4.0000,94.3881
202101,Exeter,Lorazepam,anxiolytic,196.0000,1260.9441
202101,Exeter,Melatonin,anxiolytic,543.0000,18313.5288
202101,Exeter,Midazolam hydrochloride,anxiolytic,16.0000,1365.6192
202101,Exeter,Midazolam maleate,anxiolytic,3.0000,888.0476
202101,Exeter,Mirtazapine,antidepressant,2966.0000,6852.7591
202101,Exeter,Moclobemide,antidepressant,2.0000,90.6031
202101,Exeter,Nitrazepam,anxiolytic,103.0000,223.9183
202101,Exeter,Nortriptyline,antidepressant,96.0000,476.1076
202101,Exeter,Oxazepam,anxiolytic,10.0000,111.4881
202101,Exeter,Paroxetine hydrochloride,antidepressant,231.0000,722.4656
202101,Exeter,Phenobarbital,anxiolytic,42.0000,532.2577
202101,Exeter,Pregabalin,anxiolytic,1819.0000,8204.7482
202101,Exeter,Promethazine teoclate,anxiolytic,2.0000,5.8513
202101,Exeter,Reboxetine,antidepressant,4.0000,16.8680
202101,Exeter,Sertraline hydrochloride,antidepressant,4734.0000,34128.0397
202101,Exeter,Temazepam,anxiolytic,117.0000,320.6360
202101,Exeter,Tranylcypromine sulfate,antidepressant,2.0000,3421.9290
202101,Exeter,Trazodone hydrochloride,antidepressant,218.0000,1164.3388
202101,Exeter,Venlafaxine,antidepressant,1386.0000,8163.0297
202101,Exeter,Vortioxetine,antidepressant,13.0000,194.4642
202101,Exeter,Zolpidem tartrate,anxiolytic,158.0000,244.7869
202101,Exeter,Zopiclone,anxiolytic,1878.0000,1471.3983
202101,Leeds,Agomelatine,antidepressant,2.0000,112.2733
202101,Leeds,Amitriptyline hydrochloride,antidepressant,18135.0000,36493.9253
202101,Leeds,Bupropion hydrochloride,antidepressant,9.0000,430.6579
202101,Leeds,Buspirone hydrochloride,anxiolytic,145.0000,1754.8780
202101,Leeds,Chloral hydrate,anxiolytic,31.0000,2680.6294
202101,Leeds,Chlordiazepoxide hydrochloride,anxiolytic,45.0000,259.9791
202101,Leeds,Citalopram hydrobromide,antidepressant,13862.0000,19684.0115
202101,Leeds,Citalopram hydrochloride,antidepressant,78.0000,1196.6403
202101,Leeds,Clobazam,anxiolytic,367.0000,13941.0629
202101,Leeds,Clomethiazole,anxiolytic,5.0000,242.4619
202101,Leeds,Clomethiazole edisilate,anxiolytic,1.0000,27.9349
202101,Leeds,Clomipramine hydrochloride,antidepressant,261.0000,2134.1453
202101,Leeds,Clonazepam,anxiolytic,633.0000,10609.9803
202101,Leeds,Diazepam,anxiolytic,3176.0000,8345.5997
202101,Leeds,Dosulepin hydrochloride,antidepressant,379.0000,4685.9042
202101,Leeds,Doxepin,antidepressant,44.0000,8867.4769
202101,Leeds,Duloxetine hydrochloride,antidepressant,1905.0000,6525.1714
202101,Leeds,Escitalopram,antidepressant,850.0000,1934.8505
202101,Leeds,Fluoxetine hydrochloride,antidepressant,8483.0000,22921.9068
202101,Leeds,Flupentixol decanoate,antidepressant,68.0000,1319.7478
202101,Leeds,Flupentixol hydrochloride,antidepressant,299.0000,902.4315
202101,Leeds,Fluvoxamine maleate,antidepressant,34.0000,684.8009
202101,Leeds,Imipramine hydrochloride,antidepressant,146.0000,3021.2223
202101,Leeds,Lofepramine hydrochloride,antidepressant,145.0000,2480.9148
202101,Leeds,Loprazolam mesilate,anxiolytic,10.0000,160.9945
202101,Leeds,Lorazepam,anxiolytic,787.0000,6324.0400
202101,Leeds,Lormetazepam,anxiolytic,18.0000,392.9410
202101,Leeds,Melatonin,anxiolytic,947.0000,51815.2979
202101,Leeds,Midazolam hydrochloride,anxiolytic,53.0000,4534.6429
202101,Leeds,Midazolam maleate,anxiolytic,15.0000,2841.9162
202101,Leeds,Mirtazapine,antidepressant,12951.0000,31855.4264
202101,Leeds,Moclobemide,antidepressant,4.0000,216.7281
202101,Leeds,Nitrazepam,anxiolytic,439.0000,3521.2443
202101,Leeds,Nortriptyline,antidepressant,757.0000,3353.9961
202101,Leeds,Oxazepam,anxiolytic,93.0000,698.6783
202101,Leeds,Paraldehyde,anxiolytic,1.0000,28.3165
202101,Leeds,Paroxetine hydrochloride,antidepressant,1350.0000,4594.9775
202101,Leeds,Phenelzine sulfate,antidepressant,6.0000,519.8728
202101,Leeds,Phenobarbital,anxiolytic,173.0000,4815.0091
202101,Leeds,Pregabalin,anxiolytic,8549.0000,43455.8126
202101,Leeds,Promethazine teoclate,anxiolytic,53.0000,181.5522
202101,Leeds,Reboxetine,antidepressant,50.0000,678.1039
202101,Leeds,Secobarbital sodium,anxiolytic,1.0000,50.4753
202101,Leeds,Sertraline hydrochloride,antidepressant,25014.0000,184989.4546
202101,Leeds,Sodium oxybate,anxiolytic,1.0000,1005.2229
202101,Leeds,Temazepam,anxiolytic,772.0000,2188.9794
202101,Leeds,Tranylcypromine sulfate,antidepressant,6.0000,10607.9775
202101,Leeds,Trazodone hydrochloride,antidepressant,1827.0000,7318.0301
202101,Leeds,Trimipramine maleate,antidepressant,38.0000,10002.3381
202101,Leeds,Venlafaxine,antidepressant,4928.0000,32564.9970
202101,Leeds,Vortioxetine,antidepressant,69.0000,1610.5149
202101,Leeds,Zolpidem tartrate,anxiolytic,413.0000,505.7388
202101,Leeds,Zopiclone,anxiolytic,4347.0000,3461.4383
202101,London,Agomelatine,antidepressant,226.0000,9964.8187
202101,London,Amitriptyline hydrochloride,antidepressant,64258.0000,115767.1727
202101,London,Amobarbital sodium,anxiolytic,2.0000,155.0644
202101,London,Bupropion hydrochloride,antidepressant,534.0000,22335.1270
202101,London,Buspirone hydrochloride,anxiolytic,397.0000,6260.4387
202101,London,Butobarbital,anxiolytic,1.0000,131.6671
202101,London,Chloral hydrate,anxiolytic,77.0000,10494.4825
202101,London,Chlordiazepoxide hydrochloride,anxiolytic,113.0000,602.4178
202101,London,Citalopram hydrobromide,antidepressant,61592.0000,85267.4319
202101,London,Citalopram hydrochloride,antidepressant,205.0000,3494.3081
202101,London,Clobazam,anxiolytic,2094.0000,55678.3563
202101,London,Clomethiazole,anxiolytic,27.0000,717.4189
202101,London,Clomipramine hydrochloride,antidepressant,989.0000,9011.9503
202101,London,Clonazepam,anxiolytic,6396.0000,88093.4267
202101,London,Cloral betaine,anxiolytic,5.0000,2502.8150
202101,London,Diazepam,anxiolytic,22670.0000,36312.2825
202101,London,Dosulepin hydrochloride,antidepressant,1838.0000,24671.6023
202101,London,Doxepin,antidepressant,159.0000,28194.8473
202101,London,Duloxetine hydrochloride,antidepressant,12707.0000,42744.1385
202101,London,Escitalopram,antidepressant,8276.0000,21929.6792
202101,London,Fluoxetine hydrochloride,antidepressant,27414.0000,106809.2483
202101,London,Flupentixol decanoate,antidepressant,403.0000,9696.1831
202101,London,Flupentixol hydrochloride,antidepressant,846.0000,3004.7610
202101,London,Fluvoxamine maleate,antidepressant,179.0000,4602.9557
202101,London,Imipramine hydrochloride,antidepressant,565.0000,8125.5964
202101,London,Isocarboxazid,antidepressant,15.0000,1646.3944
202101,London,Lofepramine hydrochloride,antidepressant,787.0000,13248.3239
202101,London,Loprazolam mesilate,anxiolytic,17.0000,414.0177
202101,London,Lorazepam,anxiolytic,4381.0000,23831.6810
202101,London,Lormetazepam,anxiolytic,60.0000,996.8123
202101,London,Melatonin,anxiolytic,9275.0000,246940.1208
202101,London,Mianserin hydrochloride,antidepressant,2.0000,122.4371
202101,London,Midazolam hydrochloride,anxiolytic,543.0000,54560.0878
202101,London,Midazolam maleate,anxiolytic,89.0000,17537.4298
202101,London,Mirtazapine,antidepressant,59108.0000,137377.1953
202101,London,Moclobemide,antidepressant,61.0000,2114.9938
202101,London,Nefazodone hydrochloride,antidepressant,1.0000,577.0777
202101,London,Nitrazepam,anxiolytic,1193.0000,15405.0789
202101,London,Nortriptyline,antidepressant,3719.0000,13872.4229
202101,London,Oxazepam,anxiolytic,146.0000,1106.1908
202101,London,Oxitriptan,antidepressant,3.0000,40.7341
202101,London,Paraldehyde,anxiolytic,17.0000,997.3890
202101,London,Paroxetine hydrochloride,antidepressant,6941.0000,21520.1749
202101,London,Phenelzine sulfate,antidepressant,22.0000,9936.8810
202101,London,Phenobarbital,anxiolytic,683.0000,24587.9851
202101,London,Phenobarbital sodium,anxiolytic,1.0000,95.2933
202101,London,Pregabalin,anxiolytic,34260.0000,184847.9792
202101,London,Promethazine teoclate,anxiolytic,107.0000,323.5505
202101,London,Reboxetine,antidepressant,111.0000,1921.3613
202101,London,Secobarbital sodium,anxiolytic,17.0000,1934.9220
202101,London,Sertraline hydrochloride,antidepressant,93360.0000,690703.8344
202101,London,Sodium oxybate,anxiolytic,5.0000,5716.2551
202101,London,Temazepam,anxiolytic,3718.0000,15301.3350
202101,London,Tranylcypromine sulfate,antidepressant,44.0000,44364.5931
202101,London,Trazodone hydrochloride,antidepressant,3180.0000,13159.7606
202101,London,Trimipramine maleate,antidepressant,194.0000,75447.3089
202101,London,Tryptophan,antidepressant,24.0000,822.2771
202101,London,Venlafaxine,antidepressant,22653.0000,144971.6745
202101,London,Vortioxetine,antidepressant,1121.0000,27022.4432
202101,London,Zolpidem tartrate,anxiolytic,3974.0000,5026.7443
202101,London,Zopiclone,anxiolytic,28532.0000,22960.2681
202101,Manchester,Agomelatine,antidepressant,57.0000,1366.9769
202101,Manchester,Amitriptyline hydrochloride,antidepressant,22796.0000,44213.5204
202101,Manchester,Bupropion hydrochloride,antidepressant,35.0000,1315.3883
202101,Manchester,Buspirone hydrochloride,anxiolytic,569.0000,5787.2783
202101,Manchester,Chloral hydrate,anxiolytic,33.0000,4816.7731
202101,Manchester,Chlordiazepoxide hydrochloride,anxiolytic,59.0000,358.8765
202101,Manchester,Citalopram hydrobromide,antidepressant,20901.0000,25373.5863
202101,Manchester,Citalopram hydrochloride,antidepressant,88.0000,1309.7077
202101,Manchester,Clobazam,anxiolytic,836.0000,9946.5634
202101,Manchester,Clomethiazole,anxiolytic,17.0000,355.9241
202101,Manchester,Clomethiazole edisilate,anxiolytic,3.0000,111.7273
202101,Manchester,Clomipramine hydrochloride,antidepressant,378.0000,2978.6726
202101,Manchester,Clonazepam,anxiolytic,1302.0000,17961.9649
202101,Manchester,Diazepam,anxiolytic,7510.0000,18336.5339
202101,Manchester,Dosulepin hydrochloride,antidepressant,846.0000,10755.6624
202101,Manchester,Doxepin,antidepressant,17.0000,3987.7460
202101,Manchester,Duloxetine hydrochloride,antidepressant,7431.0000,25291.5233
202101,Manchester,Escitalopram,antidepressant,2534.0000,5063.0634
202101,Manchester,Fluoxetine hydrochloride,antidepressant,11715.0000,37596.7477
202101,Manchester,Flupentixol decanoate,antidepressant,105.0000,3132.0410
202101,Manchester,Flupentixol hydrochloride,antidepressant,256.0000,767.7849
202101,Manchester,Fluvoxamine maleate,antidepressant,24.0000,458.3258
202101,Manchester,Imipramine hydrochloride,antidepressant,151.0000,2314.2810
202101,Manchester,Lofepramine hydrochloride,antidepressant,179.0000,3222.2730
202101,Manchester,Loprazolam mesilate,anxiolytic,15.0000,428.2869
202101,Manchester,Lorazepam,anxiolytic,1026.0000,6679.7298
202101,Manchester,Lormetazepam,anxiolytic,19.0000,296.4673
202101,Manchester,Melatonin,anxiolytic,2577.0000,71253.6134
202101,Manchester,Midazolam hydrochloride,anxiolytic,140.0000,14406.0785
202101,Manchester,Midazolam maleate,anxiolytic,26.0000,3576.3403
202101,Manchester,Mirtazapine,antidepressant,26270.0000,57164.6947
202101,Manchester,Moclobemide,antidepressant,5.0000,156.5023
202101,Manchester,Nitrazepam,anxiolytic,924.0000,4737.1321
202101,Manchester,Nortriptyline,antidepressant,2319.0000,9944.7009
202101,Manchester,Oxazepam,anxiolytic,46.0000,479.3939
202101,Manchester,Paroxetine hydrochloride,antidepressant,2510.0000,7321.6298
202101,Manchester,Phenelzine sulfate,antidepressant,5.0000,847.4380
202101,Manchester,Phenobarbital,anxiolytic,253.0000,7803.1815
202101,Manchester,Phenobarbital sodium,anxiolytic,1.0000,393.2824
