date,city,substance,units,items
202108,Nottingham,Colecalciferol,3000,3.0
202108,Nottingham,Colecalciferol,3200,6.0
202108,Nottingham,Colecalciferol,400,725.0
202108,Nottingham,Colecalciferol,4000,2.0
202108,Nottingham,Colecalciferol,5000,2.0
202108,Nottingham,Colecalciferol,50000,70.0
202108,Nottingham,Colecalciferol,5600,4.0
202108,Nottingham,Colecalciferol,600,1.0
202108,Nottingham,Colecalciferol,800,2167.0
202108,Nottingham,Colecalciferol,880,9.0
202108,Nottingham,Colecalciferol,unknown,1126.0
202108,Peterborough,Colecalciferol,200,14.0
202108,Peterborough,Colecalciferol,3200,2.0
202108,Peterborough,Colecalciferol,400,62.0
202108,Peterborough,Colecalciferol,50000,2.0
202108,Peterborough,Colecalciferol,800,6.0
202108,Peterborough,Colecalciferol,880,19.0
202108,Peterborough,Colecalciferol,unknown,19.0
202108,Plymouth,Colecalciferol,1000,43.0
202108,Plymouth,Colecalciferol,10000,1.0
202108,Plymouth,Colecalciferol,200,25.0
202108,Plymouth,Colecalciferol,2000,7.0
202108,Plymouth,Colecalciferol,400,55.0
202108,Plymouth,Colecalciferol,600,1.0
202108,Plymouth,Colecalciferol,800,16.0
202108,Plymouth,Colecalciferol,880,22.0
202108,Plymouth,Colecalciferol,unknown,78.0
202108,Sunderland,Colecalciferol,1000,33.0
202108,Sunderland,Colecalciferol,10000,1.0
202108,Sunderland,Colecalciferol,200,98.0
202108,Sunderland,Colecalciferol,20000,12.0
202108,Sunderland,Colecalciferol,25000,1.0
202108,Sunderland,Colecalciferol,2740,4.0
202108,Sunderland,Colecalciferol,400,115.0
202108,Sunderland,Colecalciferol,800,296.0
202108,Sunderland,Colecalciferol,880,8.0
202108,Sunderland,Colecalciferol,unknown,512.0
202108,York,Colecalciferol,1000,205.0
202108,York,Colecalciferol,10000,6.0
202108,York,Colecalciferol,200,413.0
202108,York,Colecalciferol,2000,6.0
202108,York,Colecalciferol,20000,2.0
202108,York,Colecalciferol,2400,2.0
202108,York,Colecalciferol,25000,24.0
202108,York,Colecalciferol,3000,2.0
202108,York,Colecalciferol,3200,4.0
202108,York,Colecalciferol,400,419.0
202108,York,Colecalciferol,440,3.0
202108,York,Colecalciferol,5000,1.0
202108,York,Colecalciferol,50000,5.0
202108,York,Colecalciferol,5600,1.0
202108,York,Colecalciferol,800,580.0
202108,York,Colecalciferol,880,32.0
202108,York,Colecalciferol,unknown,783.0
202109,Birmingham,Colecalciferol,1000,673.0
202109,Birmingham,Colecalciferol,10000,82.0
202109,Birmingham,Colecalciferol,200,2371.0
202109,Birmingham,Colecalciferol,2000,25.0
202109,Birmingham,Colecalciferol,20000,291.0
202109,Birmingham,Colecalciferol,2200,2.0
202109,Birmingham,Colecalciferol,2400,23.0
202109,Birmingham,Colecalciferol,2500,3.0
202109,Birmingham,Colecalciferol,25000,300.0
202109,Birmingham,Colecalciferol,2740,5.0
202109,Birmingham,Colecalciferol,3000,17.0
202109,Birmingham,Colecalciferol,30000,2.0
202109,Birmingham,Colecalciferol,3200,65.0
202109,Birmingham,Colecalciferol,400,1208.0
202109,Birmingham,Colecalciferol,4000,4.0
202109,Birmingham,Colecalciferol,440,8.0
202109,Birmingham,Colecalciferol,5000,4.0
202109,Birmingham,Colecalciferol,50000,383.0
202109,Birmingham,Colecalciferol,5600,4.0
202109,Birmingham,Colecalciferol,800,3808.0
202109,Birmingham,Colecalciferol,880,171.0
202109,Birmingham,Colecalciferol,unknown,2146.0
202109,Brighton,Colecalciferol,200,19.0
202109,Brighton,Colecalciferol,2000,2.0
202109,Brighton,Colecalciferol,20000,12.0
202109,Brighton,Colecalciferol,2740,1.0
202109,Brighton,Colecalciferol,3000,1.0
202109,Brighton,Colecalciferol,3200,4.0
202109,Brighton,Colecalciferol,400,119.0
202109,Brighton,Colecalciferol,4000,4.0
202109,Brighton,Colecalciferol,800,76.0
202109,Brighton,Colecalciferol,unknown,54.0
202109,Bristol,Colecalciferol,1000,243.0
202109,Bristol,Colecalciferol,10000,2.0
202109,Bristol,Colecalciferol,200,468.0
202109,Bristol,Colecalciferol,2000,4.0
202109,Bristol,Colecalciferol,20000,21.0
202109,Bristol,Colecalciferol,2200,1.0
202109,Bristol,Colecalciferol,2400,1.0
202109,Bristol,Colecalciferol,25000,79.0
202109,Bristol,Colecalciferol,3000,4.0
202109,Bristol,Colecalciferol,3200,5.0
202109,Bristol,Colecalciferol,400,1121.0
202109,Bristol,Colecalciferol,40000,2.0
202109,Bristol,Colecalciferol,440,3.0
202109,Bristol,Colecalciferol,50000,7.0
202109,Bristol,Colecalciferol,800,1470.0
202109,Bristol,Colecalciferol,880,152.0
202109,Bristol,Colecalciferol,unknown,1120.0
202109,Canterbury,Colecalciferol,1000,232.0
202109,Canterbury,Colecalciferol,10000,3.0
202109,Canterbury,Colecalciferol,200,356.0
202109,Canterbury,Colecalciferol,2000,4.0
202109,Canterbury,Colecalciferol,20000,11.0
202109,Canterbury,Colecalciferol,2200,1.0
202109,Canterbury,Colecalciferol,2500,1.0
202109,Canterbury,Colecalciferol,25000,1.0
202109,Canterbury,Colecalciferol,2740,1.0
202109,Canterbury,Colecalciferol,3200,4.0
202109,Canterbury,Colecalciferol,400,670.0
202109,Canterbury,Colecalciferol,4000,1.0
202109,Canterbury,Colecalciferol,440,7.0
202109,Canterbury,Colecalciferol,5000,2.0
202109,Canterbury,Colecalciferol,600,2.0
202109,Canterbury,Colecalciferol,800,264.0
202109,Canterbury,Colecalciferol,880,23.0
202109,Canterbury,Colecalciferol,unknown,649.0
202109,Exeter,Colecalciferol,1000,42.0
202109,Exeter,Colecalciferol,200,18.0
202109,Exeter,Colecalciferol,25000,1.0
202109,Exeter,Colecalciferol,400,8.0
202109,Exeter,Colecalciferol,800,7.0
202109,Exeter,Colecalciferol,880,130.0
202109,Exeter,Colecalciferol,unknown,86.0
202109,Leeds,Colecalciferol,1000,620.0
202109,Leeds,Colecalciferol,10000,3.0
202109,Leeds,Colecalciferol,200,171.0
202109,Leeds,Colecalciferol,2000,7.0
202109,Leeds,Colecalciferol,20000,56.0
202109,Leeds,Colecalciferol,2400,2.0
202109,Leeds,Colecalciferol,2500,1.0
202109,Leeds,Colecalciferol,25000,12.0
202109,Leeds,Colecalciferol,3000,3.0
202109,Leeds,Colecalciferol,30000,2.0
202109,Leeds,Colecalciferol,3200,8.0
202109,Leeds,Colecalciferol,400,724.0
202109,Leeds,Colecalciferol,4000,1.0
202109,Leeds,Colecalciferol,40000,4.0
202109,Leeds,Colecalciferol,440,3.0
202109,Leeds,Colecalciferol,50000,13.0
202109,Leeds,Colecalciferol,800,471.0
202109,Leeds,Colecalciferol,880,14.0
202109,Leeds,Colecalciferol,unknown,601.0
202109,London,Colecalciferol,1000,27237.0
202109,London,Colecalciferol,10000,576.0
202109,London,Colecalciferol,15000,17.0
202109,London,Colecalciferol,200,16873.0
202109,London,Colecalciferol,2000,911.0
202109,London,Colecalciferol,20000,10676.0
202109,London,Colecalciferol,2200,57.0
202109,London,Colecalciferol,2400,102.0
202109,London,Colecalciferol,2500,92.0
202109,London,Colecalciferol,25000,2245.0
202109,London,Colecalciferol,2740,76.0
202109,London,Colecalciferol,3000,294.0
202109,London,Colecalciferol,30000,1.0
202109,London,Colecalciferol,300000,2.0
202109,London,Colecalciferol,3200,250.0
202109,London,Colecalciferol,400,44630.0
202109,London,Colecalciferol,4000,180.0
202109,London,Colecalciferol,40000,355.0
202109,London,Colecalciferol,440,219.0
202109,London,Colecalciferol,5000,413.0
202109,London,Colecalciferol,50000,42.0
202109,London,Colecalciferol,5600,13.0
202109,London,Colecalciferol,600,39.0
202109,London,Colecalciferol,800,23895.0
202109,London,Colecalciferol,880,2087.0
202109,London,Colecalciferol,unknown,39708.0
202109,Manchester,Colecalciferol,1000,414.0
202109,Manchester,Colecalciferol,10000,33.0
202109,Manchester,Colecalciferol,15000,1.0
202109,Manchester,Colecalciferol,200,3522.0
202109,Manchester,Colecalciferol,2000,26.0
202109,Manchester,Colecalciferol,20000,1221.0
202109,Manchester,Colecalciferol,2200,1.0
202109,Manchester,Colecalciferol,2400,10.0
202109,Manchester,Colecalciferol,25000,56.0
202109,Manchester,Colecalciferol,2740,15.0
202109,Manchester,Colecalciferol,3000,4.0
202109,Manchester,Colecalciferol,3200,52.0
202109,Manchester,Colecalciferol,400,2706.0
202109,Manchester,Colecalciferol,4000,19.0
202109,Manchester,Colecalciferol,40000,10.0
202109,Manchester,Colecalciferol,440,14.0
202109,Manchester,Colecalciferol,5000,12.0
202109,Manchester,Colecalciferol,50000,40.0
202109,Manchester,Colecalciferol,5600,7.0
202109,Manchester,Colecalciferol,600,4.0
202109,Manchester,Colecalciferol,800,1913.0
202109,Manchester,Colecalciferol,880,442.0
202109,Manchester,Colecalciferol,unknown,5765.0
202109,Middlesbrough,Colecalciferol,1000,64.0
202109,Middlesbrough,Colecalciferol,10000,1.0
202109,Middlesbrough,Colecalciferol,200,74.0
202109,Middlesbrough,Colecalciferol,2000,2.0
202109,Middlesbrough,Colecalciferol,20000,8.0
202109,Middlesbrough,Colecalciferol,2400,2.0
202109,Middlesbrough,Colecalciferol,3200,1.0
202109,Middlesbrough,Colecalciferol,400,169.0
202109,Middlesbrough,Colecalciferol,4000,1.0
202109,Middlesbrough,Colecalciferol,5000,1.0
202109,Middlesbrough,Colecalciferol,800,261.0
202109,Middlesbrough,Colecalciferol,unknown,148.0
202109,Newcastle upon Tyne,Colecalciferol,1000,27.0
202109,Newcastle upon Tyne,Colecalciferol,200,217.0
202109,Newcastle upon Tyne,Colecalciferol,2000,5.0
202109,Newcastle upon Tyne,Colecalciferol,20000,107.0
202109,Newcastle upon Tyne,Colecalciferol,2400,1.0
202109,Newcastle upon Tyne,Colecalciferol,25000,3.0
202109,Newcastle upon Tyne,Colecalciferol,2740,21.0
202109,Newcastle upon Tyne,Colecalciferol,400,1565.0
202109,Newcastle upon Tyne,Colecalciferol,440,3.0
202109,Newcastle upon Tyne,Colecalciferol,50000,1.0
202109,Newcastle upon Tyne,Colecalciferol,800,3928.0
202109,Newcastle upon Tyne,Colecalciferol,880,12.0
202109,Newcastle upon Tyne,Colecalciferol,unknown,765.0
202109,Nottingham,Colecalciferol,1000,2197.0
202109,Nottingham,Colecalciferol,10000,6.0
202109,Nottingham,Colecalciferol,200,602.0
202109,Nottingham,Colecalciferol,2000,7.0
202109,Nottingham,Colecalciferol,20000,68.0
202109,Nottingham,Colecalciferol,2400,3.0
202109,Nottingham,Colecalciferol,2500,1.0
202109,Nottingham,Colecalciferol,25000,70.0
202109,Nottingham,Colecalciferol,2740,32.0
202109,Nottingham,Colecalciferol,3000,4.0
202109,Nottingham,Colecalciferol,3200,11.0
202109,Nottingham,Colecalciferol,400,712.0
202109,Nottingham,Colecalciferol,4000,2.0
202109,Nottingham,Colecalciferol,440,3.0
202109,Nottingham,Colecalciferol,5000,3.0
202109,Nottingham,Colecalciferol,50000,80.0
202109,Nottingham,Colecalciferol,5600,1.0
202109,Nottingham,Colecalciferol,800,2099.0
202109,Nottingham,Colecalciferol,880,7.0
202109,Nottingham,Colecalciferol,unknown,1185.0
202109,Peterborough,Colecalciferol,200,9.0
202109,Peterborough,Colecalciferol,20000,2.0
202109,Peterborough,Colecalciferol,3200,2.0
202109,Peterborough,Colecalciferol,400,59.0
202109,Peterborough,Colecalciferol,800,10.0
202109,Peterborough,Colecalciferol,880,20.0
202109,Peterborough,Colecalciferol,unknown,22.0
202109,Plymouth,Colecalciferol,1000,44.0
202109,Plymouth,Colecalciferol,200,33.0
202109,Plymouth,Colecalciferol,25000,2.0
202109,Plymouth,Colecalciferol,400,70.0
202109,Plymouth,Colecalciferol,440,1.0
202109,Plymouth,Colecalciferol,800,17.0
202109,Plymouth,Colecalciferol,880,26.0
202109,Plymouth,Colecalciferol,unknown,67.0
202109,Sunderland,Colecalciferol,1000,43.0
202109,Sunderland,Colecalciferol,200,85.0
202109,Sunderland,Colecalciferol,20000,13.0
202109,Sunderland,Colecalciferol,400,120.0
202109,Sunderland,Colecalciferol,800,293.0
202109,Sunderland,Colecalciferol,880,8.0
202109,Sunderland,Colecalciferol,unknown,500.0
202109,York,Colecalciferol,1000,219.0
202109,York,Colecalciferol,10000,5.0
202109,York,Colecalciferol,200,437.0
202109,York,Colecalciferol,2000,6.0
202109,York,Colecalciferol,20000,5.0
202109,York,Colecalciferol,25000,28.0
202109,York,Colecalciferol,3000,4.0
202109,York,Colecalciferol,3200,2.0
202109,York,Colecalciferol,400,446.0
202109,York,Colecalciferol,4000,2.0
202109,York,Colecalciferol,440,3.0
202109,York,Colecalciferol,5000,1.0
202109,York,Colecalciferol,50000,7.0
202109,York,Colecalciferol,5600,1.0
202109,York,Colecalciferol,800,571.0
202109,York,Colecalciferol,880,46.0
202109,York,Colecalciferol,unknown,854.0
202110,Birmingham,Colecalciferol,1000,668.0
202110,Birmingham,Colecalciferol,10000,58.0
202110,Birmingham,Colecalciferol,200,2344.0
202110,Birmingham,Colecalciferol,2000,35.0
202110,Birmingham,Colecalciferol,20000,295.0
202110,Birmingham,Colecalciferol,2200,1.0
202110,Birmingham,Colecalciferol,2400,18.0
202110,Birmingham,Colecalciferol,2500,2.0
202110,Birmingham,Colecalciferol,25000,271.0
202110,Birmingham,Colecalciferol,2740,3.0
202110,Birmingham,Colecalciferol,3000,15.0
202110,Birmingham,Colecalciferol,3200,92.0
202110,Birmingham,Colecalciferol,400,1214.0
202110,Birmingham,Colecalciferol,4000,4.0
202110,Birmingham,Colecalciferol,440,11.0
202110,Birmingham,Colecalciferol,5000,5.0
202110,Birmingham,Colecalciferol,50000,394.0
202110,Birmingham,Colecalciferol,5600,2.0
202110,Birmingham,Colecalciferol,600,1.0
202110,Birmingham,Colecalciferol,800,3637.0
202110,Birmingham,Colecalciferol,880,168.0
202110,Birmingham,Colecalciferol,unknown,2105.0
202110,Brighton,Colecalciferol,200,12.0
202110,Brighton,Colecalciferol,20000,14.0
202110,Brighton,Colecalciferol,2740,1.0
202110,Brighton,Colecalciferol,3200,4.0
202110,Brighton,Colecalciferol,400,123.0
202110,Brighton,Colecalciferol,800,69.0
202110,Brighton,Colecalciferol,unknown,50.0
202110,Bristol,Colecalciferol,1000,224.0
202110,Bristol,Colecalciferol,10000,7.0
202110,Bristol,Colecalciferol,15000,1.0
202110,Bristol,Colecalciferol,200,484.0
202110,Bristol,Colecalciferol,2000,2.0
202110,Bristol,Colecalciferol,20000,16.0
202110,Bristol,Colecalciferol,2200,1.0
202110,Bristol,Colecalciferol,25000,105.0
202110,Bristol,Colecalciferol,2740,1.0
202110,Bristol,Colecalciferol,3000,7.0
202110,Bristol,Colecalciferol,3200,6.0
202110,Bristol,Colecalciferol,400,1112.0
202110,Bristol,Colecalciferol,40000,1.0
202110,Bristol,Colecalciferol,440,3.0
202110,Bristol,Colecalciferol,50000,6.0
202110,Bristol,Colecalciferol,5600,1.0
202110,Bristol,Colecalciferol,800,1393.0
202110,Bristol,Colecalciferol,880,159.0
202110,Bristol,Colecalciferol,unknown,1087.0
202110,Canterbury,Colecalciferol,1000,214.0
202110,Canterbury,Colecalciferol,10000,4.0
202110,Canterbury,Colecalciferol,200,341.0
202110,Canterbury,Colecalciferol,2000,3.0
202110,Canterbury,Colecalciferol,20000,13.0
202110,Canterbury,Colecalciferol,2500,2.0
202110,Canterbury,Colecalciferol,25000,1.0
202110,Canterbury,Colecalciferol,3200,3.0
202110,Canterbury,Colecalciferol,400,580.0
202110,Canterbury,Colecalciferol,4000,1.0
202110,Canterbury,Colecalciferol,440,7.0
202110,Canterbury,Colecalciferol,5000,2.0
202110,Canterbury,Colecalciferol,800,271.0
202110,Canterbury,Colecalciferol,880,24.0
202110,Canterbury,Colecalciferol,unknown,552.0
202110,Exeter,Colecalciferol,1000,41.0
202110,Exeter,Colecalciferol,200,14.0
202110,Exeter,Colecalciferol,2400,1.0
202110,Exeter,Colecalciferol,400,8.0
202110,Exeter,Colecalciferol,800,8.0
202110,Exeter,Colecalciferol,880,140.0
202110,Exeter,Colecalciferol,unknown,80.0
202110,Leeds,Colecalciferol,1000,520.0
202110,Leeds,Colecalciferol,10000,2.0
202110,Leeds,Colecalciferol,200,155.0
202110,Leeds,Colecalciferol,2000,10.0
202110,Leeds,Colecalciferol,20000,64.0
202110,Leeds,Colecalciferol,2200,1.0
202110,Leeds,Colecalciferol,2400,3.0
202110,Leeds,Colecalciferol,2500,1.0
202110,Leeds,Colecalciferol,25000,10.0
202110,Leeds,Colecalciferol,3200,5.0
202110,Leeds,Colecalciferol,400,718.0
202110,Leeds,Colecalciferol,40000,5.0
202110,Leeds,Colecalciferol,440,2.0
202110,Leeds,Colecalciferol,50000,14.0
202110,Leeds,Colecalciferol,800,406.0
202110,Leeds,Colecalciferol,880,12.0
202110,Leeds,Colecalciferol,unknown,578.0
202110,London,Colecalciferol,1000,27267.0
202110,London,Colecalciferol,10000,512.0
202110,London,Colecalciferol,15000,18.0
202110,London,Colecalciferol,200,16506.0
202110,London,Colecalciferol,2000,783.0
202110,London,Colecalciferol,20000,10206.0
202110,London,Colecalciferol,2200,56.0
202110,London,Colecalciferol,2400,115.0
202110,London,Colecalciferol,2500,87.0
202110,London,Colecalciferol,25000,2223.0
202110,London,Colecalciferol,2740,73.0
202110,London,Colecalciferol,3000,274.0
202110,London,Colecalciferol,30000,1.0
202110,London,Colecalciferol,300000,3.0
202110,London,Colecalciferol,3200,244.0
202110,London,Colecalciferol,400,42965.0
202110,London,Colecalciferol,4000,168.0
202110,London,Colecalciferol,40000,334.0
202110,London,Colecalciferol,440,253.0
202110,London,Colecalciferol,5000,404.0
202110,London,Colecalciferol,50000,57.0
202110,London,Colecalciferol,5600,12.0
202110,London,Colecalciferol,600,30.0
202110,London,Colecalciferol,800,23149.0
202110,London,Colecalciferol,880,1940.0
202110,London,Colecalciferol,unknown,39273.0
202110,Manchester,Colecalciferol,1000,449.0
202110,Manchester,Colecalciferol,10000,22.0
202110,Manchester,Colecalciferol,200,3368.0
202110,Manchester,Colecalciferol,2000,39.0
202110,Manchester,Colecalciferol,20000,1251.0
202110,Manchester,Colecalciferol,2200,2.0
202110,Manchester,Colecalciferol,2400,5.0
202110,Manchester,Colecalciferol,25000,58.0
202110,Manchester,Colecalciferol,2740,15.0
202110,Manchester,Colecalciferol,3000,8.0
202110,Manchester,Colecalciferol,3200,56.0
202110,Manchester,Colecalciferol,400,2697.0
202110,Manchester,Colecalciferol,4000,20.0
202110,Manchester,Colecalciferol,40000,13.0
202110,Manchester,Colecalciferol,440,17.0
202110,Manchester,Colecalciferol,5000,9.0
202110,Manchester,Colecalciferol,50000,42.0
202110,Manchester,Colecalciferol,5600,8.0
202110,Manchester,Colecalciferol,600,4.0
202110,Manchester,Colecalciferol,800,1892.0
202110,Manchester,Colecalciferol,880,425.0
202110,Manchester,Colecalciferol,unknown,5518.0
202110,Middlesbrough,Colecalciferol,1000,64.0
202110,Middlesbrough,Colecalciferol,10000,3.0
202110,Middlesbrough,Colecalciferol,200,70.0
202110,Middlesbrough,Colecalciferol,2000,3.0
202110,Middlesbrough,Colecalciferol,20000,9.0
202110,Middlesbrough,Colecalciferol,3200,2.0
202110,Middlesbrough,Colecalciferol,400,162.0
202110,Middlesbrough,Colecalciferol,4000,5.0
202110,Middlesbrough,Colecalciferol,5000,1.0
202110,Middlesbrough,Colecalciferol,800,243.0
202110,Middlesbrough,Colecalciferol,880,3.0
202110,Middlesbrough,Colecalciferol,unknown,159.0
202110,Newcastle upon Tyne,Colecalciferol,1000,21.0
202110,Newcastle upon Tyne,Colecalciferol,10000,2.0
202110,Newcastle upon Tyne,Colecalciferol,15000,1.0
202110,Newcastle upon Tyne,Colecalciferol,200,203.0
202110,Newcastle upon Tyne,Colecalciferol,2000,3.0
202110,Newcastle upon Tyne,Colecalciferol,20000,100.0
202110,Newcastle upon Tyne,Colecalciferol,2400,1.0
202110,Newcastle upon Tyne,Colecalciferol,25000,3.0
202110,Newcastle upon Tyne,Colecalciferol,2740,22.0
202110,Newcastle upon Tyne,Colecalciferol,3000,1.0
202110,Newcastle upon Tyne,Colecalciferol,400,1484.0
202110,Newcastle upon Tyne,Colecalciferol,40000,1.0
202110,Newcastle upon Tyne,Colecalciferol,440,3.0
202110,Newcastle upon Tyne,Colecalciferol,50000,1.0
202110,Newcastle upon Tyne,Colecalciferol,600,1.0
202110,Newcastle upon Tyne,Colecalciferol,800,3730.0
202110,Newcastle upon Tyne,Colecalciferol,880,10.0
202110,Newcastle upon Tyne,Colecalciferol,unknown,787.0
202110,Nottingham,Colecalciferol,1000,2211.0
202110,Nottingham,Colecalciferol,10000,9.0
202110,Nottingham,Colecalciferol,200,562.0
202110,Nottingham,Colecalciferol,2000,6.0
202110,Nottingham,Colecalciferol,20000,56.0
202110,Nottingham,Colecalciferol,2200,2.0
202110,Nottingham,Colecalciferol,2400,4.0
202110,Nottingham,Colecalciferol,25000,75.0
202110,Nottingham,Colecalciferol,2740,25.0
202110,Nottingham,Colecalciferol,3000,2.0
202110,Nottingham,Colecalciferol,3200,8.0
202110,Nottingham,Colecalciferol,400,662.0
202110,Nottingham,Colecalciferol,4000,2.0
202110,Nottingham,Colecalciferol,40000,1.0
202110,Nottingham,Colecalciferol,440,2.0
202110,Nottingham,Colecalciferol,5000,3.0
202110,Nottingham,Colecalciferol,50000,96.0
202110,Nottingham,Colecalciferol,5600,9.0
202110,Nottingham,Colecalciferol,800,2147.0
202110,Nottingham,Colecalciferol,880,13.0
202110,Nottingham,Colecalciferol,unknown,1123.0
202110,Peterborough,Colecalciferol,1000,1.0
202110,Peterborough,Colecalciferol,200,10.0
202110,Peterborough,Colecalciferol,20000,1.0
202110,Peterborough,Colecalciferol,3200,3.0
202110,Peterborough,Colecalciferol,400,51.0
202110,Peterborough,Colecalciferol,800,10.0
202110,Peterborough,Colecalciferol,880,18.0
202110,Peterborough,Colecalciferol,unknown,14.0
202110,Plymouth,Colecalciferol,1000,54.0
202110,Plymouth,Colecalciferol,200,27.0
202110,Plymouth,Colecalciferol,2000,4.0
202110,Plymouth,Colecalciferol,25000,3.0
202110,Plymouth,Colecalciferol,400,61.0
202110,Plymouth,Colecalciferol,440,1.0
202110,Plymouth,Colecalciferol,5000,1.0
202110,Plymouth,Colecalciferol,800,14.0
202110,Plymouth,Colecalciferol,880,19.0
202110,Plymouth,Colecalciferol,unknown,70.0
202110,Sunderland,Colecalciferol,1000,39.0
202110,Sunderland,Colecalciferol,200,88.0
202110,Sunderland,Colecalciferol,20000,22.0
202110,Sunderland,Colecalciferol,400,121.0
202110,Sunderland,Colecalciferol,50000,1.0
202110,Sunderland,Colecalciferol,800,279.0
202110,Sunderland,Colecalciferol,880,11.0
202110,Sunderland,Colecalciferol,unknown,488.0
202110,York,Colecalciferol,1000,204.0
202110,York,Colecalciferol,10000,8.0
202110,York,Colecalciferol,200,419.0
202110,York,Colecalciferol,2000,3.0
202110,York,Colecalciferol,20000,2.0
202110,York,Colecalciferol,2400,2.0
202110,York,Colecalciferol,25000,41.0
202110,York,Colecalciferol,3000,4.0
202110,York,Colecalciferol,3200,2.0
202110,York,Colecalciferol,400,412.0
202110,York,Colecalciferol,440,2.0
202110,York,Colecalciferol,5000,1.0
202110,York,Colecalciferol,50000,11.0
202110,York,Colecalciferol,5600,1.0
202110,York,Colecalciferol,800,612.0
202110,York,Colecalciferol,880,41.0
202110,York,Colecalciferol,unknown,807.0
202111,Birmingham,Colecalciferol,1000,688.0
202111,Birmingham,Colecalciferol,10000,35.0
202111,Birmingham,Colecalciferol,200,2263.0
202111,Birmingham,Colecalciferol,2000,44.0
202111,Birmingham,Colecalciferol,20000,346.0
202111,Birmingham,Colecalciferol,2200,3.0
202111,Birmingham,Colecalciferol,2400,26.0
202111,Birmingham,Colecalciferol,2500,2.0
202111,Birmingham,Colecalciferol,25000,356.0
202111,Birmingham,Colecalciferol,2740,11.0
202111,Birmingham,Colecalciferol,3000,15.0
202111,Birmingham,Colecalciferol,3200,100.0
202111,Birmingham,Colecalciferol,400,1182.0
202111,Birmingham,Colecalciferol,4000,8.0
202111,Birmingham,Colecalciferol,40000,1.0
202111,Birmingham,Colecalciferol,440,11.0
202111,Birmingham,Colecalciferol,5000,4.0
202111,Birmingham,Colecalciferol,50000,553.0
202111,Birmingham,Colecalciferol,5600,6.0
202111,Birmingham,Colecalciferol,600,1.0
202111,Birmingham,Colecalciferol,800,3708.0
202111,Birmingham,Colecalciferol,880,154.0
202111,Birmingham,Colecalciferol,unknown,2116.0
202111,Brighton,Colecalciferol,200,8.0
202111,Brighton,Colecalciferol,20000,19.0
202111,Brighton,Colecalciferol,2740,1.0
202111,Brighton,Colecalciferol,3000,2.0
202111,Brighton,Colecalciferol,3200,2.0
202111,Brighton,Colecalciferol,400,126.0
202111,Brighton,Colecalciferol,4000,1.0
202111,Brighton,Colecalciferol,800,65.0
202111,Brighton,Colecalciferol,unknown,51.0
202111,Bristol,Colecalciferol,1000,286.0
202111,Bristol,Colecalciferol,10000,4.0
202111,Bristol,Colecalciferol,200,555.0
202111,Bristol,Colecalciferol,2000,3.0
202111,Bristol,Colecalciferol,20000,31.0
202111,Bristol,Colecalciferol,2200,1.0
202111,Bristol,Colecalciferol,2400,1.0
202111,Bristol,Colecalciferol,25000,88.0
202111,Bristol,Colecalciferol,2740,2.0
202111,Bristol,Colecalciferol,3000,5.0
202111,Bristol,Colecalciferol,3200,4.0
202111,Bristol,Colecalciferol,400,1266.0
202111,Bristol,Colecalciferol,40000,1.0
202111,Bristol,Colecalciferol,440,1.0
202111,Bristol,Colecalciferol,50000,14.0
202111,Bristol,Colecalciferol,5600,1.0
202111,Bristol,Colecalciferol,800,1563.0
202111,Bristol,Colecalciferol,880,157.0
202111,Bristol,Colecalciferol,unknown,1251.0
202111,Canterbury,Colecalciferol,1000,193.0
202111,Canterbury,Colecalciferol,10000,1.0
202111,Canterbury,Colecalciferol,200,384.0
202111,Canterbury,Colecalciferol,2000,5.0
202111,Canterbury,Colecalciferol,20000,24.0
202111,Canterbury,Colecalciferol,2500,2.0
202111,Canterbury,Colecalciferol,3200,6.0
202111,Canterbury,Colecalciferol,400,645.0
202111,Canterbury,Colecalciferol,440,7.0
202111,Canterbury,Colecalciferol,5000,4.0
202111,Canterbury,Colecalciferol,600,3.0
202111,Canterbury,Colecalciferol,800,280.0
202111,Canterbury,Colecalciferol,880,22.0
202111,Canterbury,Colecalciferol,unknown,643.0
202111,Exeter,Colecalciferol,1000,41.0
202111,Exeter,Colecalciferol,200,13.0
202111,Exeter,Colecalciferol,25000,1.0
202111,Exeter,Colecalciferol,400,10.0
202111,Exeter,Colecalciferol,800,13.0
202111,Exeter,Colecalciferol,880,148.0
202111,Exeter,Colecalciferol,unknown,82.0
202111,Leeds,Colecalciferol,1000,613.0
202111,Leeds,Colecalciferol,10000,8.0
202111,Leeds,Colecalciferol,200,158.0
202111,Leeds,Colecalciferol,2000,14.0
202111,Leeds,Colecalciferol,20000,98.0
202111,Leeds,Colecalciferol,2200,1.0
202111,Leeds,Colecalciferol,2400,3.0
202111,Leeds,Colecalciferol,25000,18.0
202111,Leeds,Colecalciferol,30000,2.0
202111,Leeds,Colecalciferol,300000,1.0
202111,Leeds,Colecalciferol,3200,4.0
202111,Leeds,Colecalciferol,400,727.0
202111,Leeds,Colecalciferol,4000,2.0
202111,Leeds,Colecalciferol,40000,9.0
202111,Leeds,Colecalciferol,440,1.0
202111,Leeds,Colecalciferol,50000,16.0
202111,Leeds,Colecalciferol,800,460.0
202111,Leeds,Colecalciferol,880,16.0
202111,Leeds,Colecalciferol,unknown,607.0
202111,London,Colecalciferol,1000,28373.0
202111,London,Colecalciferol,10000,658.0
202111,London,Colecalciferol,15000,16.0
