date,country,group,items,population,items_per_1k_norm,year,month,working_days,items_per_workday_1k,tavg_mean,tavg_median,tavg_std,tmin_mean,tmin_median,tmin_std,tmax_mean,tmax_median,tmax_std,prcp_mean,prcp_median,prcp_std,tsun_mean,tsun_median,tsun_std
2025-07-01,Spain,Antidepressants,5197630.0,49128297,102.38,2025,7,23,96.6,25.6,26.3,3.5,19.8,20.7,3.3,31.2,32.4,4.4,19.4,16.0,18.5,20062.5,21360.0,3316.4
2025-07-01,Spain,Anxiolytics,4564880.0,49128297,89.92,2025,7,23,84.84,25.6,26.3,3.5,19.8,20.7,3.3,31.2,32.4,4.4,19.4,16.0,18.5,20062.5,21360.0,3316.4
2025-08-01,England,Antidepressants,7561282.0,59353753,123.28,2025,8,20,133.76,17.6,17.6,0.6,13.5,13.4,0.8,21.9,21.7,0.9,33.5,27.0,19.2,11361.5,10716.0,1700.4
2025-08-01,England,Anxiolytics,1994278.0,59353753,32.52,2025,8,20,35.28,17.6,17.6,0.6,13.5,13.4,0.8,21.9,21.7,0.9,33.5,27.0,19.2,11361.5,10716.0,1700.4
2025-08-01,Spain,Antidepressants,4723190.0,49128297,93.04,2025,8,20,100.95,26.4,27.4,3.1,20.2,21.0,3.1,32.6,33.7,3.9,23.1,9.0,31.2,18472.5,18780.0,2039.6
2025-08-01,Spain,Anxiolytics,4179569.999999999,49128297,82.33,2025,8,20,89.33,26.4,27.4,3.1,20.2,21.0,3.1,32.6,33.7,3.9,23.1,9.0,31.2,18472.5,18780.0,2039.6
2025-09-01,England,Antidepressants,7980987.0,59397146,134.37,2025,9,22,128.26,13.9,14.0,0.6,10.3,10.1,1.0,17.8,17.9,0.7,84.7,78.0,24.0,8581.8,8390.0,1085.6
2025-09-01,England,Anxiolytics,2107819.0,59397146,35.49,2025,9,22,33.87,13.9,14.0,0.6,10.3,10.1,1.0,17.8,17.9,0.7,84.7,78.0,24.0,8581.8,8390.0,1085.6
2025-09-01,Spain,Antidepressants,5056890.0,49128297,102.93,2025,9,22,98.25,22.1,22.4,3.3,16.4,17.0,3.4,27.9,28.4,3.8,39.1,35.0,43.7,15067.5,15600.0,2338.2
2025-09-01,Spain,Anxiolytics,4434950.0,49128297,90.27,2025,9,22,86.17,22.1,22.4,3.3,16.4,17.0,3.4,27.9,28.4,3.8,39.1,35.0,43.7,15067.5,15600.0,2338.2
2025-10-01,England,Antidepressants,8229855.0,59440539,133.99,2025,10,23,126.42,11.6,11.5,0.7,9.0,8.8,0.7,14.3,13.9,0.7,71.0,71.0,14.3,5226.7,5124.0,684.6
2025-10-01,England,Anxiolytics,2171225.0,59440539,35.35,2025,10,23,33.35,11.6,11.5,0.7,9.0,8.8,0.7,14.3,13.9,0.7,71.0,71.0,14.3,5226.7,5124.0,684.6
2025-10-01,Spain,Antidepressants,5219980.0,49128297,102.82,2025,10,23,97.01,19.3,18.7,2.7,14.0,13.9,2.9,24.6,23.8,2.9,71.4,49.5,57.2,12547.5,12510.0,1807.5
2025-10-01,Spain,Anxiolytics,4564210.0,49128297,89.91,2025,10,23,84.83,19.3,18.7,2.7,14.0,13.9,2.9,24.6,23.8,2.9,71.4,49.5,57.2,12547.5,12510.0,1807.5
2025-11-01,England,Antidepressants,7592866.0,59483932,127.65,2025,11,20,134.03,8.7,8.3,0.9,6.1,5.8,1.0,10.9,10.8,1.0,116.3,118.0,20.8,3455.3,3289.0,449.2
2025-11-01,England,Anxiolytics,1989381.0,59483932,33.44,2025,11,20,35.12,8.7,8.3,0.9,6.1,5.8,1.0,10.9,10.8,1.0,116.3,118.0,20.8,3455.3,3289.0,449.2
2025-11-01,Spain,Antidepressants,4822680.0,49128297,98.17,2025,11,20,103.07,13.3,13.9,2.4,8.6,9.4,2.3,18.0,18.2,2.8,101.4,51.5,118.2,9457.5,10050.0,3503.3
2025-11-01,Spain,Anxiolytics,4157130.0,49128297,84.62,2025,11,20,88.85,13.3,13.9,2.4,8.6,9.4,2.3,18.0,18.2,2.8,101.4,51.5,118.2,9457.5,10050.0,3503.3
2025-12-01,England,Antidepressants,8366599.0,59527325,136.02,2025,12,21,140.55,7.4,7.3,0.7,5.0,4.9,0.8,9.3,9.1,0.6,95.7,85.0,37.5,2913.4,2783.0,525.6
2025-12-01,England,Anxiolytics,2216274.0,59527325,36.03,2025,12,21,37.23,7.4,7.3,0.7,5.0,4.9,0.8,9.3,9.1,0.6,95.7,85.0,37.5,2913.4,2783.0,525.6
2025-12-01,Spain,Antidepressants,5213790.0,49128297,102.7,2025,12,21,106.13,10.5,11.5,2.2,6.5,7.2,1.9,14.5,15.4,2.5,106.8,116.0,57.2,6322.5,6210.0,1407.8
2025-12-01,Spain,Anxiolytics,4449770.0,49128297,87.65,2025,12,21,90.57,10.5,11.5,2.2,6.5,7.2,1.9,14.5,15.4,2.5,106.8,116.0,57.2,6322.5,6210.0,1407.8
