YEAR_MONTH,REGIONAL_OFFICE_NAME,REGIONAL_OFFICE_CODE,BNF_CHEMICAL_SUBSTANCE,CHEMICAL_SUBSTANCE_BNF_DESCR,QUANTITY,ITEMS,TOTAL_QUANTITY,ADQUSAGE,NIC,ACTUAL_COST
202209,SOUTH EAST,Y59,0407020B0,Buprenorphine,88653.0,34782.0,225486.0,465519.20177,669730.93,626701.7511
202209,SOUTH EAST,Y59,0407020C0,Codeine phosphate,1029895.0,44408.0,3615372.0,1009009.38917,113384.67,107033.11042
202209,SOUTH EAST,Y59,0407020G0,Dihydrocodeine tartrate,512866.0,13986.0,1157364.0,331176.08333,74670.93,70406.59781
202209,SOUTH EAST,Y59,0407020H0,Dipipanone hydrochloride,1808.0,31.0,2886.0,721.5,25434.35,23775.35234
202209,SOUTH EAST,Y59,0407020K0,Diamorphine hydrochloride (Systemic),663.2,36.0,750.0,961.16666,5029.04,4703.17267
202209,SOUTH EAST,Y59,0407020L0,Meptazinol hydrochloride,6625.0,119.0,9607.0,3202.33331,1896.71,1780.39266
202209,SOUTH EAST,Y59,0407020M0,Methadone hydrochloride,40022.0,528.0,66285.0,0.0,14160.51,13355.26657
202209,SOUTH EAST,Y59,0407020Q0,Morphine sulfate,2926055.0,54355.0,8748498.0,446898.61358,384460.11,362338.87348
202209,SOUTH EAST,Y59,0407020T0,Pentazocine hydrochloride,1602.0,21.0,1728.0,565.0,1689.26,1580.07724
202209,SOUTH EAST,Y59,0407020V0,Pethidine hydrochloride,5217.0,123.0,6834.0,1573.5,8671.59,8113.84699
202209,SOUTH EAST,Y59,0407041A0,Analgesics with anti-emetics,16877.0,815.0,20379.0,0.0,6520.22,6113.02388
202209,SOUTH EAST,Y59,0407041AA,Eletriptan,2637.0,274.0,3193.0,2960.0,11973.75,11195.79386
202209,SOUTH EAST,Y59,0407041AB,Frovatriptan,5306.0,618.0,7005.0,7005.0,13459.99,12589.60997
202209,SOUTH EAST,Y59,0407041AC,Erenumab (old),1.0,1.0,1.0,0.0,386.5,361.26606
202209,SOUTH EAST,Y59,0407041B0,Almotriptan,2929.0,372.0,3603.0,3603.0,9596.23,8974.54202
202209,SOUTH EAST,Y59,0407041M0,Naratriptan hydrochloride,10485.0,1650.0,17431.0,17431.0,10574.11,9905.86836
202209,SOUTH EAST,Y59,0407041R0,Rizatriptan,30975.0,5190.0,48360.0,47265.0,125560.51,117422.91225
202209,SOUTH EAST,Y59,0407041T0,Sumatriptan succinate,80151.0,27914.0,279655.0,249906.5,287802.62,269385.63425
202209,SOUTH EAST,Y59,0407041U0,Tolfenamic acid,702.0,61.0,874.0,874.0,2366.8,2213.10641
202209,SOUTH EAST,Y59,0407041Z0,Zolmitriptan,40355.0,5949.0,65496.0,73154.0,109255.43,102198.02922
202209,SOUTH EAST,Y59,0407042F0,Clonidine hydrochloride,260769.0,2884.0,416925.0,92883.75,177422.96,165976.13233
202209,SOUTH EAST,Y59,0407042Q0,Pizotifen malate,195578.0,5656.0,319101.0,1674603.33291,20778.21,19570.79458
202209,SOUTH EAST,Y59,0407042S0,Galcanezumab,1.0,1.0,1.0,0.0,450.0,420.61822
202209,SOUTH EAST,Y59,040801020,Valproic acid,6192.0,101.0,6791.0,2108.66663,1361.53,1281.497
202209,SOUTH EAST,Y59,040801050,Topiramate,580987.0,12190.0,895221.0,110885.3625,149244.11,140308.32516
202209,SOUTH EAST,Y59,040801060,Clobazam,298837.0,4757.0,404434.0,106290.75,155488.81,145631.51684
202209,SOUTH EAST,Y59,0408010A0,Levetiracetam,1655812.0,30901.0,3026795.0,730702.5003,397049.66,373030.96625
202209,SOUTH EAST,Y59,0408010AA,Felbamate,400.0,1.0,400.0,0.0,6360.0,5944.57462
202209,SOUTH EAST,Y59,0408010AB,Tiagabine,1336.0,13.0,1336.0,382.0,1192.85,1116.09374
202209,SOUTH EAST,Y59,0408010AD,Zonisamide,132899.0,2022.0,172731.0,0.0,136013.93,127207.64894
202209,SOUTH EAST,Y59,0408010AE,Pregabalin,1710377.0,98940.0,5552085.0,2061775.09985,263724.26,252836.02101
202209,SOUTH EAST,Y59,0408010AF,Rufinamide,36428.0,159.0,47034.0,0.0,21987.51,20560.92449
202209,SOUTH EAST,Y59,0408010AG,Stiripentol,3426.0,38.0,3958.0,0.0,22050.66,21068.07592
202209,SOUTH EAST,Y59,0408010AH,Lacosamide,260645.0,2706.0,326791.0,0.0,260009.88,243119.98269
202209,SOUTH EAST,Y59,0408010AI,Eslicarbazepine acetate,17853.0,294.0,20816.0,0.0,41244.29,38568.51756
202209,SOUTH EAST,Y59,0408010AK,Perampanel,29851.0,723.0,34184.0,0.0,115882.5,108333.8251
202209,SOUTH EAST,Y59,0408010AL,Brivaracetam,53880.0,829.0,64775.0,0.0,109992.63,102845.27423
202209,SOUTH EAST,Y59,0408010AN,Cenobamate,252.0,8.0,280.0,0.0,1452.36,1357.60285
202209,SOUTH EAST,Y59,0408010C0,Carbamazepine,2036432.0,23919.0,2794769.0,502693.225,181217.79,170915.44943
202209,SOUTH EAST,Y59,0408010D0,Oxcarbazepine,143571.0,1551.0,172378.0,53986.8,48236.02,45221.61402
202209,SOUTH EAST,Y59,0408010F0,Clonazepam,353682.0,14854.0,668325.0,99097.875,247351.84,232725.98079
202209,SOUTH EAST,Y59,0408010G0,Gabapentin,2900110.0,76555.0,8420005.0,1898190.24994,430423.38,409228.36731
202209,SOUTH EAST,Y59,0408010H0,Lamotrigine,1221000.0,44083.0,2746208.0,1026591.08,356848.44,335721.92139
202209,SOUTH EAST,Y59,0408010I0,Ethosuximide,135300.0,628.0,162023.0,17944.55,285323.65,266707.2964
202209,SOUTH EAST,Y59,0408010N0,Phenobarbital,128276.0,1926.0,160653.0,49349.66677,33105.82,30994.90459
202209,SOUTH EAST,Y59,0408010P0,Phenobarbital sodium,4.0,1.0,4.0,0.0,45.18,42.34122
202209,SOUTH EAST,Y59,0408010Q0,Phenytoin sodium,332853.0,6947.0,453946.0,157163.74978,82352.23,77364.59847
202209,SOUTH EAST,Y59,0408010U0,Primidone,112343.0,1728.0,135933.0,35555.8,147697.87,138205.35942
202209,SOUTH EAST,Y59,0408010W0,Sodium valproate,2875160.0,25394.0,3822621.0,564579.75634,415975.36,390197.71201
202209,SOUTH EAST,Y59,0408010X0,Vigabatrin,15485.0,165.0,19166.0,4697.3,12333.36,11537.96114
202209,SOUTH EAST,Y59,0408010Y0,Sultiame,126.0,12.0,315.0,0.0,1811.7,1694.70783
202209,SOUTH EAST,Y59,0408010Z0,Phenytoin,184597.0,175.0,218884.0,29656.99998,2057.07,1928.22183
202209,SOUTH EAST,Y59,0408020Q0,Paraldehyde,2106.0,62.0,2682.0,0.0,2220.28,2076.01921
202209,SOUTH EAST,Y59,0408020V0,Midazolam maleate,749.0,190.0,892.0,0.0,32630.89,30549.25836
202209,SOUTH EAST,Y59,0408020W0,Midazolam hydrochloride,4916.0,1447.0,6334.0,0.0,142523.09,133253.07121
202209,SOUTH EAST,Y59,0409010A0,Apomorphine hydrochloride,1845.0,75.0,2198.0,0.0,35695.17,33602.53984
202209,SOUTH EAST,Y59,0409010AA,Safinamide,2275.0,82.0,2734.0,0.0,6288.2,5882.08216
202209,SOUTH EAST,Y59,0409010AB,Opicapone,17012.0,757.0,24106.0,0.0,75451.78,70559.37936
202209,SOUTH EAST,Y59,0409010B0,Amantadine hydrochloride,63548.0,1314.0,86885.0,36220.0,33461.95,31341.38321
202209,SOUTH EAST,Y59,0409010H0,Ropinirole hydrochloride,299140.0,7037.0,392604.0,132525.37506,216566.55,202758.35172
202209,SOUTH EAST,Y59,0409010K0,Co-beneldopa (Benserazide/levodopa),993584.0,11627.0,1296861.0,432286.9992,87556.38,82832.3836
202209,SOUTH EAST,Y59,0409010N0,Co-careldopa (Carbidopa/levodopa),1554879.0,18854.0,2172767.0,761928.16671,191406.82,180478.81461
202209,SOUTH EAST,Y59,0409010S0,Tolcapone,673.0,8.0,736.0,245.33333,700.66,655.69181
202209,SOUTH EAST,Y59,0409010T0,Selegiline hydrochloride,8176.0,232.0,9584.0,6587.0,2147.34,2027.79289
202209,SOUTH EAST,Y59,0409010U0,Cabergoline,1260.0,60.0,1580.0,1980.0,5682.67,5312.13282
202209,SOUTH EAST,Y59,0409010V0,Entacapone,43106.0,508.0,52905.0,17634.99993,6234.66,5866.4379
202209,SOUTH EAST,Y59,0409010W0,Pramipexole,289130.0,6473.0,405183.0,36326.5128,183093.45,171473.58788
202209,SOUTH EAST,Y59,0409010X0,Levodopa/carbidopa/entacapone,124284.0,1397.0,150147.0,0.0,91559.76,85682.72189
202209,SOUTH EAST,Y59,0409010Y0,Rasagiline mesilate,37228.0,2391.0,77559.0,77559.0,31916.73,29899.69807
202209,SOUTH EAST,Y59,0409010Z0,Rotigotine,42133.0,1693.0,55153.0,55153.0,236595.3,221171.48917
202209,SOUTH EAST,Y59,0409020C0,Trihexyphenidyl hydrochloride,143614.0,1390.0,182429.0,84853.25,53353.75,49968.35334
202209,SOUTH EAST,Y59,0409020E0,Benzatropine mesilate,112.0,1.0,112.0,112.0,532.0,497.26194
202209,SOUTH EAST,Y59,0409020N0,Orphenadrine hydrochloride,12988.0,47.0,16588.0,1177.33333,13712.44,12817.5834
202209,SOUTH EAST,Y59,0409020S0,Procyclidine hydrochloride,163292.0,6824.0,298877.0,89289.33308,26846.33,25611.08974
202209,SOUTH EAST,Y59,0409030B0,Botulinum toxin type A,2.0,9.0,9.0,0.0,1053.3,984.60962
202209,SOUTH EAST,Y59,0409030C0,Tetrabenazine,18070.0,323.0,22508.0,9272.0,17455.83,16363.91576
202209,SOUTH EAST,Y59,0409030P0,Piracetam,28824.0,81.0,32342.0,7080.2729,2691.8,2521.97501
202209,SOUTH EAST,Y59,0409030R0,Riluzole,27332.0,263.0,32936.0,8116.0,8974.65,8393.41173
202209,SOUTH EAST,Y59,0410010A0,Acamprosate calcium,66179.0,1474.0,169352.0,0.0,26317.92,24690.74311
202209,SOUTH EAST,Y59,0410010B0,Disulfiram,4715.0,231.0,6468.0,0.0,23949.25,22408.22819
202209,SOUTH EAST,Y59,0410010D0,Nalmefene,361.0,36.0,690.0,0.0,2090.7,1955.04386
202209,SOUTH EAST,Y59,0410020A0,Bupropion hydrochloride,33230.0,861.0,45450.0,0.0,31633.17,29615.83345
202209,SOUTH EAST,Y59,0410020B0,Nicotine,86913.6,2782.0,119887.0,0.0,83487.53,78078.91088
202209,SOUTH EAST,Y59,0410020C0,Varenicline tartrate,489.0,11.0,489.0,0.0,491.4,459.48757
202209,SOUTH EAST,Y59,0410020D0,Nicotine bitartrate,5780.0,29.0,7988.0,0.0,749.42,701.11476
202209,SOUTH EAST,Y59,0410030A0,Buprenorphine hydrochloride,64905.0,23998.0,477572.0,3453767.17135,745567.94,705596.06343
202209,SOUTH EAST,Y59,0410030B0,Buprenorph hydrochloride/naloxone hydrochloride,1008.0,83.0,2135.0,0.0,3562.12,3340.19767
202209,SOUTH EAST,Y59,0410030C0,Methadone hydrochloride,4060268.0,49498.0,33175900.0,0.0,404735.11,386210.68232
202209,SOUTH EAST,Y59,0410030E0,Naltrexone hydrochloride,2926.0,241.0,5554.0,0.0,14926.26,13963.19687
202209,SOUTH EAST,Y59,0411000D0,Donepezil hydrochloride,138956.0,29066.0,706838.0,789489.99983,70934.13,67574.90137
202209,SOUTH EAST,Y59,0411000E0,Rivastigmine,138416.0,5254.0,217565.0,67207.25,151096.08,141410.47826
202209,SOUTH EAST,Y59,0411000F0,Galantamine,28125.0,1353.0,37924.0,34712.0,62004.76,58011.54603
202209,SOUTH EAST,Y59,0411000G0,Memantine hydrochloride,182215.0,24612.0,683019.0,499947.5,66735.63,63393.4089
202209,SOUTH WEST,Y58,0401010AC,Sodium oxybate,4140.0,8.0,4320.0,0.0,8640.0,8095.73089
202209,SOUTH WEST,Y58,0401010AD,Melatonin,341963.0,12758.0,764460.0,0.0,500521.42,468497.74133
202209,SOUTH WEST,Y58,0401010B0,Chloral hydrate,18300.0,70.0,23000.0,2165.382,32660.19,30529.24466
202209,SOUTH WEST,Y58,0401010F0,Clomethiazole,1543.0,63.0,2810.0,0.0,1536.19,1441.52663
202209,SOUTH WEST,Y58,0401010N0,Loprazolam mesilate,2438.0,103.0,3074.0,3074.0,2733.75,2559.77062
202209,SOUTH WEST,Y58,0401010P0,Lormetazepam,2285.0,111.0,3042.0,2593.5,1837.07,1726.06142
202209,SOUTH WEST,Y58,0401010R0,Nitrazepam,32375.0,2312.0,59561.0,58868.0,7013.08,6697.87988
202209,SOUTH WEST,Y58,0401010T0,Temazepam,56957.0,4618.0,110680.0,65802.5,108569.4,101768.16242
202209,SOUTH WEST,Y58,0401010Y0,Zolpidem tartrate,48222.0,5196.0,108658.0,83253.0,5418.6,5381.68189
202209,SOUTH WEST,Y58,0401010Z0,Zopiclone,144502.0,47546.0,876341.0,657350.0,29629.91,30998.43805
202209,SOUTH WEST,Y58,0401020B0,Buspirone hydrochloride,23430.0,532.0,30535.0,6768.49996,7143.98,6715.13464
202209,SOUTH WEST,Y58,0401020E0,Chlordiazepoxide hydrochloride,10858.0,249.0,13514.0,2847.99996,2557.69,2416.48428
202209,SOUTH WEST,Y58,0401020K0,Diazepam,468588.0,50384.0,1418752.0,474841.0,99479.52,96771.22889
202209,SOUTH WEST,Y58,0401020P0,Lorazepam,127842.0,10028.0,290586.0,110961.2,71646.99,67555.77171
202209,SOUTH WEST,Y58,0401020T0,Oxazepam,12181.0,348.0,16122.0,6437.49998,2164.86,2038.2943
202209,SOUTH WEST,Y58,0401030H0,Butobarbital,224.0,2.0,224.0,0.0,566.02,529.07215
202209,SOUTH WEST,Y58,0401030T0,Secobarbital sodium,112.0,2.0,224.0,0.0,553.42,517.49518
202209,SOUTH WEST,Y58,040201030,Risperidone,273653.0,13395.0,485993.0,111442.45,76290.99,72555.30259
202209,SOUTH WEST,Y58,040201060,Olanzapine,195445.0,20505.0,471349.0,359183.75,44833.74,43075.62177
202209,SOUTH WEST,Y58,0402010A0,Amisulpride,72040.0,2986.0,107304.0,41671.5,42227.05,39755.21224
202209,SOUTH WEST,Y58,0402010AB,Quetiapine,594632.0,32720.0,1195785.0,360446.08334,205963.44,195581.76767
202209,SOUTH WEST,Y58,0402010AD,Aripiprazole,149786.0,9812.0,288970.0,0.0,518336.75,485013.30888
202209,SOUTH WEST,Y58,0402010AE,Paliperidone,457.0,28.0,664.0,0.0,2404.21,2248.78841
202209,SOUTH WEST,Y58,0402010AI,Lurasidone,3059.0,144.0,4151.0,0.0,5870.7,5494.03458
202209,SOUTH WEST,Y58,0402010AJ,Cariprazine,84.0,4.0,112.0,0.0,321.44,300.493
202209,SOUTH WEST,Y58,0402010B0,Benperidol,313.0,10.0,355.0,59.16667,634.94,594.13985
202209,SOUTH WEST,Y58,0402010C0,Clozapine,2.0,2.0,2.0,0.33334,0.8,0.97254
202209,SOUTH WEST,Y58,0402010D0,Chlorpromazine hydrochloride,41268.0,1085.0,59771.0,7976.26671,52263.37,48909.47609
202209,SOUTH WEST,Y58,0402010H0,Flupentixol hydrochloride,9706.0,322.0,13126.0,6563.0,1827.29,1742.39935
202209,SOUTH WEST,Y58,0402010I0,Fluphenazine hydrochloride,42.0,4.0,98.0,9.8,107.96,100.95761
202209,SOUTH WEST,Y58,0402010J0,Haloperidol,50990.0,2316.0,68156.0,18105.3125,142870.28,133682.07814
202209,SOUTH WEST,Y58,0402010K0,Levomepromazine maleate,6971.0,322.0,8775.0,668.67987,10513.77,9857.18852
202209,SOUTH WEST,Y58,0402010L0,Levomepromazine hydrochloride,4695.0,1515.0,9456.0,0.0,19038.65,17898.45077
202209,SOUTH WEST,Y58,0402010P0,Pericyazine,5474.0,69.0,6823.0,0.0,4734.82,4430.84642
202209,SOUTH WEST,Y58,0402010Q0,Perphenazine,142.0,2.0,142.0,9.46667,191.97,179.44284
202209,SOUTH WEST,Y58,0402010R0,Pimozide,764.0,28.0,860.0,0.0,346.63,325.68636
202209,SOUTH WEST,Y58,0402010S0,Promazine hydrochloride,9143.0,60.0,12406.0,1132.5,5571.47,5211.19652
202209,SOUTH WEST,Y58,0402010T0,Zuclopenthixol hydrochloride,47100.0,976.0,106700.0,34359.99983,8254.96,7727.26263
202209,SOUTH WEST,Y58,0402010U0,Sulpiride,36432.0,910.0,46498.0,13127.45,15419.97,14492.67086
202209,SOUTH WEST,Y58,0402010X0,Trifluoperazine,31513.0,215.0,38388.0,2151.8,13063.86,12222.04075
202209,SOUTH WEST,Y58,0402020AA,Risperidone,54.0,52.0,82.0,0.0,9217.05,8656.00536
202209,SOUTH WEST,Y58,0402020AB,Paliperidone,17.0,20.0,20.0,0.0,8334.38,7850.16089
202209,SOUTH WEST,Y58,0402020AD,Aripiprazole,27.0,32.0,32.0,0.0,7053.12,6593.05216
202209,SOUTH WEST,Y58,0402020G0,Flupentixol decanoate,712.0,378.0,974.0,19585.0,5685.95,5322.59368
202209,SOUTH WEST,Y58,0402020T0,Haloperidol decanoate,112.0,58.0,129.0,3151.5152,589.62,553.22814
202209,SOUTH WEST,Y58,0402020Z0,Zuclopenthixol decanoate,527.0,310.0,799.0,17333.33334,3948.83,3697.90668
202209,SOUTH WEST,Y58,0402030K0,Lithium carbonate,158659.0,7219.0,267413.0,0.0,27013.93,25977.42062
202209,SOUTH WEST,Y58,0402030P0,Lithium citrate,19038.0,53.0,22038.0,0.0,1009.67,944.63791
202209,SOUTH WEST,Y58,0402030Q0,Valproic acid,105837.0,3225.0,149465.0,49629.99995,45043.94,42395.72266
202209,SOUTH WEST,Y58,0403010B0,Amitriptyline hydrochloride,866616.0,144991.0,7861882.0,1570615.93264,216788.55,206185.40469
202209,SOUTH WEST,Y58,0403010F0,Clomipramine hydrochloride,83621.0,1815.0,111197.0,55189.93323,31370.27,29383.24794
202209,SOUTH WEST,Y58,0403010J0,Dosulepin hydrochloride,113148.0,3360.0,184942.0,105787.99984,44510.91,41698.39255
202209,SOUTH WEST,Y58,0403010L0,Doxepin,7432.0,211.0,9317.0,4619.99997,41525.01,38820.5603
202209,SOUTH WEST,Y58,0403010N0,Imipramine hydrochloride,66033.0,1209.0,89628.0,23458.39993,5780.54,5440.26737
202209,SOUTH WEST,Y58,0403010R0,Lofepramine hydrochloride,47907.0,1257.0,73251.0,35909.5,19192.45,18019.39994
202209,SOUTH WEST,Y58,0403010T0,Mianserin hydrochloride,748.0,9.0,748.0,468.0,826.85,773.25144
202209,SOUTH WEST,Y58,0403010V0,Nortriptyline,239337.0,5938.0,392767.0,74583.59947,23153.75,22184.79822
202209,SOUTH WEST,Y58,0403010X0,Trazodone hydrochloride,213874.0,9060.0,409003.0,209452.66663,33744.62,32249.99525
202209,SOUTH WEST,Y58,0403010Y0,Trimipramine maleate,5388.0,135.0,6312.0,3386.86663,47172.26,44096.37487
202209,SOUTH WEST,Y58,0403020H0,Isocarboxazid,1673.0,39.0,1939.0,1292.66669,8625.13,8065.07939
202209,SOUTH WEST,Y58,0403020K0,Moclobemide,3908.0,89.0,5164.0,3227.0,3060.41,2865.8196
202209,SOUTH WEST,Y58,0403020M0,Phenelzine sulfate,3733.0,39.0,4329.0,1082.25,7460.8,6997.09148
202209,SOUTH WEST,Y58,0403020Q0,Tranylcypromine sulfate,3613.0,45.0,3914.0,3914.0,68092.42,63646.12867
202209,SOUTH WEST,Y58,0403030D0,Citalopram hydrobromide,305932.0,129689.0,4622516.0,4446965.0,419955.97,395362.53481
202209,SOUTH WEST,Y58,0403030E0,Fluoxetine hydrochloride,562282.0,57656.0,2864114.0,2786557.0,224072.13,212633.95259
202209,SOUTH WEST,Y58,0403030L0,Fluvoxamine maleate,7806.0,175.0,8927.0,6382.5,4063.16,3810.07393
202209,SOUTH WEST,Y58,0403030P0,Paroxetine hydrochloride,198129.0,10639.0,406796.0,417236.6,36468.06,34705.9732
202209,SOUTH WEST,Y58,0403030Q0,Sertraline hydrochloride,375300.0,178506.0,6381623.0,9197410.5,272084.7,258769.12743
202209,SOUTH WEST,Y58,0403030X0,Escitalopram,131454.0,15493.0,509054.0,595358.5,35932.13,33974.58953
202209,SOUTH WEST,Y58,0403030Z0,Citalopram hydrochloride,6975.0,595.0,10980.0,21960.0,5953.08,5571.19121
202209,SOUTH WEST,Y58,0403040AB,Vortioxetine,21817.0,1447.0,35233.0,0.0,34880.67,32671.18189
202209,SOUTH WEST,Y58,0403040F0,Flupentixol hydrochloride,36028.0,996.0,47928.0,36386.0,3120.61,3001.37872
202209,SOUTH WEST,Y58,0403040S0,Tryptophan,224.0,1.0,224.0,37.33333,134.4,125.73334
202209,SOUTH WEST,Y58,0403040U0,Reboxetine,9970.0,235.0,12336.0,6168.0,3887.88,3654.32595
202209,SOUTH WEST,Y58,0403040W0,Venlafaxine,790312.0,52511.0,2089733.0,1966776.75,440686.25,414379.39299
202209,SOUTH WEST,Y58,0403040X0,Mirtazapine,261381.0,103206.0,2668663.0,2336569.5,121097.97,117498.77697
202209,SOUTH WEST,Y58,0403040Y0,Duloxetine hydrochloride,203054.0,30213.0,1034511.0,842158.5,215617.82,202603.62252
202209,SOUTH WEST,Y58,0403040Z0,Agomelatine,5817.0,240.0,8477.0,8477.0,4984.0,4670.91972
202209,SOUTH WEST,Y58,0404000D0,Caffeine,100.0,1.0,100.0,0.0,6.31,6.01023
202209,SOUTH WEST,Y58,0404000L0,Dexamfetamine sulfate,37303.0,559.0,44604.0,0.0,46714.09,43741.93242
202209,SOUTH WEST,Y58,0404000M0,Methylphenidate hydrochloride,302369.0,11858.0,459079.0,0.0,386283.61,361506.93265
202209,SOUTH WEST,Y58,0404000R0,Modafinil,32313.0,594.0,40794.0,0.0,6384.9,6001.09444
202209,SOUTH WEST,Y58,0404000S0,Atomoxetine hydrochloride,36317.0,1125.0,46896.0,0.0,25634.07,23993.64859
202209,SOUTH WEST,Y58,0404000U0,Lisdexamfetamine dimesylate,58926.0,3197.0,90770.0,0.0,212479.25,198679.64054
202209,SOUTH WEST,Y58,0404000V0,Guanfacine,6778.0,241.0,8691.0,0.0,19465.8,18200.6018
202209,SOUTH WEST,Y58,0405010P0,Orlistat,67003.0,2451.0,212277.0,69902.00002,70927.62,66340.37775
202209,SOUTH WEST,Y58,0406000A0,Hyoscine,6190.0,952.0,8907.0,26747.74781,57256.59,53537.45193
202209,SOUTH WEST,Y58,0406000AA,Doxylamine succinate/pyridoxine hydrochloride,917.0,33.0,1128.0,0.0,1607.41,1503.72255
202209,SOUTH WEST,Y58,0406000AC,Dimenhydrinate/cinnarizine,2479.0,34.0,2994.0,0.0,718.56,673.67056
202209,SOUTH WEST,Y58,0406000AF,Granisetron,8.0,2.0,16.0,0.0,896.0,837.49772
202209,SOUTH WEST,Y58,0406000B0,Betahistine hydrochloride,313726.0,10431.0,898086.0,352112.5,17843.5,17058.99901
202209,SOUTH WEST,Y58,0406000D0,Cinnarizine,105906.0,2515.0,204512.0,68170.66651,12127.16,11458.55535
202209,SOUTH WEST,Y58,0406000E0,Flunarizine dihydrochloride,186.0,8.0,284.0,0.0,1200.77,1123.13443
202209,SOUTH WEST,Y58,0406000F0,Cyclizine hydrochloride,154977.0,8759.0,429272.0,213916.0,19601.76,19142.68473
202209,SOUTH WEST,Y58,0406000G0,Cyclizine lactate,5236.0,830.0,9395.0,3131.6666,16730.45,15665.84866
202209,SOUTH WEST,Y58,0406000J0,Domperidone,152555.0,2344.0,210748.0,44584.33319,13500.11,12751.90275
202209,SOUTH WEST,Y58,0406000L0,Hyoscine hydrobromide,20563.0,732.0,30440.0,13526.25,4601.49,4358.61129
202209,SOUTH WEST,Y58,0406000M0,Granisetron hydrochloride,60.0,2.0,120.0,60.0,489.6,457.64393
202209,SOUTH WEST,Y58,0406000P0,Metoclopramide hydrochloride,186877.0,7538.0,442146.0,116024.83353,27651.81,26072.21303
202209,SOUTH WEST,Y58,0406000S0,Ondansetron hydrochloride,76436.0,2861.0,114104.0,27940.75,38098.6,35733.51933
202209,SOUTH WEST,Y58,0406000T0,Prochlorperazine maleate,167806.0,12953.0,552111.0,263210.8337,31598.28,29996.36409
202209,SOUTH WEST,Y58,0406000U0,Prochlorperazine mesilate,3678.0,85.0,3783.0,367.5,179.11,168.89393
202209,SOUTH WEST,Y58,0406000V0,Promethazine teoclate,4069.0,213.0,6232.0,6232.0,944.41,895.16336
202209,SOUTH WEST,Y58,0407010AC,Isometheptene mucate,30.0,1.0,30.0,0.0,8.4,7.86371
202209,SOUTH WEST,Y58,0407010AD,Paracetamol and ibuprofen,112.0,1.0,112.0,0.0,21.09,19.82479
202209,SOUTH WEST,Y58,0407010B0,Aspirin,21583.0,645.0,24615.0,2461.5,2287.55,2182.28389
202209,SOUTH WEST,Y58,0407010F0,Co-codamol (Codeine phosphate/paracetamol),2392900.0,114280.0,13138044.0,1965317.82699,486331.8,459033.33705
202209,SOUTH WEST,Y58,0407010H0,Paracetamol,4721999.0,153680.0,26112636.0,3434555.86344,689090.34,648968.3566
202209,SOUTH WEST,Y58,0407010N0,Co-dydramol (Dihydrocodeine/paracetamol),379735.0,9909.0,1166766.0,201340.33278,107063.9,100354.93254
202209,SOUTH WEST,Y58,0407010P0,Nefopam hydrochloride,55004.0,1314.0,119419.0,29854.75,5785.06,5486.16377
202209,SOUTH WEST,Y58,0407010Q0,Co-proxamol (Dextropropoxyphene hydrochloride/paracetamol),4170.0,44.0,5706.0,951.0,10251.97,9604.44037
202209,SOUTH WEST,Y58,0407010U0,Paracetamol and caffeine,60.0,1.0,60.0,0.0,8.55,8.10391
202209,SOUTH WEST,Y58,0407010W0,Aspirin combined preparations,28.0,1.0,28.0,0.0,2.11,2.08457
202209,SOUTH WEST,Y58,0407010X0,Paracetamol combined preparations,2942.0,35.0,3492.0,0.0,580.08,544.23535
202209,SOUTH WEST,Y58,040702040,Tramadol hydrochloride,971442.0,47040.0,4315101.0,1167031.16669,163560.41,155062.22567
202209,SOUTH WEST,Y58,040702050,Hydromorphone hydrochloride,8760.0,164.0,11630.0,2313.06671,3554.21,3328.55716
202209,SOUTH WEST,Y58,0407020A0,Fentanyl,33638.0,6189.0,58498.0,24552.0,214742.54,200832.05983
202209,SOUTH WEST,Y58,0407020AD,Oxycodone hydrochloride,805238.0,15699.0,1752831.0,161689.14981,297982.54,279184.13306
202209,SOUTH WEST,Y58,0407020AF,Oxycodone hydrochloride/naloxone hydrochloride,10042.0,223.0,12468.0,0.0,15898.7,14868.56959
202209,SOUTH WEST,Y58,0407020AG,Tapentadol hydrochloride,64984.0,1692.0,101853.0,0.0,72203.92,67543.44853
202209,SOUTH WEST,Y58,0407020AH,Tapentadol phosphate,308.0,5.0,308.0,0.0,222.34,207.85387
202209,SOUTH WEST,Y58,0407020B0,Buprenorphine,54605.0,23257.0,135745.0,298597.50904,360285.74,337213.3907
202209,SOUTH WEST,Y58,0407020C0,Codeine phosphate,900464.0,53850.0,4268861.0,1163976.83343,132621.83,125106.52233
202209,SOUTH WEST,Y58,0407020G0,Dihydrocodeine tartrate,376530.0,9622.0,809042.0,232360.16667,50265.39,47371.57853
202209,SOUTH WEST,Y58,0407020H0,Dipipanone hydrochloride,671.0,9.0,721.0,180.25,6354.18,5939.53398
202209,SOUTH WEST,Y58,0407020K0,Diamorphine hydrochloride (Systemic),759.0,115.0,1384.0,1078.49999,4596.65,4302.07219
202209,SOUTH WEST,Y58,0407020L0,Meptazinol hydrochloride,6848.0,99.0,8779.0,2926.33332,1733.17,1627.14914
202209,SOUTH WEST,Y58,0407020M0,Methadone hydrochloride,9392.0,125.0,13504.0,0.0,2700.8,2538.91947
202209,SOUTH WEST,Y58,0407020Q0,Morphine sulfate,2145285.0,49262.0,7412487.0,373692.32007,280867.03,265443.68146
