YEAR_MONTH,REGIONAL_OFFICE_NAME,REGIONAL_OFFICE_CODE,BNF_CHEMICAL_SUBSTANCE,CHEMICAL_SUBSTANCE_BNF_DESCR,QUANTITY,ITEMS,TOTAL_QUANTITY,ADQUSAGE,NIC,ACTUAL_COST
202101,EAST OF ENGLAND,Y61,0401010AC,Sodium oxybate,9720.0,23.0,11340.0,0.0,22680.0,21169.6695
202101,EAST OF ENGLAND,Y61,0401010AD,Melatonin,432989.0,13612.0,848532.0,0.0,507959.54,473801.90184
202101,EAST OF ENGLAND,Y61,0401010B0,Chloral hydrate,22494.0,105.0,27044.0,2341.7,10411.3,9711.62549
202101,EAST OF ENGLAND,Y61,0401010C0,Cloral betaine,63.0,5.0,84.0,0.0,388.06,361.74905
202101,EAST OF ENGLAND,Y61,0401010D0,Clomethiazole edisilate,300.0,1.0,300.0,0.0,30.0,27.93492
202101,EAST OF ENGLAND,Y61,0401010F0,Clomethiazole,2601.0,63.0,4349.0,0.0,2377.39,2218.10173
202101,EAST OF ENGLAND,Y61,0401010N0,Loprazolam mesilate,4239.0,181.0,5884.0,5884.0,4728.3,4407.81442
202101,EAST OF ENGLAND,Y61,0401010P0,Lormetazepam,4313.0,155.0,5184.0,4530.0,3121.74,2916.02184
202101,EAST OF ENGLAND,Y61,0401010R0,Nitrazepam,47566.0,3976.0,105360.0,102075.0,18196.09,17176.95679
202101,EAST OF ENGLAND,Y61,0401010T0,Temazepam,86512.0,8159.0,216348.0,122273.4,23988.18,22758.63812
202101,EAST OF ENGLAND,Y61,0401010Y0,Zolpidem tartrate,60582.0,7349.0,160194.0,125490.0,10052.28,9761.68257
202101,EAST OF ENGLAND,Y61,0401010Z0,Zopiclone,163323.0,58180.0,1142271.0,868830.0,52853.91,52809.77598
202101,EAST OF ENGLAND,Y61,0401020B0,Buspirone hydrochloride,57065.0,1598.0,85532.0,18690.16665,23042.97,21558.05734
202101,EAST OF ENGLAND,Y61,0401020E0,Chlordiazepoxide hydrochloride,13547.0,330.0,17548.0,4083.83342,2773.18,2613.83301
202101,EAST OF ENGLAND,Y61,0401020K0,Diazepam,446045.0,44941.0,1276005.0,451882.4,83705.99,80967.90209
202101,EAST OF ENGLAND,Y61,0401020P0,Lorazepam,151655.0,12885.0,364694.0,141574.4,74865.49,70438.00879
202101,EAST OF ENGLAND,Y61,0401020T0,Oxazepam,15631.0,450.0,19876.0,7546.49999,4439.46,4153.56333
202101,EAST OF ENGLAND,Y61,0401030E0,Amobarbital sodium,384.0,14.0,1084.0,0.0,1613.51,1503.34885
202101,EAST OF ENGLAND,Y61,0401030H0,Butobarbital,84.0,1.0,84.0,0.0,212.18,197.59904
202101,EAST OF ENGLAND,Y61,0401030T0,Secobarbital sodium,224.0,7.0,392.0,0.0,855.81,797.33239
202101,EAST OF ENGLAND,Y61,040201030,Risperidone,328887.0,15501.0,584912.0,141145.1,58158.59,55542.21268
202101,EAST OF ENGLAND,Y61,040201060,Olanzapine,208204.0,21500.0,506710.0,398818.0,83327.82,78679.43573
202101,EAST OF ENGLAND,Y61,0402010A0,Amisulpride,75406.0,2577.0,103250.0,41052.125,21431.75,20188.46286
202101,EAST OF ENGLAND,Y61,0402010AB,Quetiapine,767339.0,45400.0,1653428.0,484807.417,321569.08,303477.47995
202101,EAST OF ENGLAND,Y61,0402010AD,Aripiprazole,163122.0,12158.0,342352.0,0.0,57397.2,54032.32627
202101,EAST OF ENGLAND,Y61,0402010AE,Paliperidone,357.0,13.0,413.0,0.0,1690.24,1573.55293
202101,EAST OF ENGLAND,Y61,0402010AI,Lurasidone,3824.0,255.0,4846.0,0.0,15701.04,14631.96434
202101,EAST OF ENGLAND,Y61,0402010AJ,Cariprazine,28.0,2.0,56.0,0.0,160.72,149.61502
202101,EAST OF ENGLAND,Y61,0402010B0,Benperidol,2128.0,33.0,2352.0,391.99999,4206.72,3918.41596
202101,EAST OF ENGLAND,Y61,0402010C0,Clozapine,436.0,5.0,436.0,107.66667,170.75,159.18764
202101,EAST OF ENGLAND,Y61,0402010D0,Chlorpromazine hydrochloride,78885.0,1701.0,107190.0,12367.75008,46759.61,43606.0854
202101,EAST OF ENGLAND,Y61,0402010H0,Flupentixol hydrochloride,7261.0,215.0,10039.0,5019.5,1397.66,1322.50303
202101,EAST OF ENGLAND,Y61,0402010I0,Fluphenazine hydrochloride,28.0,1.0,28.0,2.8,96.6,89.9229
202101,EAST OF ENGLAND,Y61,0402010J0,Haloperidol,67185.0,3140.0,94951.0,25361.8125,126842.74,118248.41561
202101,EAST OF ENGLAND,Y61,0402010K0,Levomepromazine maleate,12532.0,365.0,15992.0,1115.42659,4783.44,4486.45593
202101,EAST OF ENGLAND,Y61,0402010L0,Levomepromazine hydrochloride,3704.0,1162.0,9281.0,0.0,18684.74,17449.76817
202101,EAST OF ENGLAND,Y61,0402010P0,Pericyazine,69523.0,4362.0,240854.0,0.0,93510.19,87364.28978
202101,EAST OF ENGLAND,Y61,0402010Q0,Perphenazine,56.0,1.0,56.0,7.46667,327.55,304.87973
202101,EAST OF ENGLAND,Y61,0402010R0,Pimozide,883.0,28.0,983.0,0.0,396.21,371.81984
202101,EAST OF ENGLAND,Y61,0402010S0,Promazine hydrochloride,8017.0,56.0,9976.0,1041.5,3316.4,3090.36096
202101,EAST OF ENGLAND,Y61,0402010T0,Zuclopenthixol hydrochloride,33800.0,464.0,54800.0,16019.99982,3926.14,3659.8743
202101,EAST OF ENGLAND,Y61,0402010U0,Sulpiride,42763.0,679.0,50574.0,10589.0,19401.71,18114.81135
202101,EAST OF ENGLAND,Y61,0402010W0,Thioridazine,350.0,3.0,462.0,57.16666,974.93,907.45379
202101,EAST OF ENGLAND,Y61,0402010X0,Trifluoperazine,42625.0,271.0,54281.0,3025.65,13283.25,12375.36708
202101,EAST OF ENGLAND,Y61,0402020AA,Risperidone,98.0,108.0,160.0,0.0,19218.4,18069.84187
202101,EAST OF ENGLAND,Y61,0402020AB,Paliperidone,83.0,97.0,104.0,0.0,33202.86,31372.04311
202101,EAST OF ENGLAND,Y61,0402020AC,Olanzapine embonate,5.0,3.0,6.0,0.0,1142.08,1063.04114
202101,EAST OF ENGLAND,Y61,0402020AD,Aripiprazole,50.0,73.0,77.0,0.0,16971.57,15798.00863
202101,EAST OF ENGLAND,Y61,0402020G0,Flupentixol decanoate,614.0,358.0,845.0,14922.5,4468.41,4172.63479
202101,EAST OF ENGLAND,Y61,0402020L0,Fluphenazine decanoate,10.0,2.0,10.0,1000.0,87.46,81.42824
202101,EAST OF ENGLAND,Y61,0402020T0,Haloperidol decanoate,109.0,59.0,143.0,3424.24245,647.94,606.19211
202101,EAST OF ENGLAND,Y61,0402020Z0,Zuclopenthixol decanoate,427.0,192.0,601.0,11613.33335,2664.93,2489.11254
202101,EAST OF ENGLAND,Y61,0402030K0,Lithium carbonate,197097.0,8152.0,320351.0,0.0,37578.95,35772.60306
202101,EAST OF ENGLAND,Y61,0402030P0,Lithium citrate,27136.0,95.0,34496.0,0.0,1531.67,1428.33174
202101,EAST OF ENGLAND,Y61,0402030Q0,Valproic acid,196569.0,5706.0,282176.0,92681.87515,84242.17,78908.08029
202101,EAST OF ENGLAND,Y61,0402030R0,Asenapine,270.0,8.0,360.0,0.0,615.6,573.3444
202101,EAST OF ENGLAND,Y61,0403010B0,Amitriptyline hydrochloride,886990.0,159088.0,7769000.0,1646427.06707,332587.2,312997.23096
202101,EAST OF ENGLAND,Y61,0403010F0,Clomipramine hydrochloride,111703.0,2866.0,150918.0,68197.13325,22525.39,21065.98602
202101,EAST OF ENGLAND,Y61,0403010J0,Dosulepin hydrochloride,140326.0,5124.0,259613.0,146344.33316,64246.51,59931.57947
202101,EAST OF ENGLAND,Y61,0403010L0,Doxepin,7851.0,207.0,9601.0,4276.39997,39800.42,37050.30565
202101,EAST OF ENGLAND,Y61,0403010N0,Imipramine hydrochloride,79562.0,1319.0,104941.0,29482.53337,23513.34,21916.70396
202101,EAST OF ENGLAND,Y61,0403010R0,Lofepramine hydrochloride,48049.0,1358.0,77949.0,37754.5,27759.6,25927.75267
202101,EAST OF ENGLAND,Y61,0403010V0,Nortriptyline,281350.0,7724.0,471610.0,91519.99933,35603.14,33814.59861
202101,EAST OF ENGLAND,Y61,0403010X0,Trazodone hydrochloride,181417.0,7402.0,315120.0,147183.33353,34867.46,33043.51773
202101,EAST OF ENGLAND,Y61,0403010Y0,Trimipramine maleate,9628.0,226.0,11694.0,5958.53335,86841.69,80834.91348
202101,EAST OF ENGLAND,Y61,0403020H0,Isocarboxazid,1578.0,18.0,1774.0,1182.66667,7394.75,6883.36569
202101,EAST OF ENGLAND,Y61,0403020K0,Moclobemide,3997.0,77.0,4640.0,3175.5,2917.26,2720.6588
202101,EAST OF ENGLAND,Y61,0403020M0,Phenelzine sulfate,4531.0,59.0,5046.0,1261.5,21822.81,20313.661
202101,EAST OF ENGLAND,Y61,0403020Q0,Tranylcypromine sulfate,1827.0,38.0,2184.0,2184.0,28676.72,26692.28082
202101,EAST OF ENGLAND,Y61,0403030D0,Citalopram hydrobromide,282656.0,171838.0,5408824.0,5256932.0,231148.93,218598.71528
202101,EAST OF ENGLAND,Y61,0403030E0,Fluoxetine hydrochloride,583739.0,69808.0,3306083.0,3135133.0,270269.18,254939.26475
202101,EAST OF ENGLAND,Y61,0403030L0,Fluvoxamine maleate,9043.0,251.0,11009.0,8646.0,5083.16,4748.26865
202101,EAST OF ENGLAND,Y61,0403030P0,Paroxetine hydrochloride,230112.0,13866.0,513797.0,518959.5,49708.66,46905.97672
202101,EAST OF ENGLAND,Y61,0403030Q0,Sertraline hydrochloride,347606.0,187596.0,6066004.0,8889348.0,1415809.7,1322271.6919
202101,EAST OF ENGLAND,Y61,0403030X0,Escitalopram,115539.0,13687.0,415422.0,500778.0,30807.8,28978.79464
202101,EAST OF ENGLAND,Y61,0403030Z0,Citalopram hydrochloride,8520.0,745.0,14010.0,28020.0,12255.6,11415.68434
202101,EAST OF ENGLAND,Y61,0403040AB,Vortioxetine,30755.0,2246.0,55278.0,0.0,54725.22,51020.82404
202101,EAST OF ENGLAND,Y61,0403040F0,Flupentixol hydrochloride,50339.0,1848.0,81941.0,58183.5,5069.1,4863.62532
202101,EAST OF ENGLAND,Y61,0403040S0,Tryptophan,700.0,6.0,1204.0,200.66667,1048.78,976.32692
202101,EAST OF ENGLAND,Y61,0403040U0,Reboxetine,8714.0,192.0,10480.0,5240.0,3302.85,3088.84965
202101,EAST OF ENGLAND,Y61,0403040W0,Venlafaxine,728386.0,60447.0,2013581.0,2092270.5,372496.58,349306.29638
202101,EAST OF ENGLAND,Y61,0403040X0,Mirtazapine,271566.0,92589.0,2265554.0,2072028.0,244969.94,231710.66088
202101,EAST OF ENGLAND,Y61,0403040Y0,Duloxetine hydrochloride,178044.0,25600.0,828478.0,663975.5,102223.64,95981.04043
202101,EAST OF ENGLAND,Y61,0403040Z0,Agomelatine,5082.0,184.0,7147.0,7147.0,7691.79,7165.85891
202101,EAST OF ENGLAND,Y61,0404000L0,Dexamfetamine sulfate,57385.0,659.0,69638.0,0.0,65927.37,61387.58458
202101,EAST OF ENGLAND,Y61,0404000M0,Methylphenidate hydrochloride,349534.0,13480.0,509676.0,0.0,396618.03,369682.76776
202101,EAST OF ENGLAND,Y61,0404000R0,Modafinil,52773.0,987.0,65026.0,0.0,11515.8,10770.05042
202101,EAST OF ENGLAND,Y61,0404000S0,Atomoxetine hydrochloride,40433.0,1288.0,50055.0,0.0,73841.61,68759.96996
202101,EAST OF ENGLAND,Y61,0404000U0,Lisdexamfetamine dimesylate,42781.0,2042.0,56956.0,0.0,135521.46,126175.27627
202101,EAST OF ENGLAND,Y61,0404000V0,Guanfacine,11170.0,409.0,14579.0,0.0,32625.23,30392.59947
202101,EAST OF ENGLAND,Y61,0404000W0,Pitolisant hydrochloride,210.0,4.0,210.0,0.0,2170.0,2039.77819
202101,EAST OF ENGLAND,Y61,0405010P0,Orlistat,67047.0,2130.0,185526.0,61338.00003,54929.43,51163.78835
202101,EAST OF ENGLAND,Y61,0406000A0,Hyoscine,7742.0,1222.0,11638.0,34948.94906,74890.98,69727.44125
202101,EAST OF ENGLAND,Y61,0406000AA,Doxylamine succinate/pyridoxine hydrochloride,796.0,29.0,1156.0,0.0,1647.3,1533.77254
202101,EAST OF ENGLAND,Y61,0406000AC,Dimenhydrinate/cinnarizine,3176.0,41.0,3402.0,0.0,816.48,762.51032
202101,EAST OF ENGLAND,Y61,0406000AD,Aprepitant,85.0,7.0,93.0,0.0,1469.88,1368.14115
202101,EAST OF ENGLAND,Y61,0406000AF,Granisetron,4.0,1.0,4.0,0.0,224.0,208.50051
202101,EAST OF ENGLAND,Y61,0406000B0,Betahistine hydrochloride,355440.0,14726.0,1191507.0,463016.5,40654.41,38368.9491
202101,EAST OF ENGLAND,Y61,0406000D0,Cinnarizine,111743.0,2675.0,220440.0,73479.99995,12632.59,11884.64961
202101,EAST OF ENGLAND,Y61,0406000E0,Flunarizine dihydrochloride,672.0,17.0,728.0,0.0,4390.87,4087.11526
202101,EAST OF ENGLAND,Y61,0406000F0,Cyclizine hydrochloride,191812.0,9414.0,509546.0,253105.0,39991.33,38051.73911
202101,EAST OF ENGLAND,Y61,0406000G0,Cyclizine lactate,7691.0,1636.0,15608.0,5202.66675,45788.91,42675.14432
202101,EAST OF ENGLAND,Y61,0406000J0,Domperidone,223442.0,2998.0,303309.0,58031.99983,23112.32,21652.20776
202101,EAST OF ENGLAND,Y61,0406000L0,Hyoscine hydrobromide,26640.0,777.0,36194.0,15107.5,5353.31,5064.9829
202101,EAST OF ENGLAND,Y61,0406000M0,Granisetron hydrochloride,170.0,10.0,222.0,111.0,905.76,843.66058
202101,EAST OF ENGLAND,Y61,0406000P0,Metoclopramide hydrochloride,206608.0,6903.0,453118.0,109434.33348,35781.46,33507.98485
202101,EAST OF ENGLAND,Y61,0406000R0,Nabilone,346.0,9.0,426.0,190.5,4036.8,3757.55285
202101,EAST OF ENGLAND,Y61,0406000S0,Ondansetron hydrochloride,92067.0,2762.0,124948.0,29362.5,58474.21,54539.09082
202101,EAST OF ENGLAND,Y61,0406000T0,Prochlorperazine maleate,208840.0,15811.0,670868.0,323141.83382,67216.23,63114.47755
202101,EAST OF ENGLAND,Y61,0406000U0,Prochlorperazine mesilate,6707.0,96.0,7572.0,732.0,376.26,352.60873
202101,EAST OF ENGLAND,Y61,0406000V0,Promethazine teoclate,9591.0,484.0,14022.0,14022.0,1568.16,1485.74441
202101,EAST OF ENGLAND,Y61,0406000W0,Ketamine hydrochloride,2630.0,17.0,5070.0,0.0,996.11,927.31591
202101,EAST OF ENGLAND,Y61,040701000,Other non-opioid analgesic preparations,7.2,1.0,7.2,0.0,7.4,6.89995
202101,EAST OF ENGLAND,Y61,0407010AA,Aspirin and caffeine,228.0,2.0,228.0,0.0,14.82,13.91852
202101,EAST OF ENGLAND,Y61,0407010AC,Isometheptene mucate,90.0,4.0,90.0,0.0,25.2,23.5045
202101,EAST OF ENGLAND,Y61,0407010B0,Aspirin,11871.0,386.0,13378.0,1335.8,1264.12,1203.08569
202101,EAST OF ENGLAND,Y61,0407010F0,Co-codamol (Codeine phosphate/paracetamol),2878556.0,131767.0,14821712.0,2201820.1599,792769.21,742733.60053
202101,EAST OF ENGLAND,Y61,0407010H0,Paracetamol,3765779.0,122612.0,19241731.0,2665528.37473,638106.47,597458.59364
202101,EAST OF ENGLAND,Y61,0407010N0,Co-dydramol (Dihydrocodeine/paracetamol),512059.0,17252.0,1967872.0,338985.91606,129533.14,121039.83709
202101,EAST OF ENGLAND,Y61,0407010P0,Nefopam hydrochloride,57044.0,1256.0,117426.0,29356.5,13712.42,12829.44314
202101,EAST OF ENGLAND,Y61,0407010Q0,Co-proxamol (Dextropropoxyphene hydrochloride/paracetamol),3496.0,39.0,4778.0,796.33335,7293.82,6789.21024
202101,EAST OF ENGLAND,Y61,0407010U0,Paracetamol and caffeine,184.0,5.0,296.0,0.0,35.92,33.49456
202101,EAST OF ENGLAND,Y61,0407010W0,Aspirin combined preparations,56.0,2.0,56.0,0.0,5.65,5.25874
202101,EAST OF ENGLAND,Y61,0407010X0,Paracetamol combined preparations,6036.0,63.0,7620.0,0.0,1133.95,1057.89332
202101,EAST OF ENGLAND,Y61,040702020,Morphine tartrate and cyclizine tartrate,1.0,1.0,1.0,0.0,1.75,1.62881
202101,EAST OF ENGLAND,Y61,040702040,Tramadol hydrochloride,1155058.0,46959.0,4243925.0,1216838.66669,216021.09,203244.49398
202101,EAST OF ENGLAND,Y61,040702050,Hydromorphone hydrochloride,2374.0,35.0,3266.0,1199.58333,1885.59,1757.24788
202101,EAST OF ENGLAND,Y61,0407020A0,Fentanyl,51759.0,8992.0,95424.0,257154.84631,387200.99,360553.02752
202101,EAST OF ENGLAND,Y61,0407020AD,Oxycodone hydrochloride,968125.0,17014.0,1834661.0,217880.23356,361640.32,337244.51628
202101,EAST OF ENGLAND,Y61,0407020AF,Oxycodone hydrochloride/naloxone hydrochloride,15103.0,322.0,18806.0,0.0,23842.1,22198.99304
202101,EAST OF ENGLAND,Y61,0407020AG,Tapentadol hydrochloride,64181.0,1563.0,95550.0,0.0,77882.64,72534.96276
202101,EAST OF ENGLAND,Y61,0407020B0,Buprenorphine,64133.0,22209.0,133367.0,293672.41578,419036.18,390398.16202
202101,EAST OF ENGLAND,Y61,0407020C0,Codeine phosphate,786994.0,34928.0,2791841.0,772787.44486,124694.42,116807.94794
202101,EAST OF ENGLAND,Y61,0407020G0,Dihydrocodeine tartrate,441559.0,11850.0,1003265.0,291015.3333,57752.69,54205.78918
202101,EAST OF ENGLAND,Y61,0407020H0,Dipipanone hydrochloride,493.0,14.0,792.0,198.0,6979.89,6497.50974
202101,EAST OF ENGLAND,Y61,0407020K0,Diamorphine hydrochloride (Systemic),4235.0,830.0,8700.0,5696.83337,32005.63,29806.07926
202101,EAST OF ENGLAND,Y61,0407020L0,Meptazinol hydrochloride,83941.0,3715.0,277747.0,92582.33321,54832.82,51267.33967
202101,EAST OF ENGLAND,Y61,0407020M0,Methadone hydrochloride,31985.0,423.0,45163.0,0.0,3220.09,3034.8893
202101,EAST OF ENGLAND,Y61,0407020Q0,Morphine sulfate,2320161.0,46645.0,7027923.0,407468.88675,319539.26,299823.84188
202101,EAST OF ENGLAND,Y61,0407020T0,Pentazocine hydrochloride,1126.0,15.0,1672.0,495.0,1533.31,1427.71507
202101,EAST OF ENGLAND,Y61,0407020V0,Pethidine hydrochloride,4308.0,83.0,5714.0,1357.75,5375.02,5007.82093
202101,EAST OF ENGLAND,Y61,0407041A0,Analgesics with anti-emetics,16851.0,733.0,20747.0,0.0,5086.49,4754.18197
202101,EAST OF ENGLAND,Y61,0407041AA,Eletriptan,1534.0,163.0,1924.0,1795.0,7215.0,6717.20099
202101,EAST OF ENGLAND,Y61,0407041AB,Frovatriptan,4514.0,766.0,7125.0,7125.0,7244.56,6752.92841
202101,EAST OF ENGLAND,Y61,0407041B0,Almotriptan,2118.0,299.0,2726.0,2726.0,7662.94,7136.40912
202101,EAST OF ENGLAND,Y61,0407041F0,Ergotamine tartrate,50.0,1.0,50.0,0.0,25.5,23.84654
202101,EAST OF ENGLAND,Y61,0407041M0,Naratriptan hydrochloride,8863.0,1660.0,15980.0,15980.0,10730.73,10007.7282
202101,EAST OF ENGLAND,Y61,0407041R0,Rizatriptan,22896.0,4630.0,37833.0,37109.0,90656.96,84436.65042
202101,EAST OF ENGLAND,Y61,0407041T0,Sumatriptan succinate,54456.0,20378.0,185169.0,157027.0,210096.35,195829.47798
202101,EAST OF ENGLAND,Y61,0407041U0,Tolfenamic acid,436.0,57.0,620.0,620.0,1527.13,1424.05893
202101,EAST OF ENGLAND,Y61,0407041Z0,Zolmitriptan,23825.0,4097.0,40786.0,45179.0,72655.92,67697.203
202101,EAST OF ENGLAND,Y61,0407042F0,Clonidine hydrochloride,198126.0,3128.0,390719.0,91029.5,95547.32,89092.67867
202101,EAST OF ENGLAND,Y61,0407042Q0,Pizotifen malate,130390.0,5322.0,249192.0,1339313.33306,44607.46,41640.65001
202101,EAST OF ENGLAND,Y61,040801020,Valproic acid,8660.0,203.0,10997.0,3871.75002,3411.11,3194.78557
202101,EAST OF ENGLAND,Y61,040801050,Topiramate,431204.0,10046.0,678345.0,84966.125,115194.57,107858.20995
202101,EAST OF ENGLAND,Y61,040801060,Clobazam,195937.0,3055.0,249445.0,64256.4,99439.98,92751.72572
202101,EAST OF ENGLAND,Y61,0408010A0,Levetiracetam,1207461.0,24932.0,2253361.0,549794.50022,281230.13,263286.02364
202101,EAST OF ENGLAND,Y61,0408010AB,Tiagabine,1346.0,13.0,1430.0,159.33333,2167.57,2018.82808
202101,EAST OF ENGLAND,Y61,0408010AD,Zonisamide,78132.0,1132.0,97132.0,0.0,80383.78,74883.7873
202101,EAST OF ENGLAND,Y61,0408010AE,Pregabalin,1217390.0,76365.0,3868825.0,1512946.58294,379305.12,357923.22456
202101,EAST OF ENGLAND,Y61,0408010AF,Rufinamide,35014.0,82.0,39716.0,0.0,13140.89,12234.30677
202101,EAST OF ENGLAND,Y61,0408010AG,Stiripentol,5344.0,54.0,5884.0,0.0,33284.94,31596.09953
202101,EAST OF ENGLAND,Y61,0408010AH,Lacosamide,112431.0,1617.0,141002.0,0.0,141421.17,131684.90006
202101,EAST OF ENGLAND,Y61,0408010AI,Eslicarbazepine acetate,2111.0,54.0,2448.0,0.0,7949.21,7402.50083
202101,EAST OF ENGLAND,Y61,0408010AK,Perampanel,14391.0,374.0,17458.0,0.0,63702.5,59300.96063
202101,EAST OF ENGLAND,Y61,0408010AL,Brivaracetam,15128.0,261.0,20182.0,0.0,37005.69,34452.48982
202101,EAST OF ENGLAND,Y61,0408010C0,Carbamazepine,1562730.0,21145.0,2239862.0,403894.0,129944.47,122369.37227
202101,EAST OF ENGLAND,Y61,0408010D0,Oxcarbazepine,144729.0,1272.0,167208.0,42867.4,40617.23,37908.65418
202101,EAST OF ENGLAND,Y61,0408010F0,Clonazepam,274527.0,13208.0,566969.0,84031.0,192276.89,180272.39039
202101,EAST OF ENGLAND,Y61,0408010G0,Gabapentin,2235959.0,68211.0,7123700.0,1576418.58368,338972.64,321754.80243
202101,EAST OF ENGLAND,Y61,0408010H0,Lamotrigine,750740.0,30660.0,1710922.0,656683.775,306933.34,287211.49573
202101,EAST OF ENGLAND,Y61,0408010I0,Ethosuximide,95043.0,459.0,110568.0,11987.0,183110.92,170447.07606
202101,EAST OF ENGLAND,Y61,0408010N0,Phenobarbital,108782.0,1954.0,140606.0,47981.32213,50452.89,47006.71075
202101,EAST OF ENGLAND,Y61,0408010P0,Phenobarbital sodium,370.0,3.0,370.0,38.88889,627.21,583.80082
202101,EAST OF ENGLAND,Y61,0408010Q0,Phenytoin sodium,256245.0,6017.0,376129.0,124592.58334,86850.33,81165.17685
202101,EAST OF ENGLAND,Y61,0408010U0,Primidone,80184.0,1487.0,99697.0,29318.6,117129.38,109150.46237
202101,EAST OF ENGLAND,Y61,0408010W0,Sodium valproate,2323348.0,20035.0,3093497.0,431641.54828,310120.25,289883.12508
202101,EAST OF ENGLAND,Y61,0408010X0,Vigabatrin,13451.0,124.0,16576.0,4127.2,8607.7,8020.6975
202101,EAST OF ENGLAND,Y61,0408010Z0,Phenytoin,163397.0,191.0,189999.0,26380.79997,2081.63,1945.23482
202101,EAST OF ENGLAND,Y61,0408020Q0,Paraldehyde,1140.0,28.0,1530.0,0.0,1549.88,1442.89879
202101,EAST OF ENGLAND,Y61,0408020V0,Midazolam maleate,701.0,221.0,895.0,0.0,37031.21,34628.92371
202101,EAST OF ENGLAND,Y61,0408020W0,Midazolam hydrochloride,2349.0,666.0,2907.0,0.0,65094.51,60604.04706
202101,EAST OF ENGLAND,Y61,0409010A0,Apomorphine hydrochloride,1555.0,43.0,1710.0,0.0,27543.62,25661.51186
202101,EAST OF ENGLAND,Y61,0409010AA,Safinamide,2368.0,99.0,3047.0,0.0,7008.1,6527.12083
202101,EAST OF ENGLAND,Y61,0409010AB,Opicapone,3322.0,135.0,4123.0,0.0,12904.99,12016.82609
202101,EAST OF ENGLAND,Y61,0409010AC,Apomorphine hydrochloride hemihydrate,70.0,5.0,80.0,0.0,2320.0,2159.40317
202101,EAST OF ENGLAND,Y61,0409010B0,Amantadine hydrochloride,53840.0,1466.0,82589.0,36362.5,42783.48,39897.53179
202101,EAST OF ENGLAND,Y61,0409010H0,Ropinirole hydrochloride,248702.0,7026.0,340985.0,104430.50013,125806.95,117404.10634
202101,EAST OF ENGLAND,Y61,0409010K0,Co-beneldopa (Benserazide/levodopa),692455.0,10001.0,957158.0,319052.6652,67867.22,63982.12924
202101,EAST OF ENGLAND,Y61,0409010N0,Co-careldopa (Carbidopa/levodopa),957769.0,13995.0,1364103.0,475823.66612,228578.05,213955.5416
202101,EAST OF ENGLAND,Y61,0409010P0,Pergolide mesilate,100.0,4.0,400.0,133.33333,546.0,508.23938
202101,EAST OF ENGLAND,Y61,0409010T0,Selegiline hydrochloride,11139.0,401.0,13703.0,9443.75,3092.31,2915.89736
202101,EAST OF ENGLAND,Y61,0409010U0,Cabergoline,1080.0,50.0,1240.0,1520.0,4251.45,3957.53531
202101,EAST OF ENGLAND,Y61,0409010V0,Entacapone,37094.0,469.0,46684.0,15561.33335,7426.16,6947.16089
202101,EAST OF ENGLAND,Y61,0409010W0,Pramipexole,192783.0,4600.0,260920.0,26735.0448,116238.34,108398.64061
202101,EAST OF ENGLAND,Y61,0409010X0,Levodopa/carbidopa/entacapone,128127.0,1430.0,149798.0,0.0,80581.83,75107.70713
202101,EAST OF ENGLAND,Y61,0409010Y0,Rasagiline mesilate,20465.0,1419.0,41989.0,41989.0,18317.41,17085.61593
202101,EAST OF ENGLAND,Y61,0409010Z0,Rotigotine,32116.0,1509.0,45073.0,45073.0,192350.54,179055.47674
202101,EAST OF ENGLAND,Y61,0409020C0,Trihexyphenidyl hydrochloride,109428.0,1055.0,135117.0,57352.5,31798.61,29672.63721
202101,EAST OF ENGLAND,Y61,0409020N0,Orphenadrine hydrochloride,12742.0,50.0,15802.0,1179.33333,8266.09,7695.68744
202101,EAST OF ENGLAND,Y61,0409020S0,Procyclidine hydrochloride,151541.0,6799.0,271401.0,79094.99997,23265.3,22196.54312
202101,EAST OF ENGLAND,Y61,0409030C0,Tetrabenazine,13976.0,288.0,18870.0,8896.0,17184.47,16020.90122
202101,EAST OF ENGLAND,Y61,0409030P0,Piracetam,11140.0,30.0,11298.0,2463.225,947.89,884.17148
202101,EAST OF ENGLAND,Y61,0409030R0,Riluzole,18658.0,247.0,23608.0,6674.0,8461.06,7880.49128
202101,EAST OF ENGLAND,Y61,0410010A0,Acamprosate calcium,45697.0,900.0,79697.0,0.0,18124.29,16933.40906
202101,EAST OF ENGLAND,Y61,0410010B0,Disulfiram,2963.0,181.0,3832.0,0.0,8040.24,7497.33152
202101,EAST OF ENGLAND,Y61,0410010D0,Nalmefene,154.0,7.0,154.0,0.0,466.62,434.3936
202101,EAST OF ENGLAND,Y61,0410020A0,Bupropion hydrochloride,7883.0,178.0,9691.0,0.0,6744.98,6288.33938
202101,EAST OF ENGLAND,Y61,0410020B0,Nicotine,79660.8,2741.0,107036.6,0.0,72536.7,67555.37797
202101,EAST OF ENGLAND,Y61,0410020C0,Varenicline tartrate,53195.0,3161.0,110588.0,0.0,111394.76,103740.50218
202101,EAST OF ENGLAND,Y61,0410020D0,Nicotine bitartrate,1656.0,12.0,1656.0,0.0,164.54,153.48209
202101,EAST OF ENGLAND,Y61,0410030A0,Buprenorphine hydrochloride,5814.0,589.0,11685.0,65039.99996,10250.16,9558.29685
