date,region,chemical_substance,items,net_cost ,actual_cost
2021-02,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,242873.0,471060.96,446838.35264
2021-02,NORTH EAST AND YORKSHIRE,Clomipramine hydrochloride,3288.0,26101.49,24464.1429
2021-02,NORTH EAST AND YORKSHIRE,Dosulepin hydrochloride,6227.0,75665.1,70721.47238
2021-02,NORTH EAST AND YORKSHIRE,Doxepin,387.0,68639.27,63948.85207
2021-02,NORTH EAST AND YORKSHIRE,Imipramine hydrochloride,1850.0,29417.67,27467.77191
2021-02,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3133.0,57450.26,53755.21406
2021-02,NORTH EAST AND YORKSHIRE,Mianserin hydrochloride,1.0,28.2,26.2782
2021-02,NORTH EAST AND YORKSHIRE,Nortriptyline,9582.0,35153.78,33693.57524
2021-02,NORTH EAST AND YORKSHIRE,Trazodone hydrochloride,35740.0,119314.5,114170.9679
2021-02,NORTH EAST AND YORKSHIRE,Trimipramine maleate,295.0,91769.24,85490.72518
2021-02,NORTH EAST AND YORKSHIRE,Isocarboxazid,7.0,2801.18,2609.53743
2021-02,NORTH EAST AND YORKSHIRE,Moclobemide,84.0,3658.64,3414.09054
2021-02,NORTH EAST AND YORKSHIRE,Phenelzine sulfate,50.0,14311.41,13333.11617
2021-02,NORTH EAST AND YORKSHIRE,Tranylcypromine sulfate,42.0,41580.83,38730.84974
2021-02,NORTH EAST AND YORKSHIRE,Citalopram hydrobromide,190878.0,249546.45,238179.16299
2021-02,NORTH EAST AND YORKSHIRE,Fluoxetine hydrochloride,130730.0,359937.46,344729.61922
2021-02,NORTH EAST AND YORKSHIRE,Fluvoxamine maleate,314.0,6063.26,5674.94591
2021-02,NORTH EAST AND YORKSHIRE,Paroxetine hydrochloride,18319.0,55143.66,52631.89648
2021-02,NORTH EAST AND YORKSHIRE,Sertraline hydrochloride,301572.0,2131122.6,1995425.82521
2021-02,NORTH EAST AND YORKSHIRE,Escitalopram,15676.0,33050.92,31319.65203
2021-02,NORTH EAST AND YORKSHIRE,Citalopram hydrochloride,748.0,12114.86,11292.96865
2021-02,NORTH EAST AND YORKSHIRE,Vortioxetine,2519.0,43169.94,40386.41
2021-02,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,2152.0,5329.11,5168.67092
2021-02,NORTH EAST AND YORKSHIRE,Oxitriptan,1.0,1.1,1.13695
2021-02,NORTH EAST AND YORKSHIRE,Tryptophan,23.0,1235.73,1213.05805
2021-02,NORTH EAST AND YORKSHIRE,Reboxetine,451.0,6276.08,5889.06798
2021-02,NORTH EAST AND YORKSHIRE,Venlafaxine,64294.0,384285.58,362302.98917
2021-02,NORTH EAST AND YORKSHIRE,Mirtazapine,178326.0,412517.55,393979.69807
2021-02,NORTH EAST AND YORKSHIRE,Duloxetine hydrochloride,53831.0,180809.35,171072.24607
2021-02,NORTH EAST AND YORKSHIRE,Agomelatine,294.0,8189.99,7650.85756
2021-02,NORTH EAST AND YORKSHIRE,Bupropion hydrochloride,135.0,4734.88,4419.82001
2021-02,NORTH WEST,Flupentixol hydrochloride,394.0,2342.95,2225.62327
2021-02,NORTH WEST,Flupentixol decanoate,528.0,11383.28,10646.74583
2021-02,NORTH WEST,Amitriptyline hydrochloride,157266.0,335613.62,316550.21844
2021-02,NORTH WEST,Clomipramine hydrochloride,2839.0,26055.99,24368.06263
2021-02,NORTH WEST,Dosulepin hydrochloride,5335.0,76109.75,71038.1009
2021-02,NORTH WEST,Doxepin,200.0,45520.55,42404.27127
2021-02,NORTH WEST,Imipramine hydrochloride,1074.0,18746.68,17490.62543
2021-02,NORTH WEST,Lofepramine hydrochloride,1396.0,29154.45,27255.79565
2021-02,NORTH WEST,Mianserin hydrochloride,3.0,85.44,79.71698
2021-02,NORTH WEST,Nortriptyline,10317.0,46875.95,44754.944
2021-02,NORTH WEST,Trazodone hydrochloride,14352.0,78411.23,74251.7911
2021-02,NORTH WEST,Trimipramine maleate,164.0,67259.11,62650.36464
2021-02,NORTH WEST,Isocarboxazid,4.0,2334.31,2174.45225
2021-02,NORTH WEST,Moclobemide,75.0,2986.04,2787.76125
2021-02,NORTH WEST,Phenelzine sulfate,35.0,9859.87,9225.52801
2021-02,NORTH WEST,Tranylcypromine sulfate,15.0,23533.87,21919.99777
2021-02,NORTH WEST,Citalopram hydrobromide,150804.0,208250.21,197262.79213
2021-02,NORTH WEST,Fluoxetine hydrochloride,82035.0,274862.28,262346.77062
2021-02,NORTH WEST,Fluvoxamine maleate,214.0,4252.94,3980.48981
2021-02,NORTH WEST,Paroxetine hydrochloride,15773.0,51713.09,49378.67405
2021-02,NORTH WEST,Sertraline hydrochloride,249246.0,1874717.0,1753067.48011
2021-02,NORTH WEST,Escitalopram,15452.0,35215.61,33208.57133
2021-02,NORTH WEST,Citalopram hydrochloride,718.0,11311.38,10544.42477
2021-02,NORTH WEST,Vortioxetine,2464.0,51196.86,47818.66206
2021-02,NORTH WEST,Flupentixol hydrochloride,1321.0,3959.47,3811.92579
2021-02,NORTH WEST,Tryptophan,6.0,630.97,608.36698
2021-02,NORTH WEST,Nefazodone hydrochloride,1.0,496.88,462.81203
2021-02,NORTH WEST,Reboxetine,270.0,4243.18,3978.15675
2021-02,NORTH WEST,Venlafaxine,64909.0,443538.28,416991.09369
2021-02,NORTH WEST,Mirtazapine,152829.0,386346.41,366759.10172
2021-02,NORTH WEST,Duloxetine hydrochloride,39994.0,154459.75,145257.90957
2021-02,NORTH WEST,Agomelatine,117.0,4150.79,3871.99389
2021-02,NORTH WEST,Bupropion hydrochloride,122.0,4432.84,4136.16016
2021-02,SOUTH EAST,Flupentixol hydrochloride,257.0,1880.22,1778.92015
2021-02,SOUTH EAST,Flupentixol decanoate,472.0,7986.78,7458.49093
2021-02,SOUTH EAST,Amitriptyline hydrochloride,146011.0,354343.28,333629.29633
2021-02,SOUTH EAST,Clomipramine hydrochloride,2397.0,23317.87,21796.83766
2021-02,SOUTH EAST,Dosulepin hydrochloride,5162.0,73252.02,68368.19001
2021-02,SOUTH EAST,Doxepin,187.0,45391.11,42281.31185
2021-02,SOUTH EAST,Imipramine hydrochloride,1709.0,31190.02,29097.31663
2021-02,SOUTH EAST,Lofepramine hydrochloride,1267.0,28968.05,27058.69727
2021-02,SOUTH EAST,Mianserin hydrochloride,3.0,765.06,712.82271
2021-02,SOUTH EAST,Nortriptyline,8731.0,42835.53,40679.2221
2021-02,SOUTH EAST,Trazodone hydrochloride,12956.0,72095.57,68175.63346
2021-02,SOUTH EAST,Trimipramine maleate,369.0,154281.37,143713.08403
2021-02,SOUTH EAST,Isocarboxazid,14.0,7732.39,7202.80882
2021-02,SOUTH EAST,Moclobemide,97.0,4036.9,3765.85493
2021-02,SOUTH EAST,Phenelzine sulfate,55.0,44335.33,41296.79565
2021-02,SOUTH EAST,Tranylcypromine sulfate,106.0,128114.54,119331.69132
2021-02,SOUTH EAST,Citalopram hydrobromide,158852.0,249658.04,236105.51578
2021-02,SOUTH EAST,Fluoxetine hydrochloride,73405.0,290603.78,275005.94756
2021-02,SOUTH EAST,Fluvoxamine maleate,265.0,6310.97,5896.17134
2021-02,SOUTH EAST,Paroxetine hydrochloride,13265.0,53492.7,50622.02495
2021-02,SOUTH EAST,Sertraline hydrochloride,211744.0,1844479.66,1723298.53326
2021-02,SOUTH EAST,Escitalopram,24177.0,59414.01,55933.19523
2021-02,SOUTH EAST,Citalopram hydrochloride,933.0,15133.86,14107.0447
2021-02,SOUTH EAST,Vortioxetine,4129.0,103714.38,96783.07455
2021-02,SOUTH EAST,Flupentixol hydrochloride,1216.0,3802.53,3640.25185
2021-02,SOUTH EAST,Tryptophan,1.0,126.0,117.37022
2021-02,SOUTH EAST,Reboxetine,221.0,4475.98,4186.44518
2021-02,SOUTH EAST,Venlafaxine,56790.0,455963.51,427582.82582
2021-02,SOUTH EAST,Mirtazapine,111773.0,325391.15,307712.42368
2021-02,SOUTH EAST,Duloxetine hydrochloride,32219.0,143591.39,134836.46931
2021-02,SOUTH EAST,Agomelatine,542.0,22629.1,21099.09676
2021-02,SOUTH EAST,Bupropion hydrochloride,411.0,15284.42,14258.37943
2021-02,SOUTH WEST,Flupentixol hydrochloride,299.0,2099.15,1985.96878
2021-02,SOUTH WEST,Flupentixol decanoate,394.0,5708.88,5326.52802
2021-02,SOUTH WEST,Amitriptyline hydrochloride,133384.0,302348.97,284981.80614
2021-02,SOUTH WEST,Clomipramine hydrochloride,1702.0,16913.53,15810.64626
2021-02,SOUTH WEST,Dosulepin hydrochloride,3801.0,50664.7,47310.49714
2021-02,SOUTH WEST,Doxepin,207.0,40944.5,38143.73725
2021-02,SOUTH WEST,Imipramine hydrochloride,1091.0,16553.85,15452.33173
2021-02,SOUTH WEST,Lofepramine hydrochloride,1354.0,27858.35,26038.90473
2021-02,SOUTH WEST,Mianserin hydrochloride,1.0,137.76,128.32362
2021-02,SOUTH WEST,Nortriptyline,4959.0,22141.0,21070.51764
2021-02,SOUTH WEST,Trazodone hydrochloride,8529.0,37276.67,35369.68488
2021-02,SOUTH WEST,Trimipramine maleate,136.0,57921.75,53952.03468
2021-02,SOUTH WEST,Isocarboxazid,44.0,9156.53,8532.17886
2021-02,SOUTH WEST,Moclobemide,71.0,1774.0,1657.81716
2021-02,SOUTH WEST,Phenelzine sulfate,37.0,14256.16,13299.60765
2021-02,SOUTH WEST,Tranylcypromine sulfate,60.0,69615.71,64843.65137
2021-02,SOUTH WEST,Citalopram hydrobromide,122377.0,183178.68,173440.39123
2021-02,SOUTH WEST,Fluoxetine hydrochloride,53327.0,182762.62,173215.38043
2021-02,SOUTH WEST,Fluvoxamine maleate,156.0,3560.47,3326.94751
2021-02,SOUTH WEST,Paroxetine hydrochloride,9856.0,36654.94,34705.54408
2021-02,SOUTH WEST,Sertraline hydrochloride,152079.0,1232879.54,1152421.73072
2021-02,SOUTH WEST,Escitalopram,11613.0,27579.88,26001.67831
2021-02,SOUTH WEST,Citalopram hydrochloride,488.0,7889.18,7353.86169
2021-02,SOUTH WEST,Vortioxetine,979.0,23440.23,21880.36804
2021-02,SOUTH WEST,Flupentixol hydrochloride,969.0,3069.86,2938.98766
2021-02,SOUTH WEST,Tryptophan,11.0,952.39,888.20317
2021-02,SOUTH WEST,Reboxetine,221.0,3749.52,3511.62527
2021-02,SOUTH WEST,Venlafaxine,46529.0,324152.99,304206.07813
2021-02,SOUTH WEST,Mirtazapine,94156.0,255853.61,242449.5876
2021-02,SOUTH WEST,Duloxetine hydrochloride,24335.0,95577.89,89938.14466
2021-02,SOUTH WEST,Agomelatine,180.0,7467.04,6962.55531
2021-02,SOUTH WEST,Bupropion hydrochloride,140.0,5332.09,4974.10615
2021-02,UNIDENTIFIED,Flupentixol decanoate,2.0,8.79,8.4119
2021-02,UNIDENTIFIED,Amitriptyline hydrochloride,37.0,57.07,53.90204
2021-02,UNIDENTIFIED,Clomipramine hydrochloride,1.0,5.3,4.94888
2021-02,UNIDENTIFIED,Lofepramine hydrochloride,1.0,30.36,28.39005
2021-02,UNIDENTIFIED,Nortriptyline,1.0,3.69,3.44931
2021-02,UNIDENTIFIED,Trazodone hydrochloride,1.0,8.7,8.11568
2021-02,UNIDENTIFIED,Citalopram hydrobromide,28.0,30.95,29.87438
2021-02,UNIDENTIFIED,Fluoxetine hydrochloride,96.0,3863.68,3604.05309
2021-02,UNIDENTIFIED,Fluvoxamine maleate,1.0,8.18,7.73134
2021-02,UNIDENTIFIED,Paroxetine hydrochloride,4.0,3.36,3.57914
2021-02,UNIDENTIFIED,Sertraline hydrochloride,71.0,454.95,427.37638
2021-02,UNIDENTIFIED,Escitalopram,2.0,5.42,5.07305
2021-02,UNIDENTIFIED,Vortioxetine,1.0,27.72,25.83112
2021-02,UNIDENTIFIED,Flupentixol hydrochloride,1.0,2.27,2.2267
2021-02,UNIDENTIFIED,Tryptophan,5.0,145.32,135.91469
2021-02,UNIDENTIFIED,Venlafaxine,25.0,178.78,168.11529
2021-02,UNIDENTIFIED,Mirtazapine,63.0,155.51,148.48777
2021-02,UNIDENTIFIED,Duloxetine hydrochloride,31.0,109.37,103.35285
2021-03,EAST OF ENGLAND,Flupentixol hydrochloride,240.0,1654.67,1562.5603
2021-03,EAST OF ENGLAND,Flupentixol decanoate,352.0,4715.68,4399.5545
2021-03,EAST OF ENGLAND,Amitriptyline hydrochloride,167262.0,345255.35,324916.90109
2021-03,EAST OF ENGLAND,Clomipramine hydrochloride,2948.0,23180.72,21676.71335
2021-03,EAST OF ENGLAND,Dosulepin hydrochloride,5259.0,65372.1,60969.98682
2021-03,EAST OF ENGLAND,Doxepin,207.0,39154.43,36440.56027
2021-03,EAST OF ENGLAND,Imipramine hydrochloride,1305.0,22294.02,20776.38872
2021-03,EAST OF ENGLAND,Lofepramine hydrochloride,1465.0,28234.35,26371.79727
2021-03,EAST OF ENGLAND,Mianserin hydrochloride,1.0,14.1,13.13276
2021-03,EAST OF ENGLAND,Nortriptyline,8145.0,35738.97,33972.19643
2021-03,EAST OF ENGLAND,Trazodone hydrochloride,7939.0,37868.13,35866.42524
2021-03,EAST OF ENGLAND,Trimipramine maleate,220.0,86629.17,80617.11685
2021-03,EAST OF ENGLAND,Isocarboxazid,17.0,6069.2,5648.10931
2021-03,EAST OF ENGLAND,Moclobemide,88.0,3058.08,2852.07672
2021-03,EAST OF ENGLAND,Phenelzine sulfate,67.0,30656.01,28528.13155
2021-03,EAST OF ENGLAND,Tranylcypromine sulfate,50.0,37317.21,34726.3378
2021-03,EAST OF ENGLAND,Citalopram hydrobromide,177298.0,238290.25,225315.27782
2021-03,EAST OF ENGLAND,Fluoxetine hydrochloride,73292.0,292132.58,275337.84078
2021-03,EAST OF ENGLAND,Fluvoxamine maleate,264.0,5076.85,4742.39592
2021-03,EAST OF ENGLAND,Paroxetine hydrochloride,14498.0,52066.54,49117.39763
2021-03,EAST OF ENGLAND,Sertraline hydrochloride,198588.0,1493176.84,1394199.96858
2021-03,EAST OF ENGLAND,Escitalopram,14393.0,32314.33,30392.8396
2021-03,EAST OF ENGLAND,Citalopram hydrochloride,741.0,11927.13,11107.20927
2021-03,EAST OF ENGLAND,Vortioxetine,2465.0,57888.27,53969.75473
2021-03,EAST OF ENGLAND,Flupentixol hydrochloride,1858.0,5169.0,4956.52496
2021-03,EAST OF ENGLAND,Tryptophan,7.0,1210.41,1126.39976
2021-03,EAST OF ENGLAND,Reboxetine,211.0,3893.49,3638.8089
2021-03,EAST OF ENGLAND,Venlafaxine,63045.0,391344.89,366888.79041
2021-03,EAST OF ENGLAND,Mirtazapine,97009.0,253353.48,239712.99555
2021-03,EAST OF ENGLAND,Duloxetine hydrochloride,26936.0,85667.28,80600.20618
2021-03,EAST OF ENGLAND,Agomelatine,177.0,7545.34,7027.28764
2021-03,EAST OF ENGLAND,Bupropion hydrochloride,204.0,7491.08,6981.40768
2021-03,LONDON,Flupentixol hydrochloride,447.0,2363.53,2249.35929
2021-03,LONDON,Flupentixol decanoate,517.0,12678.96,11825.68466
2021-03,LONDON,Amitriptyline hydrochloride,110774.0,212386.01,202553.51736
2021-03,LONDON,Clomipramine hydrochloride,1805.0,16780.47,15696.37557
2021-03,LONDON,Dosulepin hydrochloride,3473.0,47424.58,44311.47178
2021-03,LONDON,Doxepin,206.0,42053.25,39142.32278
2021-03,LONDON,Imipramine hydrochloride,948.0,17056.2,15919.72183
2021-03,LONDON,Lofepramine hydrochloride,1308.0,24063.1,22497.65962
2021-03,LONDON,Mianserin hydrochloride,6.0,297.48,276.88606
2021-03,LONDON,Nortriptyline,6799.0,24962.21,23906.89365
2021-03,LONDON,Trazodone hydrochloride,5313.0,25795.64,24450.36491
2021-03,LONDON,Trimipramine maleate,355.0,152990.05,142376.08853
2021-03,LONDON,Isocarboxazid,22.0,3693.21,3438.58546
2021-03,LONDON,Moclobemide,92.0,3275.64,3054.59546
2021-03,LONDON,Phenelzine sulfate,44.0,26013.28,24228.27143
2021-03,LONDON,Tranylcypromine sulfate,71.0,90045.13,83791.64261
2021-03,LONDON,Citalopram hydrobromide,114733.0,164687.68,157874.74339
2021-03,LONDON,Fluoxetine hydrochloride,49676.0,211006.09,199827.50412
2021-03,LONDON,Fluvoxamine maleate,299.0,7382.51,6890.3945
2021-03,LONDON,Paroxetine hydrochloride,12174.0,41384.12,39399.98852
2021-03,LONDON,Sertraline hydrochloride,161546.0,1269479.9,1188129.41184
2021-03,LONDON,Escitalopram,14200.0,38402.97,36200.46111
2021-03,LONDON,Citalopram hydrochloride,392.0,6777.72,6311.6773
2021-03,LONDON,Vortioxetine,1918.0,48004.11,44770.95816
2021-03,LONDON,Flupentixol hydrochloride,827.0,2292.3,2209.99007
2021-03,LONDON,Oxitriptan,1.0,21.75,20.25125
2021-03,LONDON,Tryptophan,13.0,776.71,723.90683
2021-03,LONDON,Reboxetine,157.0,2673.77,2501.94828
2021-03,LONDON,Venlafaxine,39970.0,277090.1,260712.21642
2021-03,LONDON,Mirtazapine,101677.0,249780.05,238617.66231
2021-03,LONDON,Duloxetine hydrochloride,21013.0,60199.26,57263.89355
2021-03,LONDON,Agomelatine,354.0,15948.37,14858.79616
2021-03,LONDON,Bupropion hydrochloride,663.0,28510.99,26566.90838
2021-03,MIDLANDS,Flupentixol hydrochloride,436.0,2820.7,2671.20567
2021-03,MIDLANDS,Flupentixol decanoate,526.0,11595.89,10822.30619
2021-03,MIDLANDS,Amitriptyline hydrochloride,253726.0,542932.55,510764.33556
2021-03,MIDLANDS,Clomipramine hydrochloride,3361.0,31822.18,29711.78252
2021-03,MIDLANDS,Dosulepin hydrochloride,7824.0,111075.98,103557.86566
2021-03,MIDLANDS,Doxepin,288.0,52569.39,48922.01695
2021-03,MIDLANDS,Imipramine hydrochloride,2250.0,42823.63,39900.35724
2021-03,MIDLANDS,Lofepramine hydrochloride,2875.0,63139.55,58946.28818
2021-03,MIDLANDS,Mianserin hydrochloride,3.0,159.72,148.66015
2021-03,MIDLANDS,Nortriptyline,10909.0,51596.29,49075.58272
2021-03,MIDLANDS,Trazodone hydrochloride,12092.0,62294.34,58880.12862
2021-03,MIDLANDS,Trimipramine maleate,253.0,99872.89,92939.78703
2021-03,MIDLANDS,Isocarboxazid,22.0,6527.75,6075.87451
2021-03,MIDLANDS,Moclobemide,114.0,4612.55,4299.86824
2021-03,MIDLANDS,Phenelzine sulfate,31.0,11143.54,10370.07963
2021-03,MIDLANDS,Tranylcypromine sulfate,66.0,74349.67,69187.07471
2021-03,MIDLANDS,Citalopram hydrobromide,240614.0,345495.17,326234.54731
2021-03,MIDLANDS,Fluoxetine hydrochloride,119680.0,413327.22,391327.82177
2021-03,MIDLANDS,Fluvoxamine maleate,368.0,6991.98,6535.87991
2021-03,MIDLANDS,Paroxetine hydrochloride,20986.0,76246.11,72150.27456
2021-03,MIDLANDS,Sertraline hydrochloride,328347.0,2597176.39,2424447.30844
2021-03,MIDLANDS,Escitalopram,23199.0,52442.76,49342.14971
2021-03,MIDLANDS,Citalopram hydrochloride,1213.0,19185.84,17867.51233
2021-03,MIDLANDS,Vortioxetine,3981.0,95855.76,89358.03453
2021-03,MIDLANDS,Flupentixol hydrochloride,2603.0,7883.71,7563.9838
2021-03,MIDLANDS,Oxitriptan,3.0,54.1,132.65843
2021-03,MIDLANDS,Tryptophan,14.0,751.29,720.05296
2021-03,MIDLANDS,Reboxetine,318.0,5322.21,4977.8429
2021-03,MIDLANDS,Venlafaxine,81761.0,583158.6,546589.50538
2021-03,MIDLANDS,Mirtazapine,164693.0,457426.25,431774.80754
2021-03,MIDLANDS,Duloxetine hydrochloride,50760.0,170522.47,160286.34299
2021-03,MIDLANDS,Agomelatine,247.0,10578.45,9852.7307
2021-03,MIDLANDS,Bupropion hydrochloride,189.0,6410.87,5978.66178
2021-03,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,699.0,3445.78,3283.86702
2021-03,NORTH EAST AND YORKSHIRE,Flupentixol decanoate,589.0,10406.44,9715.30946
2021-03,NORTH EAST AND YORKSHIRE,Amitriptyline hydrochloride,274223.0,536989.77,508780.58198
2021-03,NORTH EAST AND YORKSHIRE,Clomipramine hydrochloride,3639.0,29068.83,27217.10627
2021-03,NORTH EAST AND YORKSHIRE,Dosulepin hydrochloride,6767.0,82326.46,76873.73808
2021-03,NORTH EAST AND YORKSHIRE,Doxepin,422.0,78700.51,73249.55378
2021-03,NORTH EAST AND YORKSHIRE,Imipramine hydrochloride,2038.0,31782.6,29650.8953
2021-03,NORTH EAST AND YORKSHIRE,Lofepramine hydrochloride,3358.0,61586.82,57571.30527
2021-03,NORTH EAST AND YORKSHIRE,Mianserin hydrochloride,2.0,175.8,163.71055
2021-03,NORTH EAST AND YORKSHIRE,Nortriptyline,10860.0,40774.52,39022.00652
2021-03,NORTH EAST AND YORKSHIRE,Trazodone hydrochloride,40036.0,132206.8,126426.14902
2021-03,NORTH EAST AND YORKSHIRE,Trimipramine maleate,320.0,104293.86,97064.94789
2021-03,NORTH EAST AND YORKSHIRE,Isocarboxazid,7.0,2100.89,1955.41088
2021-03,NORTH EAST AND YORKSHIRE,Moclobemide,116.0,4055.58,3783.3823
2021-03,NORTH EAST AND YORKSHIRE,Phenelzine sulfate,61.0,25502.95,23734.18419
2021-03,NORTH EAST AND YORKSHIRE,Tranylcypromine sulfate,53.0,52354.6,48719.41999
2021-03,NORTH EAST AND YORKSHIRE,Citalopram hydrobromide,214786.0,280658.18,267635.7532
2021-03,NORTH EAST AND YORKSHIRE,Fluoxetine hydrochloride,146806.0,401567.04,384338.80724
2021-03,NORTH EAST AND YORKSHIRE,Fluvoxamine maleate,372.0,7013.31,6557.36505
2021-03,NORTH EAST AND YORKSHIRE,Paroxetine hydrochloride,20407.0,61443.63,58587.14713
2021-03,NORTH EAST AND YORKSHIRE,Sertraline hydrochloride,341999.0,2411029.23,2255445.53762
2021-03,NORTH EAST AND YORKSHIRE,Escitalopram,17840.0,37367.46,35386.44729
2021-03,NORTH EAST AND YORKSHIRE,Citalopram hydrochloride,868.0,13680.01,12740.06334
2021-03,NORTH EAST AND YORKSHIRE,Vortioxetine,2860.0,49842.54,46581.41931
2021-03,NORTH EAST AND YORKSHIRE,Flupentixol hydrochloride,2372.0,6178.41,5976.53894
2021-03,NORTH EAST AND YORKSHIRE,Tryptophan,28.0,1398.2,1368.40286
2021-03,NORTH EAST AND YORKSHIRE,Reboxetine,478.0,6814.37,6387.17393
2021-03,NORTH EAST AND YORKSHIRE,Venlafaxine,71898.0,441214.94,415494.58167
2021-03,NORTH EAST AND YORKSHIRE,Mirtazapine,201991.0,467185.62,445829.21231
2021-03,NORTH EAST AND YORKSHIRE,Duloxetine hydrochloride,60974.0,169072.37,160344.37843
2021-03,NORTH EAST AND YORKSHIRE,Agomelatine,327.0,7851.31,7332.55788
2021-03,NORTH EAST AND YORKSHIRE,Bupropion hydrochloride,178.0,6263.27,5841.06716
2021-03,NORTH WEST,Flupentixol hydrochloride,434.0,2626.71,2492.49291
2021-03,NORTH WEST,Flupentixol decanoate,533.0,11671.43,10902.77667
2021-03,NORTH WEST,Amitriptyline hydrochloride,177208.0,377811.89,356022.88821
2021-03,NORTH WEST,Clomipramine hydrochloride,3194.0,28840.92,26956.33961
2021-03,NORTH WEST,Dosulepin hydrochloride,6062.0,87855.59,81922.9968
2021-03,NORTH WEST,Doxepin,217.0,47131.77,43863.78351
2021-03,NORTH WEST,Imipramine hydrochloride,1193.0,21393.79,19941.19621
2021-03,NORTH WEST,Lofepramine hydrochloride,1500.0,31150.15,29095.03467
2021-03,NORTH WEST,Nortriptyline,11535.0,51808.59,49402.22338
2021-03,NORTH WEST,Trazodone hydrochloride,16164.0,85471.46,80904.16096
2021-03,NORTH WEST,Trimipramine maleate,177.0,67173.55,62511.72709
2021-03,NORTH WEST,Isocarboxazid,3.0,1634.02,1520.72853
2021-03,NORTH WEST,Moclobemide,80.0,2972.78,2773.1288
2021-03,NORTH WEST,Phenelzine sulfate,24.0,5830.23,5446.0541
2021-03,NORTH WEST,Tranylcypromine sulfate,23.0,32105.65,29875.58206
2021-03,NORTH WEST,Citalopram hydrobromide,169469.0,234139.02,221591.76307
2021-03,NORTH WEST,Fluoxetine hydrochloride,92954.0,308176.99,293991.82799
2021-03,NORTH WEST,Fluvoxamine maleate,236.0,4941.66,4619.4491
2021-03,NORTH WEST,Paroxetine hydrochloride,17889.0,59214.06,56475.30063
2021-03,NORTH WEST,Sertraline hydrochloride,283647.0,2126748.57,1986898.79409
2021-03,NORTH WEST,Escitalopram,17177.0,38913.74,36667.09545
2021-03,NORTH WEST,Citalopram hydrochloride,799.0,12569.76,11706.29423
2021-03,NORTH WEST,Vortioxetine,2935.0,59893.02,55892.96129
2021-03,NORTH WEST,Flupentixol hydrochloride,1539.0,4617.87,4440.40085
2021-03,NORTH WEST,Tryptophan,1.0,84.0,78.17624
2021-03,NORTH WEST,Nefazodone hydrochloride,2.0,625.87,582.41052
2021-03,NORTH WEST,Reboxetine,299.0,4976.22,4659.33937
2021-03,NORTH WEST,Venlafaxine,72886.0,495325.45,465343.16072
2021-03,NORTH WEST,Mirtazapine,172213.0,433686.54,411332.70598
2021-03,NORTH WEST,Duloxetine hydrochloride,44895.0,146627.94,137994.64592
2021-03,NORTH WEST,Agomelatine,149.0,5336.33,4973.6572
2021-03,NORTH WEST,Bupropion hydrochloride,144.0,5296.63,4937.97825
2021-03,SOUTH EAST,Flupentixol hydrochloride,265.0,1698.88,1609.40631
2021-03,SOUTH EAST,Flupentixol decanoate,507.0,10272.0,9577.90964
2021-03,SOUTH EAST,Amitriptyline hydrochloride,164205.0,397894.09,374269.70621
2021-03,SOUTH EAST,Clomipramine hydrochloride,2736.0,27439.34,25617.25794
2021-03,SOUTH EAST,Dosulepin hydrochloride,5748.0,81394.46,75895.2028
2021-03,SOUTH EAST,Doxepin,217.0,53938.64,50195.5008
2021-03,SOUTH EAST,Imipramine hydrochloride,1905.0,34507.98,32162.94071
2021-03,SOUTH EAST,Lofepramine hydrochloride,1384.0,31049.97,28979.11977
2021-03,SOUTH EAST,Mianserin hydrochloride,1.0,36.9,34.44866
2021-03,SOUTH EAST,Nortriptyline,9734.0,48869.33,46346.36516
2021-03,SOUTH EAST,Trazodone hydrochloride,14408.0,80622.98,76157.30253
2021-03,SOUTH EAST,Trimipramine maleate,407.0,164914.2,153469.6049
