date,country,city,group,substance,items
2021-01,England,Birmingham,antidepressant,Agomelatine,10.0
2021-01,England,Birmingham,antidepressant,Amitriptyline hydrochloride,18253.0
2021-01,England,Birmingham,anxiolytic,Amobarbital sodium,1.0
2021-01,England,Birmingham,antidepressant,Bupropion hydrochloride,12.0
2021-01,England,Birmingham,anxiolytic,Buspirone hydrochloride,214.0
2021-01,England,Birmingham,anxiolytic,Butobarbital,1.0
2021-01,England,Birmingham,anxiolytic,Chloral hydrate,15.0
2021-01,England,Birmingham,anxiolytic,Chlordiazepoxide hydrochloride,43.0
2021-01,England,Birmingham,antidepressant,Citalopram hydrobromide,18025.0
2021-01,England,Birmingham,antidepressant,Citalopram hydrochloride,137.0
2021-01,England,Birmingham,anxiolytic,Clobazam,665.0
2021-01,England,Birmingham,anxiolytic,Clomethiazole,20.0
2021-01,England,Birmingham,anxiolytic,Clomethiazole edisilate,1.0
2021-01,England,Birmingham,antidepressant,Clomipramine hydrochloride,220.0
2021-01,England,Birmingham,anxiolytic,Clonazepam,847.0
2021-01,England,Birmingham,anxiolytic,Diazepam,6601.0
2021-01,England,Birmingham,antidepressant,Dosulepin hydrochloride,528.0
2021-01,England,Birmingham,antidepressant,Doxepin,9.0
2021-01,England,Birmingham,antidepressant,Duloxetine hydrochloride,3897.0
2021-01,England,Birmingham,antidepressant,Escitalopram,1571.0
2021-01,England,Birmingham,antidepressant,Fluoxetine hydrochloride,7773.0
2021-01,England,Birmingham,antidepressant,Flupentixol decanoate,35.0
2021-01,England,Birmingham,antidepressant,Flupentixol hydrochloride,169.0
2021-01,England,Birmingham,antidepressant,Fluvoxamine maleate,46.0
2021-01,England,Birmingham,antidepressant,Imipramine hydrochloride,84.0
2021-01,England,Birmingham,antidepressant,Isocarboxazid,2.0
2021-01,England,Birmingham,antidepressant,Lofepramine hydrochloride,143.0
2021-01,England,Birmingham,anxiolytic,Loprazolam mesilate,15.0
2021-01,England,Birmingham,anxiolytic,Lorazepam,1972.0
2021-01,England,Birmingham,anxiolytic,Lormetazepam,8.0
2021-01,England,Birmingham,anxiolytic,Melatonin,1556.0
2021-01,England,Birmingham,antidepressant,Mianserin hydrochloride,1.0
2021-01,England,Birmingham,anxiolytic,Midazolam hydrochloride,107.0
2021-01,England,Birmingham,anxiolytic,Midazolam maleate,23.0
2021-01,England,Birmingham,antidepressant,Mirtazapine,15534.0
2021-01,England,Birmingham,antidepressant,Moclobemide,9.0
2021-01,England,Birmingham,anxiolytic,Nitrazepam,421.0
2021-01,England,Birmingham,antidepressant,Nortriptyline,394.0
2021-01,England,Birmingham,anxiolytic,Oxazepam,35.0
2021-01,England,Birmingham,antidepressant,Paroxetine hydrochloride,1866.0
2021-01,England,Birmingham,anxiolytic,Phenobarbital,213.0
2021-01,England,Birmingham,anxiolytic,Phenobarbital sodium,1.0
2021-01,England,Birmingham,anxiolytic,Pregabalin,13060.0
2021-01,England,Birmingham,anxiolytic,Promethazine teoclate,25.0
2021-01,England,Birmingham,antidepressant,Reboxetine,15.0
2021-01,England,Birmingham,antidepressant,Sertraline hydrochloride,26287.0
2021-01,England,Birmingham,anxiolytic,Temazepam,911.0
2021-01,England,Birmingham,antidepressant,Tranylcypromine sulfate,3.0
2021-01,England,Birmingham,antidepressant,Trazodone hydrochloride,323.0
2021-01,England,Birmingham,antidepressant,Trimipramine maleate,12.0
2021-01,England,Birmingham,antidepressant,Tryptophan,1.0
2021-01,England,Birmingham,antidepressant,Venlafaxine,6964.0
2021-01,England,Birmingham,antidepressant,Vortioxetine,128.0
2021-01,England,Birmingham,anxiolytic,Zolpidem tartrate,1051.0
2021-01,England,Birmingham,anxiolytic,Zopiclone,7442.0
2021-01,England,Brighton,antidepressant,Agomelatine,7.0
2021-01,England,Brighton,antidepressant,Amitriptyline hydrochloride,4150.0
2021-01,England,Brighton,antidepressant,Bupropion hydrochloride,27.0
2021-01,England,Brighton,anxiolytic,Buspirone hydrochloride,56.0
2021-01,England,Brighton,anxiolytic,Chlordiazepoxide hydrochloride,5.0
2021-01,England,Brighton,antidepressant,Citalopram hydrobromide,4513.0
2021-01,England,Brighton,antidepressant,Citalopram hydrochloride,23.0
2021-01,England,Brighton,anxiolytic,Clobazam,77.0
2021-01,England,Brighton,anxiolytic,Clomethiazole,3.0
2021-01,England,Brighton,antidepressant,Clomipramine hydrochloride,50.0
2021-01,England,Brighton,anxiolytic,Clonazepam,424.0
2021-01,England,Brighton,anxiolytic,Diazepam,3100.0
2021-01,England,Brighton,antidepressant,Dosulepin hydrochloride,158.0
2021-01,England,Brighton,antidepressant,Doxepin,2.0
2021-01,England,Brighton,antidepressant,Duloxetine hydrochloride,1870.0
2021-01,England,Brighton,antidepressant,Escitalopram,602.0
2021-01,England,Brighton,antidepressant,Fluoxetine hydrochloride,2008.0
2021-01,England,Brighton,antidepressant,Flupentixol decanoate,8.0
2021-01,England,Brighton,antidepressant,Flupentixol hydrochloride,40.0
2021-01,England,Brighton,antidepressant,Fluvoxamine maleate,10.0
2021-01,England,Brighton,antidepressant,Imipramine hydrochloride,29.0
2021-01,England,Brighton,antidepressant,Isocarboxazid,1.0
2021-01,England,Brighton,antidepressant,Lofepramine hydrochloride,10.0
2021-01,England,Brighton,anxiolytic,Loprazolam mesilate,22.0
2021-01,England,Brighton,anxiolytic,Lorazepam,349.0
2021-01,England,Brighton,anxiolytic,Lormetazepam,1.0
2021-01,England,Brighton,anxiolytic,Melatonin,998.0
2021-01,England,Brighton,anxiolytic,Midazolam hydrochloride,26.0
2021-01,England,Brighton,anxiolytic,Midazolam maleate,9.0
2021-01,England,Brighton,antidepressant,Mirtazapine,4593.0
2021-01,England,Brighton,antidepressant,Moclobemide,16.0
2021-01,England,Brighton,anxiolytic,Nitrazepam,170.0
2021-01,England,Brighton,antidepressant,Nortriptyline,201.0
2021-01,England,Brighton,anxiolytic,Oxazepam,40.0
2021-01,England,Brighton,antidepressant,Paroxetine hydrochloride,274.0
2021-01,England,Brighton,antidepressant,Phenelzine sulfate,3.0
2021-01,England,Brighton,anxiolytic,Phenobarbital,61.0
2021-01,England,Brighton,anxiolytic,Pregabalin,2900.0
2021-01,England,Brighton,anxiolytic,Promethazine teoclate,17.0
2021-01,England,Brighton,antidepressant,Reboxetine,14.0
2021-01,England,Brighton,antidepressant,Sertraline hydrochloride,7002.0
2021-01,England,Brighton,anxiolytic,Sodium oxybate,2.0
2021-01,England,Brighton,anxiolytic,Temazepam,549.0
2021-01,England,Brighton,antidepressant,Tranylcypromine sulfate,3.0
2021-01,England,Brighton,antidepressant,Trazodone hydrochloride,566.0
2021-01,England,Brighton,antidepressant,Trimipramine maleate,15.0
2021-01,England,Brighton,antidepressant,Venlafaxine,2008.0
2021-01,England,Brighton,antidepressant,Vortioxetine,238.0
2021-01,England,Brighton,anxiolytic,Zolpidem tartrate,902.0
2021-01,England,Brighton,anxiolytic,Zopiclone,2166.0
2021-01,England,Bristol,antidepressant,Agomelatine,32.0
2021-01,England,Bristol,antidepressant,Amitriptyline hydrochloride,17360.0
2021-01,England,Bristol,antidepressant,Bupropion hydrochloride,24.0
2021-01,England,Bristol,anxiolytic,Buspirone hydrochloride,63.0
2021-01,England,Bristol,anxiolytic,Chloral hydrate,8.0
2021-01,England,Bristol,anxiolytic,Chlordiazepoxide hydrochloride,49.0
2021-01,England,Bristol,antidepressant,Citalopram hydrobromide,16011.0
2021-01,England,Bristol,antidepressant,Citalopram hydrochloride,73.0
2021-01,England,Bristol,anxiolytic,Clobazam,332.0
2021-01,England,Bristol,anxiolytic,Clomethiazole,35.0
2021-01,England,Bristol,antidepressant,Clomipramine hydrochloride,224.0
2021-01,England,Bristol,anxiolytic,Clonazepam,1005.0
2021-01,England,Bristol,anxiolytic,Diazepam,7335.0
2021-01,England,Bristol,antidepressant,Dosulepin hydrochloride,485.0
2021-01,England,Bristol,antidepressant,Doxepin,65.0
2021-01,England,Bristol,antidepressant,Duloxetine hydrochloride,3392.0
2021-01,England,Bristol,antidepressant,Escitalopram,1803.0
2021-01,England,Bristol,antidepressant,Fluoxetine hydrochloride,6311.0
2021-01,England,Bristol,antidepressant,Flupentixol decanoate,72.0
2021-01,England,Bristol,antidepressant,Flupentixol hydrochloride,159.0
2021-01,England,Bristol,antidepressant,Fluvoxamine maleate,35.0
2021-01,England,Bristol,antidepressant,Imipramine hydrochloride,85.0
2021-01,England,Bristol,antidepressant,Isocarboxazid,1.0
2021-01,England,Bristol,antidepressant,Lofepramine hydrochloride,201.0
2021-01,England,Bristol,anxiolytic,Loprazolam mesilate,14.0
2021-01,England,Bristol,anxiolytic,Lorazepam,1225.0
2021-01,England,Bristol,anxiolytic,Lormetazepam,7.0
2021-01,England,Bristol,anxiolytic,Melatonin,880.0
2021-01,England,Bristol,anxiolytic,Midazolam hydrochloride,86.0
2021-01,England,Bristol,anxiolytic,Midazolam maleate,18.0
2021-01,England,Bristol,antidepressant,Mirtazapine,16043.0
2021-01,England,Bristol,antidepressant,Moclobemide,17.0
2021-01,England,Bristol,anxiolytic,Nitrazepam,352.0
2021-01,England,Bristol,antidepressant,Nortriptyline,875.0
2021-01,England,Bristol,anxiolytic,Oxazepam,59.0
2021-01,England,Bristol,antidepressant,Paroxetine hydrochloride,1552.0
2021-01,England,Bristol,antidepressant,Phenelzine sulfate,5.0
2021-01,England,Bristol,anxiolytic,Phenobarbital,134.0
2021-01,England,Bristol,anxiolytic,Pregabalin,7759.0
2021-01,England,Bristol,anxiolytic,Promethazine teoclate,13.0
2021-01,England,Bristol,antidepressant,Reboxetine,38.0
2021-01,England,Bristol,antidepressant,Sertraline hydrochloride,26013.0
2021-01,England,Bristol,anxiolytic,Temazepam,807.0
2021-01,England,Bristol,antidepressant,Tranylcypromine sulfate,8.0
2021-01,England,Bristol,antidepressant,Trazodone hydrochloride,586.0
2021-01,England,Bristol,antidepressant,Trimipramine maleate,24.0
2021-01,England,Bristol,antidepressant,Tryptophan,4.0
2021-01,England,Bristol,antidepressant,Venlafaxine,5735.0
2021-01,England,Bristol,antidepressant,Vortioxetine,188.0
2021-01,England,Bristol,anxiolytic,Zolpidem tartrate,628.0
2021-01,England,Bristol,anxiolytic,Zopiclone,6681.0
2021-01,England,Canterbury,antidepressant,Agomelatine,11.0
2021-01,England,Canterbury,antidepressant,Amitriptyline hydrochloride,1367.0
2021-01,England,Canterbury,antidepressant,Bupropion hydrochloride,9.0
2021-01,England,Canterbury,anxiolytic,Buspirone hydrochloride,16.0
2021-01,England,Canterbury,anxiolytic,Chloral hydrate,1.0
2021-01,England,Canterbury,antidepressant,Citalopram hydrobromide,1685.0
2021-01,England,Canterbury,antidepressant,Citalopram hydrochloride,15.0
2021-01,England,Canterbury,anxiolytic,Clobazam,50.0
2021-01,England,Canterbury,anxiolytic,Clomethiazole,2.0
2021-01,England,Canterbury,antidepressant,Clomipramine hydrochloride,20.0
2021-01,England,Canterbury,anxiolytic,Clonazepam,153.0
2021-01,England,Canterbury,anxiolytic,Diazepam,599.0
2021-01,England,Canterbury,antidepressant,Dosulepin hydrochloride,82.0
2021-01,England,Canterbury,antidepressant,Doxepin,2.0
2021-01,England,Canterbury,antidepressant,Duloxetine hydrochloride,556.0
2021-01,England,Canterbury,antidepressant,Escitalopram,647.0
2021-01,England,Canterbury,antidepressant,Fluoxetine hydrochloride,901.0
2021-01,England,Canterbury,antidepressant,Flupentixol decanoate,4.0
2021-01,England,Canterbury,antidepressant,Flupentixol hydrochloride,5.0
2021-01,England,Canterbury,antidepressant,Fluvoxamine maleate,1.0
2021-01,England,Canterbury,antidepressant,Imipramine hydrochloride,6.0
2021-01,England,Canterbury,antidepressant,Lofepramine hydrochloride,7.0
2021-01,England,Canterbury,anxiolytic,Loprazolam mesilate,4.0
2021-01,England,Canterbury,anxiolytic,Lorazepam,79.0
2021-01,England,Canterbury,anxiolytic,Lormetazepam,2.0
2021-01,England,Canterbury,anxiolytic,Melatonin,100.0
2021-01,England,Canterbury,anxiolytic,Midazolam hydrochloride,14.0
2021-01,England,Canterbury,anxiolytic,Midazolam maleate,2.0
2021-01,England,Canterbury,antidepressant,Mirtazapine,1139.0
2021-01,England,Canterbury,anxiolytic,Nitrazepam,19.0
2021-01,England,Canterbury,antidepressant,Nortriptyline,124.0
2021-01,England,Canterbury,anxiolytic,Oxazepam,65.0
2021-01,England,Canterbury,antidepressant,Paroxetine hydrochloride,133.0
2021-01,England,Canterbury,antidepressant,Phenelzine sulfate,3.0
2021-01,England,Canterbury,anxiolytic,Phenobarbital,28.0
2021-01,England,Canterbury,anxiolytic,Pregabalin,1198.0
2021-01,England,Canterbury,anxiolytic,Promethazine teoclate,3.0
2021-01,England,Canterbury,antidepressant,Sertraline hydrochloride,2190.0
2021-01,England,Canterbury,anxiolytic,Temazepam,82.0
2021-01,England,Canterbury,antidepressant,Trazodone hydrochloride,60.0
2021-01,England,Canterbury,antidepressant,Trimipramine maleate,6.0
2021-01,England,Canterbury,antidepressant,Venlafaxine,431.0
2021-01,England,Canterbury,antidepressant,Vortioxetine,44.0
2021-01,England,Canterbury,anxiolytic,Zolpidem tartrate,67.0
2021-01,England,Canterbury,anxiolytic,Zopiclone,482.0
2021-01,England,Exeter,antidepressant,Agomelatine,5.0
2021-01,England,Exeter,antidepressant,Amitriptyline hydrochloride,4104.0
2021-01,England,Exeter,antidepressant,Bupropion hydrochloride,5.0
2021-01,England,Exeter,anxiolytic,Buspirone hydrochloride,17.0
2021-01,England,Exeter,anxiolytic,Chloral hydrate,1.0
2021-01,England,Exeter,anxiolytic,Chlordiazepoxide hydrochloride,8.0
2021-01,England,Exeter,antidepressant,Citalopram hydrobromide,3846.0
2021-01,England,Exeter,antidepressant,Citalopram hydrochloride,9.0
2021-01,England,Exeter,anxiolytic,Clobazam,80.0
2021-01,England,Exeter,antidepressant,Clomipramine hydrochloride,35.0
2021-01,England,Exeter,anxiolytic,Clonazepam,209.0
2021-01,England,Exeter,anxiolytic,Diazepam,1867.0
2021-01,England,Exeter,antidepressant,Dosulepin hydrochloride,106.0
2021-01,England,Exeter,antidepressant,Doxepin,2.0
2021-01,England,Exeter,antidepressant,Duloxetine hydrochloride,585.0
2021-01,England,Exeter,antidepressant,Escitalopram,214.0
2021-01,England,Exeter,antidepressant,Fluoxetine hydrochloride,1560.0
2021-01,England,Exeter,antidepressant,Flupentixol decanoate,9.0
2021-01,England,Exeter,antidepressant,Flupentixol hydrochloride,14.0
2021-01,England,Exeter,antidepressant,Fluvoxamine maleate,12.0
2021-01,England,Exeter,antidepressant,Imipramine hydrochloride,39.0
2021-01,England,Exeter,antidepressant,Lofepramine hydrochloride,68.0
2021-01,England,Exeter,anxiolytic,Loprazolam mesilate,4.0
2021-01,England,Exeter,anxiolytic,Lorazepam,196.0
2021-01,England,Exeter,anxiolytic,Melatonin,543.0
2021-01,England,Exeter,anxiolytic,Midazolam hydrochloride,16.0
2021-01,England,Exeter,anxiolytic,Midazolam maleate,3.0
2021-01,England,Exeter,antidepressant,Mirtazapine,2966.0
2021-01,England,Exeter,antidepressant,Moclobemide,2.0
2021-01,England,Exeter,anxiolytic,Nitrazepam,103.0
2021-01,England,Exeter,antidepressant,Nortriptyline,96.0
2021-01,England,Exeter,anxiolytic,Oxazepam,10.0
2021-01,England,Exeter,antidepressant,Paroxetine hydrochloride,231.0
2021-01,England,Exeter,anxiolytic,Phenobarbital,42.0
2021-01,England,Exeter,anxiolytic,Pregabalin,1819.0
2021-01,England,Exeter,anxiolytic,Promethazine teoclate,2.0
2021-01,England,Exeter,antidepressant,Reboxetine,4.0
2021-01,England,Exeter,antidepressant,Sertraline hydrochloride,4734.0
2021-01,England,Exeter,anxiolytic,Temazepam,117.0
2021-01,England,Exeter,antidepressant,Tranylcypromine sulfate,2.0
2021-01,England,Exeter,antidepressant,Trazodone hydrochloride,218.0
2021-01,England,Exeter,antidepressant,Venlafaxine,1386.0
2021-01,England,Exeter,antidepressant,Vortioxetine,13.0
2021-01,England,Exeter,anxiolytic,Zolpidem tartrate,158.0
2021-01,England,Exeter,anxiolytic,Zopiclone,1878.0
2021-01,England,Leeds,antidepressant,Agomelatine,2.0
2021-01,England,Leeds,antidepressant,Amitriptyline hydrochloride,18135.0
2021-01,England,Leeds,antidepressant,Bupropion hydrochloride,9.0
2021-01,England,Leeds,anxiolytic,Buspirone hydrochloride,145.0
2021-01,England,Leeds,anxiolytic,Chloral hydrate,31.0
2021-01,England,Leeds,anxiolytic,Chlordiazepoxide hydrochloride,45.0
2021-01,England,Leeds,antidepressant,Citalopram hydrobromide,13862.0
2021-01,England,Leeds,antidepressant,Citalopram hydrochloride,78.0
2021-01,England,Leeds,anxiolytic,Clobazam,367.0
2021-01,England,Leeds,anxiolytic,Clomethiazole,5.0
2021-01,England,Leeds,anxiolytic,Clomethiazole edisilate,1.0
2021-01,England,Leeds,antidepressant,Clomipramine hydrochloride,261.0
2021-01,England,Leeds,anxiolytic,Clonazepam,633.0
2021-01,England,Leeds,anxiolytic,Diazepam,3176.0
2021-01,England,Leeds,antidepressant,Dosulepin hydrochloride,379.0
2021-01,England,Leeds,antidepressant,Doxepin,44.0
2021-01,England,Leeds,antidepressant,Duloxetine hydrochloride,1905.0
2021-01,England,Leeds,antidepressant,Escitalopram,850.0
2021-01,England,Leeds,antidepressant,Fluoxetine hydrochloride,8483.0
2021-01,England,Leeds,antidepressant,Flupentixol decanoate,68.0
2021-01,England,Leeds,antidepressant,Flupentixol hydrochloride,299.0
2021-01,England,Leeds,antidepressant,Fluvoxamine maleate,34.0
2021-01,England,Leeds,antidepressant,Imipramine hydrochloride,146.0
2021-01,England,Leeds,antidepressant,Lofepramine hydrochloride,145.0
2021-01,England,Leeds,anxiolytic,Loprazolam mesilate,10.0
2021-01,England,Leeds,anxiolytic,Lorazepam,787.0
2021-01,England,Leeds,anxiolytic,Lormetazepam,18.0
2021-01,England,Leeds,anxiolytic,Melatonin,947.0
2021-01,England,Leeds,anxiolytic,Midazolam hydrochloride,53.0
2021-01,England,Leeds,anxiolytic,Midazolam maleate,15.0
2021-01,England,Leeds,antidepressant,Mirtazapine,12951.0
2021-01,England,Leeds,antidepressant,Moclobemide,4.0
2021-01,England,Leeds,anxiolytic,Nitrazepam,439.0
2021-01,England,Leeds,antidepressant,Nortriptyline,757.0
2021-01,England,Leeds,anxiolytic,Oxazepam,93.0
2021-01,England,Leeds,anxiolytic,Paraldehyde,1.0
2021-01,England,Leeds,antidepressant,Paroxetine hydrochloride,1350.0
2021-01,England,Leeds,antidepressant,Phenelzine sulfate,6.0
2021-01,England,Leeds,anxiolytic,Phenobarbital,173.0
2021-01,England,Leeds,anxiolytic,Pregabalin,8549.0
2021-01,England,Leeds,anxiolytic,Promethazine teoclate,53.0
2021-01,England,Leeds,antidepressant,Reboxetine,50.0
2021-01,England,Leeds,anxiolytic,Secobarbital sodium,1.0
2021-01,England,Leeds,antidepressant,Sertraline hydrochloride,25014.0
2021-01,England,Leeds,anxiolytic,Sodium oxybate,1.0
2021-01,England,Leeds,anxiolytic,Temazepam,772.0
2021-01,England,Leeds,antidepressant,Tranylcypromine sulfate,6.0
2021-01,England,Leeds,antidepressant,Trazodone hydrochloride,1827.0
2021-01,England,Leeds,antidepressant,Trimipramine maleate,38.0
2021-01,England,Leeds,antidepressant,Venlafaxine,4928.0
2021-01,England,Leeds,antidepressant,Vortioxetine,69.0
2021-01,England,Leeds,anxiolytic,Zolpidem tartrate,413.0
2021-01,England,Leeds,anxiolytic,Zopiclone,4347.0
2021-01,England,London,antidepressant,Agomelatine,226.0
2021-01,England,London,antidepressant,Amitriptyline hydrochloride,64258.0
2021-01,England,London,anxiolytic,Amobarbital sodium,2.0
2021-01,England,London,antidepressant,Bupropion hydrochloride,534.0
2021-01,England,London,anxiolytic,Buspirone hydrochloride,397.0
2021-01,England,London,anxiolytic,Butobarbital,1.0
2021-01,England,London,anxiolytic,Chloral hydrate,77.0
2021-01,England,London,anxiolytic,Chlordiazepoxide hydrochloride,113.0
2021-01,England,London,antidepressant,Citalopram hydrobromide,61592.0
2021-01,England,London,antidepressant,Citalopram hydrochloride,205.0
2021-01,England,London,anxiolytic,Clobazam,2094.0
2021-01,England,London,anxiolytic,Clomethiazole,27.0
2021-01,England,London,antidepressant,Clomipramine hydrochloride,989.0
2021-01,England,London,anxiolytic,Clonazepam,6396.0
2021-01,England,London,anxiolytic,Cloral betaine,5.0
2021-01,England,London,anxiolytic,Diazepam,22670.0
2021-01,England,London,antidepressant,Dosulepin hydrochloride,1838.0
2021-01,England,London,antidepressant,Doxepin,159.0
2021-01,England,London,antidepressant,Duloxetine hydrochloride,12707.0
2021-01,England,London,antidepressant,Escitalopram,8276.0
2021-01,England,London,antidepressant,Fluoxetine hydrochloride,27414.0
2021-01,England,London,antidepressant,Flupentixol decanoate,403.0
2021-01,England,London,antidepressant,Flupentixol hydrochloride,846.0
2021-01,England,London,antidepressant,Fluvoxamine maleate,179.0
2021-01,England,London,antidepressant,Imipramine hydrochloride,565.0
2021-01,England,London,antidepressant,Isocarboxazid,15.0
2021-01,England,London,antidepressant,Lofepramine hydrochloride,787.0
2021-01,England,London,anxiolytic,Loprazolam mesilate,17.0
2021-01,England,London,anxiolytic,Lorazepam,4381.0
2021-01,England,London,anxiolytic,Lormetazepam,60.0
2021-01,England,London,anxiolytic,Melatonin,9275.0
2021-01,England,London,antidepressant,Mianserin hydrochloride,2.0
2021-01,England,London,anxiolytic,Midazolam hydrochloride,543.0
2021-01,England,London,anxiolytic,Midazolam maleate,89.0
2021-01,England,London,antidepressant,Mirtazapine,59108.0
2021-01,England,London,antidepressant,Moclobemide,61.0
2021-01,England,London,antidepressant,Nefazodone hydrochloride,1.0
2021-01,England,London,anxiolytic,Nitrazepam,1193.0
2021-01,England,London,antidepressant,Nortriptyline,3719.0
2021-01,England,London,anxiolytic,Oxazepam,146.0
2021-01,England,London,antidepressant,Oxitriptan,3.0
2021-01,England,London,anxiolytic,Paraldehyde,17.0
2021-01,England,London,antidepressant,Paroxetine hydrochloride,6941.0
2021-01,England,London,antidepressant,Phenelzine sulfate,22.0
2021-01,England,London,anxiolytic,Phenobarbital,683.0
2021-01,England,London,anxiolytic,Phenobarbital sodium,1.0
2021-01,England,London,anxiolytic,Pregabalin,34260.0
2021-01,England,London,anxiolytic,Promethazine teoclate,107.0
2021-01,England,London,antidepressant,Reboxetine,111.0
2021-01,England,London,anxiolytic,Secobarbital sodium,17.0
2021-01,England,London,antidepressant,Sertraline hydrochloride,93360.0
2021-01,England,London,anxiolytic,Sodium oxybate,5.0
2021-01,England,London,anxiolytic,Temazepam,3718.0
2021-01,England,London,antidepressant,Tranylcypromine sulfate,44.0
2021-01,England,London,antidepressant,Trazodone hydrochloride,3180.0
2021-01,England,London,antidepressant,Trimipramine maleate,194.0
2021-01,England,London,antidepressant,Tryptophan,24.0
2021-01,England,London,antidepressant,Venlafaxine,22653.0
2021-01,England,London,antidepressant,Vortioxetine,1121.0
2021-01,England,London,anxiolytic,Zolpidem tartrate,3974.0
2021-01,England,London,anxiolytic,Zopiclone,28532.0
2021-01,England,Manchester,antidepressant,Agomelatine,57.0
2021-01,England,Manchester,antidepressant,Amitriptyline hydrochloride,22796.0
2021-01,England,Manchester,antidepressant,Bupropion hydrochloride,35.0
2021-01,England,Manchester,anxiolytic,Buspirone hydrochloride,569.0
2021-01,England,Manchester,anxiolytic,Chloral hydrate,33.0
2021-01,England,Manchester,anxiolytic,Chlordiazepoxide hydrochloride,59.0
2021-01,England,Manchester,antidepressant,Citalopram hydrobromide,20901.0
2021-01,England,Manchester,antidepressant,Citalopram hydrochloride,88.0
2021-01,England,Manchester,anxiolytic,Clobazam,836.0
2021-01,England,Manchester,anxiolytic,Clomethiazole,17.0
2021-01,England,Manchester,anxiolytic,Clomethiazole edisilate,3.0
2021-01,England,Manchester,antidepressant,Clomipramine hydrochloride,378.0
2021-01,England,Manchester,anxiolytic,Clonazepam,1302.0
2021-01,England,Manchester,anxiolytic,Diazepam,7510.0
2021-01,England,Manchester,antidepressant,Dosulepin hydrochloride,846.0
2021-01,England,Manchester,antidepressant,Doxepin,17.0
2021-01,England,Manchester,antidepressant,Duloxetine hydrochloride,7431.0
2021-01,England,Manchester,antidepressant,Escitalopram,2534.0
2021-01,England,Manchester,antidepressant,Fluoxetine hydrochloride,11715.0
2021-01,England,Manchester,antidepressant,Flupentixol decanoate,105.0
2021-01,England,Manchester,antidepressant,Flupentixol hydrochloride,256.0
2021-01,England,Manchester,antidepressant,Fluvoxamine maleate,24.0
2021-01,England,Manchester,antidepressant,Imipramine hydrochloride,151.0
2021-01,England,Manchester,antidepressant,Lofepramine hydrochloride,179.0
2021-01,England,Manchester,anxiolytic,Loprazolam mesilate,15.0
2021-01,England,Manchester,anxiolytic,Lorazepam,1026.0
2021-01,England,Manchester,anxiolytic,Lormetazepam,19.0
2021-01,England,Manchester,anxiolytic,Melatonin,2577.0
2021-01,England,Manchester,anxiolytic,Midazolam hydrochloride,140.0
2021-01,England,Manchester,anxiolytic,Midazolam maleate,26.0
2021-01,England,Manchester,antidepressant,Mirtazapine,26270.0
2021-01,England,Manchester,antidepressant,Moclobemide,5.0
2021-01,England,Manchester,anxiolytic,Nitrazepam,924.0
2021-01,England,Manchester,antidepressant,Nortriptyline,2319.0
2021-01,England,Manchester,anxiolytic,Oxazepam,46.0
2021-01,England,Manchester,antidepressant,Paroxetine hydrochloride,2510.0
2021-01,England,Manchester,antidepressant,Phenelzine sulfate,5.0
2021-01,England,Manchester,anxiolytic,Phenobarbital,253.0
2021-01,England,Manchester,anxiolytic,Phenobarbital sodium,1.0
2021-01,England,Manchester,anxiolytic,Pregabalin,18591.0
2021-01,England,Manchester,anxiolytic,Promethazine teoclate,57.0
2021-01,England,Manchester,antidepressant,Reboxetine,32.0
2021-01,England,Manchester,anxiolytic,Secobarbital sodium,1.0
2021-01,England,Manchester,antidepressant,Sertraline hydrochloride,38869.0
2021-01,England,Manchester,anxiolytic,Temazepam,1187.0
2021-01,England,Manchester,antidepressant,Tranylcypromine sulfate,4.0
2021-01,England,Manchester,antidepressant,Trazodone hydrochloride,2879.0
2021-01,England,Manchester,antidepressant,Trimipramine maleate,17.0
2021-01,England,Manchester,antidepressant,Tryptophan,2.0
2021-01,England,Manchester,antidepressant,Venlafaxine,11529.0
2021-01,England,Manchester,antidepressant,Vortioxetine,294.0
2021-01,England,Manchester,anxiolytic,Zolpidem tartrate,1140.0
2021-01,England,Manchester,anxiolytic,Zopiclone,8477.0
2021-01,England,Middlesbrough,antidepressant,Amitriptyline hydrochloride,5920.0
2021-01,England,Middlesbrough,antidepressant,Bupropion hydrochloride,5.0
2021-01,England,Middlesbrough,anxiolytic,Buspirone hydrochloride,108.0
2021-01,England,Middlesbrough,anxiolytic,Chloral hydrate,9.0
2021-01,England,Middlesbrough,anxiolytic,Chlordiazepoxide hydrochloride,10.0
2021-01,England,Middlesbrough,antidepressant,Citalopram hydrobromide,4450.0
2021-01,England,Middlesbrough,antidepressant,Citalopram hydrochloride,23.0
2021-01,England,Middlesbrough,anxiolytic,Clobazam,100.0
2021-01,England,Middlesbrough,anxiolytic,Clomethiazole,7.0
2021-01,England,Middlesbrough,antidepressant,Clomipramine hydrochloride,46.0
2021-01,England,Middlesbrough,anxiolytic,Clonazepam,263.0
2021-01,England,Middlesbrough,anxiolytic,Diazepam,1627.0
2021-01,England,Middlesbrough,antidepressant,Dosulepin hydrochloride,274.0
2021-01,England,Middlesbrough,antidepressant,Doxepin,8.0
2021-01,England,Middlesbrough,antidepressant,Duloxetine hydrochloride,1723.0
2021-01,England,Middlesbrough,antidepressant,Escitalopram,595.0
2021-01,England,Middlesbrough,antidepressant,Fluoxetine hydrochloride,3286.0
