date,country,city,group,substance,items
2021-07,England,Brighton,antidepressant,Nortriptyline,215.0
2021-07,England,Brighton,anxiolytic,Oxazepam,34.0
2021-07,England,Brighton,antidepressant,Paroxetine hydrochloride,299.0
2021-07,England,Brighton,antidepressant,Phenelzine sulfate,2.0
2021-07,England,Brighton,anxiolytic,Phenobarbital,49.0
2021-07,England,Brighton,anxiolytic,Pregabalin,3016.0
2021-07,England,Brighton,anxiolytic,Promethazine teoclate,13.0
2021-07,England,Brighton,antidepressant,Reboxetine,14.0
2021-07,England,Brighton,antidepressant,Sertraline hydrochloride,7341.0
2021-07,England,Brighton,anxiolytic,Temazepam,553.0
2021-07,England,Brighton,antidepressant,Tranylcypromine sulfate,3.0
2021-07,England,Brighton,antidepressant,Trazodone hydrochloride,689.0
2021-07,England,Brighton,antidepressant,Trimipramine maleate,10.0
2021-07,England,Brighton,antidepressant,Venlafaxine,1978.0
2021-07,England,Brighton,antidepressant,Vortioxetine,299.0
2021-07,England,Brighton,anxiolytic,Zolpidem tartrate,881.0
2021-07,England,Brighton,anxiolytic,Zopiclone,1932.0
2021-07,England,Bristol,antidepressant,Agomelatine,41.0
2021-07,England,Bristol,antidepressant,Amitriptyline hydrochloride,17595.0
2021-07,England,Bristol,antidepressant,Bupropion hydrochloride,61.0
2021-07,England,Bristol,anxiolytic,Buspirone hydrochloride,60.0
2021-07,England,Bristol,anxiolytic,Chloral hydrate,9.0
2021-07,England,Bristol,anxiolytic,Chlordiazepoxide hydrochloride,24.0
2021-07,England,Bristol,antidepressant,Citalopram hydrobromide,16216.0
2021-07,England,Bristol,antidepressant,Citalopram hydrochloride,85.0
2021-07,England,Bristol,anxiolytic,Clobazam,332.0
2021-07,England,Bristol,anxiolytic,Clomethiazole,32.0
2021-07,England,Bristol,antidepressant,Clomipramine hydrochloride,238.0
2021-07,England,Bristol,anxiolytic,Clonazepam,997.0
2021-07,England,Bristol,anxiolytic,Diazepam,7378.0
2021-07,England,Bristol,antidepressant,Dosulepin hydrochloride,452.0
2021-07,England,Bristol,antidepressant,Doxepin,63.0
2021-07,England,Bristol,antidepressant,Duloxetine hydrochloride,3718.0
2021-07,England,Bristol,antidepressant,Escitalopram,2024.0
2021-07,England,Bristol,antidepressant,Fluoxetine hydrochloride,6319.0
2021-07,England,Bristol,antidepressant,Flupentixol decanoate,63.0
2021-07,England,Bristol,antidepressant,Flupentixol hydrochloride,153.0
2021-07,England,Bristol,antidepressant,Fluvoxamine maleate,40.0
2021-07,England,Bristol,antidepressant,Imipramine hydrochloride,100.0
2021-07,England,Bristol,antidepressant,Isocarboxazid,9.0
2021-07,England,Bristol,antidepressant,Lofepramine hydrochloride,222.0
2021-07,England,Bristol,anxiolytic,Loprazolam mesilate,6.0
2021-07,England,Bristol,anxiolytic,Lorazepam,1322.0
2021-07,England,Bristol,anxiolytic,Lormetazepam,9.0
2021-07,England,Bristol,anxiolytic,Melatonin,962.0
2021-07,England,Bristol,anxiolytic,Midazolam hydrochloride,85.0
2021-07,England,Bristol,anxiolytic,Midazolam maleate,19.0
2021-07,England,Bristol,antidepressant,Mirtazapine,16353.0
2021-07,England,Bristol,antidepressant,Moclobemide,17.0
2021-07,England,Bristol,anxiolytic,Nitrazepam,332.0
2021-07,England,Bristol,antidepressant,Nortriptyline,908.0
2021-07,England,Bristol,anxiolytic,Oxazepam,62.0
2021-07,England,Bristol,antidepressant,Paroxetine hydrochloride,1550.0
2021-07,England,Bristol,antidepressant,Phenelzine sulfate,11.0
2021-07,England,Bristol,anxiolytic,Phenobarbital,136.0
2021-07,England,Bristol,anxiolytic,Pregabalin,8085.0
2021-07,England,Bristol,anxiolytic,Promethazine teoclate,18.0
2021-07,England,Bristol,antidepressant,Reboxetine,36.0
2021-07,England,Bristol,antidepressant,Sertraline hydrochloride,26775.0
2021-07,England,Bristol,anxiolytic,Temazepam,818.0
2021-07,England,Bristol,antidepressant,Tranylcypromine sulfate,8.0
2021-07,England,Bristol,antidepressant,Trazodone hydrochloride,595.0
2021-07,England,Bristol,antidepressant,Trimipramine maleate,17.0
2021-07,England,Bristol,antidepressant,Tryptophan,4.0
2021-07,England,Bristol,antidepressant,Venlafaxine,5915.0
2021-07,England,Bristol,antidepressant,Vortioxetine,200.0
2021-07,England,Bristol,anxiolytic,Zolpidem tartrate,606.0
2021-07,England,Bristol,anxiolytic,Zopiclone,6123.0
2021-07,England,Canterbury,antidepressant,Agomelatine,16.0
2021-07,England,Canterbury,antidepressant,Amitriptyline hydrochloride,1474.0
2021-07,England,Canterbury,antidepressant,Bupropion hydrochloride,10.0
2021-07,England,Canterbury,anxiolytic,Buspirone hydrochloride,18.0
2021-07,England,Canterbury,anxiolytic,Chloral hydrate,1.0
2021-07,England,Canterbury,antidepressant,Citalopram hydrobromide,1724.0
2021-07,England,Canterbury,antidepressant,Citalopram hydrochloride,21.0
2021-07,England,Canterbury,anxiolytic,Clobazam,48.0
2021-07,England,Canterbury,anxiolytic,Clomethiazole,2.0
2021-07,England,Canterbury,antidepressant,Clomipramine hydrochloride,15.0
2021-07,England,Canterbury,anxiolytic,Clonazepam,157.0
2021-07,England,Canterbury,anxiolytic,Diazepam,605.0
2021-07,England,Canterbury,antidepressant,Dosulepin hydrochloride,84.0
2021-07,England,Canterbury,antidepressant,Doxepin,2.0
2021-07,England,Canterbury,antidepressant,Duloxetine hydrochloride,616.0
2021-07,England,Canterbury,antidepressant,Escitalopram,696.0
2021-07,England,Canterbury,antidepressant,Fluoxetine hydrochloride,937.0
2021-07,England,Canterbury,antidepressant,Flupentixol decanoate,3.0
2021-07,England,Canterbury,antidepressant,Flupentixol hydrochloride,9.0
2021-07,England,Canterbury,antidepressant,Fluvoxamine maleate,3.0
2021-07,England,Canterbury,antidepressant,Imipramine hydrochloride,8.0
2021-07,England,Canterbury,antidepressant,Lofepramine hydrochloride,13.0
2021-07,England,Canterbury,anxiolytic,Loprazolam mesilate,6.0
2021-07,England,Canterbury,anxiolytic,Lorazepam,48.0
2021-07,England,Canterbury,anxiolytic,Lormetazepam,2.0
2021-07,England,Canterbury,anxiolytic,Melatonin,165.0
2021-07,England,Canterbury,anxiolytic,Midazolam hydrochloride,13.0
2021-07,England,Canterbury,anxiolytic,Midazolam maleate,4.0
2021-07,England,Canterbury,antidepressant,Mirtazapine,1197.0
2021-07,England,Canterbury,antidepressant,Moclobemide,1.0
2021-07,England,Canterbury,anxiolytic,Nitrazepam,17.0
2021-07,England,Canterbury,antidepressant,Nortriptyline,147.0
2021-07,England,Canterbury,anxiolytic,Oxazepam,72.0
2021-07,England,Canterbury,antidepressant,Paroxetine hydrochloride,132.0
2021-07,England,Canterbury,antidepressant,Phenelzine sulfate,5.0
2021-07,England,Canterbury,anxiolytic,Phenobarbital,23.0
2021-07,England,Canterbury,anxiolytic,Pregabalin,1377.0
2021-07,England,Canterbury,anxiolytic,Promethazine teoclate,4.0
2021-07,England,Canterbury,antidepressant,Sertraline hydrochloride,2367.0
2021-07,England,Canterbury,anxiolytic,Temazepam,73.0
2021-07,England,Canterbury,antidepressant,Trazodone hydrochloride,76.0
2021-07,England,Canterbury,antidepressant,Trimipramine maleate,5.0
2021-07,England,Canterbury,antidepressant,Venlafaxine,456.0
2021-07,England,Canterbury,antidepressant,Vortioxetine,47.0
2021-07,England,Canterbury,anxiolytic,Zolpidem tartrate,78.0
2021-07,England,Canterbury,anxiolytic,Zopiclone,496.0
2021-07,England,Exeter,antidepressant,Agomelatine,5.0
2021-07,England,Exeter,antidepressant,Amitriptyline hydrochloride,4139.0
2021-07,England,Exeter,antidepressant,Bupropion hydrochloride,29.0
2021-07,England,Exeter,anxiolytic,Buspirone hydrochloride,17.0
2021-07,England,Exeter,anxiolytic,Chloral hydrate,2.0
2021-07,England,Exeter,anxiolytic,Chlordiazepoxide hydrochloride,13.0
2021-07,England,Exeter,antidepressant,Citalopram hydrobromide,3947.0
2021-07,England,Exeter,antidepressant,Citalopram hydrochloride,9.0
2021-07,England,Exeter,anxiolytic,Clobazam,72.0
2021-07,England,Exeter,antidepressant,Clomipramine hydrochloride,34.0
2021-07,England,Exeter,anxiolytic,Clonazepam,258.0
2021-07,England,Exeter,anxiolytic,Diazepam,1833.0
2021-07,England,Exeter,antidepressant,Dosulepin hydrochloride,85.0
2021-07,England,Exeter,antidepressant,Doxepin,2.0
2021-07,England,Exeter,antidepressant,Duloxetine hydrochloride,587.0
2021-07,England,Exeter,antidepressant,Escitalopram,216.0
2021-07,England,Exeter,antidepressant,Fluoxetine hydrochloride,1653.0
2021-07,England,Exeter,antidepressant,Flupentixol decanoate,8.0
2021-07,England,Exeter,antidepressant,Flupentixol hydrochloride,23.0
2021-07,England,Exeter,antidepressant,Fluvoxamine maleate,11.0
2021-07,England,Exeter,antidepressant,Imipramine hydrochloride,51.0
2021-07,England,Exeter,antidepressant,Lofepramine hydrochloride,68.0
2021-07,England,Exeter,anxiolytic,Loprazolam mesilate,4.0
2021-07,England,Exeter,anxiolytic,Lorazepam,255.0
2021-07,England,Exeter,anxiolytic,Lormetazepam,1.0
2021-07,England,Exeter,anxiolytic,Melatonin,541.0
2021-07,England,Exeter,anxiolytic,Midazolam hydrochloride,18.0
2021-07,England,Exeter,anxiolytic,Midazolam maleate,6.0
2021-07,England,Exeter,antidepressant,Mirtazapine,3042.0
2021-07,England,Exeter,antidepressant,Moclobemide,3.0
2021-07,England,Exeter,anxiolytic,Nitrazepam,107.0
2021-07,England,Exeter,antidepressant,Nortriptyline,101.0
2021-07,England,Exeter,anxiolytic,Oxazepam,8.0
2021-07,England,Exeter,antidepressant,Paroxetine hydrochloride,235.0
2021-07,England,Exeter,anxiolytic,Phenobarbital,44.0
2021-07,England,Exeter,anxiolytic,Pregabalin,1851.0
2021-07,England,Exeter,anxiolytic,Promethazine teoclate,2.0
2021-07,England,Exeter,antidepressant,Reboxetine,4.0
2021-07,England,Exeter,antidepressant,Sertraline hydrochloride,5044.0
2021-07,England,Exeter,anxiolytic,Temazepam,113.0
2021-07,England,Exeter,antidepressant,Tranylcypromine sulfate,1.0
2021-07,England,Exeter,antidepressant,Trazodone hydrochloride,198.0
2021-07,England,Exeter,antidepressant,Venlafaxine,1367.0
2021-07,England,Exeter,antidepressant,Vortioxetine,25.0
2021-07,England,Exeter,anxiolytic,Zolpidem tartrate,124.0
2021-07,England,Exeter,anxiolytic,Zopiclone,1740.0
2021-07,England,Leeds,antidepressant,Agomelatine,3.0
2021-07,England,Leeds,antidepressant,Amitriptyline hydrochloride,18804.0
2021-07,England,Leeds,antidepressant,Bupropion hydrochloride,70.0
2021-07,England,Leeds,anxiolytic,Buspirone hydrochloride,154.0
2021-07,England,Leeds,anxiolytic,Chloral hydrate,22.0
2021-07,England,Leeds,anxiolytic,Chlordiazepoxide hydrochloride,62.0
2021-07,England,Leeds,antidepressant,Citalopram hydrobromide,13875.0
2021-07,England,Leeds,antidepressant,Citalopram hydrochloride,91.0
2021-07,England,Leeds,anxiolytic,Clobazam,391.0
2021-07,England,Leeds,anxiolytic,Clomethiazole,4.0
2021-07,England,Leeds,antidepressant,Clomipramine hydrochloride,271.0
2021-07,England,Leeds,anxiolytic,Clonazepam,640.0
2021-07,England,Leeds,anxiolytic,Diazepam,3250.0
2021-07,England,Leeds,antidepressant,Dosulepin hydrochloride,332.0
2021-07,England,Leeds,antidepressant,Doxepin,40.0
2021-07,England,Leeds,antidepressant,Duloxetine hydrochloride,2134.0
2021-07,England,Leeds,antidepressant,Escitalopram,890.0
2021-07,England,Leeds,antidepressant,Fluoxetine hydrochloride,8671.0
2021-07,England,Leeds,antidepressant,Flupentixol decanoate,69.0
2021-07,England,Leeds,antidepressant,Flupentixol hydrochloride,293.0
2021-07,England,Leeds,antidepressant,Fluvoxamine maleate,46.0
2021-07,England,Leeds,antidepressant,Imipramine hydrochloride,119.0
2021-07,England,Leeds,antidepressant,Isocarboxazid,1.0
2021-07,England,Leeds,antidepressant,Lofepramine hydrochloride,161.0
2021-07,England,Leeds,anxiolytic,Loprazolam mesilate,10.0
2021-07,England,Leeds,anxiolytic,Lorazepam,812.0
2021-07,England,Leeds,anxiolytic,Lormetazepam,25.0
2021-07,England,Leeds,anxiolytic,Melatonin,1129.0
2021-07,England,Leeds,antidepressant,Mianserin hydrochloride,3.0
2021-07,England,Leeds,anxiolytic,Midazolam hydrochloride,51.0
2021-07,England,Leeds,anxiolytic,Midazolam maleate,14.0
2021-07,England,Leeds,antidepressant,Mirtazapine,13173.0
2021-07,England,Leeds,antidepressant,Moclobemide,6.0
2021-07,England,Leeds,anxiolytic,Nitrazepam,412.0
2021-07,England,Leeds,antidepressant,Nortriptyline,788.0
2021-07,England,Leeds,anxiolytic,Oxazepam,105.0
2021-07,England,Leeds,anxiolytic,Paraldehyde,3.0
2021-07,England,Leeds,antidepressant,Paroxetine hydrochloride,1342.0
2021-07,England,Leeds,antidepressant,Phenelzine sulfate,4.0
2021-07,England,Leeds,anxiolytic,Phenobarbital,153.0
2021-07,England,Leeds,anxiolytic,Pregabalin,9231.0
2021-07,England,Leeds,anxiolytic,Promethazine teoclate,62.0
2021-07,England,Leeds,antidepressant,Reboxetine,47.0
2021-07,England,Leeds,anxiolytic,Secobarbital sodium,3.0
2021-07,England,Leeds,antidepressant,Sertraline hydrochloride,26341.0
2021-07,England,Leeds,anxiolytic,Temazepam,742.0
2021-07,England,Leeds,antidepressant,Tranylcypromine sulfate,7.0
2021-07,England,Leeds,antidepressant,Trazodone hydrochloride,1890.0
2021-07,England,Leeds,antidepressant,Trimipramine maleate,24.0
2021-07,England,Leeds,antidepressant,Venlafaxine,5029.0
2021-07,England,Leeds,antidepressant,Vortioxetine,105.0
2021-07,England,Leeds,anxiolytic,Zolpidem tartrate,420.0
2021-07,England,Leeds,anxiolytic,Zopiclone,3999.0
2021-07,England,London,antidepressant,Agomelatine,240.0
2021-07,England,London,antidepressant,Amitriptyline hydrochloride,65919.0
2021-07,England,London,anxiolytic,Amobarbital sodium,1.0
2021-07,England,London,antidepressant,Bupropion hydrochloride,679.0
2021-07,England,London,anxiolytic,Buspirone hydrochloride,452.0
2021-07,England,London,anxiolytic,Butobarbital,1.0
2021-07,England,London,anxiolytic,Chloral hydrate,80.0
2021-07,England,London,anxiolytic,Chlordiazepoxide hydrochloride,115.0
2021-07,England,London,antidepressant,Citalopram hydrobromide,63349.0
2021-07,England,London,antidepressant,Citalopram hydrochloride,199.0
2021-07,England,London,anxiolytic,Clobazam,2259.0
2021-07,England,London,anxiolytic,Clomethiazole,34.0
2021-07,England,London,antidepressant,Clomipramine hydrochloride,1019.0
2021-07,England,London,anxiolytic,Clonazepam,6636.0
2021-07,England,London,anxiolytic,Cloral betaine,4.0
2021-07,England,London,anxiolytic,Diazepam,23838.0
2021-07,England,London,antidepressant,Dosulepin hydrochloride,1788.0
2021-07,England,London,antidepressant,Doxepin,168.0
2021-07,England,London,antidepressant,Duloxetine hydrochloride,13859.0
2021-07,England,London,antidepressant,Escitalopram,9554.0
2021-07,England,London,antidepressant,Fluoxetine hydrochloride,28773.0
2021-07,England,London,antidepressant,Flupentixol decanoate,346.0
2021-07,England,London,antidepressant,Flupentixol hydrochloride,880.0
2021-07,England,London,antidepressant,Fluvoxamine maleate,216.0
2021-07,England,London,antidepressant,Imipramine hydrochloride,548.0
2021-07,England,London,antidepressant,Isocarboxazid,16.0
2021-07,England,London,antidepressant,Lofepramine hydrochloride,760.0
2021-07,England,London,anxiolytic,Loprazolam mesilate,20.0
2021-07,England,London,anxiolytic,Lorazepam,4538.0
2021-07,England,London,anxiolytic,Lormetazepam,57.0
2021-07,England,London,anxiolytic,Melatonin,10115.0
2021-07,England,London,antidepressant,Mianserin hydrochloride,1.0
2021-07,England,London,anxiolytic,Midazolam hydrochloride,568.0
2021-07,England,London,anxiolytic,Midazolam maleate,96.0
2021-07,England,London,antidepressant,Mirtazapine,62292.0
2021-07,England,London,antidepressant,Moclobemide,63.0
2021-07,England,London,anxiolytic,Nitrazepam,1200.0
2021-07,England,London,antidepressant,Nortriptyline,4217.0
2021-07,England,London,anxiolytic,Oxazepam,151.0
2021-07,England,London,antidepressant,Oxitriptan,1.0
2021-07,England,London,anxiolytic,Paraldehyde,29.0
2021-07,England,London,antidepressant,Paroxetine hydrochloride,7191.0
2021-07,England,London,antidepressant,Phenelzine sulfate,19.0
2021-07,England,London,anxiolytic,Phenobarbital,727.0
2021-07,England,London,anxiolytic,Phenobarbital sodium,1.0
2021-07,England,London,anxiolytic,Pregabalin,36841.0
2021-07,England,London,anxiolytic,Promethazine teoclate,126.0
2021-07,England,London,antidepressant,Reboxetine,116.0
2021-07,England,London,anxiolytic,Secobarbital sodium,11.0
2021-07,England,London,antidepressant,Sertraline hydrochloride,100680.0
2021-07,England,London,anxiolytic,Sodium oxybate,6.0
2021-07,England,London,anxiolytic,Temazepam,3773.0
2021-07,England,London,antidepressant,Tranylcypromine sulfate,43.0
2021-07,England,London,antidepressant,Trazodone hydrochloride,3325.0
2021-07,England,London,antidepressant,Trimipramine maleate,218.0
2021-07,England,London,antidepressant,Tryptophan,13.0
2021-07,England,London,antidepressant,Venlafaxine,23766.0
2021-07,England,London,antidepressant,Vortioxetine,1271.0
2021-07,England,London,anxiolytic,Zolpidem tartrate,4063.0
2021-07,England,London,anxiolytic,Zopiclone,27159.0
2021-07,England,Manchester,antidepressant,Agomelatine,48.0
2021-07,England,Manchester,antidepressant,Amitriptyline hydrochloride,23869.0
2021-07,England,Manchester,antidepressant,Bupropion hydrochloride,58.0
2021-07,England,Manchester,anxiolytic,Buspirone hydrochloride,649.0
2021-07,England,Manchester,anxiolytic,Chloral hydrate,27.0
2021-07,England,Manchester,anxiolytic,Chlordiazepoxide hydrochloride,52.0
2021-07,England,Manchester,antidepressant,Citalopram hydrobromide,21187.0
2021-07,England,Manchester,antidepressant,Citalopram hydrochloride,86.0
2021-07,England,Manchester,anxiolytic,Clobazam,892.0
2021-07,England,Manchester,anxiolytic,Clomethiazole,16.0
2021-07,England,Manchester,anxiolytic,Clomethiazole edisilate,1.0
2021-07,England,Manchester,antidepressant,Clomipramine hydrochloride,382.0
2021-07,England,Manchester,anxiolytic,Clonazepam,1415.0
2021-07,England,Manchester,anxiolytic,Diazepam,7553.0
2021-07,England,Manchester,antidepressant,Dosulepin hydrochloride,796.0
2021-07,England,Manchester,antidepressant,Doxepin,15.0
2021-07,England,Manchester,antidepressant,Duloxetine hydrochloride,7987.0
2021-07,England,Manchester,antidepressant,Escitalopram,2734.0
2021-07,England,Manchester,antidepressant,Fluoxetine hydrochloride,12270.0
2021-07,England,Manchester,antidepressant,Flupentixol decanoate,111.0
2021-07,England,Manchester,antidepressant,Flupentixol hydrochloride,233.0
2021-07,England,Manchester,antidepressant,Fluvoxamine maleate,32.0
2021-07,England,Manchester,antidepressant,Imipramine hydrochloride,161.0
2021-07,England,Manchester,antidepressant,Lofepramine hydrochloride,178.0
2021-07,England,Manchester,anxiolytic,Loprazolam mesilate,20.0
2021-07,England,Manchester,anxiolytic,Lorazepam,1060.0
2021-07,England,Manchester,anxiolytic,Lormetazepam,23.0
2021-07,England,Manchester,anxiolytic,Melatonin,2755.0
2021-07,England,Manchester,anxiolytic,Midazolam hydrochloride,116.0
2021-07,England,Manchester,anxiolytic,Midazolam maleate,23.0
2021-07,England,Manchester,antidepressant,Mirtazapine,27376.0
2021-07,England,Manchester,antidepressant,Moclobemide,5.0
2021-07,England,Manchester,anxiolytic,Nitrazepam,943.0
2021-07,England,Manchester,antidepressant,Nortriptyline,2433.0
2021-07,England,Manchester,anxiolytic,Oxazepam,48.0
2021-07,England,Manchester,antidepressant,Paroxetine hydrochloride,2540.0
2021-07,England,Manchester,antidepressant,Phenelzine sulfate,5.0
2021-07,England,Manchester,anxiolytic,Phenobarbital,264.0
2021-07,England,Manchester,anxiolytic,Pregabalin,20244.0
2021-07,England,Manchester,anxiolytic,Promethazine teoclate,53.0
2021-07,England,Manchester,antidepressant,Reboxetine,33.0
2021-07,England,Manchester,anxiolytic,Secobarbital sodium,1.0
2021-07,England,Manchester,antidepressant,Sertraline hydrochloride,40884.0
2021-07,England,Manchester,anxiolytic,Temazepam,1158.0
2021-07,England,Manchester,antidepressant,Tranylcypromine sulfate,3.0
2021-07,England,Manchester,antidepressant,Trazodone hydrochloride,3000.0
2021-07,England,Manchester,antidepressant,Trimipramine maleate,18.0
2021-07,England,Manchester,antidepressant,Tryptophan,5.0
2021-07,England,Manchester,antidepressant,Venlafaxine,11815.0
2021-07,England,Manchester,antidepressant,Vortioxetine,322.0
2021-07,England,Manchester,anxiolytic,Zolpidem tartrate,1148.0
2021-07,England,Manchester,anxiolytic,Zopiclone,8057.0
2021-07,England,Middlesbrough,antidepressant,Amitriptyline hydrochloride,6138.0
2021-07,England,Middlesbrough,antidepressant,Bupropion hydrochloride,8.0
2021-07,England,Middlesbrough,anxiolytic,Buspirone hydrochloride,95.0
2021-07,England,Middlesbrough,anxiolytic,Chloral hydrate,5.0
2021-07,England,Middlesbrough,anxiolytic,Chlordiazepoxide hydrochloride,7.0
2021-07,England,Middlesbrough,antidepressant,Citalopram hydrobromide,4430.0
2021-07,England,Middlesbrough,antidepressant,Citalopram hydrochloride,26.0
2021-07,England,Middlesbrough,anxiolytic,Clobazam,84.0
2021-07,England,Middlesbrough,antidepressant,Clomipramine hydrochloride,49.0
2021-07,England,Middlesbrough,anxiolytic,Clonazepam,261.0
2021-07,England,Middlesbrough,anxiolytic,Diazepam,1615.0
2021-07,England,Middlesbrough,antidepressant,Dosulepin hydrochloride,261.0
2021-07,England,Middlesbrough,antidepressant,Doxepin,6.0
2021-07,England,Middlesbrough,antidepressant,Duloxetine hydrochloride,1855.0
2021-07,England,Middlesbrough,antidepressant,Escitalopram,590.0
2021-07,England,Middlesbrough,antidepressant,Fluoxetine hydrochloride,3464.0
2021-07,England,Middlesbrough,antidepressant,Flupentixol decanoate,3.0
2021-07,England,Middlesbrough,antidepressant,Flupentixol hydrochloride,60.0
2021-07,England,Middlesbrough,antidepressant,Fluvoxamine maleate,13.0
2021-07,England,Middlesbrough,antidepressant,Imipramine hydrochloride,29.0
2021-07,England,Middlesbrough,antidepressant,Isocarboxazid,1.0
2021-07,England,Middlesbrough,antidepressant,Lofepramine hydrochloride,113.0
2021-07,England,Middlesbrough,anxiolytic,Loprazolam mesilate,6.0
2021-07,England,Middlesbrough,anxiolytic,Lorazepam,356.0
2021-07,England,Middlesbrough,anxiolytic,Lormetazepam,7.0
2021-07,England,Middlesbrough,anxiolytic,Melatonin,418.0
2021-07,England,Middlesbrough,anxiolytic,Midazolam hydrochloride,15.0
2021-07,England,Middlesbrough,anxiolytic,Midazolam maleate,3.0
2021-07,England,Middlesbrough,antidepressant,Mirtazapine,6510.0
2021-07,England,Middlesbrough,antidepressant,Moclobemide,1.0
2021-07,England,Middlesbrough,anxiolytic,Nitrazepam,158.0
2021-07,England,Middlesbrough,antidepressant,Nortriptyline,214.0
2021-07,England,Middlesbrough,anxiolytic,Oxazepam,23.0
2021-07,England,Middlesbrough,antidepressant,Paroxetine hydrochloride,657.0
2021-07,England,Middlesbrough,antidepressant,Phenelzine sulfate,2.0
2021-07,England,Middlesbrough,anxiolytic,Phenobarbital,56.0
2021-07,England,Middlesbrough,anxiolytic,Pregabalin,5595.0
2021-07,England,Middlesbrough,anxiolytic,Promethazine teoclate,5.0
2021-07,England,Middlesbrough,antidepressant,Reboxetine,36.0
2021-07,England,Middlesbrough,antidepressant,Sertraline hydrochloride,9961.0
2021-07,England,Middlesbrough,anxiolytic,Temazepam,452.0
2021-07,England,Middlesbrough,antidepressant,Tranylcypromine sulfate,4.0
2021-07,England,Middlesbrough,antidepressant,Trazodone hydrochloride,1074.0
2021-07,England,Middlesbrough,antidepressant,Trimipramine maleate,8.0
2021-07,England,Middlesbrough,antidepressant,Venlafaxine,2342.0
2021-07,England,Middlesbrough,antidepressant,Vortioxetine,76.0
2021-07,England,Middlesbrough,anxiolytic,Zolpidem tartrate,138.0
2021-07,England,Middlesbrough,anxiolytic,Zopiclone,1668.0
2021-07,England,Newcastle upon Tyne,antidepressant,Agomelatine,63.0
2021-07,England,Newcastle upon Tyne,antidepressant,Amitriptyline hydrochloride,11919.0
2021-07,England,Newcastle upon Tyne,antidepressant,Bupropion hydrochloride,32.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Buspirone hydrochloride,126.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Chloral hydrate,10.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Chlordiazepoxide hydrochloride,8.0
2021-07,England,Newcastle upon Tyne,antidepressant,Citalopram hydrobromide,11471.0
2021-07,England,Newcastle upon Tyne,antidepressant,Citalopram hydrochloride,55.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Clobazam,299.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Clomethiazole,21.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Clomethiazole edisilate,6.0
2021-07,England,Newcastle upon Tyne,antidepressant,Clomipramine hydrochloride,225.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Clonazepam,741.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Diazepam,3404.0
2021-07,England,Newcastle upon Tyne,antidepressant,Dosulepin hydrochloride,311.0
2021-07,England,Newcastle upon Tyne,antidepressant,Doxepin,6.0
2021-07,England,Newcastle upon Tyne,antidepressant,Duloxetine hydrochloride,5032.0
2021-07,England,Newcastle upon Tyne,antidepressant,Escitalopram,862.0
2021-07,England,Newcastle upon Tyne,antidepressant,Fluoxetine hydrochloride,8152.0
2021-07,England,Newcastle upon Tyne,antidepressant,Flupentixol decanoate,20.0
2021-07,England,Newcastle upon Tyne,antidepressant,Flupentixol hydrochloride,90.0
2021-07,England,Newcastle upon Tyne,antidepressant,Fluvoxamine maleate,18.0
2021-07,England,Newcastle upon Tyne,antidepressant,Imipramine hydrochloride,86.0
2021-07,England,Newcastle upon Tyne,antidepressant,Lofepramine hydrochloride,317.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Loprazolam mesilate,4.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Lorazepam,506.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Lormetazepam,1.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Melatonin,1787.0
2021-07,England,Newcastle upon Tyne,antidepressant,Mianserin hydrochloride,1.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Midazolam hydrochloride,27.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Midazolam maleate,19.0
2021-07,England,Newcastle upon Tyne,antidepressant,Mirtazapine,13747.0
2021-07,England,Newcastle upon Tyne,antidepressant,Moclobemide,9.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Nitrazepam,152.0
2021-07,England,Newcastle upon Tyne,antidepressant,Nortriptyline,531.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Oxazepam,19.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Paraldehyde,4.0
2021-07,England,Newcastle upon Tyne,antidepressant,Paroxetine hydrochloride,903.0
2021-07,England,Newcastle upon Tyne,antidepressant,Phenelzine sulfate,6.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Phenobarbital,129.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Pregabalin,8344.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Promethazine teoclate,21.0
2021-07,England,Newcastle upon Tyne,antidepressant,Reboxetine,42.0
2021-07,England,Newcastle upon Tyne,antidepressant,Sertraline hydrochloride,18039.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Sodium oxybate,1.0
2021-07,England,Newcastle upon Tyne,anxiolytic,Temazepam,1023.0
