date,country,group,chemical_substance,items_1000,items,actual_cost
2021-01,England,Anxiolytics,Phenobarbital,2.069,2069.0,39568.78789
2021-01,England,Anxiolytics,Phenobarbital sodium,0.004,4.0,381.17332
2021-01,England,Anxiolytics,Clonazepam,0.001,1.0,55.68368
2021-01,England,Anxiolytics,Paraldehyde,0.025,25.0,1203.81696
2021-01,England,Anxiolytics,Midazolam maleate,0.239,239.0,49429.873
2021-01,England,Anxiolytics,Midazolam hydrochloride,0.993,993.0,93910.13193
2021-01,England,Antidepressants,Bupropion hydrochloride,0.426,426.0,16363.55049
2021-01,England,Anxiolytics,Sodium oxybate,0.007,7.0,5112.63954
2021-01,England,Anxiolytics,Melatonin,9.836,9836.0,341723.43926
2021-01,England,Anxiolytics,Chloral hydrate,0.074,74.0,13917.2083
2021-01,England,Anxiolytics,Cloral betaine,0.005,5.0,395.69067
2021-01,England,Anxiolytics,Clomethiazole edisilate,0.001,1.0,27.93492
2021-01,England,Anxiolytics,Clomethiazole,0.072,72.0,1752.16482
2021-01,England,Anxiolytics,Loprazolam mesilate,0.133,133.0,2997.72044
2021-01,England,Anxiolytics,Lormetazepam,0.098,98.0,1719.95962
2021-01,England,Anxiolytics,Nitrazepam,2.731,2731.0,15420.48469
2021-01,England,Anxiolytics,Temazepam,6.524,6524.0,14270.14238
2021-01,England,Anxiolytics,Zolpidem tartrate,5.589,5589.0,7397.26106
2021-01,England,Anxiolytics,Zopiclone,52.153,52153.0,45561.80908
2021-01,England,Anxiolytics,Buspirone hydrochloride,0.532,532.0,6917.57847
2021-01,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.371,371.0,2549.8365
2021-01,England,Anxiolytics,Diazepam,52.753,52753.0,96055.37043
2021-01,England,Anxiolytics,Lorazepam,10.519,10519.0,59885.57624
2021-01,England,Anxiolytics,Oxazepam,0.396,396.0,3811.82824
2021-01,England,Anxiolytics,Secobarbital sodium,0.003,3.0,216.08517
2021-01,England,Antidepressants,Flupentixol hydrochloride,0.303,303.0,2013.00879
2021-01,England,Antidepressants,Flupentixol decanoate,0.448,448.0,6078.69417
2021-01,England,Antidepressants,Amitriptyline hydrochloride,141.832,141832.0,305355.38834
2021-01,England,Antidepressants,Clomipramine hydrochloride,1.795,1795.0,15927.93313
2021-01,England,Antidepressants,Dosulepin hydrochloride,4.018,4018.0,52051.45759
2021-01,England,Antidepressants,Doxepin,0.221,221.0,37339.25561
2021-01,England,Antidepressants,Imipramine hydrochloride,1.218,1218.0,17801.76495
2021-01,England,Antidepressants,Lofepramine hydrochloride,1.355,1355.0,26870.6721
2021-01,England,Antidepressants,Mianserin hydrochloride,0.005,5.0,387.94273
2021-01,England,Antidepressants,Nortriptyline,5.235,5235.0,22667.1454
2021-01,England,Antidepressants,Trazodone hydrochloride,9.022,9022.0,38131.16477
2021-01,England,Antidepressants,Trimipramine maleate,0.155,155.0,57629.66724
2021-01,England,Antidepressants,Isocarboxazid,0.041,41.0,9279.68535
2021-01,England,Antidepressants,Moclobemide,0.103,103.0,2873.39769
2021-01,England,Antidepressants,Phenelzine sulfate,0.046,46.0,15059.27027
2021-01,England,Antidepressants,Tranylcypromine sulfate,0.073,73.0,73524.73532
2021-01,England,Antidepressants,Citalopram hydrobromide,131.146,131146.0,186648.09678
2021-01,England,Antidepressants,Fluoxetine hydrochloride,57.23,57230.0,180082.91962
2021-01,England,Antidepressants,Fluvoxamine maleate,0.18,180.0,3693.95932
2021-01,England,Antidepressants,Paroxetine hydrochloride,10.622,10622.0,37928.80571
2021-01,England,Antidepressants,Sertraline hydrochloride,162.372,162372.0,1235017.20071
2021-01,England,Antidepressants,Escitalopram,12.503,12503.0,28393.83414
2021-01,England,Antidepressants,Citalopram hydrochloride,0.537,537.0,8056.34736
2021-01,England,Antidepressants,Vortioxetine,1.019,1019.0,22394.94353
2021-01,England,Antidepressants,Flupentixol hydrochloride,1.086,1086.0,3209.56258
2021-01,England,Antidepressants,Tryptophan,0.005,5.0,261.07214
2021-01,England,Antidepressants,Nefazodone hydrochloride,0.001,1.0,162.43767
2021-01,England,Antidepressants,Reboxetine,0.234,234.0,3851.69063
2021-01,England,Antidepressants,Venlafaxine,49.441,49441.0,324897.37245
2021-01,England,Antidepressants,Mirtazapine,98.728,98728.0,256363.14525
2021-01,England,Antidepressants,Duloxetine hydrochloride,25.672,25672.0,99697.16099
2021-01,England,Antidepressants,Agomelatine,0.181,181.0,7231.73471
2021-01,England,Anxiolytics,Promethazine teoclate,0.225,225.0,637.2735
2021-01,England,Anxiolytics,Clobazam,2.383,2383.0,72223.07833
2021-01,England,Anxiolytics,Pregabalin,66.683,66683.0,312779.07526
2021-01,England,Anxiolytics,Clonazepam,7.655,7655.0,104281.14132
2021-01,England,Anxiolytics,Phenobarbital,1.367,1367.0,20196.82703
2021-01,England,Anxiolytics,Phenobarbital sodium,0.001,1.0,95.29333
2021-01,England,Anxiolytics,Paraldehyde,0.008,8.0,340.45606
2021-01,England,Anxiolytics,Midazolam maleate,0.23,230.0,44026.32161
2021-01,England,Anxiolytics,Midazolam hydrochloride,0.473,473.0,42074.29808
2021-01,England,Antidepressants,Bupropion hydrochloride,0.156,156.0,6219.32803
2021-01,England,Anxiolytics,Melatonin,0.023,23.0,938.65788
2021-01,England,Anxiolytics,Nitrazepam,0.003,3.0,6.96653
2021-01,England,Anxiolytics,Temazepam,0.002,2.0,1.01594
2021-01,England,Anxiolytics,Zolpidem tartrate,0.01,10.0,8.39555
2021-01,England,Anxiolytics,Zopiclone,0.047,47.0,31.92371
2021-01,England,Anxiolytics,Buspirone hydrochloride,0.004,4.0,51.97595
2021-01,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.003,3.0,15.99243
2021-01,England,Anxiolytics,Diazepam,0.085,85.0,70.92321
2021-01,England,Anxiolytics,Lorazepam,0.012,12.0,28.79447
2021-01,England,Antidepressants,Amitriptyline hydrochloride,0.044,44.0,63.96194
2021-01,England,Antidepressants,Clomipramine hydrochloride,0.002,2.0,14.76171
2021-01,England,Antidepressants,Nortriptyline,0.001,1.0,1.37751
2021-01,England,Antidepressants,Trazodone hydrochloride,0.003,3.0,11.87397
2021-01,England,Antidepressants,Citalopram hydrobromide,0.026,26.0,27.79653
2021-01,England,Antidepressants,Fluoxetine hydrochloride,0.069,69.0,2404.15545
2021-01,England,Antidepressants,Paroxetine hydrochloride,0.003,3.0,9.29103
2021-01,England,Antidepressants,Sertraline hydrochloride,0.064,64.0,418.58231
2021-01,England,Antidepressants,Escitalopram,0.003,3.0,4.68477
2021-01,England,Antidepressants,Vortioxetine,0.003,3.0,60.95244
2021-01,England,Antidepressants,Tryptophan,0.001,1.0,26.17341
2021-01,England,Antidepressants,Venlafaxine,0.016,16.0,106.81065
2021-01,England,Antidepressants,Mirtazapine,0.05,50.0,118.15645
2021-01,England,Antidepressants,Duloxetine hydrochloride,0.022,22.0,71.01892
2021-01,England,Anxiolytics,Promethazine teoclate,0.001,1.0,2.92565
2021-01,England,Anxiolytics,Clobazam,0.001,1.0,176.855
2021-01,England,Anxiolytics,Pregabalin,0.017,17.0,67.50361
2021-01,England,Anxiolytics,Clonazepam,0.005,5.0,75.68525
2021-01,England,Anxiolytics,Midazolam hydrochloride,0.001,1.0,79.59157
2021-02,England,Anxiolytics,Sodium oxybate,0.026,26.0,23156.55357
2021-02,England,Anxiolytics,Melatonin,12.823,12823.0,449258.18531
2021-02,England,Anxiolytics,Chloral hydrate,0.094,94.0,7090.8848
2021-02,England,Anxiolytics,Cloral betaine,0.005,5.0,362.00546
2021-02,England,Anxiolytics,Clomethiazole edisilate,0.002,2.0,55.90948
2021-02,England,Anxiolytics,Clomethiazole,0.057,57.0,1412.3923
2021-02,England,Anxiolytics,Loprazolam mesilate,0.173,173.0,4241.59855
2021-02,England,Anxiolytics,Lormetazepam,0.143,143.0,2819.02101
2021-02,England,Anxiolytics,Nitrazepam,3.556,3556.0,16874.01799
2021-02,England,Anxiolytics,Temazepam,7.703,7703.0,20427.40691
2021-02,England,Anxiolytics,Zolpidem tartrate,6.727,6727.0,8853.25727
2021-02,England,Anxiolytics,Zopiclone,54.242,54242.0,49327.83733
2021-02,England,Anxiolytics,Buspirone hydrochloride,1.607,1607.0,20459.49704
2021-02,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.292,292.0,2357.93971
2021-02,England,Anxiolytics,Diazepam,42.36,42360.0,76342.50711
2021-02,England,Anxiolytics,Lorazepam,11.972,11972.0,65507.20021
2021-02,England,Anxiolytics,Oxazepam,0.442,442.0,4318.16664
2021-02,England,Anxiolytics,Amobarbital sodium,0.002,2.0,242.97852
2021-02,England,Anxiolytics,Butobarbital,0.002,2.0,329.49976
2021-02,England,Anxiolytics,Secobarbital sodium,0.014,14.0,1505.34713
2021-02,England,Antidepressants,Flupentixol hydrochloride,0.236,236.0,1535.08691
2021-02,England,Antidepressants,Flupentixol decanoate,0.318,318.0,3882.32794
2021-02,England,Antidepressants,Amitriptyline hydrochloride,149.64,149640.0,294924.20998
2021-02,England,Antidepressants,Clomipramine hydrochloride,2.743,2743.0,19659.22589
2021-02,England,Antidepressants,Dosulepin hydrochloride,4.741,4741.0,54713.50578
2021-02,England,Antidepressants,Doxepin,0.186,186.0,31222.14046
2021-02,England,Antidepressants,Imipramine hydrochloride,1.155,1155.0,18078.48104
2021-02,England,Antidepressants,Lofepramine hydrochloride,1.27,1270.0,23103.01098
2021-02,England,Antidepressants,Mianserin hydrochloride,0.001,1.0,64.16801
2021-02,England,Antidepressants,Nortriptyline,7.18,7180.0,31390.77823
2021-02,England,Antidepressants,Trazodone hydrochloride,7.019,7019.0,31889.91974
2021-02,England,Antidepressants,Trimipramine maleate,0.212,212.0,76648.5942
2021-02,England,Antidepressants,Isocarboxazid,0.022,22.0,8519.15117
2021-02,England,Antidepressants,Moclobemide,0.076,76.0,2614.74456
2021-02,England,Antidepressants,Phenelzine sulfate,0.054,54.0,29613.87836
2021-02,England,Antidepressants,Tranylcypromine sulfate,0.034,34.0,23571.26144
2021-02,England,Antidepressants,Citalopram hydrobromide,159.919,159919.0,203161.74704
2021-02,England,Antidepressants,Fluoxetine hydrochloride,65.1,65100.0,239070.05043
2021-02,England,Antidepressants,Fluvoxamine maleate,0.24,240.0,4363.155
2021-02,England,Antidepressants,Paroxetine hydrochloride,12.828,12828.0,42793.25281
2021-02,England,Antidepressants,Sertraline hydrochloride,176.342,176342.0,1240051.29622
2021-02,England,Antidepressants,Escitalopram,12.899,12899.0,27326.64871
2021-02,England,Antidepressants,Citalopram hydrochloride,0.696,696.0,10345.51997
2021-02,England,Antidepressants,Vortioxetine,2.198,2198.0,50060.25519
2021-02,England,Antidepressants,Flupentixol hydrochloride,1.71,1710.0,4571.72591
2021-02,England,Antidepressants,Tryptophan,0.005,5.0,1143.84127
2021-02,England,Antidepressants,Reboxetine,0.174,174.0,2914.31699
2021-02,England,Antidepressants,Venlafaxine,56.82,56820.0,326803.63558
2021-02,England,Antidepressants,Mirtazapine,87.072,87072.0,217202.5953
2021-02,England,Antidepressants,Duloxetine hydrochloride,24.182,24182.0,88160.12863
2021-02,England,Antidepressants,Agomelatine,0.163,163.0,6150.97222
2021-02,England,Anxiolytics,Promethazine teoclate,0.449,449.0,1476.06911
2021-02,England,Anxiolytics,Clobazam,2.87,2870.0,84430.87856
2021-02,England,Anxiolytics,Pregabalin,72.125,72125.0,306965.3961
2021-02,England,Anxiolytics,Clonazepam,12.254,12254.0,166797.61534
2021-02,England,Anxiolytics,Phenobarbital,1.869,1869.0,46313.53171
2021-02,England,Anxiolytics,Phenobarbital sodium,0.007,7.0,1999.00717
2021-02,England,Anxiolytics,Clonazepam,0.001,1.0,89.254
2021-02,England,Anxiolytics,Paraldehyde,0.028,28.0,1338.05866
2021-02,England,Anxiolytics,Midazolam maleate,0.174,174.0,27716.22116
2021-02,England,Anxiolytics,Midazolam hydrochloride,0.562,562.0,54791.58508
2021-02,England,Antidepressants,Bupropion hydrochloride,0.194,194.0,6945.27421
2021-02,England,Anxiolytics,Sodium oxybate,0.008,8.0,4694.41203
2021-02,England,Anxiolytics,Melatonin,14.538,14538.0,403603.53094
2021-02,England,Anxiolytics,Chloral hydrate,0.13,130.0,21002.27918
2021-02,England,Anxiolytics,Cloral betaine,0.005,5.0,1643.93279
2021-02,England,Anxiolytics,Clomethiazole,0.071,71.0,1635.86331
2021-02,England,Anxiolytics,Loprazolam mesilate,0.035,35.0,882.80786
2021-02,England,Anxiolytics,Lormetazepam,0.092,92.0,1653.99263
2021-02,England,Anxiolytics,Nitrazepam,2.3,2300.0,25760.7022
2021-02,England,Anxiolytics,Temazepam,5.671,5671.0,13425.8332
2021-02,England,Anxiolytics,Zolpidem tartrate,6.677,6677.0,8675.52126
2021-02,England,Anxiolytics,Zopiclone,47.297,47297.0,39540.09788
2021-02,England,Anxiolytics,Alprazolam,0.001,1.0,1.0997
2021-02,England,Anxiolytics,Buspirone hydrochloride,0.825,825.0,10917.43957
2021-02,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.198,198.0,1204.24555
2021-02,England,Anxiolytics,Diazepam,35.4,35400.0,58137.73895
2021-02,England,Anxiolytics,Lorazepam,8.072,8072.0,45775.38071
2021-02,England,Anxiolytics,Oxazepam,0.265,265.0,2337.80192
2021-02,England,Anxiolytics,Amobarbital sodium,0.005,5.0,617.03518
2021-02,England,Anxiolytics,Butobarbital,0.001,1.0,131.76052
2021-02,England,Anxiolytics,Secobarbital sodium,0.019,19.0,2797.90235
2021-02,England,Antidepressants,Flupentixol hydrochloride,0.445,445.0,2388.67361
2021-02,England,Antidepressants,Flupentixol decanoate,0.554,554.0,13305.57187
2021-02,England,Antidepressants,Amitriptyline hydrochloride,98.556,98556.0,179310.05255
2021-02,England,Antidepressants,Clomipramine hydrochloride,1.646,1646.0,14797.00385
2021-02,England,Antidepressants,Dosulepin hydrochloride,3.114,3114.0,39721.6546
2021-02,England,Antidepressants,Doxepin,0.186,186.0,36163.53346
2021-02,England,Antidepressants,Imipramine hydrochloride,0.839,839.0,13942.68945
2021-02,England,Antidepressants,Lofepramine hydrochloride,1.113,1113.0,19681.92474
2021-02,England,Antidepressants,Mianserin hydrochloride,0.002,2.0,64.1804
2021-02,England,Antidepressants,Nortriptyline,6.039,6039.0,22632.72782
2021-02,England,Antidepressants,Trazodone hydrochloride,4.775,4775.0,21369.00929
2021-02,England,Antidepressants,Trimipramine maleate,0.311,311.0,117740.92473
2021-02,England,Antidepressants,Isocarboxazid,0.015,15.0,5017.38525
2021-02,England,Antidepressants,Moclobemide,0.09,90.0,2724.49658
2021-02,England,Antidepressants,Phenelzine sulfate,0.043,43.0,22547.20394
2021-02,England,Antidepressants,Tranylcypromine sulfate,0.055,55.0,53956.75005
2021-02,England,Antidepressants,Citalopram hydrobromide,102.447,102447.0,141024.02496
2021-02,England,Antidepressants,Fluoxetine hydrochloride,44.534,44534.0,173839.66792
2021-02,England,Antidepressants,Fluvoxamine maleate,0.273,273.0,6098.79141
2021-02,England,Antidepressants,Paroxetine hydrochloride,10.97,10970.0,36657.34462
2021-02,England,Antidepressants,Sertraline hydrochloride,142.008,142008.0,1041966.68353
2021-02,England,Antidepressants,Escitalopram,12.495,12495.0,32613.24402
2021-02,England,Antidepressants,Citalopram hydrochloride,0.332,332.0,5357.81263
2021-02,England,Antidepressants,Vortioxetine,1.627,1627.0,38751.5522
2021-02,England,Antidepressants,Flupentixol hydrochloride,0.719,719.0,1985.19239
2021-02,England,Antidepressants,Oxitriptan,0.002,2.0,64.04756
2021-02,England,Antidepressants,Tryptophan,0.013,13.0,1797.01722
2021-02,England,Antidepressants,Nefazodone hydrochloride,0.002,2.0,1728.5751
2021-02,England,Antidepressants,Reboxetine,0.17,170.0,2621.97729
2021-02,England,Antidepressants,Venlafaxine,36.108,36108.0,227300.52216
2021-02,England,Antidepressants,Mirtazapine,90.261,90261.0,210590.46713
2021-02,England,Antidepressants,Duloxetine hydrochloride,19.087,19087.0,62644.9993
2021-02,England,Antidepressants,Agomelatine,0.351,351.0,14328.38274
2021-02,England,Anxiolytics,Promethazine teoclate,0.232,232.0,691.14028
2021-02,England,Anxiolytics,Clobazam,3.723,3723.0,104462.2795
2021-02,England,Anxiolytics,Pregabalin,58.598,58598.0,282081.43834
2021-02,England,Anxiolytics,Clonazepam,11.201,11201.0,150919.80348
2021-02,England,Anxiolytics,Phenobarbital,1.312,1312.0,52249.28905
2021-02,England,Anxiolytics,Phenobarbital sodium,0.004,4.0,2376.02582
2021-02,England,Anxiolytics,Paraldehyde,0.029,29.0,1058.26581
2021-02,England,Anxiolytics,Midazolam maleate,0.155,155.0,26199.96909
2021-02,England,Anxiolytics,Midazolam hydrochloride,0.927,927.0,91064.37991
2021-02,England,Antidepressants,Bupropion hydrochloride,0.579,579.0,24792.90207
2021-02,England,Anxiolytics,Sodium oxybate,0.035,35.0,30625.112
2021-02,England,Anxiolytics,Melatonin,22.158,22158.0,911739.57173
2021-02,England,Anxiolytics,Chloral hydrate,0.195,195.0,29450.74527
2021-02,England,Anxiolytics,Cloral betaine,0.002,2.0,309.93082
2021-02,England,Anxiolytics,Clomethiazole edisilate,0.028,28.0,782.73267
2021-02,England,Anxiolytics,Clomethiazole,0.097,97.0,3189.65981
2021-02,England,Anxiolytics,Loprazolam mesilate,0.179,179.0,4456.22828
2021-02,England,Anxiolytics,Lormetazepam,0.138,138.0,2997.4919
2021-02,England,Anxiolytics,Nitrazepam,4.536,4536.0,42531.38938
2021-02,England,Anxiolytics,Temazepam,9.991,9991.0,25987.87391
2021-02,England,Anxiolytics,Zolpidem tartrate,8.524,8524.0,10989.7484
2021-02,England,Anxiolytics,Zopiclone,79.692,79692.0,70587.62401
2021-02,England,Anxiolytics,Alprazolam,0.001,1.0,19.02005
2021-02,England,Anxiolytics,Buspirone hydrochloride,2.574,2574.0,36528.63659
2021-02,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.616,616.0,4675.20944
2021-02,England,Anxiolytics,Diazepam,71.408,71408.0,178624.53283
2021-02,England,Anxiolytics,Lorazepam,18.841,18841.0,124716.91865
2021-02,England,Anxiolytics,Oxazepam,0.706,706.0,7074.576
2021-02,England,Anxiolytics,Amobarbital sodium,0.014,14.0,1107.49654
2021-02,England,Anxiolytics,Butobarbital,0.001,1.0,4.05227
2021-02,England,Anxiolytics,Secobarbital sodium,0.001,1.0,385.13919
2021-02,England,Antidepressants,Flupentixol hydrochloride,0.378,378.0,2252.61591
2021-02,England,Antidepressants,Flupentixol decanoate,0.486,486.0,9875.02511
2021-02,England,Antidepressants,Amitriptyline hydrochloride,225.482,225482.0,459242.28043
2021-02,England,Antidepressants,Clomipramine hydrochloride,3.057,3057.0,27851.47647
2021-02,England,Antidepressants,Dosulepin hydrochloride,7.06,7060.0,94641.67423
2021-02,England,Antidepressants,Doxepin,0.279,279.0,51438.16835
2021-02,England,Antidepressants,Imipramine hydrochloride,2.036,2036.0,35612.04776
2021-02,England,Antidepressants,Lofepramine hydrochloride,2.596,2596.0,52501.89386
2021-02,England,Antidepressants,Mianserin hydrochloride,0.003,3.0,148.80221
2021-02,England,Antidepressants,Nortriptyline,9.617,9617.0,45335.41218
2021-02,England,Antidepressants,Trazodone hydrochloride,10.89,10890.0,54440.2271
2021-02,England,Antidepressants,Trimipramine maleate,0.234,234.0,89721.6302
2021-02,England,Antidepressants,Isocarboxazid,0.033,33.0,7934.67902
2021-02,England,Antidepressants,Moclobemide,0.096,96.0,3505.00853
2021-02,England,Antidepressants,Phenelzine sulfate,0.033,33.0,16485.92196
2021-02,England,Antidepressants,Tranylcypromine sulfate,0.049,49.0,39749.49003
2021-02,England,Antidepressants,Citalopram hydrobromide,215.579,215579.0,292956.44791
2021-02,England,Antidepressants,Fluoxetine hydrochloride,107.015,107015.0,347002.42383
2021-02,England,Antidepressants,Fluvoxamine maleate,0.366,366.0,6800.56026
2021-02,England,Antidepressants,Paroxetine hydrochloride,18.752,18752.0,65158.95323
2021-02,England,Antidepressants,Sertraline hydrochloride,290.087,290087.0,2145128.10043
2021-02,England,Antidepressants,Escitalopram,20.539,20539.0,42843.2756
2021-02,England,Antidepressants,Citalopram hydrochloride,1.097,1097.0,15792.79013
