date,country,group,items_1000,items,population,items_per_1k,days_in_month,items_per_1k_per_day,percent_per_day,tavg_mean,tavg_median,tavg_std,tmin_mean,tmin_median,tmin_std,tmax_mean,tmax_median,tmax_std,prcp_mean,prcp_median,prcp_std,tsun_mean,tsun_median,tsun_std
2023-04-01,Spain,Antidepressants,4297.49,4297490.0,48205962,89.15,30,2.97,0.29700000000000004,16.8,16.8,2.5,10.3,10.8,2.1,23.2,24.0,3.6,22.0,5.5,36.1,16965.0,18150.0,3073.6
2023-05-01,Spain,Anxiolytics,5064.9,5064900.0,48244148,104.98,31,3.39,0.339,18.7,18.8,2.1,13.3,13.9,2.2,24.1,24.6,2.6,56.0,56.5,34.9,15885.0,15870.0,2783.0
2023-05-01,Spain,Antidepressants,4744.09,4744090.0,48244148,98.34,31,3.17,0.317,18.7,18.8,2.1,13.3,13.9,2.2,24.1,24.6,2.6,56.0,56.5,34.9,15885.0,15870.0,2783.0
2023-06-01,Spain,Anxiolytics,4845.16,4845160.0,48282334,100.35,30,3.35,0.335,23.3,23.8,2.3,18.0,18.8,2.4,28.7,29.5,2.9,48.4,33.0,41.5,16117.5,17070.0,2935.9
2023-06-01,Spain,Antidepressants,4578.76,4578760.0,48282334,94.83,30,3.16,0.316,23.3,23.8,2.3,18.0,18.8,2.4,28.7,29.5,2.9,48.4,33.0,41.5,16117.5,17070.0,2935.9
2023-07-01,Spain,Anxiolytics,4748.94,4748940.0,48320520,98.28,31,3.17,0.317,25.9,27.2,4.0,20.2,20.5,4.0,31.6,33.0,4.9,15.4,10.0,16.9,18855.0,20130.0,5102.6
2023-07-01,Spain,Antidepressants,4553.85,4553850.0,48320520,94.24,31,3.04,0.304,25.9,27.2,4.0,20.2,20.5,4.0,31.6,33.0,4.9,15.4,10.0,16.9,18855.0,20130.0,5102.6
2023-08-01,Spain,Anxiolytics,4746.33,4746330.0,48375968,98.11,31,3.16,0.316,26.3,27.5,3.4,20.2,20.8,3.3,32.4,33.5,4.4,25.2,8.5,34.3,19012.5,20370.0,3766.1
2023-08-01,Spain,Antidepressants,4586.94,4586940.0,48375968,94.82,31,3.06,0.306,26.3,27.5,3.4,20.2,20.8,3.3,32.4,33.5,4.4,25.2,8.5,34.3,19012.5,20370.0,3766.1
2023-09-01,Spain,Anxiolytics,4704.04,4704040.0,48431417,97.13,30,3.24,0.324,22.6,23.4,2.1,17.5,17.6,2.4,27.8,28.4,2.2,88.9,72.0,64.8,14115.0,14970.0,2155.2
2023-09-01,Spain,Antidepressants,4516.32,4516320.0,48431417,93.25,30,3.11,0.311,22.6,23.4,2.1,17.5,17.6,2.4,27.8,28.4,2.2,88.9,72.0,64.8,14115.0,14970.0,2155.2
2023-10-01,Spain,Anxiolytics,4878.43,4878430.0,48486865,100.61,31,3.25,0.325,19.9,20.5,2.0,14.8,15.4,2.1,25.0,25.6,2.3,103.8,76.5,110.6,11640.0,12570.0,2181.3
2023-10-01,Spain,Antidepressants,4718.6,4718600.0,48486865,97.32,31,3.14,0.314,19.9,20.5,2.0,14.8,15.4,2.1,25.0,25.6,2.3,103.8,76.5,110.6,11640.0,12570.0,2181.3
2023-11-01,Spain,Anxiolytics,4750.0,4750000.0,48531142,97.88,30,3.26,0.32599999999999996,14.6,14.6,2.3,9.8,10.0,1.7,19.2,18.8,3.1,82.6,34.0,119.7,9727.5,10440.0,3930.9
2023-11-01,Spain,Antidepressants,4647.14,4647140.0,48531142,95.76,30,3.19,0.319,14.6,14.6,2.3,9.8,10.0,1.7,19.2,18.8,3.1,82.6,34.0,119.7,9727.5,10440.0,3930.9
2023-12-01,Spain,Anxiolytics,4577.73,4577730.0,48575418,94.24,31,3.04,0.304,10.4,11.0,2.3,5.4,5.6,2.2,15.3,15.7,2.8,55.4,10.0,88.7,9187.5,10410.0,2980.5
2023-12-01,Spain,Antidepressants,4586.23,4586230.0,48575418,94.41,31,3.05,0.305,10.4,11.0,2.3,5.4,5.6,2.2,15.3,15.7,2.8,55.4,10.0,88.7,9187.5,10410.0,2980.5
2024-01-01,Spain,Anxiolytics,4925.65,4925650.0,48619695,101.31,31,3.27,0.327,10.9,11.4,2.4,6.4,7.2,2.2,15.5,15.6,2.7,60.8,35.0,67.4,8122.5,8400.0,1874.4
2024-01-01,Spain,Antidepressants,4862.88,4862880.0,48619695,100.02,31,3.23,0.323,10.9,11.4,2.4,6.4,7.2,2.2,15.5,15.6,2.7,60.8,35.0,67.4,8122.5,8400.0,1874.4
2024-02-01,Spain,Anxiolytics,4579.21,4579210.0,48646840,94.13,29,3.25,0.325,12.3,12.4,2.0,7.3,7.6,2.0,17.3,16.8,2.2,76.4,28.5,90.0,9607.5,10020.0,2410.8
2024-02-01,Spain,Antidepressants,4556.46,4556460.0,48646840,93.66,29,3.23,0.323,12.3,12.4,2.0,7.3,7.6,2.0,17.3,16.8,2.2,76.4,28.5,90.0,9607.5,10020.0,2410.8
2024-03-01,Spain,Anxiolytics,4522.74,4522740.0,48673985,92.92,31,3.0,0.3,13.1,13.4,2.2,8.1,8.6,2.3,18.1,18.6,2.4,102.1,66.0,78.8,10215.0,10080.0,2166.4
2024-03-01,Spain,Antidepressants,4567.78,4567780.0,48673985,93.84,31,3.03,0.303,13.1,13.4,2.2,8.1,8.6,2.3,18.1,18.6,2.4,102.1,66.0,78.8,10215.0,10080.0,2166.4
2024-04-01,Spain,Anxiolytics,4916.83,4916830.0,48701130,100.96,30,3.37,0.337,15.5,15.2,1.9,9.6,9.9,2.2,21.4,21.6,2.4,41.5,10.0,46.5,15405.0,16500.0,2462.4
2024-04-01,Spain,Antidepressants,5002.05,5002050.0,48701130,102.71,30,3.42,0.34199999999999997,15.5,15.2,1.9,9.6,9.9,2.2,21.4,21.6,2.4,41.5,10.0,46.5,15405.0,16500.0,2462.4
2024-05-01,Spain,Anxiolytics,4757.84,4757840.0,48741399,97.61,31,3.15,0.315,18.2,18.5,2.8,12.3,12.6,2.7,24.0,25.4,3.8,40.4,8.0,66.0,17317.5,18690.0,4519.1
2024-05-01,Spain,Antidepressants,4910.32,4910320.0,48741399,100.74,31,3.25,0.325,18.2,18.5,2.8,12.3,12.6,2.7,24.0,25.4,3.8,40.4,8.0,66.0,17317.5,18690.0,4519.1
2024-06-01,Spain,Anxiolytics,4413.59,4413590.0,48781667,90.48,30,3.02,0.302,21.9,22.8,2.9,16.6,17.2,2.7,27.2,28.8,3.7,40.6,36.0,25.3,15982.5,17340.0,4111.6
2024-06-01,Spain,Antidepressants,4600.18,4600180.0,48781667,94.3,30,3.14,0.314,21.9,22.8,2.9,16.6,17.2,2.7,27.2,28.8,3.7,40.6,36.0,25.3,15982.5,17340.0,4111.6
2024-07-01,Spain,Anxiolytics,4776.44,4776440.0,48821936,97.83,31,3.16,0.316,25.4,27.2,3.4,19.4,20.0,3.0,31.4,32.0,4.6,13.6,12.0,15.3,20167.5,21360.0,3857.6
2024-07-01,Spain,Antidepressants,5019.71,5019710.0,48821936,102.82,31,3.32,0.33199999999999996,25.4,27.2,3.4,19.4,20.0,3.0,31.4,32.0,4.6,13.6,12.0,15.3,20167.5,21360.0,3857.6
2024-08-01,Spain,Anxiolytics,4467.09,4467090.0,48881251,91.39,31,2.95,0.29500000000000004,26.3,27.6,3.3,20.5,21.0,3.3,32.0,32.8,4.0,19.1,9.0,30.3,18645.0,19440.0,2640.0
2024-08-01,Spain,Antidepressants,4704.82,4704820.0,48881251,96.25,31,3.1,0.31,26.3,27.6,3.3,20.5,21.0,3.3,32.0,32.8,4.0,19.1,9.0,30.3,18645.0,19440.0,2640.0
2024-09-01,Spain,Anxiolytics,4430.41,4430410.0,48940565,90.53,30,3.02,0.302,21.2,21.0,3.2,16.0,16.4,3.4,26.3,26.4,3.4,68.8,43.5,67.2,14062.5,14730.0,2474.3
2024-09-01,Spain,Antidepressants,4714.43,4714430.0,48940565,96.33,30,3.21,0.321,21.2,21.0,3.2,16.0,16.4,3.4,26.3,26.4,3.4,68.8,43.5,67.2,14062.5,14730.0,2474.3
2024-10-01,Spain,Anxiolytics,4745.81,4745810.0,48999880,96.85,31,3.12,0.312,18.6,18.8,2.2,14.3,14.2,2.1,22.9,22.9,2.4,163.1,133.0,98.0,9420.0,9060.0,1844.0
2024-10-01,Spain,Antidepressants,5054.79,5054790.0,48999880,103.16,31,3.33,0.333,18.6,18.8,2.2,14.3,14.2,2.1,22.9,22.9,2.4,163.1,133.0,98.0,9420.0,9060.0,1844.0
2024-11-01,Spain,Anxiolytics,4506.52,4506520.0,49042686,91.89,30,3.06,0.306,15.1,15.4,2.3,10.8,11.1,2.5,19.4,19.5,2.2,67.2,54.0,60.7,8445.0,8550.0,1435.3
2024-11-01,Spain,Antidepressants,4791.97,4791970.0,49042686,97.71,30,3.26,0.32599999999999996,15.1,15.4,2.3,10.8,11.1,2.5,19.4,19.5,2.2,67.2,54.0,60.7,8445.0,8550.0,1435.3
2024-12-01,Spain,Anxiolytics,4545.33,4545330.0,49085491,92.6,31,2.99,0.29900000000000004,10.5,11.1,2.4,5.7,6.2,2.5,15.3,15.1,2.8,51.1,26.0,61.5,9420.0,9690.0,3019.0
2024-12-01,Spain,Antidepressants,4887.18,4887180.0,49085491,99.56,31,3.21,0.321,10.5,11.1,2.4,5.7,6.2,2.5,15.3,15.1,2.8,51.1,26.0,61.5,9420.0,9690.0,3019.0
2025-01-01,Spain,Anxiolytics,4706.61,4706610.0,49128297,95.8,31,3.09,0.309,10.6,11.2,2.3,5.8,6.6,2.0,15.3,15.8,2.7,98.4,31.5,155.3,8685.0,8520.0,2270.4
2025-01-01,Spain,Antidepressants,5060.35,5060350.0,49128297,103.0,31,3.32,0.33199999999999996,10.6,11.2,2.3,5.8,6.6,2.0,15.3,15.8,2.7,98.4,31.5,155.3,8685.0,8520.0,2270.4
2025-02-01,Spain,Anxiolytics,4226.08,4226080.0,49128297,86.02,28,3.07,0.307,11.3,11.8,1.9,6.2,6.6,2.2,16.4,16.2,2.2,44.8,35.0,36.0,9210.0,9810.0,2171.9
2025-02-01,Spain,Antidepressants,4563.34,4563340.0,49128297,92.89,28,3.32,0.33199999999999996,11.3,11.8,1.9,6.2,6.6,2.2,16.4,16.2,2.2,44.8,35.0,36.0,9210.0,9810.0,2171.9
2025-03-01,Spain,Anxiolytics,4589.21,4589210.0,49128297,93.41,31,3.01,0.301,12.2,12.4,2.2,8.0,8.8,2.4,16.4,15.9,2.1,143.6,122.5,71.9,8617.5,8820.0,1529.3
2025-03-01,Spain,Antidepressants,5018.19,5018190.0,49128297,102.14,31,3.29,0.329,12.2,12.4,2.2,8.0,8.8,2.4,16.4,15.9,2.1,143.6,122.5,71.9,8617.5,8820.0,1529.3
2025-04-01,Spain,Anxiolytics,4490.54,4490540.0,49128297,91.4,30,3.05,0.305,15.9,15.6,1.8,10.6,11.0,2.1,21.1,20.8,2.0,61.8,49.5,52.0,13162.5,13170.0,2160.0
2025-04-01,Spain,Antidepressants,4960.36,4960360.0,49128297,100.97,30,3.37,0.337,15.9,15.6,1.8,10.6,11.0,2.1,21.1,20.8,2.0,61.8,49.5,52.0,13162.5,13170.0,2160.0
2025-05-01,Spain,Anxiolytics,4568.76,4568760.0,49128297,93.0,31,3.0,0.3,18.7,19.0,2.5,13.0,13.6,2.5,24.6,24.8,3.1,39.6,46.0,24.9,17715.0,18210.0,2318.0
2025-05-01,Spain,Antidepressants,5068.57,5068570.0,49128297,103.17,31,3.33,0.333,18.7,19.0,2.5,13.0,13.6,2.5,24.6,24.8,3.1,39.6,46.0,24.9,17715.0,18210.0,2318.0
2025-06-01,Spain,Anxiolytics,4325.21,4325210.0,49128297,88.04,30,2.93,0.29300000000000004,25.2,26.2,3.1,19.1,20.4,2.9,31.3,31.7,4.2,14.6,5.5,19.9,18037.5,18600.0,2397.6
2025-06-01,Spain,Antidepressants,4840.89,4840890.0,49128297,98.54,30,3.28,0.32799999999999996,25.2,26.2,3.1,19.1,20.4,2.9,31.3,31.7,4.2,14.6,5.5,19.9,18037.5,18600.0,2397.6
2025-07-01,Spain,Anxiolytics,4564.88,4564880.0,49128297,92.92,31,3.0,0.3,25.6,26.3,3.5,19.8,20.7,3.3,31.2,32.4,4.4,19.4,16.0,18.5,20062.5,21360.0,3316.4
2025-07-01,Spain,Antidepressants,5197.63,5197630.0,49128297,105.8,31,3.41,0.341,25.6,26.3,3.5,19.8,20.7,3.3,31.2,32.4,4.4,19.4,16.0,18.5,20062.5,21360.0,3316.4
2025-08-01,Spain,Anxiolytics,4179.57,4179569.999999999,49128297,85.07,31,2.74,0.274,26.4,27.4,3.1,20.2,21.0,3.1,32.6,33.7,3.9,23.1,9.0,31.2,18472.5,18780.0,2039.6
2025-08-01,Spain,Antidepressants,4723.19,4723190.0,49128297,96.14,31,3.1,0.31,26.4,27.4,3.1,20.2,21.0,3.1,32.6,33.7,3.9,23.1,9.0,31.2,18472.5,18780.0,2039.6
2025-09-01,Spain,Anxiolytics,4434.95,4434950.0,49128297,90.27,30,3.01,0.301,22.1,22.4,3.3,16.4,17.0,3.4,27.9,28.4,3.8,39.1,35.0,43.7,15067.5,15600.0,2338.2
2025-09-01,Spain,Antidepressants,5056.89,5056890.0,49128297,102.93,30,3.43,0.343,22.1,22.4,3.3,16.4,17.0,3.4,27.9,28.4,3.8,39.1,35.0,43.7,15067.5,15600.0,2338.2
2025-10-01,Spain,Anxiolytics,4564.21,4564210.0,49128297,92.9,31,3.0,0.3,19.3,18.7,2.7,14.0,13.9,2.9,24.6,23.8,2.9,71.4,49.5,57.2,12547.5,12510.0,1807.5
2025-10-01,Spain,Antidepressants,5219.98,5219980.0,49128297,106.25,31,3.43,0.343,19.3,18.7,2.7,14.0,13.9,2.9,24.6,23.8,2.9,71.4,49.5,57.2,12547.5,12510.0,1807.5
2025-11-01,Spain,Anxiolytics,4157.13,4157130.0,49128297,84.62,30,2.82,0.282,13.3,13.9,2.4,8.6,9.4,2.3,18.0,18.2,2.8,101.4,51.5,118.2,9457.5,10050.0,3503.3
2025-11-01,Spain,Antidepressants,4822.68,4822680.0,49128297,98.17,30,3.27,0.327,13.3,13.9,2.4,8.6,9.4,2.3,18.0,18.2,2.8,101.4,51.5,118.2,9457.5,10050.0,3503.3
2025-12-01,Spain,Anxiolytics,4449.77,4449770.0,49128297,90.57,31,2.92,0.292,10.5,11.5,2.2,6.5,7.2,1.9,14.5,15.4,2.5,106.8,116.0,57.2,6322.5,6210.0,1407.8
2025-12-01,Spain,Antidepressants,5213.79,5213790.0,49128297,106.13,31,3.42,0.34199999999999997,10.5,11.5,2.2,6.5,7.2,1.9,14.5,15.4,2.5,106.8,116.0,57.2,6322.5,6210.0,1407.8
