date,city,chemical_substance,group ,items,actual_cost
2021-01,Birmingham,Agomelatine,antidepressant,10.0,477.1802
2021-01,Birmingham,Amitriptyline hydrochloride,antidepressant,18253.0,37451.0438
2021-01,Birmingham,Amobarbital sodium,anxiolytic,1.0,216.8842
2021-01,Birmingham,Bupropion hydrochloride,antidepressant,12.0,577.3022
2021-01,Birmingham,Buspirone hydrochloride,anxiolytic,214.0,3823.5488
2021-01,Birmingham,Butobarbital,anxiolytic,1.0,4.0495
2021-01,Birmingham,Chloral hydrate,anxiolytic,15.0,3097.4258
2021-01,Birmingham,Chlordiazepoxide hydrochloride,anxiolytic,43.0,390.9481
2021-01,Birmingham,Citalopram hydrobromide,antidepressant,18025.0,26077.4992
2021-01,Birmingham,Citalopram hydrochloride,antidepressant,137.0,1906.7402
2021-01,Birmingham,Clobazam,anxiolytic,665.0,22246.9053
2021-01,Birmingham,Clomethiazole,anxiolytic,20.0,435.3637
2021-01,Birmingham,Clomethiazole edisilate,anxiolytic,1.0,27.9349
2021-01,Birmingham,Clomipramine hydrochloride,antidepressant,220.0,2263.3499
2021-01,Birmingham,Clonazepam,anxiolytic,847.0,15972.9763
2021-01,Birmingham,Diazepam,anxiolytic,6601.0,20523.354
2021-01,Birmingham,Dosulepin hydrochloride,antidepressant,528.0,8984.5374
2021-01,Birmingham,Doxepin,antidepressant,9.0,1964.9259
2021-01,Birmingham,Duloxetine hydrochloride,antidepressant,3897.0,16599.9193
2021-01,Birmingham,Escitalopram,antidepressant,1571.0,3885.2676
2021-01,Birmingham,Fluoxetine hydrochloride,antidepressant,7773.0,34456.2315
2021-01,Birmingham,Flupentixol decanoate,antidepressant,35.0,1009.9424
2021-01,Birmingham,Flupentixol hydrochloride,antidepressant,169.0,780.8379
2021-01,Birmingham,Fluvoxamine maleate,antidepressant,46.0,1054.5042
2021-01,Birmingham,Imipramine hydrochloride,antidepressant,84.0,1578.5654
2021-01,Birmingham,Isocarboxazid,antidepressant,2.0,651.8201
2021-01,Birmingham,Lofepramine hydrochloride,antidepressant,143.0,3255.9705
2021-01,Birmingham,Loprazolam mesilate,anxiolytic,15.0,418.7884
2021-01,Birmingham,Lorazepam,anxiolytic,1972.0,12497.3096
2021-01,Birmingham,Lormetazepam,anxiolytic,8.0,165.6537
2021-01,Birmingham,Melatonin,anxiolytic,1556.0,111661.286
2021-01,Birmingham,Mianserin hydrochloride,antidepressant,1.0,13.136
2021-01,Birmingham,Midazolam hydrochloride,anxiolytic,107.0,9555.5144
2021-01,Birmingham,Midazolam maleate,anxiolytic,23.0,5117.6352
2021-01,Birmingham,Mirtazapine,antidepressant,15534.0,44376.5102
2021-01,Birmingham,Moclobemide,antidepressant,9.0,406.0744
2021-01,Birmingham,Nitrazepam,anxiolytic,421.0,7249.5533
2021-01,Birmingham,Nortriptyline,antidepressant,394.0,2140.2006
2021-01,Birmingham,Oxazepam,anxiolytic,35.0,442.5541
2021-01,Birmingham,Paroxetine hydrochloride,antidepressant,1866.0,6778.772
2021-01,Birmingham,Phenobarbital,anxiolytic,213.0,18322.5037
2021-01,Birmingham,Phenobarbital sodium,anxiolytic,1.0,651.5377
2021-01,Birmingham,Pregabalin,anxiolytic,13060.0,70611.1875
2021-01,Birmingham,Promethazine teoclate,anxiolytic,25.0,87.707
2021-01,Birmingham,Reboxetine,antidepressant,15.0,208.5687
2021-01,Birmingham,Sertraline hydrochloride,antidepressant,26287.0,213101.5259
2021-01,Birmingham,Temazepam,anxiolytic,911.0,2113.3856
2021-01,Birmingham,Tranylcypromine sulfate,antidepressant,3.0,2395.3702
2021-01,Birmingham,Trazodone hydrochloride,antidepressant,323.0,1453.7384
2021-01,Birmingham,Trimipramine maleate,antidepressant,12.0,3798.2972
2021-01,Birmingham,Tryptophan,antidepressant,1.0,26.1734
2021-01,Birmingham,Venlafaxine,antidepressant,6964.0,46436.6606
2021-01,Birmingham,Vortioxetine,antidepressant,128.0,2956.3821
2021-01,Birmingham,Zolpidem tartrate,anxiolytic,1051.0,1455.8227
2021-01,Birmingham,Zopiclone,anxiolytic,7442.0,6683.2101
2021-01,Brighton,Agomelatine,antidepressant,7.0,336.8323
2021-01,Brighton,Amitriptyline hydrochloride,antidepressant,4150.0,8492.7355
2021-01,Brighton,Bupropion hydrochloride,antidepressant,27.0,477.9901
2021-01,Brighton,Buspirone hydrochloride,anxiolytic,56.0,634.5283
2021-01,Brighton,Chlordiazepoxide hydrochloride,anxiolytic,5.0,68.7512
2021-01,Brighton,Citalopram hydrobromide,antidepressant,4513.0,6450.7352
2021-01,Brighton,Citalopram hydrochloride,antidepressant,23.0,330.4968
2021-01,Brighton,Clobazam,anxiolytic,77.0,1674.8064
2021-01,Brighton,Clomethiazole,anxiolytic,3.0,228.2873
2021-01,Brighton,Clomipramine hydrochloride,antidepressant,50.0,545.6945
2021-01,Brighton,Clonazepam,anxiolytic,424.0,5628.885
2021-01,Brighton,Diazepam,anxiolytic,3100.0,5080.9423
2021-01,Brighton,Dosulepin hydrochloride,antidepressant,158.0,2270.8619
2021-01,Brighton,Doxepin,antidepressant,2.0,187.1405
2021-01,Brighton,Duloxetine hydrochloride,antidepressant,1870.0,6748.3784
2021-01,Brighton,Escitalopram,antidepressant,602.0,1286.2124
2021-01,Brighton,Fluoxetine hydrochloride,antidepressant,2008.0,7597.5079
2021-01,Brighton,Flupentixol decanoate,antidepressant,8.0,60.099
2021-01,Brighton,Flupentixol hydrochloride,antidepressant,40.0,97.6247
2021-01,Brighton,Fluvoxamine maleate,antidepressant,10.0,54.5956
2021-01,Brighton,Imipramine hydrochloride,antidepressant,29.0,591.0693
2021-01,Brighton,Isocarboxazid,antidepressant,1.0,326.0147
2021-01,Brighton,Lofepramine hydrochloride,antidepressant,10.0,314.806
2021-01,Brighton,Loprazolam mesilate,anxiolytic,22.0,269.759
2021-01,Brighton,Lorazepam,anxiolytic,349.0,1856.0402
2021-01,Brighton,Lormetazepam,anxiolytic,1.0,7.8283
2021-01,Brighton,Melatonin,anxiolytic,998.0,19523.4002
2021-01,Brighton,Midazolam hydrochloride,anxiolytic,26.0,2517.0391
2021-01,Brighton,Midazolam maleate,anxiolytic,9.0,3069.1218
2021-01,Brighton,Mirtazapine,antidepressant,4593.0,9383.6572
2021-01,Brighton,Moclobemide,antidepressant,16.0,528.9757
2021-01,Brighton,Nitrazepam,anxiolytic,170.0,2654.6641
2021-01,Brighton,Nortriptyline,antidepressant,201.0,1051.9734
2021-01,Brighton,Oxazepam,anxiolytic,40.0,117.2242
2021-01,Brighton,Paroxetine hydrochloride,antidepressant,274.0,1050.8109
2021-01,Brighton,Phenelzine sulfate,antidepressant,3.0,417.0273
2021-01,Brighton,Phenobarbital,anxiolytic,61.0,1050.4858
2021-01,Brighton,Pregabalin,anxiolytic,2900.0,11472.6046
2021-01,Brighton,Promethazine teoclate,anxiolytic,17.0,51.5064
2021-01,Brighton,Reboxetine,antidepressant,14.0,162.1328
2021-01,Brighton,Sertraline hydrochloride,antidepressant,7002.0,55128.3773
2021-01,Brighton,Sodium oxybate,anxiolytic,2.0,750.1652
2021-01,Brighton,Temazepam,anxiolytic,549.0,712.6596
2021-01,Brighton,Tranylcypromine sulfate,antidepressant,3.0,3079.751
2021-01,Brighton,Trazodone hydrochloride,antidepressant,566.0,1712.8993
2021-01,Brighton,Trimipramine maleate,antidepressant,15.0,1810.8091
2021-01,Brighton,Venlafaxine,antidepressant,2008.0,13986.8908
2021-01,Brighton,Vortioxetine,antidepressant,238.0,5013.8794
2021-01,Brighton,Zolpidem tartrate,anxiolytic,902.0,1042.0116
2021-01,Brighton,Zopiclone,anxiolytic,2166.0,1769.8495
2021-01,Bristol,Agomelatine,antidepressant,32.0,1320.9913
2021-01,Bristol,Amitriptyline hydrochloride,antidepressant,17360.0,38850.8121
2021-01,Bristol,Bupropion hydrochloride,antidepressant,24.0,998.9618
2021-01,Bristol,Buspirone hydrochloride,anxiolytic,63.0,702.6436
2021-01,Bristol,Chloral hydrate,anxiolytic,8.0,1398.6542
2021-01,Bristol,Chlordiazepoxide hydrochloride,anxiolytic,49.0,194.7292
2021-01,Bristol,Citalopram hydrobromide,antidepressant,16011.0,24672.9181
2021-01,Bristol,Citalopram hydrochloride,antidepressant,73.0,1146.1751
2021-01,Bristol,Clobazam,anxiolytic,332.0,11045.2567
2021-01,Bristol,Clomethiazole,anxiolytic,35.0,406.9048
2021-01,Bristol,Clomipramine hydrochloride,antidepressant,224.0,1805.6529
2021-01,Bristol,Clonazepam,anxiolytic,1005.0,12598.7121
2021-01,Bristol,Diazepam,anxiolytic,7335.0,15768.4383
2021-01,Bristol,Dosulepin hydrochloride,antidepressant,485.0,5687.4971
2021-01,Bristol,Doxepin,antidepressant,65.0,8194.6722
2021-01,Bristol,Duloxetine hydrochloride,antidepressant,3392.0,11561.8577
2021-01,Bristol,Escitalopram,antidepressant,1803.0,4213.1177
2021-01,Bristol,Fluoxetine hydrochloride,antidepressant,6311.0,24617.8356
2021-01,Bristol,Flupentixol decanoate,antidepressant,72.0,1219.4361
2021-01,Bristol,Flupentixol hydrochloride,antidepressant,159.0,447.161
2021-01,Bristol,Fluvoxamine maleate,antidepressant,35.0,809.1976
2021-01,Bristol,Imipramine hydrochloride,antidepressant,85.0,947.7153
2021-01,Bristol,Isocarboxazid,antidepressant,1.0,434.5426
2021-01,Bristol,Lofepramine hydrochloride,antidepressant,201.0,3329.3762
2021-01,Bristol,Loprazolam mesilate,anxiolytic,14.0,259.0285
2021-01,Bristol,Lorazepam,anxiolytic,1225.0,7209.5327
2021-01,Bristol,Lormetazepam,anxiolytic,7.0,224.3137
2021-01,Bristol,Melatonin,anxiolytic,880.0,51951.0565
2021-01,Bristol,Midazolam hydrochloride,anxiolytic,86.0,7118.8719
2021-01,Bristol,Midazolam maleate,anxiolytic,18.0,2822.9289
2021-01,Bristol,Mirtazapine,antidepressant,16043.0,41932.8103
2021-01,Bristol,Moclobemide,antidepressant,17.0,511.0163
2021-01,Bristol,Nitrazepam,anxiolytic,352.0,2841.8935
2021-01,Bristol,Nortriptyline,antidepressant,875.0,4771.1265
2021-01,Bristol,Oxazepam,anxiolytic,59.0,413.9208
2021-01,Bristol,Paroxetine hydrochloride,antidepressant,1552.0,6295.8748
2021-01,Bristol,Phenelzine sulfate,antidepressant,5.0,571.1051
2021-01,Bristol,Phenobarbital,anxiolytic,134.0,2210.3375
2021-01,Bristol,Pregabalin,anxiolytic,7759.0,36803.682
2021-01,Bristol,Promethazine teoclate,anxiolytic,13.0,24.8698
2021-01,Bristol,Reboxetine,antidepressant,38.0,581.8632
2021-01,Bristol,Sertraline hydrochloride,antidepressant,26013.0,208392.3508
2021-01,Bristol,Temazepam,anxiolytic,807.0,2003.5565
2021-01,Bristol,Tranylcypromine sulfate,antidepressant,8.0,8213.0787
2021-01,Bristol,Trazodone hydrochloride,antidepressant,586.0,2162.1339
2021-01,Bristol,Trimipramine maleate,antidepressant,24.0,4126.2658
2021-01,Bristol,Tryptophan,antidepressant,4.0,104.6937
2021-01,Bristol,Venlafaxine,antidepressant,5735.0,39776.6273
2021-01,Bristol,Vortioxetine,antidepressant,188.0,3829.8669
2021-01,Bristol,Zolpidem tartrate,anxiolytic,628.0,725.7831
2021-01,Bristol,Zopiclone,anxiolytic,6681.0,5445.0774
2021-01,Canterbury,Agomelatine,antidepressant,11.0,561.0749
2021-01,Canterbury,Amitriptyline hydrochloride,antidepressant,1367.0,3582.053
2021-01,Canterbury,Bupropion hydrochloride,antidepressant,9.0,341.2593
2021-01,Canterbury,Buspirone hydrochloride,anxiolytic,16.0,327.3675
2021-01,Canterbury,Chloral hydrate,anxiolytic,1.0,43.0224
2021-01,Canterbury,Citalopram hydrobromide,antidepressant,1685.0,2585.52
2021-01,Canterbury,Citalopram hydrochloride,antidepressant,15.0,269.2473
2021-01,Canterbury,Clobazam,anxiolytic,50.0,1166.4114
2021-01,Canterbury,Clomethiazole,anxiolytic,2.0,91.6106
2021-01,Canterbury,Clomipramine hydrochloride,antidepressant,20.0,147.8068
2021-01,Canterbury,Clonazepam,anxiolytic,153.0,2533.6872
2021-01,Canterbury,Diazepam,anxiolytic,599.0,1070.6898
2021-01,Canterbury,Dosulepin hydrochloride,antidepressant,82.0,985.3358
2021-01,Canterbury,Doxepin,antidepressant,2.0,180.578
2021-01,Canterbury,Duloxetine hydrochloride,antidepressant,556.0,2843.3482
2021-01,Canterbury,Escitalopram,antidepressant,647.0,1603.8985
2021-01,Canterbury,Fluoxetine hydrochloride,antidepressant,901.0,4393.1106
2021-01,Canterbury,Flupentixol decanoate,antidepressant,4.0,122.5302
2021-01,Canterbury,Flupentixol hydrochloride,antidepressant,5.0,23.9169
2021-01,Canterbury,Fluvoxamine maleate,antidepressant,1.0,7.7259
2021-01,Canterbury,Imipramine hydrochloride,antidepressant,6.0,107.0983
2021-01,Canterbury,Lofepramine hydrochloride,antidepressant,7.0,160.3131
2021-01,Canterbury,Loprazolam mesilate,anxiolytic,4.0,52.6919
2021-01,Canterbury,Lorazepam,anxiolytic,79.0,651.0109
2021-01,Canterbury,Lormetazepam,anxiolytic,2.0,32.1054
2021-01,Canterbury,Melatonin,anxiolytic,100.0,4239.0105
2021-01,Canterbury,Midazolam hydrochloride,anxiolytic,14.0,1701.5738
2021-01,Canterbury,Midazolam maleate,anxiolytic,2.0,511.1185
2021-01,Canterbury,Mirtazapine,antidepressant,1139.0,3849.7103
2021-01,Canterbury,Nitrazepam,anxiolytic,19.0,92.8883
2021-01,Canterbury,Nortriptyline,antidepressant,124.0,430.7982
2021-01,Canterbury,Oxazepam,anxiolytic,65.0,592.4078
2021-01,Canterbury,Paroxetine hydrochloride,antidepressant,133.0,625.8389
2021-01,Canterbury,Phenelzine sulfate,antidepressant,3.0,147.7681
2021-01,Canterbury,Phenobarbital,anxiolytic,28.0,252.9954
2021-01,Canterbury,Pregabalin,anxiolytic,1198.0,6935.5573
2021-01,Canterbury,Promethazine teoclate,anxiolytic,3.0,23.3432
2021-01,Canterbury,Sertraline hydrochloride,antidepressant,2190.0,20108.0828
2021-01,Canterbury,Temazepam,anxiolytic,82.0,128.4364
2021-01,Canterbury,Trazodone hydrochloride,antidepressant,60.0,757.4367
2021-01,Canterbury,Trimipramine maleate,antidepressant,6.0,3152.4209
2021-01,Canterbury,Venlafaxine,antidepressant,431.0,2450.5535
2021-01,Canterbury,Vortioxetine,antidepressant,44.0,1297.7035
2021-01,Canterbury,Zolpidem tartrate,anxiolytic,67.0,83.4757
2021-01,Canterbury,Zopiclone,anxiolytic,482.0,438.48
2021-01,Exeter,Agomelatine,antidepressant,5.0,308.7454
2021-01,Exeter,Amitriptyline hydrochloride,antidepressant,4104.0,7803.0731
2021-01,Exeter,Bupropion hydrochloride,antidepressant,5.0,172.7811
2021-01,Exeter,Buspirone hydrochloride,anxiolytic,17.0,181.7092
2021-01,Exeter,Chloral hydrate,anxiolytic,1.0,56.0529
2021-01,Exeter,Chlordiazepoxide hydrochloride,anxiolytic,8.0,47.6014
2021-01,Exeter,Citalopram hydrobromide,antidepressant,3846.0,5213.2225
2021-01,Exeter,Citalopram hydrochloride,antidepressant,9.0,134.6299
2021-01,Exeter,Clobazam,anxiolytic,80.0,3349.1963
2021-01,Exeter,Clomipramine hydrochloride,antidepressant,35.0,364.9549
2021-01,Exeter,Clonazepam,anxiolytic,209.0,2444.5368
2021-01,Exeter,Diazepam,anxiolytic,1867.0,2999.1917
2021-01,Exeter,Dosulepin hydrochloride,antidepressant,106.0,1037.953
2021-01,Exeter,Doxepin,antidepressant,2.0,860.0383
2021-01,Exeter,Duloxetine hydrochloride,antidepressant,585.0,2116.1193
2021-01,Exeter,Escitalopram,antidepressant,214.0,457.1049
2021-01,Exeter,Fluoxetine hydrochloride,antidepressant,1560.0,4831.8887
2021-01,Exeter,Flupentixol decanoate,antidepressant,9.0,346.2933
2021-01,Exeter,Flupentixol hydrochloride,antidepressant,14.0,36.2791
2021-01,Exeter,Fluvoxamine maleate,antidepressant,12.0,195.4802
2021-01,Exeter,Imipramine hydrochloride,antidepressant,39.0,546.6564
2021-01,Exeter,Lofepramine hydrochloride,antidepressant,68.0,1119.6763
2021-01,Exeter,Loprazolam mesilate,anxiolytic,4.0,94.3881
2021-01,Exeter,Lorazepam,anxiolytic,196.0,1260.9441
2021-01,Exeter,Melatonin,anxiolytic,543.0,18313.5288
2021-01,Exeter,Midazolam hydrochloride,anxiolytic,16.0,1365.6192
2021-01,Exeter,Midazolam maleate,anxiolytic,3.0,888.0476
2021-01,Exeter,Mirtazapine,antidepressant,2966.0,6852.7591
2021-01,Exeter,Moclobemide,antidepressant,2.0,90.6031
2021-01,Exeter,Nitrazepam,anxiolytic,103.0,223.9183
2021-01,Exeter,Nortriptyline,antidepressant,96.0,476.1076
2021-01,Exeter,Oxazepam,anxiolytic,10.0,111.4881
2021-01,Exeter,Paroxetine hydrochloride,antidepressant,231.0,722.4656
2021-01,Exeter,Phenobarbital,anxiolytic,42.0,532.2577
2021-01,Exeter,Pregabalin,anxiolytic,1819.0,8204.7482
2021-01,Exeter,Promethazine teoclate,anxiolytic,2.0,5.8513
2021-01,Exeter,Reboxetine,antidepressant,4.0,16.868
2021-01,Exeter,Sertraline hydrochloride,antidepressant,4734.0,34128.0397
2021-01,Exeter,Temazepam,anxiolytic,117.0,320.636
2021-01,Exeter,Tranylcypromine sulfate,antidepressant,2.0,3421.929
2021-01,Exeter,Trazodone hydrochloride,antidepressant,218.0,1164.3388
2021-01,Exeter,Venlafaxine,antidepressant,1386.0,8163.0297
2021-01,Exeter,Vortioxetine,antidepressant,13.0,194.4642
2021-01,Exeter,Zolpidem tartrate,anxiolytic,158.0,244.7869
2021-01,Exeter,Zopiclone,anxiolytic,1878.0,1471.3983
2021-01,Leeds,Agomelatine,antidepressant,2.0,112.2733
2021-01,Leeds,Amitriptyline hydrochloride,antidepressant,18135.0,36493.9253
2021-01,Leeds,Bupropion hydrochloride,antidepressant,9.0,430.6579
2021-01,Leeds,Buspirone hydrochloride,anxiolytic,145.0,1754.878
2021-01,Leeds,Chloral hydrate,anxiolytic,31.0,2680.6294
2021-01,Leeds,Chlordiazepoxide hydrochloride,anxiolytic,45.0,259.9791
2021-01,Leeds,Citalopram hydrobromide,antidepressant,13862.0,19684.0115
2021-01,Leeds,Citalopram hydrochloride,antidepressant,78.0,1196.6403
2021-01,Leeds,Clobazam,anxiolytic,367.0,13941.0629
2021-01,Leeds,Clomethiazole,anxiolytic,5.0,242.4619
2021-01,Leeds,Clomethiazole edisilate,anxiolytic,1.0,27.9349
2021-01,Leeds,Clomipramine hydrochloride,antidepressant,261.0,2134.1453
2021-01,Leeds,Clonazepam,anxiolytic,633.0,10609.9803
2021-01,Leeds,Diazepam,anxiolytic,3176.0,8345.5997
2021-01,Leeds,Dosulepin hydrochloride,antidepressant,379.0,4685.9042
2021-01,Leeds,Doxepin,antidepressant,44.0,8867.4769
2021-01,Leeds,Duloxetine hydrochloride,antidepressant,1905.0,6525.1714
2021-01,Leeds,Escitalopram,antidepressant,850.0,1934.8505
2021-01,Leeds,Fluoxetine hydrochloride,antidepressant,8483.0,22921.9068
2021-01,Leeds,Flupentixol decanoate,antidepressant,68.0,1319.7478
2021-01,Leeds,Flupentixol hydrochloride,antidepressant,299.0,902.4315
2021-01,Leeds,Fluvoxamine maleate,antidepressant,34.0,684.8009
2021-01,Leeds,Imipramine hydrochloride,antidepressant,146.0,3021.2223
2021-01,Leeds,Lofepramine hydrochloride,antidepressant,145.0,2480.9148
2021-01,Leeds,Loprazolam mesilate,anxiolytic,10.0,160.9945
2021-01,Leeds,Lorazepam,anxiolytic,787.0,6324.04
2021-01,Leeds,Lormetazepam,anxiolytic,18.0,392.941
2021-01,Leeds,Melatonin,anxiolytic,947.0,51815.2979
2021-01,Leeds,Midazolam hydrochloride,anxiolytic,53.0,4534.6429
2021-01,Leeds,Midazolam maleate,anxiolytic,15.0,2841.9162
2021-01,Leeds,Mirtazapine,antidepressant,12951.0,31855.4264
2021-01,Leeds,Moclobemide,antidepressant,4.0,216.7281
2021-01,Leeds,Nitrazepam,anxiolytic,439.0,3521.2443
2021-01,Leeds,Nortriptyline,antidepressant,757.0,3353.9961
2021-01,Leeds,Oxazepam,anxiolytic,93.0,698.6783
2021-01,Leeds,Paraldehyde,anxiolytic,1.0,28.3165
2021-01,Leeds,Paroxetine hydrochloride,antidepressant,1350.0,4594.9775
2021-01,Leeds,Phenelzine sulfate,antidepressant,6.0,519.8728
2021-01,Leeds,Phenobarbital,anxiolytic,173.0,4815.0091
2021-01,Leeds,Pregabalin,anxiolytic,8549.0,43455.8126
2021-01,Leeds,Promethazine teoclate,anxiolytic,53.0,181.5522
2021-01,Leeds,Reboxetine,antidepressant,50.0,678.1039
2021-01,Leeds,Secobarbital sodium,anxiolytic,1.0,50.4753
2021-01,Leeds,Sertraline hydrochloride,antidepressant,25014.0,184989.4546
2021-01,Leeds,Sodium oxybate,anxiolytic,1.0,1005.2229
2021-01,Leeds,Temazepam,anxiolytic,772.0,2188.9794
2021-01,Leeds,Tranylcypromine sulfate,antidepressant,6.0,10607.9775
2021-01,Leeds,Trazodone hydrochloride,antidepressant,1827.0,7318.0301
2021-01,Leeds,Trimipramine maleate,antidepressant,38.0,10002.3381
2021-01,Leeds,Venlafaxine,antidepressant,4928.0,32564.997
2021-01,Leeds,Vortioxetine,antidepressant,69.0,1610.5149
2021-01,Leeds,Zolpidem tartrate,anxiolytic,413.0,505.7388
2021-01,Leeds,Zopiclone,anxiolytic,4347.0,3461.4383
2021-01,London,Agomelatine,antidepressant,226.0,9964.8187
2021-01,London,Amitriptyline hydrochloride,antidepressant,64258.0,115767.1727
2021-01,London,Amobarbital sodium,anxiolytic,2.0,155.0644
2021-01,London,Bupropion hydrochloride,antidepressant,534.0,22335.127
2021-01,London,Buspirone hydrochloride,anxiolytic,397.0,6260.4387
2021-01,London,Butobarbital,anxiolytic,1.0,131.6671
2021-01,London,Chloral hydrate,anxiolytic,77.0,10494.4825
2021-01,London,Chlordiazepoxide hydrochloride,anxiolytic,113.0,602.4178
2021-01,London,Citalopram hydrobromide,antidepressant,61592.0,85267.4319
2021-01,London,Citalopram hydrochloride,antidepressant,205.0,3494.3081
2021-01,London,Clobazam,anxiolytic,2094.0,55678.3563
2021-01,London,Clomethiazole,anxiolytic,27.0,717.4189
2021-01,London,Clomipramine hydrochloride,antidepressant,989.0,9011.9503
2021-01,London,Clonazepam,anxiolytic,6396.0,88093.4267
2021-01,London,Cloral betaine,anxiolytic,5.0,2502.815
2021-01,London,Diazepam,anxiolytic,22670.0,36312.2825
2021-01,London,Dosulepin hydrochloride,antidepressant,1838.0,24671.6023
2021-01,London,Doxepin,antidepressant,159.0,28194.8473
2021-01,London,Duloxetine hydrochloride,antidepressant,12707.0,42744.1385
2021-01,London,Escitalopram,antidepressant,8276.0,21929.6792
2021-01,London,Fluoxetine hydrochloride,antidepressant,27414.0,106809.2483
2021-01,London,Flupentixol decanoate,antidepressant,403.0,9696.1831
2021-01,London,Flupentixol hydrochloride,antidepressant,846.0,3004.761
2021-01,London,Fluvoxamine maleate,antidepressant,179.0,4602.9557
2021-01,London,Imipramine hydrochloride,antidepressant,565.0,8125.5964
2021-01,London,Isocarboxazid,antidepressant,15.0,1646.3944
2021-01,London,Lofepramine hydrochloride,antidepressant,787.0,13248.3239
2021-01,London,Loprazolam mesilate,anxiolytic,17.0,414.0177
2021-01,London,Lorazepam,anxiolytic,4381.0,23831.681
2021-01,London,Lormetazepam,anxiolytic,60.0,996.8123
2021-01,London,Melatonin,anxiolytic,9275.0,246940.1208
2021-01,London,Mianserin hydrochloride,antidepressant,2.0,122.4371
2021-01,London,Midazolam hydrochloride,anxiolytic,543.0,54560.0878
2021-01,London,Midazolam maleate,anxiolytic,89.0,17537.4298
2021-01,London,Mirtazapine,antidepressant,59108.0,137377.1953
2021-01,London,Moclobemide,antidepressant,61.0,2114.9938
2021-01,London,Nefazodone hydrochloride,antidepressant,1.0,577.0777
2021-01,London,Nitrazepam,anxiolytic,1193.0,15405.0789
2021-01,London,Nortriptyline,antidepressant,3719.0,13872.4229
2021-01,London,Oxazepam,anxiolytic,146.0,1106.1908
2021-01,London,Oxitriptan,antidepressant,3.0,40.7341
2021-01,London,Paraldehyde,anxiolytic,17.0,997.389
2021-01,London,Paroxetine hydrochloride,antidepressant,6941.0,21520.1749
2021-01,London,Phenelzine sulfate,antidepressant,22.0,9936.881
2021-01,London,Phenobarbital,anxiolytic,683.0,24587.9851
2021-01,London,Phenobarbital sodium,anxiolytic,1.0,95.2933
2021-01,London,Pregabalin,anxiolytic,34260.0,184847.9792
2021-01,London,Promethazine teoclate,anxiolytic,107.0,323.5505
2021-01,London,Reboxetine,antidepressant,111.0,1921.3613
2021-01,London,Secobarbital sodium,anxiolytic,17.0,1934.922
2021-01,London,Sertraline hydrochloride,antidepressant,93360.0,690703.8344
2021-01,London,Sodium oxybate,anxiolytic,5.0,5716.2551
2021-01,London,Temazepam,anxiolytic,3718.0,15301.335
2021-01,London,Tranylcypromine sulfate,antidepressant,44.0,44364.5931
2021-01,London,Trazodone hydrochloride,antidepressant,3180.0,13159.7606
2021-01,London,Trimipramine maleate,antidepressant,194.0,75447.3089
2021-01,London,Tryptophan,antidepressant,24.0,822.2771
2021-01,London,Venlafaxine,antidepressant,22653.0,144971.6745
2021-01,London,Vortioxetine,antidepressant,1121.0,27022.4432
2021-01,London,Zolpidem tartrate,anxiolytic,3974.0,5026.7443
2021-01,London,Zopiclone,anxiolytic,28532.0,22960.2681
2021-01,Manchester,Agomelatine,antidepressant,57.0,1366.9769
2021-01,Manchester,Amitriptyline hydrochloride,antidepressant,22796.0,44213.5204
2021-01,Manchester,Bupropion hydrochloride,antidepressant,35.0,1315.3883
2021-01,Manchester,Buspirone hydrochloride,anxiolytic,569.0,5787.2783
2021-01,Manchester,Chloral hydrate,anxiolytic,33.0,4816.7731
2021-01,Manchester,Chlordiazepoxide hydrochloride,anxiolytic,59.0,358.8765
2021-01,Manchester,Citalopram hydrobromide,antidepressant,20901.0,25373.5863
2021-01,Manchester,Citalopram hydrochloride,antidepressant,88.0,1309.7077
2021-01,Manchester,Clobazam,anxiolytic,836.0,9946.5634
2021-01,Manchester,Clomethiazole,anxiolytic,17.0,355.9241
2021-01,Manchester,Clomethiazole edisilate,anxiolytic,3.0,111.7273
2021-01,Manchester,Clomipramine hydrochloride,antidepressant,378.0,2978.6726
2021-01,Manchester,Clonazepam,anxiolytic,1302.0,17961.9649
2021-01,Manchester,Diazepam,anxiolytic,7510.0,18336.5339
2021-01,Manchester,Dosulepin hydrochloride,antidepressant,846.0,10755.6624
2021-01,Manchester,Doxepin,antidepressant,17.0,3987.746
2021-01,Manchester,Duloxetine hydrochloride,antidepressant,7431.0,25291.5233
2021-01,Manchester,Escitalopram,antidepressant,2534.0,5063.0634
2021-01,Manchester,Fluoxetine hydrochloride,antidepressant,11715.0,37596.7477
2021-01,Manchester,Flupentixol decanoate,antidepressant,105.0,3132.041
2021-01,Manchester,Flupentixol hydrochloride,antidepressant,256.0,767.7849
2021-01,Manchester,Fluvoxamine maleate,antidepressant,24.0,458.3258
2021-01,Manchester,Imipramine hydrochloride,antidepressant,151.0,2314.281
2021-01,Manchester,Lofepramine hydrochloride,antidepressant,179.0,3222.273
2021-01,Manchester,Loprazolam mesilate,anxiolytic,15.0,428.2869
2021-01,Manchester,Lorazepam,anxiolytic,1026.0,6679.7298
2021-01,Manchester,Lormetazepam,anxiolytic,19.0,296.4673
2021-01,Manchester,Melatonin,anxiolytic,2577.0,71253.6134
2021-01,Manchester,Midazolam hydrochloride,anxiolytic,140.0,14406.0785
