date,city,chemical_substance,group ,items,actual_cost
2022-08,Leeds,Loprazolam mesilate,anxiolytic,12.0,196.4774
2022-08,Leeds,Lorazepam,anxiolytic,768.0,8214.0936
2022-08,Leeds,Lormetazepam,anxiolytic,15.0,331.5773
2022-08,Leeds,Melatonin,anxiolytic,1306.0,66636.2542
2022-08,Leeds,Midazolam hydrochloride,anxiolytic,73.0,6721.6822
2022-08,Leeds,Midazolam maleate,anxiolytic,12.0,2030.3846
2022-08,Leeds,Mirtazapine,antidepressant,14048.0,14695.957
2022-08,Leeds,Moclobemide,antidepressant,11.0,316.0863
2022-08,Leeds,Nitrazepam,anxiolytic,429.0,3044.2181
2022-08,Leeds,Nortriptyline,antidepressant,898.0,3046.1686
2022-08,Leeds,Oxazepam,anxiolytic,91.0,370.0959
2022-08,Leeds,Paraldehyde,anxiolytic,3.0,66.0159
2022-08,Leeds,Paroxetine hydrochloride,antidepressant,1377.0,4103.168
2022-08,Leeds,Phenelzine sulfate,antidepressant,7.0,1329.8665
2022-08,Leeds,Phenobarbital,anxiolytic,168.0,2456.1571
2022-08,Leeds,Pregabalin,anxiolytic,9690.0,25492.8905
2022-08,Leeds,Promethazine teoclate,anxiolytic,57.0,190.517
2022-08,Leeds,Reboxetine,antidepressant,45.0,561.3178
2022-08,Leeds,Sertraline hydrochloride,antidepressant,28220.0,38355.1669
2022-08,Leeds,Sodium oxybate,anxiolytic,1.0,1009.3174
2022-08,Leeds,Temazepam,anxiolytic,695.0,10449.5593
2022-08,Leeds,Tranylcypromine sulfate,antidepressant,8.0,11576.9625
2022-08,Leeds,Trazodone hydrochloride,antidepressant,1878.0,5247.4817
2022-08,Leeds,Trimipramine maleate,antidepressant,24.0,6159.7218
2022-08,Leeds,Venlafaxine,antidepressant,5347.0,41739.6176
2022-08,Leeds,Vortioxetine,antidepressant,92.0,2206.646
2022-08,Leeds,Zolpidem tartrate,anxiolytic,449.0,394.4896
2022-08,Leeds,Zopiclone,anxiolytic,3972.0,2406.9204
2022-08,London,Agomelatine,antidepressant,250.0,6157.7338
2022-08,London,Amitriptyline hydrochloride,antidepressant,67203.0,77809.0394
2022-08,London,Amobarbital sodium,anxiolytic,3.0,246.7385
2022-08,London,Bupropion hydrochloride,antidepressant,1058.0,38927.1096
2022-08,London,Buspirone hydrochloride,anxiolytic,508.0,7740.3577
2022-08,London,Chloral hydrate,anxiolytic,90.0,39027.4838
2022-08,London,Chlordiazepoxide hydrochloride,anxiolytic,92.0,501.4228
2022-08,London,Citalopram hydrobromide,antidepressant,61272.0,180687.308
2022-08,London,Citalopram hydrochloride,antidepressant,238.0,2545.7553
2022-08,London,Clobazam,anxiolytic,2279.0,73415.8826
2022-08,London,Clomethiazole,anxiolytic,36.0,802.0609
2022-08,London,Clomipramine hydrochloride,antidepressant,1016.0,16254.3965
2022-08,London,Clonazepam,anxiolytic,6586.0,94707.248
2022-08,London,Diazepam,anxiolytic,22761.0,33990.4307
2022-08,London,Dosulepin hydrochloride,antidepressant,1566.0,16076.9644
2022-08,London,Doxepin,antidepressant,169.0,34231.7422
2022-08,London,Duloxetine hydrochloride,antidepressant,15124.0,92610.6857
2022-08,London,Escitalopram,antidepressant,10327.0,22753.1775
2022-08,London,Fluoxetine hydrochloride,antidepressant,28463.0,110601.2843
2022-08,London,Flupentixol decanoate,antidepressant,353.0,10036.3054
2022-08,London,Flupentixol hydrochloride,antidepressant,919.0,3001.6054
2022-08,London,Fluvoxamine maleate,antidepressant,236.0,6151.8785
2022-08,London,Imipramine hydrochloride,antidepressant,492.0,2401.9786
2022-08,London,Isocarboxazid,antidepressant,15.0,2354.3097
2022-08,London,Lofepramine hydrochloride,antidepressant,691.0,9659.2058
2022-08,London,Loprazolam mesilate,anxiolytic,24.0,483.7342
2022-08,London,Lorazepam,anxiolytic,4370.0,28008.0688
2022-08,London,Lormetazepam,anxiolytic,49.0,753.4082
2022-08,London,Melatonin,anxiolytic,11819.0,351209.7559
2022-08,London,Mianserin hydrochloride,antidepressant,7.0,132.6964
2022-08,London,Midazolam hydrochloride,anxiolytic,687.0,66233.7151
2022-08,London,Midazolam maleate,anxiolytic,111.0,21958.312
2022-08,London,Mirtazapine,antidepressant,65663.0,64783.566
2022-08,London,Moclobemide,antidepressant,48.0,1626.8941
2022-08,London,Nitrazepam,anxiolytic,1075.0,14549.6422
2022-08,London,Nortriptyline,antidepressant,4487.0,16244.3774
2022-08,London,Oxazepam,anxiolytic,145.0,686.8406
2022-08,London,Paraldehyde,anxiolytic,27.0,1228.3039
2022-08,London,Paroxetine hydrochloride,antidepressant,6904.0,20313.0832
2022-08,London,Phenelzine sulfate,antidepressant,20.0,4632.8759
2022-08,London,Phenobarbital,anxiolytic,622.0,21485.5162
2022-08,London,Phenobarbital sodium,anxiolytic,2.0,211.1191
2022-08,London,Pregabalin,anxiolytic,37730.0,105619.9626
2022-08,London,Promethazine teoclate,anxiolytic,114.0,358.2481
2022-08,London,Reboxetine,antidepressant,107.0,1740.8335
2022-08,London,Secobarbital sodium,anxiolytic,1.0,193.6401
2022-08,London,Sertraline hydrochloride,antidepressant,107445.0,161176.9817
2022-08,London,Sodium oxybate,anxiolytic,3.0,4037.2573
2022-08,London,Temazepam,anxiolytic,2969.0,55842.2807
2022-08,London,Tranylcypromine sulfate,antidepressant,20.0,29787.7001
2022-08,London,Trazodone hydrochloride,antidepressant,3393.0,10955.2818
2022-08,London,Trimipramine maleate,antidepressant,198.0,77438.0027
2022-08,London,Tryptophan,antidepressant,7.0,367.1271
2022-08,London,Venlafaxine,antidepressant,25037.0,182935.4029
2022-08,London,Vortioxetine,antidepressant,1561.0,41553.7081
2022-08,London,Zolpidem tartrate,anxiolytic,3998.0,4096.8351
2022-08,London,Zopiclone,anxiolytic,25787.0,15995.919
2022-08,Manchester,Agomelatine,antidepressant,66.0,887.9341
2022-08,Manchester,Amitriptyline hydrochloride,antidepressant,24329.0,29898.0646
2022-08,Manchester,Bupropion hydrochloride,antidepressant,101.0,3821.7692
2022-08,Manchester,Buspirone hydrochloride,anxiolytic,650.0,6039.3354
2022-08,Manchester,Chloral hydrate,anxiolytic,30.0,11454.8842
2022-08,Manchester,Chlordiazepoxide hydrochloride,anxiolytic,55.0,523.6928
2022-08,Manchester,Citalopram hydrobromide,antidepressant,20574.0,54256.5006
2022-08,Manchester,Citalopram hydrochloride,antidepressant,67.0,732.5957
2022-08,Manchester,Clobazam,anxiolytic,915.0,16297.633
2022-08,Manchester,Clomethiazole,anxiolytic,12.0,314.9184
2022-08,Manchester,Clomipramine hydrochloride,antidepressant,403.0,4962.4641
2022-08,Manchester,Clonazepam,anxiolytic,1404.0,19689.5224
2022-08,Manchester,Diazepam,anxiolytic,7264.0,21764.8578
2022-08,Manchester,Dosulepin hydrochloride,antidepressant,669.0,6932.5921
2022-08,Manchester,Doxepin,antidepressant,12.0,2716.4942
2022-08,Manchester,Duloxetine hydrochloride,antidepressant,8482.0,52105.7051
2022-08,Manchester,Escitalopram,antidepressant,3104.0,5030.6073
2022-08,Manchester,Fluoxetine hydrochloride,antidepressant,12161.0,40376.3257
2022-08,Manchester,Flupentixol decanoate,antidepressant,99.0,2530.3369
2022-08,Manchester,Flupentixol hydrochloride,antidepressant,234.0,741.3681
2022-08,Manchester,Fluvoxamine maleate,antidepressant,39.0,630.0864
2022-08,Manchester,Imipramine hydrochloride,antidepressant,136.0,709.0832
2022-08,Manchester,Lofepramine hydrochloride,antidepressant,161.0,2256.9282
2022-08,Manchester,Loprazolam mesilate,anxiolytic,15.0,409.4854
2022-08,Manchester,Lorazepam,anxiolytic,1015.0,11234.8361
2022-08,Manchester,Lormetazepam,anxiolytic,27.0,340.4838
2022-08,Manchester,Melatonin,anxiolytic,3134.0,89935.1449
2022-08,Manchester,Mianserin hydrochloride,antidepressant,1.0,34.983
2022-08,Manchester,Midazolam hydrochloride,anxiolytic,145.0,13797.1396
2022-08,Manchester,Midazolam maleate,anxiolytic,26.0,2997.5285
2022-08,Manchester,Mirtazapine,antidepressant,27869.0,25463.7006
2022-08,Manchester,Moclobemide,antidepressant,2.0,61.2317
2022-08,Manchester,Nitrazepam,anxiolytic,865.0,3527.0844
2022-08,Manchester,Nortriptyline,antidepressant,2528.0,11063.2806
2022-08,Manchester,Oxazepam,anxiolytic,48.0,208.028
2022-08,Manchester,Paroxetine hydrochloride,antidepressant,2446.0,6512.6155
2022-08,Manchester,Phenelzine sulfate,antidepressant,1.0,125.7148
2022-08,Manchester,Phenobarbital,anxiolytic,218.0,3739.8779
2022-08,Manchester,Pregabalin,anxiolytic,20805.0,46381.6391
2022-08,Manchester,Promethazine teoclate,anxiolytic,73.0,224.0365
2022-08,Manchester,Reboxetine,antidepressant,29.0,474.5106
2022-08,Manchester,Secobarbital sodium,anxiolytic,2.0,387.9157
2022-08,Manchester,Sertraline hydrochloride,antidepressant,42895.0,50731.2121
2022-08,Manchester,Temazepam,anxiolytic,1036.0,14135.1473
2022-08,Manchester,Tranylcypromine sulfate,antidepressant,2.0,4552.6447
2022-08,Manchester,Trazodone hydrochloride,antidepressant,2970.0,11333.9682
2022-08,Manchester,Trimipramine maleate,antidepressant,13.0,4956.276
2022-08,Manchester,Tryptophan,antidepressant,4.0,1046.8363
2022-08,Manchester,Venlafaxine,antidepressant,12329.0,78255.7951
2022-08,Manchester,Vortioxetine,antidepressant,466.0,8246.7468
2022-08,Manchester,Zolpidem tartrate,anxiolytic,1084.0,924.5896
2022-08,Manchester,Zopiclone,anxiolytic,7564.0,4112.5689
2022-08,Middlesbrough,Amitriptyline hydrochloride,antidepressant,6030.0,7095.8385
2022-08,Middlesbrough,Bupropion hydrochloride,antidepressant,9.0,199.7316
2022-08,Middlesbrough,Buspirone hydrochloride,anxiolytic,104.0,1261.8522
2022-08,Middlesbrough,Chloral hydrate,anxiolytic,6.0,3728.5444
2022-08,Middlesbrough,Chlordiazepoxide hydrochloride,anxiolytic,11.0,125.5772
2022-08,Middlesbrough,Citalopram hydrobromide,antidepressant,4258.0,11560.3767
2022-08,Middlesbrough,Citalopram hydrochloride,antidepressant,24.0,209.3733
2022-08,Middlesbrough,Clobazam,anxiolytic,106.0,5547.8598
2022-08,Middlesbrough,Clomipramine hydrochloride,antidepressant,46.0,559.1068
2022-08,Middlesbrough,Clonazepam,anxiolytic,236.0,4247.8539
2022-08,Middlesbrough,Diazepam,anxiolytic,1427.0,5236.2402
2022-08,Middlesbrough,Dosulepin hydrochloride,antidepressant,228.0,2448.9406
2022-08,Middlesbrough,Doxepin,antidepressant,10.0,2361.7108
2022-08,Middlesbrough,Duloxetine hydrochloride,antidepressant,2107.0,14208.7976
2022-08,Middlesbrough,Escitalopram,antidepressant,643.0,948.764
2022-08,Middlesbrough,Fluoxetine hydrochloride,antidepressant,3573.0,9974.6092
2022-08,Middlesbrough,Flupentixol decanoate,antidepressant,1.0,2.4861
2022-08,Middlesbrough,Flupentixol hydrochloride,antidepressant,49.0,167.2263
2022-08,Middlesbrough,Fluvoxamine maleate,antidepressant,8.0,214.5756
2022-08,Middlesbrough,Imipramine hydrochloride,antidepressant,24.0,124.0749
2022-08,Middlesbrough,Isocarboxazid,antidepressant,2.0,814.905
2022-08,Middlesbrough,Lofepramine hydrochloride,antidepressant,108.0,1509.3664
2022-08,Middlesbrough,Loprazolam mesilate,anxiolytic,6.0,116.8435
2022-08,Middlesbrough,Lorazepam,anxiolytic,302.0,3625.6927
2022-08,Middlesbrough,Lormetazepam,anxiolytic,6.0,141.2014
2022-08,Middlesbrough,Melatonin,anxiolytic,488.0,13921.9847
2022-08,Middlesbrough,Midazolam hydrochloride,anxiolytic,22.0,1856.2725
2022-08,Middlesbrough,Midazolam maleate,anxiolytic,5.0,727.0607
2022-08,Middlesbrough,Mirtazapine,antidepressant,6823.0,6313.917
2022-08,Middlesbrough,Moclobemide,antidepressant,1.0,26.1609
2022-08,Middlesbrough,Nitrazepam,anxiolytic,150.0,319.5195
2022-08,Middlesbrough,Nortriptyline,antidepressant,198.0,394.5056
2022-08,Middlesbrough,Oxazepam,anxiolytic,16.0,86.0379
2022-08,Middlesbrough,Paroxetine hydrochloride,antidepressant,578.0,1414.7886
2022-08,Middlesbrough,Phenelzine sulfate,antidepressant,1.0,94.3142
2022-08,Middlesbrough,Phenobarbital,anxiolytic,46.0,436.6061
2022-08,Middlesbrough,Pregabalin,anxiolytic,5415.0,10371.5461
2022-08,Middlesbrough,Promethazine teoclate,anxiolytic,14.0,44.769
2022-08,Middlesbrough,Reboxetine,antidepressant,40.0,386.9693
2022-08,Middlesbrough,Sertraline hydrochloride,antidepressant,10262.0,11927.5211
2022-08,Middlesbrough,Temazepam,anxiolytic,409.0,4869.5359
2022-08,Middlesbrough,Tranylcypromine sulfate,antidepressant,4.0,5463.1934
2022-08,Middlesbrough,Trazodone hydrochloride,antidepressant,1109.0,2073.3897
2022-08,Middlesbrough,Trimipramine maleate,antidepressant,8.0,2155.257
2022-08,Middlesbrough,Venlafaxine,antidepressant,2412.0,15855.5509
2022-08,Middlesbrough,Vortioxetine,antidepressant,102.0,1890.7897
2022-08,Middlesbrough,Zolpidem tartrate,anxiolytic,152.0,156.1733
2022-08,Middlesbrough,Zopiclone,anxiolytic,1475.0,942.0827
2022-08,Newcastle upon Tyne,Agomelatine,antidepressant,94.0,989.9334
2022-08,Newcastle upon Tyne,Amitriptyline hydrochloride,antidepressant,11873.0,12403.8589
2022-08,Newcastle upon Tyne,Bupropion hydrochloride,antidepressant,35.0,1006.8644
2022-08,Newcastle upon Tyne,Buspirone hydrochloride,anxiolytic,128.0,1016.6635
2022-08,Newcastle upon Tyne,Chloral hydrate,anxiolytic,16.0,6331.8623
2022-08,Newcastle upon Tyne,Chlordiazepoxide hydrochloride,anxiolytic,12.0,114.3003
2022-08,Newcastle upon Tyne,Citalopram hydrobromide,antidepressant,11522.0,29529.3359
2022-08,Newcastle upon Tyne,Citalopram hydrochloride,antidepressant,38.0,358.8743
2022-08,Newcastle upon Tyne,Clobazam,anxiolytic,341.0,11155.1168
2022-08,Newcastle upon Tyne,Clomethiazole,anxiolytic,16.0,69.2536
2022-08,Newcastle upon Tyne,Clomethiazole edisilate,anxiolytic,5.0,176.1297
2022-08,Newcastle upon Tyne,Clomipramine hydrochloride,antidepressant,254.0,2734.1016
2022-08,Newcastle upon Tyne,Clonazepam,anxiolytic,668.0,8708.7327
2022-08,Newcastle upon Tyne,Diazepam,anxiolytic,3304.0,9972.8648
2022-08,Newcastle upon Tyne,Dosulepin hydrochloride,antidepressant,280.0,2317.8791
2022-08,Newcastle upon Tyne,Doxepin,antidepressant,3.0,325.2577
2022-08,Newcastle upon Tyne,Duloxetine hydrochloride,antidepressant,5755.0,28510.3246
2022-08,Newcastle upon Tyne,Escitalopram,antidepressant,877.0,1252.2402
2022-08,Newcastle upon Tyne,Fluoxetine hydrochloride,antidepressant,8031.0,20686.0884
2022-08,Newcastle upon Tyne,Flupentixol decanoate,antidepressant,16.0,76.4104
2022-08,Newcastle upon Tyne,Flupentixol hydrochloride,antidepressant,123.0,295.3615
2022-08,Newcastle upon Tyne,Fluvoxamine maleate,antidepressant,13.0,212.4985
2022-08,Newcastle upon Tyne,Imipramine hydrochloride,antidepressant,114.0,390.9467
2022-08,Newcastle upon Tyne,Lofepramine hydrochloride,antidepressant,269.0,3052.9342
2022-08,Newcastle upon Tyne,Loprazolam mesilate,anxiolytic,3.0,128.0979
2022-08,Newcastle upon Tyne,Lorazepam,anxiolytic,481.0,4427.8657
2022-08,Newcastle upon Tyne,Lormetazepam,anxiolytic,1.0,31.1111
2022-08,Newcastle upon Tyne,Melatonin,anxiolytic,2112.0,59072.4964
2022-08,Newcastle upon Tyne,Mianserin hydrochloride,antidepressant,2.0,69.9659
2022-08,Newcastle upon Tyne,Midazolam hydrochloride,anxiolytic,43.0,3918.0522
2022-08,Newcastle upon Tyne,Midazolam maleate,anxiolytic,24.0,3904.9623
2022-08,Newcastle upon Tyne,Mirtazapine,antidepressant,14180.0,12986.7587
2022-08,Newcastle upon Tyne,Moclobemide,antidepressant,6.0,120.3733
2022-08,Newcastle upon Tyne,Nitrazepam,anxiolytic,127.0,252.9168
2022-08,Newcastle upon Tyne,Nortriptyline,antidepressant,577.0,2021.1415
2022-08,Newcastle upon Tyne,Oxazepam,anxiolytic,18.0,68.5896
2022-08,Newcastle upon Tyne,Paraldehyde,anxiolytic,3.0,72.9314
2022-08,Newcastle upon Tyne,Paroxetine hydrochloride,antidepressant,890.0,2008.0247
2022-08,Newcastle upon Tyne,Phenelzine sulfate,antidepressant,4.0,408.6574
2022-08,Newcastle upon Tyne,Phenobarbital,anxiolytic,141.0,2473.7301
2022-08,Newcastle upon Tyne,Pregabalin,anxiolytic,8587.0,14919.6883
2022-08,Newcastle upon Tyne,Promethazine teoclate,anxiolytic,14.0,46.7559
2022-08,Newcastle upon Tyne,Reboxetine,antidepressant,28.0,207.5128
2022-08,Newcastle upon Tyne,Sertraline hydrochloride,antidepressant,18751.0,20613.3031
2022-08,Newcastle upon Tyne,Temazepam,anxiolytic,947.0,9068.0393
2022-08,Newcastle upon Tyne,Tranylcypromine sulfate,antidepressant,5.0,3642.1579
2022-08,Newcastle upon Tyne,Trazodone hydrochloride,antidepressant,3189.0,5410.9233
2022-08,Newcastle upon Tyne,Trimipramine maleate,antidepressant,8.0,2298.4036
2022-08,Newcastle upon Tyne,Tryptophan,antidepressant,4.0,78.9511
2022-08,Newcastle upon Tyne,Venlafaxine,antidepressant,5201.0,28450.8833
2022-08,Newcastle upon Tyne,Vortioxetine,antidepressant,411.0,6091.3946
2022-08,Newcastle upon Tyne,Zolpidem tartrate,anxiolytic,141.0,112.3936
2022-08,Newcastle upon Tyne,Zopiclone,anxiolytic,2729.0,1410.6201
2022-08,Nottingham,Agomelatine,antidepressant,24.0,539.5796
2022-08,Nottingham,Amitriptyline hydrochloride,antidepressant,19042.0,28079.9222
2022-08,Nottingham,Bupropion hydrochloride,antidepressant,52.0,1524.6964
2022-08,Nottingham,Buspirone hydrochloride,anxiolytic,57.0,887.6898
2022-08,Nottingham,Chloral hydrate,anxiolytic,27.0,9771.8589
2022-08,Nottingham,Chlordiazepoxide hydrochloride,anxiolytic,27.0,296.1255
2022-08,Nottingham,Citalopram hydrobromide,antidepressant,16090.0,53851.1988
2022-08,Nottingham,Citalopram hydrochloride,antidepressant,86.0,779.5864
2022-08,Nottingham,Clobazam,anxiolytic,490.0,16520.154
2022-08,Nottingham,Clomethiazole,anxiolytic,8.0,319.4901
2022-08,Nottingham,Clomipramine hydrochloride,antidepressant,288.0,4818.9042
2022-08,Nottingham,Clonazepam,anxiolytic,1234.0,19402.6375
2022-08,Nottingham,Diazepam,anxiolytic,4263.0,13918.7411
2022-08,Nottingham,Dosulepin hydrochloride,antidepressant,441.0,5814.8921
2022-08,Nottingham,Doxepin,antidepressant,16.0,2623.4569
2022-08,Nottingham,Duloxetine hydrochloride,antidepressant,3830.0,32388.0482
2022-08,Nottingham,Escitalopram,antidepressant,1090.0,1972.7284
2022-08,Nottingham,Fluoxetine hydrochloride,antidepressant,7482.0,27162.9264
2022-08,Nottingham,Flupentixol decanoate,antidepressant,2.0,18.9997
2022-08,Nottingham,Flupentixol hydrochloride,antidepressant,167.0,661.0122
2022-08,Nottingham,Fluvoxamine maleate,antidepressant,8.0,241.6789
2022-08,Nottingham,Imipramine hydrochloride,antidepressant,294.0,2780.543
2022-08,Nottingham,Isocarboxazid,antidepressant,4.0,1978.9015
2022-08,Nottingham,Lofepramine hydrochloride,antidepressant,259.0,4909.8486
2022-08,Nottingham,Loprazolam mesilate,anxiolytic,5.0,162.9526
2022-08,Nottingham,Lorazepam,anxiolytic,863.0,7484.5872
2022-08,Nottingham,Lormetazepam,anxiolytic,4.0,55.867
2022-08,Nottingham,Melatonin,anxiolytic,474.0,16988.8244
2022-08,Nottingham,Midazolam hydrochloride,anxiolytic,126.0,11722.9217
2022-08,Nottingham,Midazolam maleate,anxiolytic,16.0,1992.8095
2022-08,Nottingham,Mirtazapine,antidepressant,10855.0,13271.7092
2022-08,Nottingham,Moclobemide,antidepressant,6.0,179.1933
2022-08,Nottingham,Nitrazepam,anxiolytic,289.0,1355.8695
2022-08,Nottingham,Nortriptyline,antidepressant,1326.0,7559.4324
2022-08,Nottingham,Oxazepam,anxiolytic,20.0,148.0944
2022-08,Nottingham,Oxitriptan,antidepressant,1.0,103.3981
2022-08,Nottingham,Paroxetine hydrochloride,antidepressant,957.0,3475.1672
2022-08,Nottingham,Phenelzine sulfate,antidepressant,1.0,62.9136
2022-08,Nottingham,Phenobarbital,anxiolytic,149.0,2385.7557
2022-08,Nottingham,Pregabalin,anxiolytic,9013.0,21732.5011
2022-08,Nottingham,Promethazine teoclate,anxiolytic,27.0,77.1645
2022-08,Nottingham,Reboxetine,antidepressant,15.0,377.1306
2022-08,Nottingham,Sertraline hydrochloride,antidepressant,24421.0,34514.0311
2022-08,Nottingham,Temazepam,anxiolytic,485.0,7462.8187
2022-08,Nottingham,Tranylcypromine sulfate,antidepressant,3.0,6373.705
2022-08,Nottingham,Trazodone hydrochloride,antidepressant,2007.0,6536.9534
2022-08,Nottingham,Trimipramine maleate,antidepressant,11.0,4453.179
2022-08,Nottingham,Venlafaxine,antidepressant,5420.0,38822.2074
2022-08,Nottingham,Vortioxetine,antidepressant,169.0,3132.408
2022-08,Nottingham,Zolpidem tartrate,anxiolytic,600.0,560.8257
2022-08,Nottingham,Zopiclone,anxiolytic,4770.0,2900.5796
2022-08,Peterborough,Agomelatine,antidepressant,2.0,45.5557
2022-08,Peterborough,Amitriptyline hydrochloride,antidepressant,8319.0,9215.2865
2022-08,Peterborough,Bupropion hydrochloride,antidepressant,22.0,742.6849
2022-08,Peterborough,Buspirone hydrochloride,anxiolytic,74.0,1142.4558
2022-08,Peterborough,Chloral hydrate,anxiolytic,2.0,1217.6149
2022-08,Peterborough,Chlordiazepoxide hydrochloride,anxiolytic,31.0,80.5467
2022-08,Peterborough,Citalopram hydrobromide,antidepressant,7807.0,20700.4242
2022-08,Peterborough,Citalopram hydrochloride,antidepressant,49.0,396.1472
2022-08,Peterborough,Clobazam,anxiolytic,122.0,6702.4946
2022-08,Peterborough,Clomethiazole,anxiolytic,1.0,43.0266
2022-08,Peterborough,Clomipramine hydrochloride,antidepressant,75.0,1080.9481
2022-08,Peterborough,Clonazepam,anxiolytic,485.0,8476.4986
2022-08,Peterborough,Diazepam,anxiolytic,1772.0,3259.8392
2022-08,Peterborough,Dosulepin hydrochloride,antidepressant,180.0,1605.6682
2022-08,Peterborough,Doxepin,antidepressant,2.0,181.3259
2022-08,Peterborough,Duloxetine hydrochloride,antidepressant,833.0,5675.6624
2022-08,Peterborough,Escitalopram,antidepressant,536.0,843.3846
2022-08,Peterborough,Fluoxetine hydrochloride,antidepressant,2877.0,11216.4002
2022-08,Peterborough,Flupentixol decanoate,antidepressant,34.0,687.11
2022-08,Peterborough,Flupentixol hydrochloride,antidepressant,72.0,275.7799
2022-08,Peterborough,Fluvoxamine maleate,antidepressant,7.0,120.0334
2022-08,Peterborough,Imipramine hydrochloride,antidepressant,93.0,756.8646
2022-08,Peterborough,Lofepramine hydrochloride,antidepressant,27.0,335.7232
2022-08,Peterborough,Loprazolam mesilate,anxiolytic,47.0,621.6286
2022-08,Peterborough,Lorazepam,anxiolytic,590.0,3975.5617
2022-08,Peterborough,Lormetazepam,anxiolytic,9.0,158.0454
2022-08,Peterborough,Melatonin,anxiolytic,544.0,19053.1333
2022-08,Peterborough,Midazolam hydrochloride,anxiolytic,41.0,4906.427
2022-08,Peterborough,Midazolam maleate,anxiolytic,5.0,342.179
2022-08,Peterborough,Mirtazapine,antidepressant,3984.0,4636.5403
2022-08,Peterborough,Moclobemide,antidepressant,4.0,24.8598
2022-08,Peterborough,Nitrazepam,anxiolytic,98.0,267.4084
2022-08,Peterborough,Nortriptyline,antidepressant,458.0,1051.6864
2022-08,Peterborough,Oxazepam,anxiolytic,25.0,69.411
2022-08,Peterborough,Paraldehyde,anxiolytic,1.0,31.2261
2022-08,Peterborough,Paroxetine hydrochloride,antidepressant,583.0,1774.4991
2022-08,Peterborough,Phenelzine sulfate,antidepressant,3.0,450.4994
2022-08,Peterborough,Phenobarbital,anxiolytic,68.0,1565.9242
2022-08,Peterborough,Pregabalin,anxiolytic,3394.0,7716.7359
2022-08,Peterborough,Promethazine teoclate,anxiolytic,11.0,23.6551
2022-08,Peterborough,Reboxetine,antidepressant,10.0,89.8302
2022-08,Peterborough,Sertraline hydrochloride,antidepressant,10009.0,13432.2876
2022-08,Peterborough,Sodium oxybate,anxiolytic,7.0,7065.222
2022-08,Peterborough,Temazepam,anxiolytic,314.0,3597.4775
2022-08,Peterborough,Tranylcypromine sulfate,antidepressant,1.0,455.2744
2022-08,Peterborough,Trazodone hydrochloride,antidepressant,195.0,468.0149
2022-08,Peterborough,Trimipramine maleate,antidepressant,7.0,2642.4725
2022-08,Peterborough,Venlafaxine,antidepressant,2506.0,17087.6354
2022-08,Peterborough,Vortioxetine,antidepressant,51.0,1063.6834
2022-08,Peterborough,Zolpidem tartrate,anxiolytic,284.0,325.5816
2022-08,Peterborough,Zopiclone,anxiolytic,1975.0,1282.2968
2022-08,Plymouth,Agomelatine,antidepressant,16.0,342.1799
2022-08,Plymouth,Amitriptyline hydrochloride,antidepressant,8241.0,11380.5762
2022-08,Plymouth,Bupropion hydrochloride,antidepressant,22.0,713.615
2022-08,Plymouth,Buspirone hydrochloride,anxiolytic,65.0,663.2224
2022-08,Plymouth,Chloral hydrate,anxiolytic,3.0,761.013
2022-08,Plymouth,Chlordiazepoxide hydrochloride,anxiolytic,16.0,79.9635
2022-08,Plymouth,Citalopram hydrobromide,antidepressant,6252.0,21971.3812
2022-08,Plymouth,Citalopram hydrochloride,antidepressant,25.0,267.5142
2022-08,Plymouth,Clobazam,anxiolytic,126.0,7086.6302
2022-08,Plymouth,Clomipramine hydrochloride,antidepressant,77.0,1583.1304
2022-08,Plymouth,Clonazepam,anxiolytic,321.0,5253.5292
2022-08,Plymouth,Diazepam,anxiolytic,2426.0,2958.5849
2022-08,Plymouth,Dosulepin hydrochloride,antidepressant,192.0,2133.1376
2022-08,Plymouth,Doxepin,antidepressant,4.0,1178.5067
2022-08,Plymouth,Duloxetine hydrochloride,antidepressant,1992.0,16178.2822
2022-08,Plymouth,Escitalopram,antidepressant,445.0,1018.053
2022-08,Plymouth,Fluoxetine hydrochloride,antidepressant,3271.0,13136.1431
2022-08,Plymouth,Flupentixol decanoate,antidepressant,2.0,5.3178
2022-08,Plymouth,Flupentixol hydrochloride,antidepressant,49.0,127.2227
2022-08,Plymouth,Fluvoxamine maleate,antidepressant,9.0,87.681
2022-08,Plymouth,Imipramine hydrochloride,antidepressant,121.0,383.5729
2022-08,Plymouth,Lofepramine hydrochloride,antidepressant,76.0,1478.8851
2022-08,Plymouth,Lorazepam,anxiolytic,412.0,3681.3854
2022-08,Plymouth,Lormetazepam,anxiolytic,15.0,168.5578
2022-08,Plymouth,Melatonin,anxiolytic,1434.0,61622.6418
2022-08,Plymouth,Midazolam hydrochloride,anxiolytic,19.0,1577.4838
2022-08,Plymouth,Midazolam maleate,anxiolytic,17.0,2523.3238
2022-08,Plymouth,Mirtazapine,antidepressant,6969.0,8635.6433
2022-08,Plymouth,Moclobemide,antidepressant,7.0,165.6334
2022-08,Plymouth,Nitrazepam,anxiolytic,152.0,327.469
2022-08,Plymouth,Nortriptyline,antidepressant,335.0,1314.0869
2022-08,Plymouth,Oxazepam,anxiolytic,11.0,58.1981
2022-08,Plymouth,Paroxetine hydrochloride,antidepressant,417.0,1524.4563
2022-08,Plymouth,Phenobarbital,anxiolytic,38.0,313.4658
