date,country,group,chemical_substance,items
2021-01,England,Anxiolytics,Sodium oxybate,23.0
2021-01,England,Anxiolytics,Melatonin,13612.0
2021-01,England,Anxiolytics,Chloral hydrate,105.0
2021-01,England,Anxiolytics,Cloral betaine,5.0
2021-01,England,Anxiolytics,Clomethiazole edisilate,1.0
2021-01,England,Anxiolytics,Clomethiazole,63.0
2021-01,England,Anxiolytics,Loprazolam mesilate,181.0
2021-01,England,Anxiolytics,Lormetazepam,155.0
2021-01,England,Anxiolytics,Nitrazepam,3976.0
2021-01,England,Anxiolytics,Temazepam,8159.0
2021-01,England,Anxiolytics,Zolpidem tartrate,7349.0
2021-01,England,Anxiolytics,Zopiclone,58180.0
2021-01,England,Anxiolytics,Buspirone hydrochloride,1598.0
2021-01,England,Anxiolytics,Chlordiazepoxide hydrochloride,330.0
2021-01,England,Anxiolytics,Diazepam,44941.0
2021-01,England,Anxiolytics,Lorazepam,12885.0
2021-01,England,Anxiolytics,Oxazepam,450.0
2021-01,England,Anxiolytics,Amobarbital sodium,14.0
2021-01,England,Anxiolytics,Butobarbital,1.0
2021-01,England,Anxiolytics,Secobarbital sodium,7.0
2021-01,England,Antidepressants,Amitriptyline hydrochloride,159088.0
2021-01,England,Antidepressants,Clomipramine hydrochloride,2866.0
2021-01,England,Antidepressants,Dosulepin hydrochloride,5124.0
2021-01,England,Antidepressants,Doxepin,207.0
2021-01,England,Antidepressants,Imipramine hydrochloride,1319.0
2021-01,England,Antidepressants,Lofepramine hydrochloride,1358.0
2021-01,England,Antidepressants,Nortriptyline,7724.0
2021-01,England,Antidepressants,Trazodone hydrochloride,7402.0
2021-01,England,Antidepressants,Trimipramine maleate,226.0
2021-01,England,Antidepressants,Isocarboxazid,18.0
2021-01,England,Antidepressants,Moclobemide,77.0
2021-01,England,Antidepressants,Phenelzine sulfate,59.0
2021-01,England,Antidepressants,Tranylcypromine sulfate,38.0
2021-01,England,Antidepressants,Citalopram hydrobromide,171838.0
2021-01,England,Antidepressants,Fluoxetine hydrochloride,69808.0
2021-01,England,Antidepressants,Fluvoxamine maleate,251.0
2021-01,England,Antidepressants,Paroxetine hydrochloride,13866.0
2021-01,England,Antidepressants,Sertraline hydrochloride,187596.0
2021-01,England,Antidepressants,Escitalopram,13687.0
2021-01,England,Antidepressants,Citalopram hydrochloride,745.0
2021-01,England,Antidepressants,Vortioxetine,2246.0
2021-01,England,Antidepressants,Reboxetine,192.0
2021-01,England,Antidepressants,Venlafaxine,60447.0
2021-01,England,Antidepressants,Mirtazapine,92589.0
2021-01,England,Antidepressants,Duloxetine hydrochloride,25600.0
2021-01,England,Antidepressants,Agomelatine,184.0
2021-01,England,Anxiolytics,Promethazine teoclate,484.0
2021-01,England,Anxiolytics,Clobazam,3055.0
2021-01,England,Anxiolytics,Pregabalin,76365.0
2021-01,England,Anxiolytics,Clonazepam,13208.0
2021-01,England,Anxiolytics,Phenobarbital,1954.0
2021-01,England,Anxiolytics,Phenobarbital sodium,3.0
2021-01,England,Anxiolytics,Paraldehyde,28.0
2021-01,England,Anxiolytics,Midazolam maleate,221.0
2021-01,England,Anxiolytics,Midazolam hydrochloride,666.0
2021-01,England,Antidepressants,Bupropion hydrochloride,178.0
2021-01,England,Anxiolytics,Sodium oxybate,10.0
2021-01,England,Anxiolytics,Melatonin,15244.0
2021-01,England,Anxiolytics,Chloral hydrate,141.0
2021-01,England,Anxiolytics,Cloral betaine,6.0
2021-01,England,Anxiolytics,Clomethiazole,67.0
2021-01,England,Anxiolytics,Loprazolam mesilate,41.0
2021-01,England,Anxiolytics,Lormetazepam,101.0
2021-01,England,Anxiolytics,Nitrazepam,2407.0
2021-01,England,Anxiolytics,Temazepam,6145.0
2021-01,England,Anxiolytics,Zolpidem tartrate,7025.0
2021-01,England,Anxiolytics,Zopiclone,50379.0
2021-01,England,Anxiolytics,Buspirone hydrochloride,828.0
2021-01,England,Anxiolytics,Chlordiazepoxide hydrochloride,233.0
2021-01,England,Anxiolytics,Diazepam,37176.0
2021-01,England,Anxiolytics,Lorazepam,8586.0
2021-01,England,Anxiolytics,Oxazepam,285.0
2021-01,England,Anxiolytics,Amobarbital sodium,4.0
2021-01,England,Anxiolytics,Butobarbital,3.0
2021-01,England,Anxiolytics,Secobarbital sodium,20.0
2021-01,England,Antidepressants,Amitriptyline hydrochloride,104398.0
2021-01,England,Antidepressants,Clomipramine hydrochloride,1774.0
2021-01,England,Antidepressants,Dosulepin hydrochloride,3411.0
2021-01,England,Antidepressants,Doxepin,201.0
2021-01,England,Antidepressants,Imipramine hydrochloride,914.0
2021-01,England,Antidepressants,Lofepramine hydrochloride,1283.0
2021-01,England,Antidepressants,Mianserin hydrochloride,2.0
2021-01,England,Antidepressants,Nortriptyline,6241.0
2021-01,England,Antidepressants,Trazodone hydrochloride,4982.0
2021-01,England,Antidepressants,Trimipramine maleate,308.0
2021-01,England,Antidepressants,Isocarboxazid,21.0
2021-01,England,Antidepressants,Moclobemide,85.0
2021-01,England,Antidepressants,Phenelzine sulfate,38.0
2021-01,England,Antidepressants,Tranylcypromine sulfate,70.0
2021-01,England,Antidepressants,Citalopram hydrobromide,109289.0
2021-01,England,Antidepressants,Fluoxetine hydrochloride,47034.0
2021-01,England,Antidepressants,Fluvoxamine maleate,283.0
2021-01,England,Antidepressants,Paroxetine hydrochloride,11508.0
2021-01,England,Antidepressants,Sertraline hydrochloride,150110.0
2021-01,England,Antidepressants,Escitalopram,13046.0
2021-01,England,Antidepressants,Citalopram hydrochloride,380.0
2021-01,England,Antidepressants,Vortioxetine,1701.0
2021-01,England,Antidepressants,Reboxetine,157.0
2021-01,England,Antidepressants,Venlafaxine,37789.0
2021-01,England,Antidepressants,Mirtazapine,95291.0
2021-01,England,Antidepressants,Duloxetine hydrochloride,19757.0
2021-01,England,Antidepressants,Agomelatine,387.0
2021-01,England,Anxiolytics,Promethazine teoclate,223.0
2021-01,England,Anxiolytics,Clobazam,3736.0
2021-01,England,Anxiolytics,Pregabalin,62093.0
2021-01,England,Anxiolytics,Clonazepam,11913.0
2021-01,England,Anxiolytics,Phenobarbital,1325.0
2021-01,England,Anxiolytics,Phenobarbital sodium,2.0
2021-01,England,Anxiolytics,Paraldehyde,24.0
2021-01,England,Anxiolytics,Midazolam maleate,157.0
2021-01,England,Anxiolytics,Midazolam hydrochloride,963.0
2021-01,England,Antidepressants,Bupropion hydrochloride,646.0
2021-01,England,Anxiolytics,Sodium oxybate,33.0
2021-01,England,Anxiolytics,Melatonin,23225.0
2021-01,England,Anxiolytics,Chloral hydrate,206.0
2021-01,England,Anxiolytics,Cloral betaine,5.0
2021-01,England,Anxiolytics,Clomethiazole edisilate,25.0
2021-01,England,Anxiolytics,Clomethiazole,108.0
2021-01,England,Anxiolytics,Loprazolam mesilate,187.0
2021-01,England,Anxiolytics,Lormetazepam,152.0
2021-01,England,Anxiolytics,Nitrazepam,4885.0
2021-01,England,Anxiolytics,Temazepam,10459.0
2021-01,England,Anxiolytics,Zolpidem tartrate,9039.0
2021-01,England,Anxiolytics,Zopiclone,84711.0
2021-01,England,Anxiolytics,Buspirone hydrochloride,2706.0
2021-01,England,Anxiolytics,Chlordiazepoxide hydrochloride,673.0
2021-01,England,Anxiolytics,Diazepam,74958.0
2021-01,England,Anxiolytics,Lorazepam,19968.0
2021-01,England,Anxiolytics,Oxazepam,767.0
2021-01,England,Anxiolytics,Amobarbital sodium,31.0
2021-01,England,Anxiolytics,Butobarbital,3.0
2021-01,England,Anxiolytics,Secobarbital sodium,4.0
2021-01,England,Antidepressants,Amitriptyline hydrochloride,238653.0
2021-01,England,Antidepressants,Clomipramine hydrochloride,3251.0
2021-01,England,Antidepressants,Dosulepin hydrochloride,7510.0
2021-01,England,Antidepressants,Doxepin,306.0
2021-01,England,Antidepressants,Imipramine hydrochloride,2186.0
2021-01,England,Antidepressants,Lofepramine hydrochloride,2822.0
2021-01,England,Antidepressants,Mianserin hydrochloride,2.0
2021-01,England,Antidepressants,Nortriptyline,10117.0
2021-01,England,Antidepressants,Trazodone hydrochloride,11263.0
2021-01,England,Antidepressants,Trimipramine maleate,244.0
2021-01,England,Antidepressants,Isocarboxazid,26.0
2021-01,England,Antidepressants,Moclobemide,118.0
2021-01,England,Antidepressants,Phenelzine sulfate,29.0
2021-01,England,Antidepressants,Tranylcypromine sulfate,58.0
2021-01,England,Antidepressants,Citalopram hydrobromide,230144.0
2021-01,England,Antidepressants,Fluoxetine hydrochloride,113765.0
2021-01,England,Antidepressants,Fluvoxamine maleate,335.0
2021-01,England,Antidepressants,Paroxetine hydrochloride,19934.0
2021-01,England,Antidepressants,Sertraline hydrochloride,306804.0
2021-01,England,Antidepressants,Escitalopram,21813.0
2021-01,England,Antidepressants,Citalopram hydrochloride,1180.0
2021-01,England,Antidepressants,Vortioxetine,3688.0
2021-01,England,Antidepressants,Reboxetine,299.0
2021-01,England,Antidepressants,Venlafaxine,77406.0
2021-01,England,Antidepressants,Mirtazapine,153167.0
2021-01,England,Antidepressants,Duloxetine hydrochloride,47450.0
2021-01,England,Antidepressants,Agomelatine,232.0
2021-01,England,Anxiolytics,Promethazine teoclate,459.0
2021-01,England,Anxiolytics,Clobazam,5369.0
2021-01,England,Anxiolytics,Pregabalin,123807.0
2021-01,England,Anxiolytics,Clonazepam,13727.0
2021-01,England,Anxiolytics,Phenobarbital,2811.0
2021-01,England,Anxiolytics,Phenobarbital sodium,3.0
2021-01,England,Anxiolytics,Clonazepam,1.0
2021-01,England,Anxiolytics,Paraldehyde,13.0
2021-01,England,Anxiolytics,Midazolam maleate,237.0
2021-01,England,Anxiolytics,Midazolam hydrochloride,1004.0
2021-01,England,Antidepressants,Bupropion hydrochloride,160.0
2021-01,England,Anxiolytics,Sodium oxybate,7.0
2021-01,England,Anxiolytics,Melatonin,17294.0
2021-01,England,Anxiolytics,Chloral hydrate,203.0
2021-01,England,Anxiolytics,Cloral betaine,9.0
2021-01,England,Anxiolytics,Clomethiazole edisilate,11.0
2021-01,England,Anxiolytics,Clomethiazole,225.0
2021-01,England,Anxiolytics,Loprazolam mesilate,242.0
2021-01,England,Anxiolytics,Lormetazepam,233.0
2021-01,England,Anxiolytics,Nitrazepam,5577.0
2021-01,England,Anxiolytics,Temazepam,13394.0
2021-01,England,Anxiolytics,Zolpidem tartrate,4835.0
2021-01,England,Anxiolytics,Zopiclone,52584.0
2021-01,England,Anxiolytics,Buspirone hydrochloride,2778.0
2021-01,England,Anxiolytics,Chlordiazepoxide hydrochloride,563.0
2021-01,England,Anxiolytics,Diazepam,52211.0
2021-01,England,Anxiolytics,Lorazepam,13032.0
2021-01,England,Anxiolytics,Oxazepam,936.0
2021-01,England,Anxiolytics,Amobarbital sodium,5.0
2021-01,England,Anxiolytics,Secobarbital sodium,4.0
2021-01,England,Antidepressants,Amitriptyline hydrochloride,255754.0
2021-01,England,Antidepressants,Clomipramine hydrochloride,3382.0
2021-01,England,Antidepressants,Dosulepin hydrochloride,6535.0
2021-01,England,Antidepressants,Doxepin,396.0
2021-01,England,Antidepressants,Imipramine hydrochloride,1933.0
2021-01,England,Antidepressants,Lofepramine hydrochloride,3219.0
2021-01,England,Antidepressants,Mianserin hydrochloride,2.0
2021-01,England,Antidepressants,Nortriptyline,10048.0
2021-01,England,Antidepressants,Trazodone hydrochloride,37616.0
2021-01,England,Antidepressants,Trimipramine maleate,303.0
2021-01,England,Antidepressants,Isocarboxazid,7.0
2021-01,England,Antidepressants,Moclobemide,100.0
2021-01,England,Antidepressants,Phenelzine sulfate,54.0
2021-01,England,Antidepressants,Tranylcypromine sulfate,44.0
2021-01,England,Antidepressants,Citalopram hydrobromide,203618.0
2021-01,England,Antidepressants,Fluoxetine hydrochloride,138853.0
2021-01,England,Antidepressants,Fluvoxamine maleate,329.0
2021-01,England,Antidepressants,Paroxetine hydrochloride,19517.0
2021-01,England,Antidepressants,Sertraline hydrochloride,318036.0
2021-01,England,Antidepressants,Escitalopram,16676.0
2021-01,England,Antidepressants,Citalopram hydrochloride,807.0
2021-01,England,Antidepressants,Vortioxetine,2632.0
2021-01,England,Antidepressants,Reboxetine,462.0
2021-01,England,Antidepressants,Venlafaxine,67737.0
2021-01,England,Antidepressants,Mirtazapine,187963.0
2021-01,England,Antidepressants,Duloxetine hydrochloride,56114.0
2021-01,England,Antidepressants,Agomelatine,310.0
2021-01,England,Anxiolytics,Promethazine teoclate,581.0
2021-01,England,Anxiolytics,Clobazam,3901.0
2021-01,England,Anxiolytics,Pregabalin,125880.0
2021-01,England,Anxiolytics,Clonazepam,13071.0
2021-01,England,Anxiolytics,Phenobarbital,2681.0
2021-01,England,Anxiolytics,Clonazepam,7.0
2021-01,England,Anxiolytics,Paraldehyde,18.0
2021-01,England,Anxiolytics,Midazolam maleate,239.0
2021-01,England,Anxiolytics,Midazolam hydrochloride,912.0
2021-01,England,Antidepressants,Bupropion hydrochloride,166.0
2021-01,England,Anxiolytics,Sodium oxybate,3.0
2021-01,England,Anxiolytics,Melatonin,13496.0
2021-01,England,Anxiolytics,Chloral hydrate,229.0
2021-01,England,Anxiolytics,Cloral betaine,5.0
2021-01,England,Anxiolytics,Clomethiazole edisilate,3.0
2021-01,England,Anxiolytics,Clomethiazole,85.0
2021-01,England,Anxiolytics,Loprazolam mesilate,204.0
2021-01,England,Anxiolytics,Lormetazepam,200.0
2021-01,England,Anxiolytics,Nitrazepam,6140.0
2021-01,England,Anxiolytics,Temazepam,8263.0
2021-01,England,Anxiolytics,Zolpidem tartrate,6997.0
2021-01,England,Anxiolytics,Zopiclone,60073.0
2021-01,England,Anxiolytics,Buspirone hydrochloride,5065.0
2021-01,England,Anxiolytics,Chlordiazepoxide hydrochloride,369.0
2021-01,England,Anxiolytics,Diazepam,55530.0
2021-01,England,Anxiolytics,Lorazepam,10666.0
2021-01,England,Anxiolytics,Oxazepam,770.0
2021-01,England,Anxiolytics,Amobarbital sodium,31.0
2021-01,England,Anxiolytics,Butobarbital,1.0
2021-01,England,Anxiolytics,Secobarbital sodium,9.0
2021-01,England,Antidepressants,Amitriptyline hydrochloride,164474.0
2021-01,England,Antidepressants,Clomipramine hydrochloride,2931.0
2021-01,England,Antidepressants,Dosulepin hydrochloride,5731.0
2021-01,England,Antidepressants,Doxepin,201.0
2021-01,England,Antidepressants,Imipramine hydrochloride,1130.0
2021-01,England,Antidepressants,Lofepramine hydrochloride,1407.0
2021-01,England,Antidepressants,Nortriptyline,10764.0
2021-01,England,Antidepressants,Trazodone hydrochloride,15078.0
2021-01,England,Antidepressants,Trimipramine maleate,172.0
2021-01,England,Antidepressants,Isocarboxazid,2.0
2021-01,England,Antidepressants,Moclobemide,85.0
2021-01,England,Antidepressants,Phenelzine sulfate,28.0
2021-01,England,Antidepressants,Tranylcypromine sulfate,18.0
2021-01,England,Antidepressants,Citalopram hydrobromide,159512.0
2021-01,England,Antidepressants,Fluoxetine hydrochloride,86767.0
2021-01,England,Antidepressants,Fluvoxamine maleate,226.0
2021-01,England,Antidepressants,Paroxetine hydrochloride,16858.0
2021-01,England,Antidepressants,Sertraline hydrochloride,262880.0
2021-01,England,Antidepressants,Escitalopram,15976.0
2021-01,England,Antidepressants,Citalopram hydrochloride,772.0
2021-01,England,Antidepressants,Vortioxetine,2516.0
2021-01,England,Antidepressants,Reboxetine,288.0
2021-01,England,Antidepressants,Venlafaxine,68392.0
2021-01,England,Antidepressants,Mirtazapine,159890.0
2021-01,England,Antidepressants,Duloxetine hydrochloride,41482.0
2021-01,England,Antidepressants,Agomelatine,109.0
2021-01,England,Anxiolytics,Promethazine teoclate,171.0
2021-01,England,Anxiolytics,Clobazam,5568.0
2021-01,England,Anxiolytics,Pregabalin,112867.0
2021-01,England,Anxiolytics,Clonazepam,9179.0
2021-01,England,Anxiolytics,Phenobarbital,1921.0
2021-01,England,Anxiolytics,Phenobarbital sodium,3.0
2021-01,England,Anxiolytics,Paraldehyde,8.0
2021-01,England,Anxiolytics,Midazolam maleate,145.0
2021-01,England,Anxiolytics,Midazolam hydrochloride,841.0
2021-01,England,Antidepressants,Bupropion hydrochloride,133.0
2021-01,England,Anxiolytics,Sodium oxybate,16.0
2021-01,England,Anxiolytics,Melatonin,18436.0
2021-01,England,Anxiolytics,Chloral hydrate,131.0
2021-01,England,Anxiolytics,Cloral betaine,6.0
2021-01,England,Anxiolytics,Clomethiazole,48.0
2021-01,England,Anxiolytics,Loprazolam mesilate,182.0
2021-01,England,Anxiolytics,Lormetazepam,192.0
2021-01,England,Anxiolytics,Nitrazepam,3315.0
2021-01,England,Anxiolytics,Temazepam,9208.0
2021-01,England,Anxiolytics,Zolpidem tartrate,10103.0
2021-01,England,Anxiolytics,Zopiclone,66732.0
2021-01,England,Anxiolytics,Buspirone hydrochloride,2326.0
2021-01,England,Anxiolytics,Chlordiazepoxide hydrochloride,495.0
2021-01,England,Anxiolytics,Diazepam,53776.0
2021-01,England,Anxiolytics,Lorazepam,13575.0
2021-01,England,Anxiolytics,Oxazepam,1459.0
2021-01,England,Anxiolytics,Amobarbital sodium,7.0
2021-01,England,Anxiolytics,Secobarbital sodium,4.0
2021-01,England,Antidepressants,Amitriptyline hydrochloride,154464.0
2021-01,England,Antidepressants,Clomipramine hydrochloride,2546.0
2021-01,England,Antidepressants,Dosulepin hydrochloride,5573.0
2021-01,England,Antidepressants,Doxepin,191.0
2021-01,England,Antidepressants,Imipramine hydrochloride,1868.0
2021-01,England,Antidepressants,Lofepramine hydrochloride,1357.0
2021-01,England,Antidepressants,Nortriptyline,9085.0
2021-01,England,Antidepressants,Trazodone hydrochloride,13812.0
2021-01,England,Antidepressants,Trimipramine maleate,402.0
2021-01,England,Antidepressants,Isocarboxazid,13.0
2021-01,England,Antidepressants,Moclobemide,107.0
2021-01,England,Antidepressants,Phenelzine sulfate,85.0
2021-01,England,Antidepressants,Tranylcypromine sulfate,137.0
2021-01,England,Antidepressants,Citalopram hydrobromide,171170.0
2021-01,England,Antidepressants,Fluoxetine hydrochloride,78432.0
2021-01,England,Antidepressants,Fluvoxamine maleate,269.0
2021-01,England,Antidepressants,Paroxetine hydrochloride,14150.0
2021-01,England,Antidepressants,Sertraline hydrochloride,224365.0
2021-01,England,Antidepressants,Escitalopram,25463.0
2021-01,England,Antidepressants,Citalopram hydrochloride,1017.0
2021-01,England,Antidepressants,Vortioxetine,4243.0
2021-01,England,Antidepressants,Reboxetine,234.0
2021-01,England,Antidepressants,Venlafaxine,60497.0
2021-01,England,Antidepressants,Mirtazapine,118277.0
2021-01,England,Antidepressants,Duloxetine hydrochloride,33803.0
2021-01,England,Antidepressants,Agomelatine,553.0
2021-01,England,Anxiolytics,Promethazine teoclate,298.0
2021-01,England,Anxiolytics,Clobazam,4339.0
2021-01,England,Anxiolytics,Pregabalin,88682.0
2021-01,England,Anxiolytics,Clonazepam,14524.0
2021-01,England,Anxiolytics,Phenobarbital,2069.0
2021-01,England,Anxiolytics,Phenobarbital sodium,4.0
2021-01,England,Anxiolytics,Clonazepam,1.0
2021-01,England,Anxiolytics,Paraldehyde,25.0
2021-01,England,Anxiolytics,Midazolam maleate,239.0
2021-01,England,Anxiolytics,Midazolam hydrochloride,993.0
2021-01,England,Antidepressants,Bupropion hydrochloride,426.0
2021-01,England,Anxiolytics,Sodium oxybate,7.0
2021-01,England,Anxiolytics,Melatonin,9836.0
2021-01,England,Anxiolytics,Chloral hydrate,74.0
2021-01,England,Anxiolytics,Cloral betaine,5.0
2021-01,England,Anxiolytics,Clomethiazole edisilate,1.0
2021-01,England,Anxiolytics,Clomethiazole,72.0
2021-01,England,Anxiolytics,Loprazolam mesilate,133.0
2021-01,England,Anxiolytics,Lormetazepam,98.0
2021-01,England,Anxiolytics,Nitrazepam,2731.0
2021-01,England,Anxiolytics,Temazepam,6524.0
2021-01,England,Anxiolytics,Zolpidem tartrate,5589.0
2021-01,England,Anxiolytics,Zopiclone,52153.0
2021-01,England,Anxiolytics,Buspirone hydrochloride,532.0
2021-01,England,Anxiolytics,Chlordiazepoxide hydrochloride,371.0
2021-01,England,Anxiolytics,Diazepam,52753.0
2021-01,England,Anxiolytics,Lorazepam,10519.0
2021-01,England,Anxiolytics,Oxazepam,396.0
2021-01,England,Anxiolytics,Secobarbital sodium,3.0
2021-01,England,Antidepressants,Amitriptyline hydrochloride,141832.0
2021-01,England,Antidepressants,Clomipramine hydrochloride,1795.0
2021-01,England,Antidepressants,Dosulepin hydrochloride,4018.0
2021-01,England,Antidepressants,Doxepin,221.0
2021-01,England,Antidepressants,Imipramine hydrochloride,1218.0
2021-01,England,Antidepressants,Lofepramine hydrochloride,1355.0
2021-01,England,Antidepressants,Mianserin hydrochloride,5.0
2021-01,England,Antidepressants,Nortriptyline,5235.0
2021-01,England,Antidepressants,Trazodone hydrochloride,9022.0
2021-01,England,Antidepressants,Trimipramine maleate,155.0
2021-01,England,Antidepressants,Isocarboxazid,41.0
2021-01,England,Antidepressants,Moclobemide,103.0
2021-01,England,Antidepressants,Phenelzine sulfate,46.0
2021-01,England,Antidepressants,Tranylcypromine sulfate,73.0
2021-01,England,Antidepressants,Citalopram hydrobromide,131146.0
2021-01,England,Antidepressants,Fluoxetine hydrochloride,57230.0
2021-01,England,Antidepressants,Fluvoxamine maleate,180.0
2021-01,England,Antidepressants,Paroxetine hydrochloride,10622.0
2021-01,England,Antidepressants,Sertraline hydrochloride,162372.0
2021-01,England,Antidepressants,Escitalopram,12503.0
2021-01,England,Antidepressants,Citalopram hydrochloride,537.0
2021-01,England,Antidepressants,Vortioxetine,1019.0
2021-01,England,Antidepressants,Reboxetine,234.0
2021-01,England,Antidepressants,Venlafaxine,49441.0
2021-01,England,Antidepressants,Mirtazapine,98728.0
2021-01,England,Antidepressants,Duloxetine hydrochloride,25672.0
2021-01,England,Antidepressants,Agomelatine,181.0
2021-01,England,Anxiolytics,Promethazine teoclate,225.0
2021-01,England,Anxiolytics,Clobazam,2383.0
2021-01,England,Anxiolytics,Pregabalin,66683.0
2021-01,England,Anxiolytics,Clonazepam,7655.0
2021-01,England,Anxiolytics,Phenobarbital,1367.0
2021-01,England,Anxiolytics,Phenobarbital sodium,1.0
2021-01,England,Anxiolytics,Paraldehyde,8.0
2021-01,England,Anxiolytics,Midazolam maleate,230.0
2021-01,England,Anxiolytics,Midazolam hydrochloride,473.0
2021-01,England,Antidepressants,Bupropion hydrochloride,156.0
2021-01,England,Anxiolytics,Melatonin,23.0
2021-01,England,Anxiolytics,Nitrazepam,3.0
2021-01,England,Anxiolytics,Temazepam,2.0
2021-01,England,Anxiolytics,Zolpidem tartrate,10.0
2021-01,England,Anxiolytics,Zopiclone,47.0
2021-01,England,Anxiolytics,Buspirone hydrochloride,4.0
2021-01,England,Anxiolytics,Chlordiazepoxide hydrochloride,3.0
2021-01,England,Anxiolytics,Diazepam,85.0
2021-01,England,Anxiolytics,Lorazepam,12.0
2021-01,England,Antidepressants,Amitriptyline hydrochloride,44.0
2021-01,England,Antidepressants,Clomipramine hydrochloride,2.0
2021-01,England,Antidepressants,Nortriptyline,1.0
2021-01,England,Antidepressants,Trazodone hydrochloride,3.0
2021-01,England,Antidepressants,Citalopram hydrobromide,26.0
2021-01,England,Antidepressants,Fluoxetine hydrochloride,69.0
2021-01,England,Antidepressants,Paroxetine hydrochloride,3.0
2021-01,England,Antidepressants,Sertraline hydrochloride,64.0
2021-01,England,Antidepressants,Escitalopram,3.0
2021-01,England,Antidepressants,Vortioxetine,3.0
2021-01,England,Antidepressants,Venlafaxine,16.0
2021-01,England,Antidepressants,Mirtazapine,50.0
2021-01,England,Antidepressants,Duloxetine hydrochloride,22.0
2021-01,England,Anxiolytics,Promethazine teoclate,1.0
2021-01,England,Anxiolytics,Clobazam,1.0
2021-01,England,Anxiolytics,Pregabalin,17.0
2021-01,England,Anxiolytics,Clonazepam,5.0
2021-01,England,Anxiolytics,Midazolam hydrochloride,1.0
2021-02,England,Anxiolytics,Sodium oxybate,26.0
2021-02,England,Anxiolytics,Melatonin,12823.0
2021-02,England,Anxiolytics,Chloral hydrate,94.0
2021-02,England,Anxiolytics,Cloral betaine,5.0
2021-02,England,Anxiolytics,Clomethiazole edisilate,2.0
2021-02,England,Anxiolytics,Clomethiazole,57.0
2021-02,England,Anxiolytics,Loprazolam mesilate,173.0
2021-02,England,Anxiolytics,Lormetazepam,143.0
2021-02,England,Anxiolytics,Nitrazepam,3556.0
2021-02,England,Anxiolytics,Temazepam,7703.0
2021-02,England,Anxiolytics,Zolpidem tartrate,6727.0
2021-02,England,Anxiolytics,Zopiclone,54242.0
2021-02,England,Anxiolytics,Buspirone hydrochloride,1607.0
2021-02,England,Anxiolytics,Chlordiazepoxide hydrochloride,292.0
2021-02,England,Anxiolytics,Diazepam,42360.0
2021-02,England,Anxiolytics,Lorazepam,11972.0
2021-02,England,Anxiolytics,Oxazepam,442.0
2021-02,England,Anxiolytics,Amobarbital sodium,2.0
2021-02,England,Anxiolytics,Butobarbital,2.0
2021-02,England,Anxiolytics,Secobarbital sodium,14.0
2021-02,England,Antidepressants,Amitriptyline hydrochloride,149640.0
2021-02,England,Antidepressants,Clomipramine hydrochloride,2743.0
2021-02,England,Antidepressants,Dosulepin hydrochloride,4741.0
2021-02,England,Antidepressants,Doxepin,186.0
2021-02,England,Antidepressants,Imipramine hydrochloride,1155.0
2021-02,England,Antidepressants,Lofepramine hydrochloride,1270.0
2021-02,England,Antidepressants,Mianserin hydrochloride,1.0
2021-02,England,Antidepressants,Nortriptyline,7180.0
2021-02,England,Antidepressants,Trazodone hydrochloride,7019.0
2021-02,England,Antidepressants,Trimipramine maleate,212.0
2021-02,England,Antidepressants,Isocarboxazid,22.0
2021-02,England,Antidepressants,Moclobemide,76.0
2021-02,England,Antidepressants,Phenelzine sulfate,54.0
2021-02,England,Antidepressants,Tranylcypromine sulfate,34.0
2021-02,England,Antidepressants,Citalopram hydrobromide,159919.0
2021-02,England,Antidepressants,Fluoxetine hydrochloride,65100.0
2021-02,England,Antidepressants,Fluvoxamine maleate,240.0
2021-02,England,Antidepressants,Paroxetine hydrochloride,12828.0
2021-02,England,Antidepressants,Sertraline hydrochloride,176342.0
2021-02,England,Antidepressants,Escitalopram,12899.0
2021-02,England,Antidepressants,Citalopram hydrochloride,696.0
2021-02,England,Antidepressants,Vortioxetine,2198.0
2021-02,England,Antidepressants,Reboxetine,174.0
2021-02,England,Antidepressants,Venlafaxine,56820.0
2021-02,England,Antidepressants,Mirtazapine,87072.0
2021-02,England,Antidepressants,Duloxetine hydrochloride,24182.0
2021-02,England,Antidepressants,Agomelatine,163.0
2021-02,England,Anxiolytics,Promethazine teoclate,449.0
2021-02,England,Anxiolytics,Clobazam,2870.0
2021-02,England,Anxiolytics,Pregabalin,72125.0
2021-02,England,Anxiolytics,Clonazepam,12254.0
2021-02,England,Anxiolytics,Phenobarbital,1869.0
2021-02,England,Anxiolytics,Phenobarbital sodium,7.0
2021-02,England,Anxiolytics,Clonazepam,1.0
2021-02,England,Anxiolytics,Paraldehyde,28.0
2021-02,England,Anxiolytics,Midazolam maleate,174.0
2021-02,England,Anxiolytics,Midazolam hydrochloride,562.0
2021-02,England,Antidepressants,Bupropion hydrochloride,194.0
2021-02,England,Anxiolytics,Sodium oxybate,8.0
2021-02,England,Anxiolytics,Melatonin,14538.0
2021-02,England,Anxiolytics,Chloral hydrate,130.0
2021-02,England,Anxiolytics,Cloral betaine,5.0
2021-02,England,Anxiolytics,Clomethiazole,71.0
2021-02,England,Anxiolytics,Loprazolam mesilate,35.0
2021-02,England,Anxiolytics,Lormetazepam,92.0
2021-02,England,Anxiolytics,Nitrazepam,2300.0
2021-02,England,Anxiolytics,Temazepam,5671.0
2021-02,England,Anxiolytics,Zolpidem tartrate,6677.0
